Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,Mins_Per_90,GA_Goals,PKA_Goals,FK_Goals,CK_Goals,OG_Goals,PSxG_Expected,PSxG_per_SoT_Expected,PSxG+_per__minus__Expected,_per_90_Expected,Cmp_Launched,Att_Launched,Cmp_percent_Launched,Att_Passes,Thr_Passes,Launch_percent_Passes,AvgLen_Passes,Att_Goal,Launch_percent_Goal,AvgLen_Goal,Opp_Crosses,Stp_Crosses,Stp_percent_Crosses,#OPA_Sweeper,#OPA_per_90_Sweeper,AvgDist_Sweeper,Url
2020,Dijon,Ligue 1,Rúnar Alex Rúnarsson,ISL,GK,24,1995,10,17,0,0,3,1,13.1,0.29,-2.9,-0.29,61,145,42.1,246,54,37.8,35.8,81,64.2,49.2,91,8,8.8,5,0.5,14,https://fbref.com/en/players/8fa8f8d2/Runar-Alex-Runarsson
2020,Dijon,Ligue 1,Alfred Gomis,SEN,GK,25,1993,18,20,1,2,2,1,22.3,0.26,3.3,0.18,169,377,44.8,563,112,47.4,39.8,168,65.5,48.1,191,27,14.1,5,0.28,12.9,https://fbref.com/en/players/cecbce23/Alfred-Gomis
2020,Dortmund,Bundesliga,Roman Bürki,SUI,GK,28,1990,30.8,40,3,0,8,3,34.7,0.36,-2.3,-0.07,116,320,36.3,843,181,29.8,32.8,204,33.8,34.3,221,15,6.8,27,0.88,14.8,https://fbref.com/en/players/9d12e142/Roman-Burki
2020,Dortmund,Bundesliga,Marwin Hitz,SUI,GK,31,1987,3.2,1,0,0,0,0,2.7,0.39,1.7,0.54,9,24,37.5,75,14,20,31,25,36,39.8,21,2,9.5,4,1.24,17.5,https://fbref.com/en/players/2e7ff968/Marwin-Hitz
2020,Düsseldorf,Bundesliga,Florian Kastenmeier,GER,GK,22,1997,17,31,2,0,3,3,24.4,0.3,-3.6,-0.21,140,330,42.4,519,56,51.1,42.5,111,58.6,48.3,105,4,3.8,14,0.82,15.5,https://fbref.com/en/players/dc2e4736/Florian-Kastenmeier
2020,Düsseldorf,Bundesliga,Zack Steffen,USA,GK,24,1995,17,36,1,1,6,1,31.9,0.32,-3.1,-0.18,156,327,47.7,477,101,48.6,41.9,143,66.4,55.3,145,9,6.2,11,0.65,13.6,https://fbref.com/en/players/42130443/Zack-Steffen
2020,Eibar,La Liga,Marko Dmitrović,SRB,GK,27,1992,35,51,4,2,3,1,44,0.36,-6,-0.17,273,842,32.4,817,91,74.1,58.3,245,96.7,76.4,275,20,7.3,47,1.34,17.4,https://fbref.com/en/players/ac295d9e/Marko-Dmitrovic
2020,Eibar,La Liga,Yoel,ESP,GK,30,1988,3,5,0,0,0,0,3.8,0.21,-1.2,-0.39,38,80,47.5,69,6,82.6,59.1,24,95.8,72.4,29,1,3.4,3,1,13.3,https://fbref.com/en/players/61bb7498/Yoel
2020,Eint Frankfurt,Bundesliga,Frederik Rønnow,DEN,GK,26,1992,9,14,2,0,0,0,15.7,0.3,1.7,0.19,89,187,47.6,282,38,53.2,40.7,62,59.7,46,72,5,6.9,4,0.44,13.9,https://fbref.com/en/players/a70b8345/Frederik-Ronnow
2020,Eint Frankfurt,Bundesliga,Kevin Trapp,GER,GK,29,1990,22,38,1,1,3,2,32,0.3,-4,-0.18,181,403,44.9,794,90,42.3,37.1,145,46.2,41.2,168,17,10.1,21,0.95,15.1,https://fbref.com/en/players/ce17b5eb/Kevin-Trapp
