Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,Mins_Per_90,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won_Aerial,Lost_Aerial,Won_percent_Aerial,Url
2018,Mainz 05,Bundesliga,Robin Zentner,GER,GK,22,1994,15,1,0,0,1,0,0,0,0,0,0,1,0,99,0,0,NA,https://fbref.com/en/players/5c4bf6ba/Robin-Zentner
2018,RB Leipzig,Bundesliga,Jean-Kévin Augustin,FRA,FW,20,1997,14.1,1,0,0,24,48,13,15,5,8,2,0,0,65,15,40,27.3,https://fbref.com/en/players/97bfa797/Jean-Kevin-Augustin
2018,RB Leipzig,Bundesliga,Bernardo,BRA,DF,22,1995,15,2,0,0,30,20,1,19,27,19,0,1,0,192,45,17,72.6,https://fbref.com/en/players/17370b95/Bernardo
2018,RB Leipzig,Bundesliga,Bruma,POR,"MF,FW",22,1994,17.9,0,0,0,13,35,4,29,9,11,0,0,0,166,0,13,0,https://fbref.com/en/players/5caa62a7/Bruma
2018,RB Leipzig,Bundesliga,Marvin Compper,GER,DF,32,1985,1,0,0,0,1,0,0,0,2,1,0,0,0,16,1,0,100,https://fbref.com/en/players/3e99c613/Marvin-Compper
2018,RB Leipzig,Bundesliga,Diego Demme,GER,MF,25,1991,25.4,4,0,0,46,75,0,12,32,38,1,0,0,325,12,38,24,https://fbref.com/en/players/dc3fa3b5/Diego-Demme
2018,RB Leipzig,Bundesliga,Emil Forsberg,SWE,"MF,FW",25,1991,15.2,0,1,0,18,26,1,22,9,8,0,0,0,88,6,11,35.3,https://fbref.com/en/players/9a2e0ccc/Emil-Forsberg
2018,RB Leipzig,Bundesliga,Péter Gulácsi,HUN,GK,27,1990,33,1,0,0,0,1,0,1,1,0,0,0,0,171,0,0,NA,https://fbref.com/en/players/bcb2ccd8/Peter-Gulacsi
2018,RB Leipzig,Bundesliga,Marcel Halstenberg,GER,DF,25,1991,13.1,3,0,0,10,11,0,21,14,11,0,0,0,185,42,19,68.9,https://fbref.com/en/players/8ff2354e/Marcel-Halstenberg
2018,RB Leipzig,Bundesliga,Stefan Ilsanker,AUT,"DF,MF",28,1989,14.3,3,1,1,34,13,1,7,15,23,0,0,0,240,35,22,61.4,https://fbref.com/en/players/8494acc4/Stefan-Ilsanker
2018,RB Leipzig,Bundesliga,Dominik Kaiser,GER,"MF,DF",28,1988,3.1,0,0,0,4,8,0,8,1,2,0,0,0,26,3,6,33.3,https://fbref.com/en/players/733fecf1/Dominik-Kaiser
2018,RB Leipzig,Bundesliga,Kevin Kampl,SVN,MF,26,1990,22.4,3,0,0,28,23,7,29,22,29,0,0,0,226,6,18,25,https://fbref.com/en/players/b825a650/Kevin-Kampl
2018,RB Leipzig,Bundesliga,Naby Keïta,GUI,MF,22,1995,21.8,8,2,1,49,66,0,14,22,33,0,0,0,294,12,24,33.3,https://fbref.com/en/players/f25c8e3a/Naby-Keita
2018,RB Leipzig,Bundesliga,Lukas Klostermann,GER,DF,21,1996,24.3,2,0,0,15,16,1,36,21,27,0,0,0,250,42,34,55.3,https://fbref.com/en/players/ca8033cb/Lukas-Klostermann
2018,RB Leipzig,Bundesliga,Ibrahima Konaté,FRA,DF,18,1999,13.6,1,0,0,16,10,0,0,15,18,0,1,0,142,38,16,70.4,https://fbref.com/en/players/5ed9b537/Ibrahima-Konate
2018,RB Leipzig,Bundesliga,Konrad Laimer,AUT,"DF,MF",20,1997,14.9,2,0,0,36,9,0,13,7,33,0,0,0,165,18,26,40.9,https://fbref.com/en/players/c1b7847c/Konrad-Laimer
2018,RB Leipzig,Bundesliga,Ademola Lookman,NGA,"MF,FW",19,1997,6.4,1,0,0,13,15,1,6,3,3,0,0,0,59,3,6,33.3,https://fbref.com/en/players/7c104bb7/Ademola-Lookman
2018,RB Leipzig,Bundesliga,Yvon Mvogo,SUI,GK,23,1994,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,NA,https://fbref.com/en/players/dc29b608/Yvon-Mvogo
2018,RB Leipzig,Bundesliga,Willi Orban,HUN,DF,24,1992,23.6,5,1,0,28,34,3,4,10,30,0,0,0,358,109,56,66.1,https://fbref.com/en/players/20030c06/Willi-Orban
2018,RB Leipzig,Bundesliga,Yussuf Poulsen,DEN,FW,23,1994,18.5,1,0,0,34,42,13,17,5,9,0,0,0,88,66,80,45.2,https://fbref.com/en/players/d2416c2e/Yussuf-Poulsen
2018,RB Leipzig,Bundesliga,Marcel Sabitzer,AUT,"MF,FW",23,1994,19.9,4,0,0,17,35,5,46,17,20,1,0,0,190,14,17,45.2,https://fbref.com/en/players/e280527c/Marcel-Sabitzer
2018,RB Leipzig,Bundesliga,Benno Schmitz,GER,DF,22,1994,0.9,0,0,0,2,1,0,3,0,1,0,0,0,10,1,0,100,https://fbref.com/en/players/ad00b1a8/Benno-Schmitz
2018,RB Leipzig,Bundesliga,Dayot Upamecano,FRA,DF,18,1998,25.2,3,1,1,40,17,1,0,32,36,0,3,0,380,87,57,60.4,https://fbref.com/en/players/d248cd8f/Dayot-Upamecano
2018,RB Leipzig,Bundesliga,Timo Werner,GER,FW,21,1996,27.7,1,0,0,26,25,39,62,10,13,0,0,0,111,18,30,37.5,https://fbref.com/en/players/49fe9070/Timo-Werner
2018,Schalke 04,Bundesliga,Nabil Bentaleb,ALG,MF,22,1994,11.2,3,1,0,28,6,1,4,11,16,0,0,0,155,10,3,76.9,https://fbref.com/en/players/3189f61a/Nabil-Bentaleb
2018,Schalke 04,Bundesliga,Guido Burgstaller,AUT,FW,28,1989,25.8,8,0,0,48,55,30,16,9,10,0,0,0,116,45,100,31,https://fbref.com/en/players/2bcc6d52/Guido-Burgstaller
2018,Schalke 04,Bundesliga,Daniel Caligiuri,ITA,"DF,MF",29,1988,32.4,4,0,0,39,46,0,66,49,66,0,0,0,323,26,24,52,https://fbref.com/en/players/d1273f09/Daniel-Caligiuri
2018,Schalke 04,Bundesliga,Coke,ESP,MF,30,1987,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,https://fbref.com/en/players/6d8f8441/Coke
2018,Schalke 04,Bundesliga,Franco Di Santo,ARG,"FW,MF",28,1989,18.4,4,0,0,60,19,18,31,2,11,1,0,0,85,42,50,45.7,https://fbref.com/en/players/549c6ba7/Franco-Di-Santo
2018,Schalke 04,Bundesliga,Breel Embolo,SUI,"FW,MF",20,1997,10.2,4,0,0,43,34,11,6,3,14,2,0,0,58,10,38,20.8,https://fbref.com/en/players/0b4f388a/Breel-Embolo
2018,Schalke 04,Bundesliga,Ralf Fährmann,GER,GK,28,1988,33.5,1,0,0,0,10,0,0,0,1,0,0,0,119,0,1,0,https://fbref.com/en/players/1e43fad8/Ralf-Fahrmann
2018,Schalke 04,Bundesliga,Leon Goretzka,GER,MF,22,1995,22,3,0,0,38,58,3,22,24,30,1,0,0,225,25,28,47.2,https://fbref.com/en/players/cc86b9a3/Leon-Goretzka
2018,Schalke 04,Bundesliga,Amine Harit,MAR,"MF,FW",20,1997,22.7,3,0,0,26,107,8,30,17,19,3,0,0,181,9,12,42.9,https://fbref.com/en/players/e7d59f4f/Amine-Harit
2018,Schalke 04,Bundesliga,Pablo Insua,ESP,DF,23,1993,0.3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,https://fbref.com/en/players/4b5e7e90/Pablo-Insua
2018,Schalke 04,Bundesliga,Thilo Kehrer,GER,DF,20,1996,26.3,4,0,0,39,29,2,3,29,45,1,0,0,258,45,35,56.3,https://fbref.com/en/players/51dbeea9/Thilo-Kehrer
2018,Schalke 04,Bundesliga,Yevhen Konoplyanka,UKR,"FW,MF",27,1989,17.4,1,0,0,23,22,4,63,1,6,1,0,0,77,8,17,32,https://fbref.com/en/players/d9a5d930/Yevhen-Konoplyanka
2018,Schalke 04,Bundesliga,Weston McKennie,USA,MF,18,1998,14,3,0,0,43,12,0,5,15,20,0,0,0,185,21,17,55.3,https://fbref.com/en/players/01c3aff5/Weston-McKennie
2018,Schalke 04,Bundesliga,Max Meyer,GER,MF,21,1995,19.2,6,0,0,26,23,0,2,33,25,0,0,0,203,13,12,52,https://fbref.com/en/players/eba42d2b/Max-Meyer
2018,Schalke 04,Bundesliga,Naldo,BRA,DF,34,1982,34,5,0,0,33,19,2,0,33,33,0,2,0,379,147,29,83.5,https://fbref.com/en/players/03bd0bf4/Naldo
2018,Schalke 04,Bundesliga,Matija Nastasić,SRB,DF,24,1993,22.1,6,1,1,36,8,1,1,20,29,0,1,0,218,40,22,64.5,https://fbref.com/en/players/f35430a4/Matija-Nastasic
2018,Schalke 04,Bundesliga,Alexander Nübel,GER,GK,20,1996,0.5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,NA,https://fbref.com/en/players/afb0c500/Alexander-Nubel
2018,Schalke 04,Bundesliga,Bastian Oczipka,GER,"DF,MF",28,1989,25.8,2,0,0,20,53,2,78,21,29,0,1,0,219,13,20,39.4,https://fbref.com/en/players/d1661819/Bastian-Oczipka
2018,Schalke 04,Bundesliga,Marko Pjaca,CRO,"FW,MF",22,1995,2.9,0,0,0,5,6,0,1,1,6,0,0,0,16,5,10,33.3,https://fbref.com/en/players/2c38b327/Marko-Pjaca
2018,Schalke 04,Bundesliga,Baba Rahman,GHA,DF,23,1994,0.4,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,NA,https://fbref.com/en/players/e4086af3/Baba-Rahman
2018,Schalke 04,Bundesliga,Fabian Reese,GER,"FW,MF",19,1997,0.8,0,0,0,3,1,0,0,0,2,0,0,0,9,0,1,0,https://fbref.com/en/players/b1823b08/Fabian-Reese
2018,Schalke 04,Bundesliga,Alessandro Schöpf,AUT,"DF,MF",23,1994,9,3,0,0,28,15,1,10,10,19,0,0,0,84,6,9,40,https://fbref.com/en/players/106bca06/Alessandro-Schopf
2018,Schalke 04,Bundesliga,Benjamin Stambouli,FRA,"DF,MF",26,1990,24.4,4,0,0,48,18,0,3,36,53,0,2,1,278,35,31,53,https://fbref.com/en/players/5939baa2/Benjamin-Stambouli
2018,Schalke 04,Bundesliga,Cedric Teuchert,GER,"MF,FW",20,1997,0.4,0,0,0,0,0,1,2,0,0,0,0,0,4,0,2,0,https://fbref.com/en/players/f956479d/Cedric-Teuchert
2018,Stuttgart,Bundesliga,Ailton,BRA,"DF,FW",22,1995,1.2,0,0,0,2,1,0,4,1,2,0,0,0,7,2,3,40,https://fbref.com/en/players/74ced675/Ailton
2018,Stuttgart,Bundesliga,Chadrac Akolo,COD,"FW,MF",22,1995,12.2,2,0,0,13,12,9,18,7,10,0,0,0,67,9,21,30,https://fbref.com/en/players/debc2f28/Chadrac-Akolo
2018,Stuttgart,Bundesliga,Dennis Aogo,GER,"MF,DF",30,1987,21.7,5,0,0,31,14,0,45,21,15,0,1,0,203,10,13,43.5,https://fbref.com/en/players/c311243f/Dennis-Aogo
2018,Stuttgart,Bundesliga,Takuma Asano,JPN,"FW,MF",22,1994,8,1,0,0,10,10,13,12,4,5,0,0,0,35,5,24,17.2,https://fbref.com/en/players/13ddc856/Takuma-Asano
2018,Stuttgart,Bundesliga,Santiago Ascacíbar,ARG,MF,20,1997,26.5,11,1,1,40,62,0,5,30,49,1,0,0,411,29,37,43.9,https://fbref.com/en/players/e26fcca3/Santiago-Ascacibar
2018,Stuttgart,Bundesliga,Holger Badstuber,GER,"DF,MF",28,1989,24.1,2,0,0,24,18,0,2,36,23,0,0,0,316,48,27,64,https://fbref.com/en/players/45b7edae/Holger-Badstuber
2018,Stuttgart,Bundesliga,Timo Baumgartl,GER,DF,21,1996,29,4,0,0,40,29,1,9,24,48,0,1,0,336,65,34,65.7,https://fbref.com/en/players/bd7d2e6d/Timo-Baumgartl
2018,Stuttgart,Bundesliga,Andreas Beck,GER,"DF,MF",30,1987,21.4,5,0,0,36,47,1,54,16,25,0,0,0,168,40,44,47.6,https://fbref.com/en/players/00a6485f/Andreas-Beck
2018,Stuttgart,Bundesliga,Josip Brekalo,CRO,"MF,FW",19,1998,8.1,1,0,0,11,25,2,23,7,8,0,0,0,48,6,4,60,https://fbref.com/en/players/d4a2533d/Josip-Brekalo
2018,Stuttgart,Bundesliga,Jacob Bruun Larsen,DEN,"MF,DF",18,1998,1.2,0,0,0,6,1,1,1,1,1,0,1,0,9,0,1,0,https://fbref.com/en/players/4e204552/Jacob-Bruun-Larsen
2018,Stuttgart,Bundesliga,Dženis Burnić,GER,"MF,DF",19,1998,3.4,3,1,1,14,1,0,4,1,4,0,0,0,42,1,0,100,https://fbref.com/en/players/0dabaf14/Dzenis-Burnic
2018,Stuttgart,Bundesliga,Anastasios Donis,GRE,"FW,MF",20,1996,10.5,1,0,0,17,16,3,37,5,17,0,0,0,54,8,14,36.4,https://fbref.com/en/players/0f26fd24/Anastasios-Donis
2018,Stuttgart,Bundesliga,Christian Gentner,GER,MF,31,1985,26.8,3,0,0,60,41,4,39,38,55,0,0,0,267,17,41,29.3,https://fbref.com/en/players/a4f94a0d/Christian-Gentner
2018,Stuttgart,Bundesliga,Daniel Ginczek,GER,"FW,MF",26,1991,16.9,3,0,0,32,18,8,6,7,4,0,0,0,82,43,82,34.4,https://fbref.com/en/players/e5f63987/Daniel-Ginczek
2018,Stuttgart,Bundesliga,Mario Gómez,GER,FW,32,1985,15.4,3,0,0,27,28,5,11,1,11,0,0,0,63,68,67,50.4,https://fbref.com/en/players/71a20ce8/Mario-Gomez
2018,Stuttgart,Bundesliga,Anto Grgić,SUI,MF,20,1996,0.1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,NA,https://fbref.com/en/players/126cf855/Anto-Grgic
2018,Stuttgart,Bundesliga,Emiliano Insúa,ARG,DF,28,1989,23.4,2,0,0,25,25,5,69,28,33,0,0,0,218,24,24,50,https://fbref.com/en/players/f3cccffe/Emiliano-Insua
2018,Stuttgart,Bundesliga,Marcin Kamiński,POL,DF,25,1992,12.6,0,0,0,8,1,0,5,12,9,0,0,0,160,25,16,61,https://fbref.com/en/players/463503e2/Marcin-Kaminski
2018,Stuttgart,Bundesliga,Orel Mangala,BEL,MF,19,1998,8.7,2,0,0,22,12,0,3,10,15,0,1,0,85,3,11,21.4,https://fbref.com/en/players/a572e291/Orel-Mangala
2018,Stuttgart,Bundesliga,Ebenezer Ofori,GHA,MF,22,1995,0.1,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,NA,https://fbref.com/en/players/a5d77c4e/Ebenezer-Ofori
2018,Stuttgart,Bundesliga,Berkay Özcan,TUR,"MF,FW",19,1998,11.1,1,0,0,9,11,1,12,3,9,0,0,0,72,12,32,27.3,https://fbref.com/en/players/31114001/Berkay-Ozcan
2018,Stuttgart,Bundesliga,Benjamin Pavard,FRA,DF,21,1996,34,2,0,0,30,25,2,11,46,29,0,2,0,368,95,73,56.5,https://fbref.com/en/players/45a03961/Benjamin-Pavard
2018,Stuttgart,Bundesliga,Simon Terodde,GER,FW,29,1988,10.6,2,0,0,19,24,15,1,1,3,1,0,0,35,21,40,34.4,https://fbref.com/en/players/863ff1ee/Simon-Terodde
2018,Stuttgart,Bundesliga,Erik Thommy,GER,"MF,FW",22,1994,10.9,0,0,0,12,23,2,30,3,12,0,0,0,83,7,31,18.4,https://fbref.com/en/players/df8e7b62/Erik-Thommy
2018,Stuttgart,Bundesliga,Ron-Robert Zieler,GER,GK,28,1989,34,3,0,0,0,10,0,0,0,0,0,0,0,198,0,1,0,https://fbref.com/en/players/a0606ae8/Ron-Robert-Zieler
2018,Stuttgart,Bundesliga,Matthias Zimmermann,GER,"DF,MF",25,1992,0.9,0,0,0,0,0,0,1,0,1,0,0,0,12,0,0,NA,https://fbref.com/en/players/e199d5b0/Matthias-Zimmermann
2018,Werder Bremen,Bundesliga,Ludwig Augustinsson,SWE,"DF,MF",23,1994,28.1,3,0,0,31,14,4,74,25,25,0,0,0,237,36,33,52.2,https://fbref.com/en/players/9fec8860/Ludwig-Augustinsson
2018,Werder Bremen,Bundesliga,Philipp Bargfrede,GER,MF,28,1989,20.7,5,0,0,51,27,0,2,34,41,0,0,0,269,34,36,48.6,https://fbref.com/en/players/3f7cd8f1/Philipp-Bargfrede
2018,Werder Bremen,Bundesliga,Fin Bartels,GER,FW,30,1987,12.5,0,0,0,10,18,5,19,3,7,0,0,0,72,6,15,28.6,https://fbref.com/en/players/acc7b7ec/Fin-Bartels
2018,Werder Bremen,Bundesliga,Robert Bauer,GER,DF,22,1995,10.6,4,0,0,16,12,0,9,11,12,0,0,0,133,6,7,46.2,https://fbref.com/en/players/9b88e120/Robert-Bauer
2018,Werder Bremen,Bundesliga,Ishak Belfodil,ALG,FW,25,1992,15,1,0,0,63,14,23,29,0,6,0,0,0,71,74,60,55.2,https://fbref.com/en/players/ff182fdc/Ishak-Belfodil
2018,Werder Bremen,Bundesliga,Luca Caldirola,ITA,DF,26,1991,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,NA,https://fbref.com/en/players/226008f1/Luca-Caldirola
2018,Werder Bremen,Bundesliga,Thomas Delaney,DEN,MF,25,1991,31.1,5,0,0,87,74,6,29,36,49,0,0,0,347,99,76,56.6,https://fbref.com/en/players/fe641c1a/Thomas-Delaney
2018,Werder Bremen,Bundesliga,Johannes Eggestein,GER,"FW,MF",19,1998,1.1,0,0,0,0,3,1,1,1,0,0,0,0,8,2,5,28.6,https://fbref.com/en/players/d571df78/Johannes-Eggestein
2018,Werder Bremen,Bundesliga,Maximilian Eggestein,GER,MF,20,1996,29.9,3,0,0,52,47,2,20,21,38,0,0,0,302,60,50,54.5,https://fbref.com/en/players/beb882a8/Maximilian-Eggestein
2018,Werder Bremen,Bundesliga,Marco Friedl,AUT,DF,19,1998,6.7,0,0,0,5,9,0,9,8,5,0,0,0,63,8,7,53.3,https://fbref.com/en/players/f86ad3f5/Marco-Friedl
2018,Werder Bremen,Bundesliga,Ulisses Garcia,SUI,DF,21,1996,1,0,0,0,4,0,0,0,0,2,0,0,0,5,2,1,66.7,https://fbref.com/en/players/c952f633/Ulisses-Garcia
2018,Werder Bremen,Bundesliga,Theodor Gebre Selassie,CZE,"DF,MF",30,1986,31.4,4,0,0,57,39,2,24,39,28,0,0,0,303,97,67,59.1,https://fbref.com/en/players/3f65898c/Theodor-Gebre-Selassie
2018,Werder Bremen,Bundesliga,Jérôme Gondorf,GER,"MF,FW",29,1988,8.9,4,0,0,23,25,5,12,6,8,0,0,0,57,14,19,42.4,https://fbref.com/en/players/49ffe0f2/Jerome-Gondorf
2018,Werder Bremen,Bundesliga,Izet Hajrović,BIH,"MF,FW",25,1991,2.1,3,0,0,8,3,0,5,1,2,0,0,0,19,2,4,33.3,https://fbref.com/en/players/55537f53/Izet-Hajrovic
2018,Werder Bremen,Bundesliga,Aron Jóhannsson,USA,"MF,FW",26,1990,3.1,0,0,0,4,7,2,3,2,3,0,1,0,24,9,12,42.9,https://fbref.com/en/players/c0dc9fc7/Aron-Johannsson
2018,Werder Bremen,Bundesliga,Zlatko Junuzović,AUT,"MF,FW",29,1987,18.1,2,0,0,28,32,5,38,13,22,0,0,0,137,12,19,38.7,https://fbref.com/en/players/dba67bc4/Zlatko-Junuzovic
2018,Werder Bremen,Bundesliga,Florian Kainz,AUT,"MF,FW",24,1992,19,5,0,0,40,36,3,60,11,14,0,0,0,141,14,14,50,https://fbref.com/en/players/94c18565/Florian-Kainz
2018,Werder Bremen,Bundesliga,Ole Käuper,GER,MF,20,1997,0.8,1,0,0,6,0,0,0,3,3,0,0,0,7,0,2,0,https://fbref.com/en/players/e5d652c1/Ole-Kauper
2018,Werder Bremen,Bundesliga,Max Kruse,GER,FW,29,1988,27.3,2,0,0,18,31,10,50,9,14,0,0,0,182,21,58,26.6,https://fbref.com/en/players/f9446dcd/Max-Kruse
2018,Werder Bremen,Bundesliga,Sebastian Langkamp,GER,DF,29,1988,4.6,2,0,0,5,5,0,0,6,2,0,0,0,63,9,4,69.2,https://fbref.com/en/players/74d70fb5/Sebastian-Langkamp
2018,Werder Bremen,Bundesliga,Niklas Moisander,FIN,DF,31,1985,25,6,0,0,36,18,0,4,27,32,0,2,1,326,40,32,55.6,https://fbref.com/en/players/00844823/Niklas-Moisander
2018,Werder Bremen,Bundesliga,Jiří Pavlenka,CZE,GK,25,1992,34,1,0,0,0,8,0,0,0,0,0,0,0,177,0,0,NA,https://fbref.com/en/players/0a1cb833/Jiri-Pavlenka
2018,Werder Bremen,Bundesliga,Milot Rashica,KVX,"FW,MF",21,1996,4.3,0,0,0,5,10,4,17,2,3,0,0,0,32,2,9,18.2,https://fbref.com/en/players/6c6a3300/Milot-Rashica
2018,Werder Bremen,Bundesliga,Lamine Sané,SEN,DF,30,1987,8.7,1,0,0,6,10,1,0,8,11,0,0,0,128,15,7,68.2,https://fbref.com/en/players/125cb9fe/Lamine-Sane
2018,Werder Bremen,Bundesliga,Miloš Veljković,SRB,DF,21,1995,29.5,2,0,0,21,24,1,8,16,26,0,1,1,298,46,56,45.1,https://fbref.com/en/players/a5ae8f8e/Milos-Veljkovic
2018,Wolfsburg,Bundesliga,Maximilian Arnold,GER,MF,23,1994,27.3,9,1,0,50,85,3,38,17,41,0,1,0,275,21,30,41.2,https://fbref.com/en/players/86e119e0/Maximilian-Arnold
2018,Wolfsburg,Bundesliga,Riechedly Bazoer,NED,MF,20,1996,6.6,2,0,0,12,14,2,3,4,5,1,0,0,68,4,7,36.4,https://fbref.com/en/players/da59a197/Riechedly-Bazoer
2018,Wolfsburg,Bundesliga,Josip Brekalo,CRO,"FW,MF",19,1998,9.7,2,0,0,9,13,1,21,3,7,0,0,0,73,0,17,0,https://fbref.com/en/players/d4a2533d/Josip-Brekalo
2018,Wolfsburg,Bundesliga,John Brooks,USA,DF,24,1993,8.1,1,0,0,9,9,0,0,4,11,0,0,0,64,15,12,55.6,https://fbref.com/en/players/e27da244/John-Brooks
2018,Wolfsburg,Bundesliga,Jeffrey Bruma,NED,DF,25,1991,11,1,0,0,15,3,0,1,4,10,0,0,0,114,37,22,62.7,https://fbref.com/en/players/fbffc4b1/Jeffrey-Bruma
2018,Wolfsburg,Bundesliga,Jakub Błaszczykowski,POL,"FW,MF",31,1985,5.8,0,0,0,4,11,0,15,5,13,0,0,0,36,3,5,37.5,https://fbref.com/en/players/2b350e6b/Jakub-Blaszczykowski
2018,Wolfsburg,Bundesliga,Ignacio Camacho,ESP,"MF,DF",27,1990,10.6,1,0,0,18,23,1,0,14,18,0,0,0,188,36,16,69.2,https://fbref.com/en/players/8ed9b33a/Ignacio-Camacho
2018,Wolfsburg,Bundesliga,Koen Casteels,BEL,GK,25,1992,34,1,0,0,1,8,0,0,0,1,0,0,0,206,0,0,NA,https://fbref.com/en/players/db401046/Koen-Casteels
2018,Wolfsburg,Bundesliga,Daniel Didavi,GER,"MF,FW",27,1990,24.9,4,0,0,40,53,7,41,6,15,1,0,0,147,12,33,26.7,https://fbref.com/en/players/d3096421/Daniel-Didavi
2018,Wolfsburg,Bundesliga,Landry Dimata,BEL,"FW,MF",19,1997,10,1,1,1,26,41,1,6,0,7,1,0,0,40,15,41,26.8,https://fbref.com/en/players/b5f63410/Landry-Dimata
2018,Wolfsburg,Bundesliga,Ohis Felix Uduokhai,GER,DF,19,1997,17.3,2,1,1,20,12,1,1,18,18,0,0,0,188,30,19,61.2,https://fbref.com/en/players/677da306/Ohis-Felix-Uduokhai
2018,Wolfsburg,Bundesliga,Yannick Gerhardt,GER,"DF,MF",23,1994,13.6,1,0,0,13,17,4,23,10,20,1,0,0,142,15,21,41.7,https://fbref.com/en/players/62ab9184/Yannick-Gerhardt
2018,Wolfsburg,Bundesliga,Mario Gómez,GER,FW,32,1985,10.4,0,0,0,14,10,5,5,1,7,1,0,0,32,38,33,53.5,https://fbref.com/en/players/71a20ce8/Mario-Gomez
2018,Wolfsburg,Bundesliga,Josuha Guilavogui,FRA,MF,26,1990,26.7,7,1,1,49,21,4,10,47,49,0,2,1,336,46,21,68.7,https://fbref.com/en/players/e6c43eec/Josuha-Guilavogui
2018,Wolfsburg,Bundesliga,Kaylen Hinds,ENG,"MF,FW",19,1998,1,0,0,0,0,1,1,1,1,1,0,0,0,5,0,2,0,https://fbref.com/en/players/fdd5d298/Kaylen-Hinds
2018,Wolfsburg,Bundesliga,Gian-Luca Itter,GER,DF,18,1999,4.6,1,0,0,3,4,0,7,7,6,0,1,0,37,1,2,33.3,https://fbref.com/en/players/e6c15f6e/Gian-Luca-Itter
2018,Wolfsburg,Bundesliga,Paul Jaeckel,GER,DF,19,1998,3,0,0,0,3,0,0,4,8,4,0,0,0,22,10,3,76.9,https://fbref.com/en/players/a93b6f4e/Paul-Jaeckel
2018,Wolfsburg,Bundesliga,Sebastian Jung,GER,DF,27,1990,0.9,1,0,0,1,1,0,0,0,1,0,0,0,6,0,0,NA,https://fbref.com/en/players/86b30561/Sebastian-Jung
2018,Wolfsburg,Bundesliga,Robin Knoche,GER,DF,25,1992,23.4,2,0,0,16,14,1,0,17,12,1,1,1,298,69,24,74.2,https://fbref.com/en/players/6bd5cd5d/Robin-Knoche
2018,Wolfsburg,Bundesliga,Yunus Mallı,TUR,"FW,MF",25,1992,24.9,3,0,0,16,47,3,30,11,14,0,1,0,168,6,29,17.1,https://fbref.com/en/players/f3722c97/Yunus-Malli
2018,Wolfsburg,Bundesliga,Admir Mehmedi,SUI,"FW,MF",26,1991,3.2,0,0,0,5,3,3,4,0,1,0,0,0,20,8,8,50,https://fbref.com/en/players/b500b384/Admir-Mehmedi
2018,Wolfsburg,Bundesliga,Paul-Georges Ntep,CMR,"FW,MF",25,1992,1.8,2,1,1,7,5,2,9,1,2,0,0,0,10,0,2,0,https://fbref.com/en/players/81aeb1dd/Paul-Georges-Ntep
2018,Wolfsburg,Bundesliga,Divock Origi,BEL,FW,22,1995,21.9,2,0,0,32,42,17,13,2,2,0,0,0,63,37,69,34.9,https://fbref.com/en/players/43a166b4/Divock-Origi
2018,Wolfsburg,Bundesliga,Victor Osimhen,NGA,"FW,MF",18,1998,3.2,0,0,0,9,8,2,4,2,1,0,0,0,22,20,30,40,https://fbref.com/en/players/8c90fd7a/Victor-Osimhen
2018,Wolfsburg,Bundesliga,Elvis Rexhbeçaj,GER,"DF,MF",19,1997,1.4,0,0,0,3,2,0,1,0,1,0,0,0,7,1,9,10,https://fbref.com/en/players/1ae836b1/Elvis-Rexhbecaj
2018,Wolfsburg,Bundesliga,Renato Steffen,SUI,"FW,MF",25,1991,7.3,3,0,0,23,18,0,11,1,6,0,1,0,45,1,19,5,https://fbref.com/en/players/dd669209/Renato-Steffen
2018,Wolfsburg,Bundesliga,Marcel Tisserand,COD,DF,24,1993,13.9,4,0,0,23,15,0,19,20,3,0,1,0,143,18,20,47.4,https://fbref.com/en/players/45954ec7/Marcel-Tisserand
2018,Wolfsburg,Bundesliga,Paul Verhaegh,NED,DF,33,1983,29,6,0,0,23,28,0,43,21,14,0,0,0,252,26,18,59.1,https://fbref.com/en/players/97655ccd/Paul-Verhaegh
2018,Wolfsburg,Bundesliga,William,BRA,DF,22,1995,17.9,5,1,1,26,24,0,34,34,35,0,1,0,199,17,31,35.4,https://fbref.com/en/players/d4d0a9ad/William
2019,Augsburg,Bundesliga,Simon Asta,GER,DF,17,2001,1,1,0,0,1,0,0,1,4,1,0,0,0,9,2,1,66.7,https://fbref.com/en/players/dfc85b89/Simon-Asta
2019,Augsburg,Bundesliga,Daniel Baier,GER,MF,34,1984,31.3,7,0,0,58,58,0,17,44,38,0,0,0,494,21,23,47.7,https://fbref.com/en/players/f261abcb/Daniel-Baier
2019,Augsburg,Bundesliga,Caiuby,BRA,"FW,MF",30,1988,11.2,3,0,0,17,21,3,21,4,11,0,0,0,93,33,24,57.9,https://fbref.com/en/players/c6637acf/Caiuby
