Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,Mins_Per_90,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won_Aerial,Lost_Aerial,Won_percent_Aerial,Url
2020,Eint Frankfurt,Bundesliga,Frederik Rønnow,DEN,GK,26,1992,9,0,0,0,0,1,0,0,0,0,0,0,0,56,0,0,NA,https://fbref.com/en/players/a70b8345/Frederik-Ronnow
2020,Eint Frankfurt,Bundesliga,André Silva,POR,FW,23,1995,17.5,1,0,0,17,25,12,12,1,4,1,0,0,89,48,68,41.4,https://fbref.com/en/players/3effaa34/Andre-Silva
2020,Eint Frankfurt,Bundesliga,Djibril Sow,SUI,MF,22,1997,19.4,2,0,0,43,47,0,24,22,39,0,0,0,235,25,33,43.1,https://fbref.com/en/players/4c6facae/Djibril-Sow
2020,Eint Frankfurt,Bundesliga,Lucas Torró,ESP,"MF,FW",25,1994,3.7,5,1,1,6,9,0,1,5,8,0,0,0,65,18,7,72,https://fbref.com/en/players/0e4fef6e/Lucas-Torro
2020,Eint Frankfurt,Bundesliga,Almamy Touré,MLI,DF,23,1996,16.6,2,0,0,19,7,0,50,12,24,0,0,0,174,38,24,61.3,https://fbref.com/en/players/c8c60119/Almamy-Toure
2020,Eint Frankfurt,Bundesliga,Kevin Trapp,GER,GK,29,1990,22,1,0,0,0,3,0,0,0,0,0,0,0,139,0,0,NA,https://fbref.com/en/players/ce17b5eb/Kevin-Trapp
2020,Eint Frankfurt,Bundesliga,Felix Wiedwald,GER,GK,29,1990,3,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,NA,https://fbref.com/en/players/e2d34771/Felix-Wiedwald
2020,Freiburg,Bundesliga,Amir Abrashi,ALB,MF,29,1990,7.4,3,0,0,20,14,0,5,8,13,0,0,0,84,12,9,57.1,https://fbref.com/en/players/1c08a3c8/Amir-Abrashi
2020,Freiburg,Bundesliga,Brandon Borrello,AUS,"MF,FW",24,1995,3.3,0,0,0,3,9,1,3,0,4,0,0,0,28,4,9,30.8,https://fbref.com/en/players/b4d90315/Brandon-Borrello
2020,Freiburg,Bundesliga,Kwon Chang-hoon,KOR,"MF,FW",25,1994,7.5,0,0,0,4,23,3,16,7,6,1,0,0,68,16,23,41,https://fbref.com/en/players/7961f7aa/Kwon-Chang-hoon
2020,Freiburg,Bundesliga,Mark Flekken,NED,GK,26,1993,10,0,0,0,1,0,0,0,0,0,0,0,0,51,0,0,NA,https://fbref.com/en/players/a92ab7be/Mark-Flekken
2020,Freiburg,Bundesliga,Mike Frantz,GER,"MF,DF",32,1986,3.9,2,0,0,8,6,0,6,1,4,0,0,0,36,8,8,50,https://fbref.com/en/players/482b70ad/Mike-Frantz
2020,Freiburg,Bundesliga,Jérôme Gondorf,GER,MF,31,1988,1.3,1,0,0,4,2,0,0,0,5,0,0,0,13,2,2,50,https://fbref.com/en/players/49ffe0f2/Jerome-Gondorf
2020,Freiburg,Bundesliga,Vincenzo Grifo,ITA,"MF,FW",26,1993,18,1,1,0,10,15,6,45,12,9,0,0,0,146,10,18,35.7,https://fbref.com/en/players/54e4866f/Vincenzo-Grifo
2020,Freiburg,Bundesliga,Manuel Gulde,GER,DF,28,1991,15.2,0,0,0,7,12,2,7,12,20,0,0,0,150,39,32,54.9,https://fbref.com/en/players/25ab9c9c/Manuel-Gulde
2020,Freiburg,Bundesliga,Christian Günter,GER,DF,26,1993,33.7,2,0,0,26,26,3,146,10,23,1,0,0,196,11,31,26.2,https://fbref.com/en/players/8593f88c/Christian-Gunter
2020,Freiburg,Bundesliga,Janik Haberer,GER,"MF,FW",25,1994,19.1,5,1,1,36,47,0,9,17,23,0,0,0,231,34,57,37.4,https://fbref.com/en/players/70dcf94d/Janik-Haberer
2020,Freiburg,Bundesliga,Dominique Heintz,GER,DF,25,1993,27,2,0,0,18,18,0,9,21,31,0,1,0,227,43,34,55.8,https://fbref.com/en/players/699fb8db/Dominique-Heintz
2020,Freiburg,Bundesliga,Nicolas Höfler,GER,MF,29,1990,30.9,9,0,0,65,39,0,5,59,45,1,1,0,403,62,35,63.9,https://fbref.com/en/players/5d8e331f/Nicolas-Hofler
2020,Freiburg,Bundesliga,Lucas Höler,GER,"FW,MF",25,1994,27.6,4,0,0,37,84,10,22,12,18,1,1,0,154,65,85,43.3,https://fbref.com/en/players/ca618d23/Lucas-Holer
2020,Freiburg,Bundesliga,Gian-Luca Itter,GER,"DF,MF",20,1999,0.4,0,0,0,0,1,0,2,2,0,0,0,0,4,0,1,0,https://fbref.com/en/players/e6c15f6e/Gian-Luca-Itter
2020,Freiburg,Bundesliga,Yannik Keitel,GER,MF,19,2000,1.9,0,0,0,6,2,0,1,4,1,0,0,0,15,2,3,40,https://fbref.com/en/players/d2c580ce/Yannik-Keitel
2020,Freiburg,Bundesliga,Robin Koch,GER,"DF,MF",23,1996,30.1,3,0,0,32,20,0,4,18,24,0,1,0,290,110,57,65.9,https://fbref.com/en/players/ea6bc03a/Robin-Koch
2020,Freiburg,Bundesliga,Lukas Kübler,GER,DF,26,1992,2.3,1,0,0,3,1,0,2,4,0,0,0,0,18,4,3,57.1,https://fbref.com/en/players/2a29eb9b/Lukas-Kubler
2020,Freiburg,Bundesliga,Philipp Lienhart,AUT,DF,23,1996,20.2,3,0,0,10,26,0,3,19,8,0,0,0,147,35,22,61.4,https://fbref.com/en/players/302527b2/Philipp-Lienhart
2020,Freiburg,Bundesliga,Nils Petersen,GER,"FW,MF",30,1988,27.1,1,0,0,10,17,12,9,12,16,0,0,0,118,80,130,38.1,https://fbref.com/en/players/f93e6e94/Nils-Petersen
2020,Freiburg,Bundesliga,Roland Sallai,HUN,"MF,FW",22,1997,12.9,2,0,0,29,40,9,25,7,17,0,0,0,77,22,33,40,https://fbref.com/en/players/bf075f6b/Roland-Sallai
2020,Freiburg,Bundesliga,Nico Schlotterbeck,GER,DF,19,1999,4.1,0,0,0,7,9,0,3,4,5,0,0,0,47,23,6,79.3,https://fbref.com/en/players/34e12499/Nico-Schlotterbeck
2020,Freiburg,Bundesliga,Jonathan Schmid,FRA,DF,29,1990,31.5,1,0,0,16,41,4,59,21,31,0,0,0,246,34,29,54,https://fbref.com/en/players/088ca1bd/Jonathan-Schmid
2020,Freiburg,Bundesliga,Alexander Schwolow,GER,GK,27,1992,23.2,0,0,0,0,4,0,0,0,0,0,0,0,112,0,0,NA,https://fbref.com/en/players/0d55d942/Alexander-Schwolow
2020,Freiburg,Bundesliga,Lino Tempelmann,GER,MF,20,1999,0.4,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,https://fbref.com/en/players/4e3a947f/Lino-Tempelmann
2020,Freiburg,Bundesliga,Niclas Thiede,GER,GK,20,1999,0.8,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,NA,https://fbref.com/en/players/cac55e10/Niclas-Thiede
2020,Freiburg,Bundesliga,Luca Waldschmidt,GER,"FW,MF",23,1996,14.1,3,0,0,19,14,6,5,5,6,1,0,0,61,10,32,23.8,https://fbref.com/en/players/e5a35ae9/Luca-Waldschmidt
2020,Hertha BSC,Bundesliga,Santiago Ascacíbar,ARG,MF,22,1997,7,2,0,0,11,5,0,1,8,22,0,0,0,99,7,11,38.9,https://fbref.com/en/players/e26fcca3/Santiago-Ascacibar
2020,Hertha BSC,Bundesliga,Dedryck Boyata,BEL,DF,28,1990,27.1,8,1,0,24,7,2,0,47,20,0,3,0,211,78,27,74.3,https://fbref.com/en/players/7c473e12/Dedryck-Boyata
2020,Hertha BSC,Bundesliga,Per Ciljan Skjelbred,NOR,MF,32,1987,18.1,4,0,0,26,11,0,4,22,31,0,0,0,173,19,17,52.8,https://fbref.com/en/players/ecab64a0/Per-Ciljan-Skjelbred
2020,Hertha BSC,Bundesliga,Matheus Cunha,BRA,"FW,MF",20,1999,8.3,3,0,0,22,34,2,5,6,9,1,0,0,60,6,16,27.3,https://fbref.com/en/players/dc62b55d/Matheus-Cunha
2020,Hertha BSC,Bundesliga,Vladimír Darida,CZE,MF,28,1990,25.1,8,1,1,44,29,3,44,24,39,0,0,0,232,21,43,32.8,https://fbref.com/en/players/3eb0f2df/Vladimir-Darida
2020,Hertha BSC,Bundesliga,Javairô Dilrosun,NED,"MF,FW",21,1998,14.5,2,0,0,7,19,3,34,19,6,0,0,0,109,4,15,21.1,https://fbref.com/en/players/34a0f5ff/Javairo-Dilrosun
2020,Hertha BSC,Bundesliga,Ondrej Duda,SVK,"MF,FW",24,1994,5,2,0,0,13,11,0,6,3,3,0,0,0,43,7,11,38.9,https://fbref.com/en/players/79ca3e23/Ondrej-Duda
2020,Hertha BSC,Bundesliga,Alexander Esswein,GER,"FW,MF",29,1990,2.4,1,0,0,4,7,0,8,1,3,0,0,0,15,6,1,85.7,https://fbref.com/en/players/b48215cd/Alexander-Esswein
2020,Hertha BSC,Bundesliga,Marko Grujić,SRB,MF,23,1996,26.8,9,0,0,72,28,0,4,20,34,0,1,0,269,94,48,66.2,https://fbref.com/en/players/8b8e759d/Marko-Grujic
2020,Hertha BSC,Bundesliga,Vedad Ibišević,BIH,FW,34,1984,14,4,0,0,19,16,12,2,1,1,0,0,0,49,29,39,42.6,https://fbref.com/en/players/c3fd9887/Vedad-Ibisevic
2020,Hertha BSC,Bundesliga,Rune Jarstein,NOR,GK,34,1984,28.3,1,1,0,1,10,0,0,0,0,0,0,0,156,0,0,NA,https://fbref.com/en/players/27d2618c/Rune-Jarstein
2020,Hertha BSC,Bundesliga,Salomon Kalou,CIV,"FW,MF",33,1985,1.6,0,0,0,4,0,2,2,1,3,0,0,0,12,1,5,16.7,https://fbref.com/en/players/2042d931/Salomon-Kalou
2020,Hertha BSC,Bundesliga,Lukas Klünter,GER,DF,23,1996,20.9,5,0,0,35,26,3,26,17,23,0,1,0,184,28,23,54.9,https://fbref.com/en/players/92948149/Lukas-Klunter
2020,Hertha BSC,Bundesliga,Pascal Köpke,GER,FW,23,1995,1.3,0,0,0,3,4,2,1,0,0,0,0,0,8,4,9,30.8,https://fbref.com/en/players/3861d9cc/Pascal-Kopke
2020,Hertha BSC,Bundesliga,Thomas Kraft,GER,GK,31,1988,4,1,0,0,0,2,0,0,0,0,0,0,0,17,0,0,NA,https://fbref.com/en/players/bb25c778/Thomas-Kraft
2020,Hertha BSC,Bundesliga,Mathew Leckie,AUS,"DF,FW",28,1991,2.2,0,0,0,4,2,0,2,2,4,0,0,0,24,5,2,71.4,https://fbref.com/en/players/b93b7882/Mathew-Leckie
2020,Hertha BSC,Bundesliga,Eduard Löwen,GER,MF,22,1997,3.5,0,0,0,4,3,0,2,7,6,0,0,0,35,5,2,71.4,https://fbref.com/en/players/70678132/Eduard-Lowen
2020,Hertha BSC,Bundesliga,Dodi Lukebakio,BEL,"FW,MF",21,1997,22.6,2,0,0,27,30,10,43,8,22,0,0,0,137,20,35,36.4,https://fbref.com/en/players/0c61c77c/Dodi-Lukebakio
2020,Hertha BSC,Bundesliga,Arne Maier,GER,MF,20,1999,5.9,0,0,0,6,4,0,7,5,2,0,0,0,61,2,7,22.2,https://fbref.com/en/players/ab700320/Arne-Maier
2020,Hertha BSC,Bundesliga,Maximilian Mittelstädt,GER,"DF,FW",22,1997,21,4,0,0,25,26,0,68,32,35,0,0,0,221,44,24,64.7,https://fbref.com/en/players/88d4144a/Maximilian-Mittelstadt
2020,Hertha BSC,Bundesliga,Jessic Ngankam,GER,"FW,MF",19,2000,0.9,0,0,0,4,1,0,5,0,1,0,0,0,7,0,1,0,https://fbref.com/en/players/bc249af8/Jessic-Ngankam
2020,Hertha BSC,Bundesliga,Peter Pekarík,SVK,DF,32,1986,8.5,2,0,0,9,7,0,16,7,5,1,0,0,79,13,9,59.1,https://fbref.com/en/players/c18d22f5/Peter-Pekarik
2020,Hertha BSC,Bundesliga,Krzysztof Piątek,POL,"FW,MF",24,1995,10.1,2,0,0,29,20,10,5,3,1,1,0,0,38,23,45,33.8,https://fbref.com/en/players/17f3620a/Krzysztof-Piatek
2020,Hertha BSC,Bundesliga,Marvin Plattenhardt,GER,DF,27,1992,15.5,1,0,0,12,17,1,49,9,15,0,0,0,136,14,13,51.9,https://fbref.com/en/players/f7aa75bd/Marvin-Plattenhardt
2020,Hertha BSC,Bundesliga,Daishawn Redan,NED,FW,18,2001,0.2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,NA,https://fbref.com/en/players/16b4260e/Daishawn-Redan
2020,Hertha BSC,Bundesliga,Karim Rekik,NED,DF,24,1994,14,0,0,0,11,10,0,4,14,11,0,2,1,120,29,14,67.4,https://fbref.com/en/players/3376a776/Karim-Rekik
2020,Hertha BSC,Bundesliga,Lazar Samardzic,GER,"MF,FW",17,2002,0.4,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,33.3,https://fbref.com/en/players/217c93a1/Lazar-Samardzic
2020,Hertha BSC,Bundesliga,Davie Selke,GER,FW,24,1995,10.7,3,0,0,26,23,6,6,1,3,0,0,0,40,70,64,52.2,https://fbref.com/en/players/1238a3f9/Davie-Selke
2020,Hertha BSC,Bundesliga,Dennis Smarsch,GER,GK,20,1999,1.7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,NA,https://fbref.com/en/players/45f6f52b/Dennis-Smarsch
2020,Hertha BSC,Bundesliga,Niklas Stark,GER,DF,24,1995,19.2,8,0,0,33,9,0,0,15,24,0,0,1,139,37,26,58.7,https://fbref.com/en/players/aad48be9/Niklas-Stark
2020,Hertha BSC,Bundesliga,Jordan Torunarigha,GER,DF,21,1997,16.2,3,0,0,20,9,0,3,22,17,0,0,0,141,42,19,68.9,https://fbref.com/en/players/f86cabbd/Jordan-Torunarigha
2020,Hertha BSC,Bundesliga,Marius Wolf,GER,"FW,MF",24,1995,15.7,2,1,1,15,21,1,33,10,13,0,0,0,129,20,26,43.5,https://fbref.com/en/players/fa661778/Marius-Wolf
2020,Hoffenheim,Bundesliga,Sargis Adamyan,ARM,"FW,MF",26,1993,8.3,1,0,0,12,10,7,6,3,4,1,0,0,47,14,40,25.9,https://fbref.com/en/players/22919e97/Sargis-Adamyan
2020,Hoffenheim,Bundesliga,Kevin Akpoguma,NGA,DF,24,1995,12.7,2,0,0,9,16,1,1,11,11,0,1,1,121,21,26,44.7,https://fbref.com/en/players/6ec6fde0/Kevin-Akpoguma
2020,Hoffenheim,Bundesliga,Oliver Baumann,GER,GK,29,1990,30,1,0,0,0,7,0,0,0,0,0,0,0,204,0,0,NA,https://fbref.com/en/players/47064058/Oliver-Baumann
2020,Hoffenheim,Bundesliga,Christoph Baumgartner,AUT,"MF,FW",19,1999,16.6,3,0,0,45,29,6,10,10,21,1,0,0,96,35,47,42.7,https://fbref.com/en/players/437f2b00/Christoph-Baumgartner
2020,Hoffenheim,Bundesliga,Ihlas Bebou,TOG,"FW,MF",25,1994,23.4,1,0,0,25,34,6,36,9,18,0,0,0,143,56,66,45.9,https://fbref.com/en/players/a53b661f/Ihlas-Bebou
2020,Hoffenheim,Bundesliga,Maximilian Beier,GER,"FW,MF",16,2002,1.2,1,0,0,3,1,2,1,0,3,0,0,0,5,2,4,33.3,https://fbref.com/en/players/5db45ee5/Maximilian-Beier
2020,Hoffenheim,Bundesliga,Ishak Belfodil,ALG,"FW,MF",27,1992,3,0,0,0,4,1,5,2,0,1,0,0,0,7,5,7,41.7,https://fbref.com/en/players/ff182fdc/Ishak-Belfodil
2020,Hoffenheim,Bundesliga,Ermin Bičakčić,BIH,DF,29,1990,13.1,0,0,0,8,15,3,3,13,6,0,0,0,116,54,18,75,https://fbref.com/en/players/7aac47fe/Ermin-Bicakcic
2020,Hoffenheim,Bundesliga,Leonardo Bittencourt,GER,FW,25,1993,0,1,0,0,1,2,1,0,0,0,0,0,0,2,0,0,NA,https://fbref.com/en/players/dc62fbee/Leonardo-Bittencourt
2020,Hoffenheim,Bundesliga,Melayro Bogarde,NED,DF,17,2002,0.6,1,0,0,2,1,0,1,0,2,0,0,0,2,1,1,50,https://fbref.com/en/players/1fda91b3/Melayro-Bogarde
2020,Hoffenheim,Bundesliga,Jacob Bruun Larsen,DEN,"FW,MF",20,1998,4.3,0,0,0,2,2,0,9,0,4,0,0,0,27,3,2,60,https://fbref.com/en/players/4e204552/Jacob-Bruun-Larsen
2020,Hoffenheim,Bundesliga,Moanes Dabbur,ISR,FW,27,1992,8.5,4,0,0,25,23,4,10,5,7,1,0,0,56,10,23,30.3,https://fbref.com/en/players/eac044ad/Moanes-Dabbur
2020,Hoffenheim,Bundesliga,Ilay Elmkies,ISR,MF,19,2000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,NA,https://fbref.com/en/players/6cb0211b/Ilay-Elmkies
2020,Hoffenheim,Bundesliga,Dennis Geiger,GER,MF,21,1998,12.6,3,0,0,28,17,1,13,7,10,0,0,0,103,6,15,28.6,https://fbref.com/en/players/37f606f0/Dennis-Geiger
2020,Hoffenheim,Bundesliga,Vincenzo Grifo,ITA,MF,26,1993,0.2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,https://fbref.com/en/players/54e4866f/Vincenzo-Grifo
2020,Hoffenheim,Bundesliga,Florian Grillitsch,AUT,"MF,DF",23,1995,26.8,3,0,0,29,53,0,8,36,45,0,0,0,344,34,26,56.7,https://fbref.com/en/players/ffbbc83b/Florian-Grillitsch
2020,Hoffenheim,Bundesliga,Benjamin Hübner,GER,DF,30,1989,23,6,2,1,26,31,1,3,22,21,0,2,0,191,66,30,68.8,https://fbref.com/en/players/99de6b6f/Benjamin-Hubner
2020,Hoffenheim,Bundesliga,Pavel Kadeřábek,CZE,"DF,MF",27,1992,27.5,2,0,0,31,35,7,94,20,21,0,0,1,191,75,62,54.7,https://fbref.com/en/players/79c90e45/Pavel-Kaderabek
2020,Hoffenheim,Bundesliga,Andrej Kramarić,CRO,"FW,MF",28,1991,15.8,3,0,0,6,20,7,20,2,2,0,0,0,78,8,19,29.6,https://fbref.com/en/players/603cb947/Andrej-Kramaric
2020,Hoffenheim,Bundesliga,Jürgen Locadia,NED,FW,25,1993,5.9,1,0,0,9,8,6,4,0,4,0,0,0,20,9,10,47.4,https://fbref.com/en/players/6cc47ae1/Jurgen-Locadia
2020,Hoffenheim,Bundesliga,Håvard Nordtveit,NOR,DF,29,1990,7.8,2,0,0,3,6,0,1,9,2,0,2,0,85,19,8,70.4,https://fbref.com/en/players/6cafd68d/Havard-Nordtveit
2020,Hoffenheim,Bundesliga,Philipp Pentke,GER,GK,34,1985,4,1,0,0,0,1,0,0,0,0,0,0,0,33,0,0,NA,https://fbref.com/en/players/c41f7379/Philipp-Pentke
2020,Hoffenheim,Bundesliga,Stefan Posch,AUT,DF,22,1997,25.6,9,0,0,42,22,0,7,28,42,0,2,0,252,58,47,55.2,https://fbref.com/en/players/7f609bfc/Stefan-Posch
2020,Hoffenheim,Bundesliga,Lucas Ribeiro,BRA,MF,20,1999,0.7,1,0,0,1,1,0,0,1,0,0,0,0,7,0,0,NA,https://fbref.com/en/players/607d64c6/Lucas-Ribeiro
2020,Hoffenheim,Bundesliga,Sebastian Rudy,GER,"MF,DF",29,1990,30.4,9,0,0,34,38,1,32,19,53,0,1,0,298,24,22,52.2,https://fbref.com/en/players/80f36c88/Sebastian-Rudy
2020,Hoffenheim,Bundesliga,Lukas Rupp,GER,"MF,FW",28,1991,3.8,0,0,0,10,7,1,1,5,3,0,0,0,31,2,6,25,https://fbref.com/en/players/3faa1780/Lukas-Rupp
2020,Hoffenheim,Bundesliga,Diadie Samassékou,MLI,MF,23,1996,14.6,4,0,0,22,16,0,4,22,30,0,0,0,154,17,21,44.7,https://fbref.com/en/players/08593525/Diadie-Samassekou
2020,Hoffenheim,Bundesliga,Robert Skov,DEN,"DF,FW",23,1996,29,4,0,0,24,37,2,76,18,30,0,0,0,188,18,24,42.9,https://fbref.com/en/players/ff98492b/Robert-Skov
2020,Hoffenheim,Bundesliga,Kostas Stafylidis,GRE,DF,25,1993,4.4,0,0,0,6,3,0,8,6,0,0,0,0,39,6,6,50,https://fbref.com/en/players/861e0116/Kostas-Stafylidis
2020,Hoffenheim,Bundesliga,Kevin Vogt,GER,DF,27,1991,10.7,2,0,0,10,10,0,0,13,6,0,0,0,119,12,6,66.7,https://fbref.com/en/players/1d8e9add/Kevin-Vogt
2020,Hoffenheim,Bundesliga,Steven Zuber,SUI,DF,27,1991,8.3,1,0,0,6,4,0,11,4,6,0,0,0,77,2,4,33.3,https://fbref.com/en/players/b6a6e0a7/Steven-Zuber
2020,Köln,Bundesliga,Matthias Bader,GER,DF,22,1997,0.1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,NA,https://fbref.com/en/players/3489184e/Matthias-Bader
2020,Köln,Bundesliga,Sebastiaan Bornauw,BEL,DF,20,1999,27.2,5,1,0,43,11,2,5,25,32,0,0,0,239,69,40,63.3,https://fbref.com/en/players/01834aa0/Sebastiaan-Bornauw
2020,Köln,Bundesliga,Darko Churlinov,MKD,FW,19,2000,0.2,0,0,0,1,0,1,1,0,0,0,0,0,3,0,1,0,https://fbref.com/en/players/c6608135/Darko-Churlinov
2020,Köln,Bundesliga,Christian Clemens,GER,"MF,FW",27,1991,0.2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,NA,https://fbref.com/en/players/612cb8d3/Christian-Clemens
2020,Köln,Bundesliga,Jhon Córdoba,COL,FW,26,1993,22.2,5,0,0,65,72,26,11,7,11,0,0,0,94,55,91,37.7,https://fbref.com/en/players/9f381d8b/Jhon-Cordoba
2020,Köln,Bundesliga,Rafael Czichos,GER,DF,29,1990,24.5,4,1,1,32,24,1,4,14,37,0,2,1,274,67,44,60.4,https://fbref.com/en/players/b0a0698b/Rafael-Czichos
2020,Köln,Bundesliga,Dominick Drexler,GER,"MF,FW",29,1990,17.6,5,0,0,30,36,8,38,22,19,0,1,0,163,18,32,36,https://fbref.com/en/players/809940aa/Dominick-Drexler
2020,Köln,Bundesliga,Kingsley Ehizibue,NED,DF,24,1995,25.9,6,1,0,57,36,3,50,28,51,0,1,0,201,42,23,64.6,https://fbref.com/en/players/76b2817e/Kingsley-Ehizibue
2020,Köln,Bundesliga,Jonas Hector,GER,"MF,DF",29,1990,27,9,0,0,32,40,2,23,29,45,0,0,0,292,62,57,52.1,https://fbref.com/en/players/c2009df3/Jonas-Hector
2020,Köln,Bundesliga,Marco Höger,GER,MF,29,1989,7.5,2,0,0,13,5,0,3,4,7,0,0,0,111,13,13,50,https://fbref.com/en/players/4114f306/Marco-Hoger
2020,Köln,Bundesliga,Timo Horn,GER,GK,26,1993,34,0,0,0,1,3,0,0,0,0,0,1,0,149,0,0,NA,https://fbref.com/en/players/3cd9e95a/Timo-Horn
2020,Köln,Bundesliga,Ismail Jakobs,GER,"FW,DF",19,1999,18.6,4,0,0,18,8,9,51,13,33,0,0,0,133,20,30,40,https://fbref.com/en/players/a0415710/Ismail-Jakobs
2020,Köln,Bundesliga,Florian Kainz,AUT,"FW,MF",26,1992,17.3,5,0,0,20,37,1,86,6,10,0,0,0,123,6,21,22.2,https://fbref.com/en/players/94c18565/Florian-Kainz
2020,Köln,Bundesliga,Noah Katterbach,GER,DF,18,2001,14.6,2,0,0,12,25,0,18,22,20,0,0,0,136,21,30,41.2,https://fbref.com/en/players/e27de4fa/Noah-Katterbach
2020,Köln,Bundesliga,Toni Leistner,GER,DF,28,1990,11.2,3,0,0,17,6,0,1,17,15,0,0,0,145,52,15,77.6,https://fbref.com/en/players/364445b2/Toni-Leistner
2020,Köln,Bundesliga,Tim Lemperle,GER,"FW,MF",17,2002,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,NA,https://fbref.com/en/players/792ffa71/Tim-Lemperle
2020,Köln,Bundesliga,Jorge Meré,ESP,DF,22,1997,6.9,4,1,0,7,11,0,1,5,5,0,0,1,74,10,18,35.7,https://fbref.com/en/players/9f979eb2/Jorge-Mere
2020,Köln,Bundesliga,Anthony Modeste,FRA,"FW,MF",31,1988,12.6,1,0,0,29,15,8,5,2,6,0,0,0,37,61,57,51.7,https://fbref.com/en/players/34e4343c/Anthony-Modeste
2020,Köln,Bundesliga,Elvis Rexhbeçaj,GER,MF,21,1997,6.9,3,0,0,8,14,0,11,4,9,0,0,0,60,9,15,37.5,https://fbref.com/en/players/1ae836b1/Elvis-Rexhbecaj
2020,Köln,Bundesliga,Marcel Risse,GER,"MF,FW",29,1989,1.5,1,0,0,4,0,0,6,3,1,0,0,0,18,0,0,NA,https://fbref.com/en/players/140afefb/Marcel-Risse
2020,Köln,Bundesliga,Louis Schaub,AUT,MF,24,1994,6.9,0,0,0,8,15,1,12,4,9,0,0,0,59,6,9,40,https://fbref.com/en/players/b50ec54b/Louis-Schaub
2020,Köln,Bundesliga,Kingsley Schindler,GER,"FW,MF",26,1993,9.4,0,0,0,14,15,3,28,0,4,0,0,0,70,10,21,32.3,https://fbref.com/en/players/bd527260/Kingsley-Schindler
2020,Köln,Bundesliga,Benno Schmitz,GER,DF,24,1994,12.9,1,0,0,26,7,0,22,11,14,0,0,0,129,22,25,46.8,https://fbref.com/en/players/ad00b1a8/Benno-Schmitz
2020,Köln,Bundesliga,Ellyes Skhiri,TUN,MF,24,1995,29.7,4,0,0,38,23,3,7,38,49,0,0,0,392,42,34,55.3,https://fbref.com/en/players/c2211709/Ellyes-Skhiri
2020,Köln,Bundesliga,Lasse Sobiech,GER,DF,28,1991,1,1,0,0,2,1,0,1,2,0,0,0,0,18,10,3,76.9,https://fbref.com/en/players/c46607bf/Lasse-Sobiech
2020,Köln,Bundesliga,Simon Terodde,GER,"FW,MF",31,1988,9,4,0,0,29,15,2,3,4,5,0,0,0,41,38,47,44.7,https://fbref.com/en/players/863ff1ee/Simon-Terodde
2020,Köln,Bundesliga,Jan Thielmann,GER,"FW,MF",17,2002,6.2,2,0,0,7,10,2,10,5,7,0,0,0,48,6,7,46.2,https://fbref.com/en/players/fd53759d/Jan-Thielmann
2020,Köln,Bundesliga,Mark Uth,GER,"MF,FW",27,1991,12.9,5,0,0,25,35,3,23,5,18,3,0,0,98,12,27,30.8,https://fbref.com/en/players/a3ddb1b9/Mark-Uth
2020,Köln,Bundesliga,Birger Verstraete,BEL,MF,25,1994,7.4,3,0,0,16,19,0,8,2,12,0,0,0,81,6,13,31.6,https://fbref.com/en/players/28eaa0f3/Birger-Verstraete
2020,Leverkusen,Bundesliga,Lucas Alario,ARG,FW,26,1992,13,6,0,0,24,17,18,5,2,2,0,0,0,49,34,51,40,https://fbref.com/en/players/834d0be5/Lucas-Alario
2020,Leverkusen,Bundesliga,Nadiem Amiri,GER,"MF,DF",22,1996,20.6,3,0,0,27,42,3,32,14,13,1,0,0,198,7,21,25,https://fbref.com/en/players/555d5edd/Nadiem-Amiri
2020,Leverkusen,Bundesliga,Charles Aránguiz,CHI,MF,30,1989,23.5,2,0,0,20,46,0,6,23,31,0,0,0,303,13,25,34.2,https://fbref.com/en/players/56413b1f/Charles-Aranguiz
2020,Leverkusen,Bundesliga,Leon Bailey,JAM,"FW,MF",21,1997,12.1,0,2,0,18,20,6,48,6,4,0,0,0,89,11,14,44,https://fbref.com/en/players/3a233281/Leon-Bailey
2020,Leverkusen,Bundesliga,Julian Baumgartlinger,AUT,MF,31,1988,19.9,4,0,0,36,38,1,5,13,29,0,0,0,208,20,18,52.6,https://fbref.com/en/players/69374ff5/Julian-Baumgartlinger
2020,Leverkusen,Bundesliga,Karim Bellarabi,GER,"FW,DF",29,1990,15.8,2,0,0,26,17,6,67,8,11,1,0,0,103,2,7,22.2,https://fbref.com/en/players/bee0bab1/Karim-Bellarabi
