Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,Mins_Per_90,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ_percent_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,Final_Third_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec_percent_Receiving,Prog_Receiving,Url
2019,Atlético Madrid,La Liga,Victor Mollejo,ESP,"FW,MF",17,2001,0.7,35,0,9,14,13,2,34,0,1,0,0,0,23,82,41,3,1,1,2,3,56,29,51.8,8,https://fbref.com/en/players/23fffc06/Victor-Mollejo
2019,Atlético Madrid,La Liga,Francisco Montero,ESP,DF,19,1999,4.5,213,30,135,86,4,1,203,0,0,NA,0,0,123,803,362,2,1,0,2,0,125,116,92.8,1,https://fbref.com/en/players/3e96f3e7/Francisco-Montero
2019,Atlético Madrid,La Liga,Álvaro Morata,ESP,FW,25,1992,12,422,13,44,189,222,72,412,15,24,62.5,15,1,262,1244,789,40,15,11,30,19,609,313,51.4,130,https://fbref.com/en/players/129af0db/Alvaro-Morata
2019,Atlético Madrid,La Liga,Toni Moya,ESP,DF,20,1998,1,54,3,32,27,0,0,54,0,0,NA,0,0,39,161,100,2,0,0,0,0,44,43,97.7,0,https://fbref.com/en/players/9e098912/Toni-Moya
2019,Atlético Madrid,La Liga,Joaquín Muñoz,ESP,MF,19,1999,0,3,0,0,1,2,0,3,0,0,NA,0,0,1,0,0,0,0,0,1,0,2,2,100,0,https://fbref.com/en/players/e9fbcc21/Joaquin-Munoz
2019,Atlético Madrid,La Liga,Saúl Ñíguez,ESP,"MF,DF",23,1994,32.5,2042,103,454,1125,582,77,1946,52,77,67.5,57,1,1355,6467,2881,116,39,11,57,24,1529,1313,85.9,111,https://fbref.com/en/players/c14bc029/Saul-Niguez
2019,Atlético Madrid,La Liga,Jan Oblak,SVN,GK,25,1993,37,924,843,922,2,0,0,573,1,1,100,1,0,357,2054,1282,0,0,0,1,0,271,271,100,0,https://fbref.com/en/players/ee8508c0/Jan-Oblak
2019,Atlético Madrid,La Liga,Thomas Partey,GHA,MF,25,1993,23,1665,45,347,1037,384,16,1601,47,56,83.9,48,1,1251,5827,2962,139,40,2,20,20,1214,1147,94.5,40,https://fbref.com/en/players/529f49ab/Thomas-Partey
2019,Atlético Madrid,La Liga,Rodri,ESP,MF,22,1996,30.4,2227,114,570,1489,329,26,2199,21,28,75,21,0,1632,7979,3375,140,41,1,13,22,1603,1525,95.1,28,https://fbref.com/en/players/6434f10d/Rodri
2019,Atlético Madrid,La Liga,Stefan Savić,MNE,DF,27,1991,15.5,682,93,338,362,23,13,664,1,1,100,1,0,385,1969,1060,29,1,0,5,0,410,397,96.8,7,https://fbref.com/en/players/f6ac68c1/Stefan-Savic
2019,Atlético Madrid,La Liga,Andrés Solano,COL,DF,20,1998,0.5,31,2,6,22,5,0,30,0,0,NA,0,0,24,115,88,6,2,0,0,0,19,19,100,0,https://fbref.com/en/players/c8764028/Andres-Solano
2019,Atlético Madrid,La Liga,Vitolo,ESP,"MF,FW",28,1989,8.4,468,14,78,214,225,29,460,27,45,60,29,1,387,2415,1387,71,21,9,13,25,485,354,73,53,https://fbref.com/en/players/db750822/Vitolo
2019,Augsburg,Bundesliga,Simon Asta,GER,DF,17,2001,1,51,3,15,25,14,0,46,2,3,66.7,2,0,24,118,70,3,2,0,1,0,29,25,86.2,0,https://fbref.com/en/players/dfc85b89/Simon-Asta
2019,Augsburg,Bundesliga,Daniel Baier,GER,MF,34,1984,31.3,1942,68,548,1228,293,13,1870,9,19,47.4,10,0,1181,6158,2897,93,33,2,23,19,1195,1096,91.7,52,https://fbref.com/en/players/f261abcb/Daniel-Baier
2019,Augsburg,Bundesliga,Caiuby,BRA,"FW,MF",30,1988,11.2,529,11,53,286,226,44,521,16,26,61.5,18,0,356,1661,807,41,18,6,28,13,476,379,79.6,108,https://fbref.com/en/players/c6637acf/Caiuby
2019,Augsburg,Bundesliga,Jan-Ingwer Callsen-Bracker,GER,DF,33,1984,0.1,6,0,2,3,1,1,6,0,0,NA,0,0,4,5,2,0,0,0,0,0,4,4,100,0,https://fbref.com/en/players/0999a593/Jan-Ingwer-Callsen-Bracker
2019,Augsburg,Bundesliga,Sergio Córdova,VEN,FW,20,1997,5.9,220,3,23,121,91,29,210,7,9,77.8,7,1,151,756,414,20,7,2,20,20,269,142,52.8,48,https://fbref.com/en/players/229cd98a/Sergio-Cordova
2019,Augsburg,Bundesliga,Kevin Danso,AUT,DF,19,1998,13.9,783,106,455,341,41,14,743,3,7,42.9,4,0,446,2698,1211,22,3,0,4,7,454,440,96.9,11,https://fbref.com/en/players/6e33125f/Kevin-Danso
2019,Augsburg,Bundesliga,Ji Dong-won,KOR,"FW,MF",27,1991,9.9,511,10,72,285,200,43,501,14,20,70,15,0,335,1760,1028,50,22,7,23,22,477,354,74.2,75,https://fbref.com/en/players/7d841904/Ji-Dong-won
2019,Augsburg,Bundesliga,Alfreð Finnbogason,ISL,FW,29,1989,14.8,491,13,29,247,230,90,451,11,20,55,11,1,296,1177,632,37,4,12,33,26,682,345,50.6,161,https://fbref.com/en/players/f9e7c4ac/Alfred-Finnbogason
2019,Augsburg,Bundesliga,Raphael Framberger,GER,"DF,MF",22,1995,6.1,345,23,92,161,117,6,281,7,9,77.8,7,0,189,1290,654,34,9,2,5,8,189,163,86.2,14,https://fbref.com/en/players/626fab5f/Raphael-Framberger
2019,Augsburg,Bundesliga,Fabian Giefer,GER,GK,28,1990,4,121,105,121,0,0,0,93,0,0,NA,0,0,64,296,181,0,0,0,0,0,47,47,100,0,https://fbref.com/en/players/fbefefdb/Fabian-Giefer
2019,Augsburg,Bundesliga,Felix Götze,GER,MF,20,1998,1.4,55,8,25,20,13,3,55,0,0,NA,0,0,31,127,32,2,2,0,1,2,30,25,83.3,3,https://fbref.com/en/players/ee7cdd0c/Felix-Gotze
2019,Augsburg,Bundesliga,Jeffrey Gouweleeuw,NED,DF,27,1991,23.2,1455,164,825,684,63,10,1400,14,26,53.8,18,1,923,5772,3303,81,19,1,6,11,828,811,97.9,4,https://fbref.com/en/players/1025db8e/Jeffrey-Gouweleeuw
2019,Augsburg,Bundesliga,Michael Gregoritsch,AUT,"MF,FW",24,1994,27.6,1280,60,191,688,465,113,1239,16,29,55.2,17,1,780,3177,1762,79,34,6,60,37,1219,909,74.6,238,https://fbref.com/en/players/8e235926/Michael-Gregoritsch
2019,Augsburg,Bundesliga,André Hahn,GER,"FW,MF",27,1990,22.8,844,36,152,393,360,66,825,22,46,47.8,25,0,520,2943,1292,58,28,6,50,35,846,538,63.6,158,https://fbref.com/en/players/cd82452e/Andre-Hahn
2019,Augsburg,Bundesliga,Martin Hinteregger,AUT,DF,25,1992,17.5,1048,139,613,469,45,18,1017,3,4,75,3,0,593,3616,1924,31,7,0,5,8,588,579,98.5,13,https://fbref.com/en/players/080440a4/Martin-Hinteregger
2019,Augsburg,Bundesliga,Koo Ja-cheol,KOR,"MF,FW",29,1989,18.2,875,32,161,517,244,32,873,21,29,72.4,24,0,625,2447,1040,56,23,3,28,46,700,573,81.9,116,https://fbref.com/en/players/3c05e082/Koo-Ja-cheol
2019,Augsburg,Bundesliga,Christoph Janker,GER,"MF,FW",33,1985,0.8,33,3,14,19,2,0,31,1,1,100,1,0,23,108,67,1,0,0,0,1,30,27,90,0,https://fbref.com/en/players/cf01fe3a/Christoph-Janker
2019,Augsburg,Bundesliga,Fredrik Jensen,FIN,"FW,MF",20,1997,2.3,87,6,19,37,37,9,86,3,6,50,4,0,54,151,54,3,2,1,6,6,76,55,72.4,17,https://fbref.com/en/players/3eeb80e0/Fredrik-Jensen
2019,Augsburg,Bundesliga,Rani Khedira,GER,"DF,MF",24,1994,29.2,1581,169,850,698,125,28,1548,3,5,60,3,0,930,4365,2128,36,14,0,8,11,954,913,95.7,39,https://fbref.com/en/players/59e4b92e/Rani-Khedira
2019,Augsburg,Bundesliga,Gregor Kobel,SUI,GK,20,1997,15.4,563,498,562,1,0,0,410,1,1,100,1,0,308,1568,643,0,0,0,0,1,241,240,99.6,0,https://fbref.com/en/players/cd59b9df/Gregor-Kobel
2019,Augsburg,Bundesliga,Andreas Luthe,GER,GK,31,1987,14.6,517,481,517,0,0,0,363,0,0,NA,0,0,267,1081,550,0,0,0,0,0,218,218,100,0,https://fbref.com/en/players/7fe12375/Andreas-Luthe
2019,Augsburg,Bundesliga,Philipp Max,GER,"DF,MF",24,1993,28.5,1478,63,377,642,561,37,1149,15,23,65.2,15,0,822,4510,2466,99,37,7,23,14,984,818,83.1,109,https://fbref.com/en/players/826e8b63/Philipp-Max
2019,Augsburg,Bundesliga,Jan Morávek,CZE,MF,28,1989,8.4,509,16,131,312,91,7,505,6,8,75,6,0,293,1249,672,26,6,0,8,6,351,313,89.2,22,https://fbref.com/en/players/e7d22eae/Jan-Moravek
2019,Augsburg,Bundesliga,Reece Oxford,ENG,DF,19,1998,5.6,378,54,245,137,9,4,373,0,0,NA,0,0,222,1022,530,9,0,0,3,0,244,239,98,2,https://fbref.com/en/players/8b6e0db2/Reece-Oxford
2019,Augsburg,Bundesliga,Marco Richter,GER,"FW,MF",20,1997,15.8,747,11,78,368,363,77,723,36,68,52.9,43,5,564,2681,1410,67,31,7,47,42,748,520,69.5,163,https://fbref.com/en/players/f972644c/Marco-Richter
2019,Augsburg,Bundesliga,Julian Schieber,GER,FW,29,1989,2.9,116,5,6,59,55,18,111,5,7,71.4,5,1,65,210,105,4,3,1,8,7,141,87,61.7,38,https://fbref.com/en/players/37c213cf/Julian-Schieber
2019,Augsburg,Bundesliga,Jonathan Schmid,FRA,DF,28,1990,28,1647,81,472,762,506,21,1268,19,33,57.6,19,0,925,4219,2430,96,34,2,16,21,957,835,87.3,64,https://fbref.com/en/players/088ca1bd/Jonathan-Schmid
2019,Augsburg,Bundesliga,Kostas Stafylidis,GRE,DF,24,1993,10.2,671,52,247,362,105,2,565,6,8,75,7,0,424,2006,1068,36,19,0,2,6,408,379,92.9,9,https://fbref.com/en/players/861e0116/Kostas-Stafylidis
2019,Augsburg,Bundesliga,Jozo Stanić,CRO,DF,19,1999,0,3,0,2,1,0,0,3,0,0,NA,0,0,3,6,1,0,0,0,0,0,3,3,100,0,https://fbref.com/en/players/597ff9d3/Jozo-Stanic
2019,Augsburg,Bundesliga,Georg Teigl,AUT,"MF,FW",27,1991,3.3,97,10,32,39,30,5,97,4,4,100,4,1,63,164,45,3,1,1,2,8,103,61,59.2,10,https://fbref.com/en/players/c8cfb04d/Georg-Teigl
2019,Barcelona,La Liga,Jordi Alba,ESP,DF,29,1989,33.2,2990,97,712,1348,1057,104,2675,20,29,69,20,1,2102,7762,4507,228,57,23,28,18,2307,2108,91.4,162,https://fbref.com/en/players/4601e194/Jordi-Alba
2019,Barcelona,La Liga,Carles Aleñá,ESP,MF,20,1998,7.1,665,3,64,423,233,13,654,11,17,64.7,11,0,571,2779,1450,72,28,3,13,9,626,580,92.7,38,https://fbref.com/en/players/6c811eb7/Carles-Alena
2019,Barcelona,La Liga,Kevin-Prince Boateng,GHA,FW,31,1987,2.7,99,2,5,45,51,6,94,1,2,50,1,0,61,192,59,2,1,0,9,8,126,77,61.1,23,https://fbref.com/en/players/f4ec4fd0/Kevin-Prince-Boateng
2019,Barcelona,La Liga,Sergio Busquets,ESP,MF,30,1988,30.2,2673,90,598,1792,411,11,2589,17,21,81,17,1,1927,6747,3439,112,31,0,15,19,2095,2000,95.5,37,https://fbref.com/en/players/5ab0ea87/Sergio-Busquets
2019,Barcelona,La Liga,Jasper Cillessen,NED,GK,29,1989,3,121,111,120,1,0,0,93,0,0,NA,0,0,66,285,146,0,0,0,0,0,63,63,100,0,https://fbref.com/en/players/04ac8285/Jasper-Cillessen
2019,Barcelona,La Liga,Álex Collado,ESP,FW,19,1999,0.9,38,1,4,23,15,2,38,0,0,NA,0,0,25,169,67,5,2,0,0,0,34,29,85.3,3,https://fbref.com/en/players/85dace26/Alex-Collado
2019,Barcelona,La Liga,Philippe Coutinho,BRA,"FW,MF",26,1992,22.4,1766,7,130,852,932,122,1675,63,101,62.4,69,6,1486,7520,4041,250,76,30,38,51,1726,1452,84.1,226,https://fbref.com/en/players/0ef89a37/Philippe-Coutinho
2019,Barcelona,La Liga,Ousmane Dembélé,FRA,"FW,MF",21,1997,18.5,1247,5,80,537,776,132,1180,89,132,67.4,94,4,1088,6001,3777,210,78,33,42,43,1239,1031,83.2,194,https://fbref.com/en/players/b19db005/Ousmane-Dembele
2019,Barcelona,La Liga,Munir El Haddadi,MAR,FW,22,1995,1.7,76,2,5,32,44,11,69,5,6,83.3,5,0,59,182,86,6,3,0,2,1,84,59,70.2,23,https://fbref.com/en/players/8696bc90/Munir-El-Haddadi
2019,Barcelona,La Liga,Clément Lenglet,FRA,DF,23,1995,21.5,1344,216,784,619,28,9,1319,4,4,100,4,0,939,4857,2813,51,5,0,2,5,965,944,97.8,6,https://fbref.com/en/players/4f28a6ff/Clement-Lenglet
2019,Barcelona,La Liga,Malcom,BRA,"FW,DF",21,1997,6.8,388,3,28,157,234,43,375,13,18,72.2,13,0,328,1904,1120,75,17,10,9,4,412,318,77.2,71,https://fbref.com/en/players/6853490f/Malcom
2019,Barcelona,La Liga,Arthur Melo,BRA,MF,21,1996,15.9,1405,26,247,938,337,11,1381,18,24,75,19,2,1198,6263,2536,111,39,0,10,13,1266,1208,95.4,31,https://fbref.com/en/players/48b3dd60/Arthur-Melo
2019,Barcelona,La Liga,Lionel Messi,ARG,FW,31,1987,30.1,2395,0,58,1118,1464,194,2229,149,243,61.3,156,9,2115,10625,6171,408,152,42,51,75,2437,2046,84,229,https://fbref.com/en/players/d70ce98e/Lionel-Messi
2019,Barcelona,La Liga,Jeison Murillo,COL,DF,26,1992,1.3,135,10,61,85,1,1,131,0,0,NA,0,0,93,635,464,11,0,0,0,1,108,108,100,1,https://fbref.com/en/players/b233e8e4/Jeison-Murillo
2019,Barcelona,La Liga,Carles Pérez,ESP,FW,20,1998,0.2,10,0,2,3,6,2,10,1,1,100,1,0,8,30,23,1,1,0,0,0,9,8,88.9,0,https://fbref.com/en/players/a8f21b9f/Carles-Perez
2019,Barcelona,La Liga,Gerard Piqué,ESP,DF,31,1987,35,2760,385,1417,1447,94,32,2687,16,21,76.2,16,0,1915,10931,6477,169,31,1,11,9,1963,1889,96.2,27,https://fbref.com/en/players/adfc9123/Gerard-Pique
2019,Barcelona,La Liga,Riqui Puig,ESP,MF,18,1999,1.7,132,1,14,97,30,2,132,1,1,100,1,1,105,633,307,14,2,2,3,3,121,109,90.1,7,https://fbref.com/en/players/f090a37a/Riqui-Puig
2019,Barcelona,La Liga,Rafinha,BRA,"FW,MF",25,1993,2.5,189,4,25,101,81,3,186,2,7,28.6,3,0,149,713,311,26,6,1,3,5,166,147,88.6,16,https://fbref.com/en/players/0c2ac3cb/Rafinha
2019,Barcelona,La Liga,Ivan Rakitić,CRO,MF,30,1988,29.4,2865,71,567,1822,678,33,2810,28,45,62.2,31,2,2297,9954,5145,212,80,3,12,24,2468,2334,94.6,85,https://fbref.com/en/players/89f951b5/Ivan-Rakitic
2019,Barcelona,La Liga,Sergi Roberto,ESP,"DF,MF",26,1992,23.2,1986,58,431,995,703,62,1850,17,25,68,19,0,1519,6921,4125,160,59,11,26,23,1626,1516,93.2,117,https://fbref.com/en/players/335fa267/Sergi-Roberto
2019,Barcelona,La Liga,Abel Ruiz,ESP,FW,18,2000,0.2,17,1,3,5,10,3,17,2,2,100,2,0,17,108,85,3,0,2,2,0,18,14,77.8,4,https://fbref.com/en/players/6cbf8d0d/Abel-Ruiz
2019,Barcelona,La Liga,Nélson Semedo,POR,DF,24,1993,17.8,1406,45,348,684,476,49,1281,31,54,57.4,33,0,1092,4878,2649,118,37,11,16,22,1094,1019,93.1,58,https://fbref.com/en/players/d04b94db/Nelson-Semedo
2019,Barcelona,La Liga,Denis Suárez,ESP,MF,24,1994,0.2,23,1,6,11,8,3,20,2,2,100,2,0,19,128,79,4,1,0,0,0,17,16,94.1,4,https://fbref.com/en/players/12c50af5/Denis-Suarez
2019,Barcelona,La Liga,Luis Suárez,URU,FW,31,1987,31.4,1469,33,78,542,918,289,1388,62,121,51.2,69,7,1062,3942,2231,149,34,38,94,46,1725,1165,67.5,422,https://fbref.com/en/players/a6154613/Luis-Suarez
2019,Barcelona,La Liga,Marc-André ter Stegen,GER,GK,26,1992,35,1119,1012,1114,7,0,0,890,1,1,100,1,0,681,2733,1516,0,0,0,0,0,579,573,99,0,https://fbref.com/en/players/6f51e382/Marc-Andre-ter-Stegen
2019,Barcelona,La Liga,Jean-Clair Todibo,FRA,DF,18,1999,1.7,136,13,65,81,2,0,132,2,2,100,2,0,93,567,331,8,1,0,0,3,103,102,99,0,https://fbref.com/en/players/88f130ed/Jean-Clair-Todibo
2019,Barcelona,La Liga,Samuel Umtiti,FRA,DF,24,1993,13.2,979,88,416,603,24,3,964,7,10,70,8,1,735,3732,2362,75,8,0,0,2,766,747,97.5,2,https://fbref.com/en/players/3eed9821/Samuel-Umtiti
2019,Barcelona,La Liga,Thomas Vermaelen,BEL,DF,32,1985,6.5,436,42,169,257,32,2,415,0,0,NA,0,0,299,1409,643,23,4,0,3,0,315,308,97.8,1,https://fbref.com/en/players/d0d79694/Thomas-Vermaelen
2019,Barcelona,La Liga,Arturo Vidal,CHI,MF,31,1987,21.4,1784,47,327,1091,452,50,1760,8,12,66.7,8,0,1271,3875,1794,71,29,1,29,19,1534,1369,89.2,87,https://fbref.com/en/players/67cdbc0e/Arturo-Vidal
2019,Barcelona,La Liga,Moussa Wagué,SEN,DF,19,1998,2.5,174,4,39,91,54,5,154,8,11,72.7,8,2,126,550,313,19,3,2,3,3,145,125,86.2,15,https://fbref.com/en/players/808df563/Moussa-Wague
2019,Bayern Munich,Bundesliga,David Alaba,AUT,DF,26,1992,28.1,2381,50,484,1232,811,74,2079,26,35,74.3,26,1,1722,7844,3947,158,70,13,28,18,1797,1667,92.8,127,https://fbref.com/en/players/05439de2/David-Alaba
2019,Bayern Munich,Bundesliga,Thiago Alcántara,ESP,MF,27,1991,26.8,2823,55,555,1896,567,32,2690,52,61,85.2,54,0,2197,10071,5176,233,62,3,13,24,2171,2100,96.7,85,https://fbref.com/en/players/77e84962/Thiago-Alcantara
2019,Bayern Munich,Bundesliga,Jérôme Boateng,GER,DF,29,1988,18.8,1745,101,654,1092,107,14,1716,3,3,100,3,0,1346,6355,3309,114,19,0,2,1,1375,1364,99.2,9,https://fbref.com/en/players/2db2fd7b/Jerome-Boateng
2019,Bayern Munich,Bundesliga,Kingsley Coman,FRA,"FW,MF",22,1996,15.3,910,5,64,353,586,108,906,58,84,69,59,1,826,4901,3008,175,47,32,41,43,908,750,82.6,181,https://fbref.com/en/players/042e8a49/Kingsley-Coman
2019,Bayern Munich,Bundesliga,Alphonso Davies,CAN,"FW,MF",17,2000,0.9,51,2,13,24,21,4,50,4,7,57.1,4,2,41,138,40,4,0,0,2,3,44,36,81.8,4,https://fbref.com/en/players/d781d855/Alphonso-Davies
2019,Bayern Munich,Bundesliga,Serge Gnabry,GER,"FW,MF",23,1995,19.6,1147,11,108,464,681,162,1128,53,106,50,60,5,950,4587,2781,167,51,34,44,50,1113,913,82,200,https://fbref.com/en/players/88e357ef/Serge-Gnabry
2019,Bayern Munich,Bundesliga,Leon Goretzka,GER,MF,23,1995,22.5,1394,29,242,879,369,72,1358,18,27,66.7,22,0,1029,5044,2748,105,45,7,27,12,1151,1034,89.8,107,https://fbref.com/en/players/cc86b9a3/Leon-Goretzka
2019,Bayern Munich,Bundesliga,Mats Hummels,GER,DF,29,1988,19.7,1897,123,821,1122,101,28,1872,6,8,75,7,0,1428,7636,4633,176,28,1,3,1,1481,1460,98.6,24,https://fbref.com/en/players/05d548d8/Mats-Hummels
2019,Bayern Munich,Bundesliga,Joshua Kimmich,GER,"DF,MF",23,1995,34,3331,91,732,1708,1122,69,2904,40,56,71.4,43,3,2438,13238,6745,309,82,12,36,34,2486,2353,94.7,144,https://fbref.com/en/players/49296448/Joshua-Kimmich
2019,Bayern Munich,Bundesliga,Robert Lewandowski,POL,FW,29,1988,32.9,1158,17,45,491,695,276,1126,57,83,68.7,62,8,916,4263,2166,131,44,29,80,48,1519,948,62.4,385,https://fbref.com/en/players/8d78e732/Robert-Lewandowski
2019,Bayern Munich,Bundesliga,Javi Martínez,ESP,MF,29,1988,14.5,1040,19,232,733,123,21,1024,7,10,70,8,0,700,3043,1454,63,10,1,10,6,744,716,96.2,38,https://fbref.com/en/players/7f97771d/Javi-Martinez
2019,Bayern Munich,Bundesliga,Thomas Müller,GER,"MF,FW",28,1989,26.4,1556,15,133,617,876,221,1502,25,37,67.6,25,2,1079,4255,2595,159,44,19,50,27,1523,1191,78.2,370,https://fbref.com/en/players/3c6089ab/Thomas-Muller
2019,Bayern Munich,Bundesliga,Manuel Neuer,GER,GK,32,1986,25.6,941,723,921,23,1,1,779,1,1,100,1,0,648,2955,1724,0,0,0,2,0,587,585,99.7,1,https://fbref.com/en/players/8778c910/Manuel-Neuer
2019,Bayern Munich,Bundesliga,Rafinha,BRA,DF,32,1985,10,947,22,212,529,263,7,870,6,12,50,6,1,712,2618,1447,62,25,0,3,5,735,702,95.5,25,https://fbref.com/en/players/d003e213/Rafinha
2019,Bayern Munich,Bundesliga,Franck Ribéry,FRA,"FW,MF",35,1983,13,965,4,78,451,520,118,953,49,86,57,53,3,892,4564,2798,179,41,42,33,62,925,805,87,137,https://fbref.com/en/players/f61c7c4e/Franck-Ribery
2019,Bayern Munich,Bundesliga,Arjen Robben,NED,"FW,MF",34,1984,6.3,411,2,17,150,270,38,378,5,16,31.3,7,0,312,1723,1118,76,16,8,13,9,358,315,88,58,https://fbref.com/en/players/09586899/Arjen-Robben
2019,Bayern Munich,Bundesliga,James Rodríguez,COL,"MF,FW",27,1991,12.6,1084,6,101,536,517,71,982,21,28,75,22,1,866,4083,2042,131,36,9,14,17,919,830,90.3,117,https://fbref.com/en/players/715bf047/James-Rodriguez
2019,Bayern Munich,Bundesliga,Renato Sanches,POR,MF,20,1997,6.4,441,2,44,273,163,25,425,18,24,75,20,0,367,1821,1202,61,17,8,9,11,379,343,90.5,38,https://fbref.com/en/players/032f894e/Renato-Sanches
2019,Bayern Munich,Bundesliga,Meritan Shabani,ALB,FW,19,1999,0,2,0,0,2,1,0,2,0,0,NA,0,0,2,31,21,1,1,0,0,0,4,2,50,0,https://fbref.com/en/players/012c38ec/Meritan-Shabani
2019,Bayern Munich,Bundesliga,Niklas Süle,GER,DF,22,1995,29.5,2774,209,1218,1618,104,21,2737,4,5,80,4,0,2160,10387,5467,175,26,1,6,4,2184,2160,98.9,11,https://fbref.com/en/players/e33c06cf/Niklas-Sule
2019,Bayern Munich,Bundesliga,Corentin Tolisso,FRA,MF,23,1994,0.6,44,0,2,23,21,3,44,0,0,NA,0,0,34,93,32,2,0,0,1,0,37,35,94.6,9,https://fbref.com/en/players/652d4c37/Corentin-Tolisso
2019,Bayern Munich,Bundesliga,Sven Ulreich,GER,GK,29,1988,8.4,264,227,263,2,0,0,222,0,0,NA,0,0,170,530,279,0,0,0,1,0,150,150,100,0,https://fbref.com/en/players/7d3e7da6/Sven-Ulreich
2019,Bayern Munich,Bundesliga,Sandro Wagner,GER,FW,30,1987,1.6,51,1,4,33,14,7,51,0,0,NA,0,0,35,96,46,4,0,0,3,4,53,43,81.1,12,https://fbref.com/en/players/61b0b44d/Sandro-Wagner
2019,Bayern Munich,Bundesliga,Jeong Woo-yeong,KOR,FW,18,1999,0.1,4,0,0,2,2,1,4,0,0,NA,0,0,3,22,17,2,0,1,0,0,5,4,80,1,https://fbref.com/en/players/6190474d/Jeong-Woo-yeong
2019,Betis,La Liga,Antonio Barragán,ESP,"DF,MF",31,1987,10.4,743,34,194,313,279,17,660,2,7,28.6,3,1,492,2017,949,49,17,6,11,7,573,515,89.9,39,https://fbref.com/en/players/487d9b09/Antonio-Barragan
2019,Betis,La Liga,Marc Bartra,ESP,DF,27,1991,32.5,2644,271,1262,1476,131,19,2585,15,26,57.7,16,0,1902,10486,6613,177,37,1,16,16,1939,1892,97.6,9,https://fbref.com/en/players/b742cc0d/Marc-Bartra
2019,Betis,La Liga,Ryad Boudebouz,ALG,"MF,FW",28,1990,6,416,2,31,181,228,19,404,17,26,65.4,18,4,332,1375,679,36,14,2,9,12,385,338,87.8,56,https://fbref.com/en/players/1001ae82/Ryad-Boudebouz
2019,Betis,La Liga,Sergio Canales,ESP,"MF,FW",27,1991,29.5,2194,22,321,1120,959,92,2027,66,87,75.9,68,2,1786,10079,5244,217,102,14,62,52,1943,1691,87,194,https://fbref.com/en/players/a6de370d/Sergio-Canales
2019,Betis,La Liga,William Carvalho,POR,MF,26,1992,26.5,2106,64,414,1455,354,15,2073,41,56,73.2,44,2,1706,6989,3553,146,37,5,17,31,1785,1692,94.8,57,https://fbref.com/en/players/dee86451/William-Carvalho
2019,Betis,La Liga,Emerson,BRA,DF,19,1999,3.5,258,11,77,96,101,8,216,1,6,16.7,2,0,157,603,366,21,6,3,8,2,174,156,89.7,12,https://fbref.com/en/players/df8b52a5/Emerson
2019,Betis,La Liga,Zouhair Feddal,MAR,DF,29,1989,18.9,1515,178,721,789,105,26,1450,12,15,80,12,0,1018,5449,3299,99,13,0,8,9,1053,1021,97,30,https://fbref.com/en/players/89151b16/Zouhair-Feddal
2019,Betis,La Liga,Junior Firpo,ESP,"DF,MF",21,1996,21.5,1356,54,328,611,494,93,1192,23,43,53.5,29,3,912,4360,2760,132,34,22,21,19,985,875,88.8,102,https://fbref.com/en/players/24f59bb2/Junior-Firpo
2019,Betis,La Liga,Javi García,ESP,"DF,MF",31,1987,5.8,502,51,166,341,22,2,496,5,5,100,5,1,383,2063,1099,39,3,0,1,3,399,391,98,3,https://fbref.com/en/players/167c1bb0/Javi-Garcia
2019,Betis,La Liga,Andrés Guardado,MEX,"MF,DF",31,1986,25.9,1881,49,366,1134,559,33,1784,24,31,77.4,25,1,1464,7755,4243,198,84,8,26,33,1535,1418,92.4,84,https://fbref.com/en/players/ef322658/Andres-Guardado
2019,Betis,La Liga,Francis Guerrero,ESP,"DF,MF",22,1996,19.8,1219,40,354,493,457,38,1075,23,40,57.5,25,2,866,4486,2399,117,37,11,23,25,887,800,90.2,61,https://fbref.com/en/players/59d53e8a/Francis-Guerrero
2019,Betis,La Liga,Takashi Inui,JPN,"FW,MF",30,1988,4.2,188,2,19,80,105,18,182,8,12,66.7,9,1,159,759,381,22,6,4,11,5,179,143,79.9,30,https://fbref.com/en/players/61bd33d0/Takashi-Inui
2019,Betis,La Liga,Jesé,ESP,"FW,MF",25,1993,8.7,284,0,15,140,147,50,257,10,25,40,13,0,215,1030,541,31,7,10,12,11,339,197,58.1,76,https://fbref.com/en/players/4a537185/Jese
2019,Betis,La Liga,Joaquín,ESP,"FW,DF",37,1981,18.8,1168,32,122,519,635,68,1074,48,64,75,51,2,929,4935,2884,180,57,26,26,28,1066,886,83.1,103,https://fbref.com/en/players/4c5b14d2/Joaquin
2019,Betis,La Liga,Wilfrid Kaptoum,CMR,MF,22,1996,8.6,412,10,70,279,98,7,410,20,28,71.4,20,0,324,1708,881,37,12,2,12,12,355,307,86.5,22,https://fbref.com/en/players/d717630e/Wilfrid-Kaptoum
