Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,Mins_Per_90,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs,Att_Vs,Tkl_percent_Vs,Past_Vs,Press_Pressures,Succ_Pressures,_percent_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err,Url
2020,Wolfsburg,Bundesliga,Daniel Ginczek,GER,FW,28,1991,8.5,5,3,3,0,2,1,12,8.3,11,121,42,34.7,8,46,67,6,1,0,5,1,6,5,0,https://fbref.com/en/players/e5f63987/Daniel-Ginczek
2020,Wolfsburg,Bundesliga,Josuha Guilavogui,FRA,"MF,DF",28,1990,22.9,48,28,24,22,2,12,40,30,28,353,116,32.9,127,190,36,41,10,0,31,40,88,84,2,https://fbref.com/en/players/e6c43eec/Josuha-Guilavogui
2020,Wolfsburg,Bundesliga,Luca Horn,GER,DF,20,1998,0.1,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/60dfc525/Luca-Horn
2020,Wolfsburg,Bundesliga,Mamoudou Karamoko,FRA,MF,19,1999,0.1,0,0,0,0,0,0,0,NA,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/23a10591/Mamoudou-Karamoko
2020,Wolfsburg,Bundesliga,Felix Klaus,GER,"FW,MF",26,1992,7.4,23,13,4,14,5,9,22,40.9,13,226,69,30.5,31,128,67,11,3,0,8,2,25,3,0,https://fbref.com/en/players/aeda1f69/Felix-Klaus
2020,Wolfsburg,Bundesliga,Robin Knoche,GER,DF,27,1992,17.7,40,25,32,8,0,20,40,50,20,190,74,38.9,118,61,11,40,13,0,27,25,65,117,2,https://fbref.com/en/players/6bd5cd5d/Robin-Knoche
2020,Wolfsburg,Bundesliga,Omar Marmoush,EGY,"MF,FW",20,1999,0.9,0,0,0,0,0,0,0,NA,0,19,4,21.1,2,11,6,0,0,0,0,0,0,2,0,https://fbref.com/en/players/0e0102eb/Omar-Marmoush
2020,Wolfsburg,Bundesliga,Kevin Mbabu,SUI,DF,24,1995,18.8,70,42,39,25,6,30,50,60,20,330,120,36.4,137,135,58,50,8,1,42,14,84,56,0,https://fbref.com/en/players/493924a7/Kevin-Mbabu
2020,Wolfsburg,Bundesliga,Admir Mehmedi,SUI,"MF,FW",28,1991,13.3,14,5,3,8,3,4,19,21.1,15,325,90,27.7,42,171,112,16,0,0,16,2,16,3,1,https://fbref.com/en/players/b500b384/Admir-Mehmedi
2020,Wolfsburg,Bundesliga,Lukas Nmecha,GER,"FW,MF",20,1998,1.5,0,0,0,0,0,0,1,0,1,31,8,25.8,5,14,12,0,0,0,0,1,1,0,0,https://fbref.com/en/players/0cc5f4a5/Lukas-Nmecha
2020,Wolfsburg,Bundesliga,Paulo Otávio,BRA,DF,24,1994,4.2,23,16,13,8,2,8,12,66.7,4,95,31,32.6,47,39,9,14,2,0,12,3,26,18,0,https://fbref.com/en/players/1cbe4984/Paulo-Otavio
2020,Wolfsburg,Bundesliga,Pavao Pervan,AUT,GK,31,1987,8,0,0,0,0,0,0,1,0,1,0,0,NA,0,0,0,0,0,0,0,1,1,1,0,https://fbref.com/en/players/c89e8aae/Pavao-Pervan
2020,Wolfsburg,Bundesliga,Marin Pongračić,CRO,DF,21,1997,10.3,20,13,15,4,1,7,11,63.6,4,81,39,48.1,40,38,3,18,7,0,11,12,32,31,1,https://fbref.com/en/players/2a6cd437/Marin-Pongracic
2020,Wolfsburg,Bundesliga,Jérôme Roussillon,FRA,DF,26,1993,26.3,42,27,21,17,4,16,36,44.4,20,366,132,36.1,152,158,56,66,4,0,62,15,57,65,0,https://fbref.com/en/players/13203c45/Jerome-Roussillon
2020,Wolfsburg,Bundesliga,João Victor Santos Sá,BRA,"MF,FW",25,1994,18.1,38,22,18,11,9,15,45,33.3,30,401,114,28.4,71,183,147,38,1,0,37,13,51,9,0,https://fbref.com/en/players/1a1033a1/Joao-Victor-Santos-Sa
2020,Wolfsburg,Bundesliga,Xaver Schlager,AUT,MF,21,1997,19.1,56,44,16,33,7,20,53,37.7,33,462,155,33.5,107,279,76,32,3,0,29,12,68,20,0,https://fbref.com/en/players/8f056768/Xaver-Schlager
2020,Wolfsburg,Bundesliga,Renato Steffen,SUI,"MF,FW",27,1991,17.6,27,17,9,12,6,8,37,21.6,29,397,121,30.5,94,188,115,32,2,0,30,19,46,17,0,https://fbref.com/en/players/dd669209/Renato-Steffen
2020,Wolfsburg,Bundesliga,Marcel Tisserand,COD,DF,26,1993,13.4,23,11,13,10,0,8,15,53.3,7,132,46,34.8,66,58,8,20,3,1,17,24,47,83,1,https://fbref.com/en/players/45954ec7/Marcel-Tisserand
2020,Wolfsburg,Bundesliga,Wout Weghorst,NED,FW,26,1992,30.4,15,9,4,7,4,2,28,7.1,26,759,213,28.1,44,314,401,27,9,0,18,3,18,25,0,https://fbref.com/en/players/c4e87b8b/Wout-Weghorst
2020,Wolfsburg,Bundesliga,William,BRA,DF,24,1995,15.2,54,34,34,12,8,24,67,35.8,43,353,113,32,142,137,74,38,3,0,35,24,78,52,2,https://fbref.com/en/players/d4d0a9ad/William
2021,Arminia,Bundesliga,Jacob Barrett Laursen,DEN,DF,25,1994,12.3,21,13,11,9,1,6,14,42.9,8,152,41,27,79,55,18,40,6,0,34,23,44,38,0,https://fbref.com/en/players/c0d3bd23/Jacob-Barrett-Laursen
2021,Arminia,Bundesliga,Brian Behrendt,GER,DF,28,1991,0.9,2,1,0,2,0,0,1,0,1,13,3,23.1,5,8,0,0,0,0,0,0,2,1,0,https://fbref.com/en/players/b1a21aca/Brian-Behrendt
2021,Arminia,Bundesliga,Cédric Brunner,SUI,DF,26,1994,29.5,51,29,33,15,3,26,48,54.2,22,355,93,26.2,178,143,34,67,9,0,58,30,81,120,1,https://fbref.com/en/players/f0a37d36/Cedric-Brunner
2021,Arminia,Bundesliga,Sergio Córdova,VEN,"FW,MF",22,1997,12.1,16,11,1,9,6,3,14,21.4,11,269,57,21.2,21,150,98,14,2,0,12,6,22,14,0,https://fbref.com/en/players/229cd98a/Sergio-Cordova
2021,Arminia,Bundesliga,Mike van der Hoorn,NED,DF,27,1992,15.1,8,7,2,6,0,1,5,20,4,79,32,40.5,50,27,2,22,7,0,15,8,16,102,1,https://fbref.com/en/players/25f50295/Mike-van-der-Hoorn
2021,Arminia,Bundesliga,Ritsu Doan,JPN,"MF,FW",22,1998,30.8,64,45,25,30,9,17,55,30.9,38,649,202,31.1,173,292,184,56,4,0,52,26,90,12,0,https://fbref.com/en/players/d01bbb6f/Ritsu-Doan
2021,Arminia,Bundesliga,Christian Gebauer,AUT,"MF,FW",26,1993,7.6,12,6,4,6,2,2,11,18.2,9,142,40,28.2,41,60,41,9,1,0,8,8,20,19,0,https://fbref.com/en/players/d847944b/Christian-Gebauer
2021,Arminia,Bundesliga,Marcel Hartel,GER,MF,24,1996,18.7,35,21,16,16,3,12,37,32.4,25,332,98,29.5,87,174,71,28,5,0,23,16,51,14,0,https://fbref.com/en/players/614eca9b/Marcel-Hartel
2021,Arminia,Bundesliga,Fabian Klos,GER,FW,32,1987,30.1,26,14,9,11,6,7,34,20.6,27,508,141,27.8,54,259,195,20,6,1,14,10,36,28,0,https://fbref.com/en/players/e21042ae/Fabian-Klos
2021,Arminia,Bundesliga,Fabian Kunze,GER,MF,22,1998,14.1,44,27,21,20,3,14,43,32.6,29,307,73,23.8,111,164,32,34,3,0,31,15,59,31,0,https://fbref.com/en/players/d25fee56/Fabian-Kunze
2021,Arminia,Bundesliga,Anderson Lucoqui,ANG,DF,23,1997,17.8,50,24,33,16,1,21,45,46.7,24,263,68,25.9,138,95,30,65,6,0,59,16,66,58,1,https://fbref.com/en/players/5569bf9a/Anderson-Lucoqui
2021,Arminia,Bundesliga,Arne Maier,GER,MF,21,1999,11.5,19,14,5,12,2,7,16,43.8,9,184,56,30.4,51,97,36,19,3,0,16,9,28,16,0,https://fbref.com/en/players/ab700320/Arne-Maier
2021,Arminia,Bundesliga,Nathan de Medina,BEL,DF,22,1997,7.1,24,17,13,8,3,7,11,63.6,4,145,51,35.2,81,50,14,21,1,0,20,8,32,27,0,https://fbref.com/en/players/d686dbc0/Nathan-de-Medina
2021,Arminia,Bundesliga,Sebastian Müller,GER,"MF,DF",19,2001,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/d3585b17/Sebastian-Muller
2021,Arminia,Bundesliga,Joakim Nilsson,SWE,DF,26,1994,24,41,25,28,12,1,8,19,42.1,11,247,80,32.4,138,101,8,38,22,0,16,26,67,154,1,https://fbref.com/en/players/c562c5b4/Joakim-Nilsson
2021,Arminia,Bundesliga,Masaya Okugawa,JPN,"MF,FW",24,1996,10.2,17,11,7,7,3,5,14,35.7,9,254,61,24,69,127,58,14,0,0,14,8,25,7,0,https://fbref.com/en/players/63b9cc6d/Masaya-Okugawa
2021,Arminia,Bundesliga,Stefan Ortega,GER,GK,27,1992,34,1,1,1,0,0,1,5,20,4,4,1,25,4,0,0,1,0,0,1,0,1,1,1,https://fbref.com/en/players/c1242d4e/Stefan-Ortega
2021,Arminia,Bundesliga,Amos Pieper,GER,DF,22,1998,29.8,66,41,45,20,1,24,45,53.3,21,326,138,42.3,196,120,10,72,41,1,31,36,102,222,4,https://fbref.com/en/players/526ea7cc/Amos-Pieper
2021,Arminia,Bundesliga,Manuel Prietl,AUT,MF,28,1991,28,76,48,34,36,6,15,83,18.1,68,616,197,32,251,318,47,56,8,0,48,38,114,35,0,https://fbref.com/en/players/901c0f97/Manuel-Prietl
2021,Arminia,Bundesliga,Sven Schipplock,GER,"FW,MF",31,1988,8.3,12,8,2,6,4,2,29,6.9,27,333,78,23.4,45,176,112,13,3,0,10,3,15,13,0,https://fbref.com/en/players/53eeaf6a/Sven-Schipplock
2021,Arminia,Bundesliga,Nils Seufert,GER,"MF,FW",23,1997,3.8,11,8,0,7,4,2,10,20,8,87,20,23,14,47,26,4,1,0,3,2,13,6,0,https://fbref.com/en/players/0da32a38/Nils-Seufert
2021,Arminia,Bundesliga,Jóan Símun Edmundsson,FRO,"MF,FW",29,1991,0.6,2,1,1,1,0,1,1,100,0,11,3,27.3,2,8,1,0,0,0,0,0,2,1,0,https://fbref.com/en/players/1be390b3/Joan-Simun-Edmundsson
2021,Arminia,Bundesliga,Cebio Soukou,BEN,"FW,MF",27,1992,5.1,10,6,4,4,2,4,9,44.4,5,100,25,25,25,41,34,3,0,0,3,1,11,5,0,https://fbref.com/en/players/3c4b7820/Cebio-Soukou
2021,Arminia,Bundesliga,Michel Vlap,NED,"MF,FW",23,1997,4.1,1,1,0,1,0,0,8,0,8,99,18,18.2,14,54,31,5,0,0,5,4,5,3,0,https://fbref.com/en/players/02760e49/Michel-Vlap
2021,Arminia,Bundesliga,Andreas Voglsammer,GER,"FW,MF",28,1992,11.1,11,9,6,3,2,3,19,15.8,16,186,51,27.4,26,98,62,15,1,0,14,5,16,10,0,https://fbref.com/en/players/daa78200/Andreas-Voglsammer
2021,Arminia,Bundesliga,Reinhold Yabo,GER,"MF,FW",28,1992,7.2,10,7,4,3,3,3,11,27.3,8,106,26,24.5,34,45,27,7,2,0,5,7,17,2,0,https://fbref.com/en/players/7dca49f6/Reinhold-Yabo
2021,Augsburg,Bundesliga,Noah Joel Sarenren Bazee,NGA,"FW,MF",23,1996,0.4,1,1,0,1,0,1,1,100,0,10,3,30,1,9,0,1,0,0,1,2,3,0,0,https://fbref.com/en/players/fbbc8e15/Noah-Joel-Sarenren-Bazee
2021,Augsburg,Bundesliga,László Bénes,SVK,"MF,FW",22,1997,7.3,7,5,5,2,0,3,7,42.9,4,130,37,28.5,36,75,19,7,2,0,5,9,16,4,1,https://fbref.com/en/players/fe888e39/Laszlo-Benes
2021,Augsburg,Bundesliga,Daniel Caligiuri,ITA,"MF,DF",32,1988,29.6,81,47,34,35,12,30,96,31.3,66,633,175,27.6,214,307,112,71,5,0,66,42,123,42,0,https://fbref.com/en/players/d1273f09/Daniel-Caligiuri
2021,Augsburg,Bundesliga,Tim Civeja,GER,"MF,DF",18,2002,0.4,0,0,0,0,0,0,1,0,1,6,2,33.3,3,3,0,1,0,0,1,1,1,1,0,https://fbref.com/en/players/59a48c59/Tim-Civeja
2021,Augsburg,Bundesliga,Ohis Felix Uduokhai,GER,DF,22,1997,29,40,24,26,11,3,16,32,50,16,275,112,40.7,153,100,22,68,27,0,41,36,76,219,3,https://fbref.com/en/players/677da306/Ohis-Felix-Uduokhai
2021,Augsburg,Bundesliga,Alfreð Finnbogason,ISL,FW,31,1989,6,3,1,0,2,1,1,3,33.3,2,84,31,36.9,16,38,30,9,2,0,7,1,4,4,0,https://fbref.com/en/players/f9e7c4ac/Alfred-Finnbogason
2021,Augsburg,Bundesliga,Raphael Framberger,GER,DF,24,1995,17.1,41,16,22,12,7,15,30,50,15,208,54,26,106,73,29,63,6,0,57,27,68,64,1,https://fbref.com/en/players/626fab5f/Raphael-Framberger
2021,Augsburg,Bundesliga,Rafał Gikiewicz,POL,GK,32,1987,34,0,0,0,0,0,0,3,0,3,7,3,42.9,7,0,0,2,0,0,2,0,0,0,1,https://fbref.com/en/players/17376543/Rafal-Gikiewicz
2021,Augsburg,Bundesliga,Jeffrey Gouweleeuw,NED,DF,29,1991,31.5,39,32,21,15,3,12,31,38.7,19,269,96,35.7,151,104,14,54,20,0,34,51,90,220,3,https://fbref.com/en/players/1025db8e/Jeffrey-Gouweleeuw
2021,Augsburg,Bundesliga,Michael Gregoritsch,AUT,"FW,MF",26,1994,9.3,14,10,4,10,0,1,8,12.5,7,182,52,28.6,22,117,43,7,1,0,6,1,15,14,0,https://fbref.com/en/players/8e235926/Michael-Gregoritsch
2021,Augsburg,Bundesliga,Carlos Gruezo,ECU,MF,25,1995,23.2,75,47,32,39,4,26,61,42.6,35,464,151,32.5,183,235,46,43,5,0,38,36,111,29,1,https://fbref.com/en/players/f2dd9a21/Carlos-Gruezo
2021,Augsburg,Bundesliga,Robert Gumny,POL,DF,22,1998,15.3,19,13,11,6,2,6,17,35.3,11,199,63,31.7,97,72,30,34,4,0,30,28,47,28,0,https://fbref.com/en/players/1df0c0b9/Robert-Gumny
2021,Augsburg,Bundesliga,André Hahn,GER,"FW,MF",29,1990,22.6,44,20,16,20,8,14,53,26.4,39,510,103,20.2,90,244,176,49,4,0,45,18,62,26,0,https://fbref.com/en/players/cd82452e/Andre-Hahn
2021,Augsburg,Bundesliga,Iago,BRA,DF,23,1997,17.3,36,20,17,13,6,10,26,38.5,16,223,81,36.3,98,92,33,45,6,0,39,19,55,56,0,https://fbref.com/en/players/054849d2/Iago
2021,Augsburg,Bundesliga,Fredrik Jensen,FIN,"FW,MF",22,1997,4.2,4,2,2,1,1,3,7,42.9,4,69,12,17.4,12,31,26,3,1,0,2,5,9,7,0,https://fbref.com/en/players/3eeb80e0/Fredrik-Jensen
2021,Augsburg,Bundesliga,Rani Khedira,GER,MF,26,1994,20.2,36,20,16,18,2,9,24,37.5,15,336,98,29.2,106,184,46,26,6,0,20,23,59,57,0,https://fbref.com/en/players/59e4b92e/Rani-Khedira
2021,Augsburg,Bundesliga,Jan Morávek,CZE,MF,30,1989,3,4,2,2,2,0,0,6,0,6,92,25,27.2,36,46,10,3,0,0,3,8,12,6,0,https://fbref.com/en/players/e7d22eae/Jan-Moravek
2021,Augsburg,Bundesliga,Florian Niederlechner,GER,FW,29,1990,19.3,11,8,3,6,2,2,17,11.8,15,237,69,29.1,21,109,107,17,2,0,15,6,17,20,0,https://fbref.com/en/players/d6862409/Florian-Niederlechner
2021,Augsburg,Bundesliga,Reece Oxford,ENG,DF,21,1998,15.1,23,15,14,8,1,10,19,52.6,9,132,42,31.8,81,45,6,26,16,1,10,39,62,119,1,https://fbref.com/en/players/8b6e0db2/Reece-Oxford
2021,Augsburg,Bundesliga,Mads Pedersen,DEN,DF,23,1996,9.9,29,16,24,5,0,11,29,37.9,18,182,62,34.1,109,53,20,25,1,1,24,19,48,28,0,https://fbref.com/en/players/582a5247/Mads-Pedersen
2021,Augsburg,Bundesliga,Lukas Petkov,GER,MF,19,2000,0,0,0,0,0,0,0,0,NA,0,2,0,0,2,0,0,1,0,0,1,0,0,0,0,https://fbref.com/en/players/f503ef6e/Lukas-Petkov
2021,Augsburg,Bundesliga,Marco Richter,GER,"FW,MF",22,1997,15.7,19,9,2,9,8,5,14,35.7,9,255,55,21.6,51,127,77,13,0,0,13,9,28,10,0,https://fbref.com/en/players/f972644c/Marco-Richter
2021,Augsburg,Bundesliga,Tobias Strobl,GER,MF,30,1990,20.5,25,14,12,12,1,12,36,33.3,24,312,99,31.7,107,174,31,34,12,0,22,28,53,30,0,https://fbref.com/en/players/17780d2b/Tobias-Strobl
2021,Augsburg,Bundesliga,Marek Suchý,CZE,DF,32,1988,3.4,5,3,1,4,0,1,2,50,1,26,10,38.5,11,15,0,5,4,1,1,1,6,12,0,https://fbref.com/en/players/c5224618/Marek-Suchy
2021,Augsburg,Bundesliga,Ruben Vargas,SUI,"MF,FW",21,1998,17.9,23,13,8,13,2,4,21,19,17,267,89,33.3,68,123,76,39,3,0,36,28,51,20,1,https://fbref.com/en/players/6ecbddf6/Ruben-Vargas
2021,Bayern Munich,Bundesliga,David Alaba,AUT,"DF,MF",28,1992,29.7,41,30,13,25,3,12,37,32.4,25,346,131,37.9,120,176,50,47,15,0,32,36,77,94,2,https://fbref.com/en/players/05439de2/David-Alaba
2021,Bayern Munich,Bundesliga,Jérôme Boateng,GER,DF,31,1988,26.3,29,17,17,12,0,9,32,28.1,23,196,73,37.2,92,97,7,36,19,0,17,48,77,109,0,https://fbref.com/en/players/2db2fd7b/Jerome-Boateng
2021,Bayern Munich,Bundesliga,Kingsley Coman,FRA,"FW,MF",24,1996,19.5,20,12,9,9,2,8,27,29.6,19,320,102,31.9,56,133,131,24,0,0,24,12,32,5,0,https://fbref.com/en/players/042e8a49/Kingsley-Coman
2021,Bayern Munich,Bundesliga,Douglas Costa,BRA,"FW,MF",29,1990,3.6,2,2,1,1,0,0,2,0,2,67,18,26.9,5,32,30,8,1,0,7,3,5,0,0,https://fbref.com/en/players/4fa7cb9b/Douglas-Costa
2021,Bayern Munich,Bundesliga,Mickaël Cuisance,FRA,FW,20,1999,0.2,0,0,0,0,0,0,0,NA,0,4,1,25,0,1,3,1,0,0,1,0,0,0,0,https://fbref.com/en/players/5722eced/Mickael-Cuisance
2021,Bayern Munich,Bundesliga,Tiago Dantas,POR,MF,19,2000,0.8,0,0,0,0,0,0,0,NA,0,10,2,20,5,4,1,0,0,0,0,1,1,0,0,https://fbref.com/en/players/234204f4/Tiago-Dantas
2021,Bayern Munich,Bundesliga,Alphonso Davies,CAN,DF,19,2000,19.6,48,38,18,22,8,20,30,66.7,10,246,98,39.8,91,96,59,44,1,0,43,46,94,34,1,https://fbref.com/en/players/d781d855/Alphonso-Davies
2021,Bayern Munich,Bundesliga,Serge Gnabry,GER,"FW,MF",25,1995,18.3,37,23,10,16,11,11,32,34.4,21,298,92,30.9,48,127,123,20,1,0,19,23,60,2,0,https://fbref.com/en/players/88e357ef/Serge-Gnabry
2021,Bayern Munich,Bundesliga,Leon Goretzka,GER,MF,25,1995,18.9,47,28,17,26,4,13,35,37.1,22,307,111,36.2,89,160,58,41,2,0,39,49,96,19,0,https://fbref.com/en/players/cc86b9a3/Leon-Goretzka
2021,Bayern Munich,Bundesliga,Lucas Hernández,FRA,DF,24,1996,17.7,50,27,25,17,8,19,39,48.7,20,247,93,37.7,102,99,46,36,7,0,29,20,70,58,0,https://fbref.com/en/players/c3ee18ef/Lucas-Hernandez
2021,Bayern Munich,Bundesliga,Joshua Kimmich,GER,MF,25,1995,24.4,45,34,16,23,6,16,62,25.8,46,429,137,31.9,126,223,80,34,5,0,29,41,86,26,0,https://fbref.com/en/players/49296448/Joshua-Kimmich
2021,Bayern Munich,Bundesliga,Robert Lewandowski,POL,FW,31,1988,27.3,18,13,2,8,8,4,14,28.6,10,324,105,32.4,12,89,223,9,2,0,7,7,25,8,0,https://fbref.com/en/players/8d78e732/Robert-Lewandowski
2021,Bayern Munich,Bundesliga,Javi Martínez,ESP,"DF,MF",31,1988,5.2,9,5,4,3,2,4,5,80,1,60,24,40,20,28,12,13,4,0,9,11,20,27,0,https://fbref.com/en/players/7f97771d/Javi-Martinez
2021,Bayern Munich,Bundesliga,Eric Maxim Choupo-Moting,CMR,"FW,MF",31,1989,9.1,9,6,1,6,2,2,6,33.3,4,128,38,29.7,7,64,57,3,0,0,3,3,12,7,0,https://fbref.com/en/players/0e6bc38c/Eric-Maxim-Choupo-Moting
2021,Bayern Munich,Bundesliga,Thomas Müller,GER,MF,30,1989,29.7,53,33,16,20,17,21,74,28.4,53,664,220,33.1,108,308,248,49,3,0,46,18,71,20,0,https://fbref.com/en/players/3c6089ab/Thomas-Muller
2021,Bayern Munich,Bundesliga,Jamal Musiala,GER,"FW,MF",17,2003,9.8,26,15,2,12,12,4,19,21.1,15,221,83,37.6,39,100,82,24,2,0,22,22,48,3,0,https://fbref.com/en/players/2c0558b8/Jamal-Musiala
2021,Bayern Munich,Bundesliga,Manuel Neuer,GER,GK,34,1986,33,0,0,0,0,0,0,1,0,1,4,0,0,4,0,0,0,0,0,0,1,1,0,0,https://fbref.com/en/players/8778c910/Manuel-Neuer
2021,Bayern Munich,Bundesliga,Tanguy Nianzou,FRA,"DF,MF",18,2002,1.3,2,1,2,0,0,1,1,100,0,9,3,33.3,5,4,0,0,0,0,0,1,3,8,0,https://fbref.com/en/players/5853ac44/Tanguy-Nianzou
2021,Bayern Munich,Bundesliga,Alexander Nübel,GER,GK,23,1996,1,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/afb0c500/Alexander-Nubel
2021,Bayern Munich,Bundesliga,Benjamin Pavard,FRA,DF,24,1996,21.6,43,26,23,14,6,13,27,48.1,14,255,97,38,91,95,69,57,7,0,50,31,74,47,2,https://fbref.com/en/players/45a03961/Benjamin-Pavard
2021,Bayern Munich,Bundesliga,Chris Richards,USA,DF,20,2000,1,1,1,1,0,0,0,0,NA,0,10,2,20,5,5,0,0,0,0,0,0,1,3,0,https://fbref.com/en/players/0a3d6d2b/Chris-Richards
2021,Bayern Munich,Bundesliga,Marc Roca,ESP,MF,23,1996,2,5,4,2,2,1,3,7,42.9,4,35,13,37.1,9,15,11,4,1,0,3,1,6,3,0,https://fbref.com/en/players/da27e268/Marc-Roca
2021,Bayern Munich,Bundesliga,Leroy Sané,GER,"FW,MF",24,1996,20.1,31,21,7,9,15,7,27,25.9,20,392,140,35.7,77,163,152,32,0,0,32,12,43,5,0,https://fbref.com/en/players/2b114be3/Leroy-Sane
2021,Bayern Munich,Bundesliga,Bouna Sarr,SEN,DF,28,1992,5,14,9,6,5,3,2,4,50,2,70,19,27.1,22,37,11,3,0,0,3,4,18,14,1,https://fbref.com/en/players/1a4b9094/Bouna-Sarr
2021,Bayern Munich,Bundesliga,Christopher Scott,GER,FW,18,2002,0.4,2,1,0,1,1,0,0,NA,0,4,2,50,1,2,1,1,0,0,1,0,2,0,0,https://fbref.com/en/players/2723ce5d/Christopher-Scott
2021,Bayern Munich,Bundesliga,Josip Stanišić,CRO,DF,20,2000,1,2,1,2,0,0,0,1,0,1,15,6,40,8,4,3,2,0,0,2,1,3,4,0,https://fbref.com/en/players/7ed08d5c/Josip-Stanisic
2021,Bayern Munich,Bundesliga,Niklas Süle,GER,DF,24,1995,16.7,33,18,18,11,4,12,24,50,12,159,60,37.7,69,63,27,29,11,0,18,21,54,43,1,https://fbref.com/en/players/e33c06cf/Niklas-Sule
2021,Bayern Munich,Bundesliga,Corentin Tolisso,FRA,MF,25,1994,8.7,17,12,3,13,1,8,25,32,17,154,38,24.7,32,87,35,17,1,0,16,3,20,10,0,https://fbref.com/en/players/652d4c37/Corentin-Tolisso
2021,Bayern Munich,Bundesliga,Joshua Zirkzee,NED,FW,19,2001,1,0,0,0,0,0,0,2,0,2,12,3,25,1,4,7,0,0,0,0,0,0,0,0,https://fbref.com/en/players/028e70b9/Joshua-Zirkzee
2021,Dortmund,Bundesliga,Manuel Akanji,SUI,DF,25,1995,26.1,46,30,28,13,5,16,32,50,16,264,99,37.5,136,108,20,38,11,0,27,38,84,106,1,https://fbref.com/en/players/89ac64a6/Manuel-Akanji
2021,Dortmund,Bundesliga,Jude Bellingham,ENG,MF,17,2003,18.9,54,37,14,27,13,18,50,36,32,435,127,29.2,96,231,108,40,6,0,34,21,75,20,0,https://fbref.com/en/players/57d88cf9/Jude-Bellingham
2021,Dortmund,Bundesliga,Julian Brandt,GER,"FW,MF",24,1996,16.6,31,17,16,12,3,15,40,37.5,25,315,100,31.7,85,156,74,27,1,0,26,14,45,7,0,https://fbref.com/en/players/a167537f/Julian-Brandt
2021,Dortmund,Bundesliga,Roman Bürki,SUI,GK,29,1990,18.5,0,0,0,0,0,0,0,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/9d12e142/Roman-Burki
2021,Dortmund,Bundesliga,Emre Can,GER,"DF,MF",26,1994,23.7,55,42,25,21,9,18,40,45,22,303,118,38.9,129,138,36,41,12,0,29,40,95,72,0,https://fbref.com/en/players/a65ce836/Emre-Can
2021,Dortmund,Bundesliga,Mahmoud Dahoud,GER,MF,24,1996,14,36,24,12,20,4,11,38,28.9,27,295,82,27.8,83,171,41,31,7,0,24,21,57,14,0,https://fbref.com/en/players/db4ed67b/Mahmoud-Dahoud
2021,Dortmund,Bundesliga,Thomas Delaney,DEN,MF,28,1991,14.3,49,37,19,22,8,16,35,45.7,19,274,100,36.5,105,135,34,33,10,0,23,24,73,28,1,https://fbref.com/en/players/fe641c1a/Thomas-Delaney
2021,Dortmund,Bundesliga,Raphaël Guerreiro,POR,DF,26,1993,24.6,31,20,14,10,7,15,34,44.1,19,190,60,31.6,68,73,49,36,4,0,32,33,64,36,1,https://fbref.com/en/players/048a1cbc/Raphael-Guerreiro
2021,Dortmund,Bundesliga,Erling Haaland,NOR,FW,20,2000,26.7,7,6,2,2,3,1,10,10,9,320,105,32.8,8,90,222,20,9,0,11,5,12,15,0,https://fbref.com/en/players/1f44ac21/Erling-Haaland
2021,Dortmund,Bundesliga,Thorgan Hazard,BEL,"FW,MF",27,1993,7.3,7,5,5,2,0,5,15,33.3,10,144,42,29.2,45,59,40,10,0,0,10,10,17,3,0,https://fbref.com/en/players/50871bcc/Thorgan-Hazard
2021,Dortmund,Bundesliga,Marwin Hitz,SUI,GK,32,1987,15.5,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/2e7ff968/Marwin-Hitz
2021,Dortmund,Bundesliga,Mats Hummels,GER,DF,31,1988,31.3,65,40,41,19,5,22,48,45.8,26,267,101,37.8,148,108,11,40,23,1,17,68,133,184,1,https://fbref.com/en/players/05d548d8/Mats-Hummels
2021,Dortmund,Bundesliga,Ansgar Knauff,GER,"FW,MF",18,2002,0.8,1,0,0,1,0,0,1,0,1,21,3,14.3,6,13,2,2,1,0,1,1,2,2,0,https://fbref.com/en/players/19a967ab/Ansgar-Knauff
2021,Dortmund,Bundesliga,Thomas Meunier,BEL,DF,28,1991,16.4,37,26,22,8,7,17,30,56.7,13,171,63,36.8,76,60,35,26,8,0,18,16,53,36,2,https://fbref.com/en/players/e162b013/Thomas-Meunier
