Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,Mins_Per_90,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs,Att_Vs,Tkl_percent_Vs,Past_Vs,Press_Pressures,Succ_Pressures,_percent_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err,Url
2018,Köln,Bundesliga,Simon Zoller,GER,"MF,FW",26,1991,10.7,7,4,2,3,2,3,9,33.3,6,202,47,23.3,37,93,72,7,0,0,7,8,15,12,0,https://fbref.com/en/players/29f7cfd9/Simon-Zoller
2018,Leverkusen,Bundesliga,Lucas Alario,ARG,FW,24,1992,17.2,11,10,1,5,5,2,10,20,8,386,112,29,27,192,167,16,4,0,12,6,17,14,0,https://fbref.com/en/players/834d0be5/Lucas-Alario
2018,Leverkusen,Bundesliga,Charles Aránguiz,CHI,MF,28,1989,25.6,70,51,26,36,8,26,78,33.3,52,603,204,33.8,218,302,83,53,5,0,48,37,107,32,1,https://fbref.com/en/players/56413b1f/Charles-Aranguiz
2018,Leverkusen,Bundesliga,Leon Bailey,JAM,"FW,DF",19,1997,24.6,12,9,5,6,1,4,20,20,16,325,97,29.8,77,149,99,34,1,0,33,13,25,12,0,https://fbref.com/en/players/3a233281/Leon-Bailey
2018,Leverkusen,Bundesliga,Julian Baumgartlinger,AUT,"MF,DF",29,1988,15.5,44,36,20,21,3,12,41,29.3,29,338,118,34.9,118,179,41,22,2,0,20,21,65,32,0,https://fbref.com/en/players/69374ff5/Julian-Baumgartlinger
2018,Leverkusen,Bundesliga,Karim Bellarabi,GER,"FW,MF",27,1990,12.7,19,13,8,7,4,6,18,33.3,12,252,68,27,63,114,75,22,1,0,21,6,25,5,0,https://fbref.com/en/players/bee0bab1/Karim-Bellarabi
2018,Leverkusen,Bundesliga,Lars Bender,GER,"DF,MF",28,1989,17.7,57,31,24,26,7,27,56,48.2,29,371,102,27.5,132,202,37,37,5,0,32,15,72,47,0,https://fbref.com/en/players/c50281a0/Lars-Bender
2018,Leverkusen,Bundesliga,Sven Bender,GER,DF,28,1989,26.1,43,30,27,16,0,13,31,41.9,18,263,102,38.8,144,112,7,64,21,1,43,27,70,129,0,https://fbref.com/en/players/070ec0b1/Sven-Bender
2018,Leverkusen,Bundesliga,Julian Brandt,GER,"FW,MF",21,1996,25.8,23,16,10,9,4,7,46,15.2,39,486,138,28.4,116,257,113,28,2,0,26,15,38,7,0,https://fbref.com/en/players/a167537f/Julian-Brandt
2018,Leverkusen,Bundesliga,Aleksandar Dragović,AUT,DF,26,1991,0.5,0,0,0,0,0,0,1,0,1,5,2,40,4,1,0,1,0,0,1,0,0,1,0,https://fbref.com/en/players/6fd8a334/Aleksandar-Dragovic
2018,Leverkusen,Bundesliga,Kai Havertz,GER,"MF,FW",18,1999,23.8,25,21,4,20,1,4,32,12.5,28,452,145,32.1,61,259,132,32,2,0,30,16,41,29,0,https://fbref.com/en/players/fed7cb61/Kai-Havertz
2018,Leverkusen,Bundesliga,Benjamin Henrichs,GER,DF,20,1997,14.1,39,22,26,11,2,18,37,48.6,19,219,69,31.5,112,75,32,34,6,1,28,19,58,36,1,https://fbref.com/en/players/0a89e877/Benjamin-Henrichs
2018,Leverkusen,Bundesliga,Tin Jedvaj,CRO,DF,21,1995,6.7,10,6,4,4,2,6,15,40,9,98,39,39.8,51,42,5,15,2,0,13,5,15,29,0,https://fbref.com/en/players/f820504e/Tin-Jedvaj
2018,Leverkusen,Bundesliga,Kevin Kampl,SVN,MF,26,1990,0.3,1,1,1,0,0,0,0,NA,0,4,0,0,0,4,0,0,0,0,0,0,1,0,0,https://fbref.com/en/players/b825a650/Kevin-Kampl
2018,Leverkusen,Bundesliga,Stefan Kießling,GER,"FW,DF",33,1984,0.9,0,0,0,0,0,0,2,0,2,14,8,57.1,0,5,9,1,0,0,1,0,0,2,0,https://fbref.com/en/players/c419e035/Stefan-Kiessling
2018,Leverkusen,Bundesliga,Dominik Kohr,GER,MF,23,1994,18.5,36,20,15,19,2,11,36,30.6,25,328,100,30.5,110,172,46,38,6,0,32,17,53,18,0,https://fbref.com/en/players/0fbecd11/Dominik-Kohr
2018,Leverkusen,Bundesliga,Bernd Leno,GER,GK,25,1992,33,0,0,0,0,0,0,3,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/2628fd2b/Bernd-Leno
2018,Leverkusen,Bundesliga,Admir Mehmedi,SUI,"DF,MF",26,1991,7.8,14,9,6,5,3,4,13,30.8,9,125,29,23.2,32,69,24,20,0,0,20,10,24,4,0,https://fbref.com/en/players/b500b384/Admir-Mehmedi
2018,Leverkusen,Bundesliga,Ramazan Özcan,AUT,GK,33,1984,1,0,0,0,0,0,0,1,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/a165a577/Ramazan-Ozcan
2018,Leverkusen,Bundesliga,Joel Pohjanpalo,FIN,"MF,FW",22,1994,1.3,0,0,0,0,0,0,1,0,1,23,6,26.1,1,13,9,1,1,0,0,0,0,2,0,https://fbref.com/en/players/ea003d07/Joel-Pohjanpalo
2018,Leverkusen,Bundesliga,André Ramalho,BRA,DF,25,1992,0.4,3,1,2,1,0,2,2,100,0,5,1,20,4,1,0,0,0,0,0,0,3,4,0,https://fbref.com/en/players/7483d9f9/Andre-Ramalho
2018,Leverkusen,Bundesliga,Panagiotis Retsos,GRE,DF,18,1998,19.1,48,33,30,15,3,24,44,54.5,20,256,83,32.4,148,90,18,35,10,1,25,15,63,48,2,https://fbref.com/en/players/4bd00a50/Panagiotis-Retsos
2018,Leverkusen,Bundesliga,Jonathan Tah,GER,DF,21,1996,27,38,21,31,7,0,15,27,55.6,12,153,59,38.6,111,40,2,27,13,0,14,16,54,119,3,https://fbref.com/en/players/bd142efb/Jonathan-Tah
2018,Leverkusen,Bundesliga,Kevin Volland,GER,"FW,MF",25,1992,28.8,24,16,8,9,7,10,26,38.5,16,565,181,32,40,328,197,15,1,0,14,5,29,29,0,https://fbref.com/en/players/64f69877/Kevin-Volland
2018,Leverkusen,Bundesliga,Wendell,BRA,DF,24,1993,23.5,43,25,25,12,6,16,51,31.4,35,293,98,33.4,120,122,51,49,8,0,41,20,63,47,0,https://fbref.com/en/players/f9acca3a/Wendell
2018,M'Gladbach,Bundesliga,László Bénes,SVK,MF,19,1997,0.4,0,0,0,0,0,0,0,NA,0,6,3,50,4,2,0,2,1,0,1,1,1,1,0,https://fbref.com/en/players/fe888e39/Laszlo-Benes
2018,M'Gladbach,Bundesliga,Marcel Benger,GER,MF,19,1998,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/379c0717/Marcel-Benger
2018,M'Gladbach,Bundesliga,Raúl Bobadilla,PAR,"FW,MF",30,1987,5,4,4,1,2,1,2,4,50,2,85,20,23.5,5,44,36,10,0,0,10,0,4,1,0,https://fbref.com/en/players/9b285700/Raul-Bobadilla
2018,M'Gladbach,Bundesliga,Mickaël Cuisance,FRA,"MF,FW",17,1999,13.4,31,21,16,11,4,13,30,43.3,17,262,80,30.5,67,130,65,24,3,0,21,5,36,11,0,https://fbref.com/en/players/5722eced/Mickael-Cuisance
2018,M'Gladbach,Bundesliga,Josip Drmić,SUI,FW,24,1992,5.2,0,0,0,0,0,0,4,0,4,69,18,26.1,5,37,27,2,0,0,2,2,2,1,0,https://fbref.com/en/players/15ea94de/Josip-Drmic
2018,M'Gladbach,Bundesliga,Mandela Egbo,ENG,MF,19,1997,0.1,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,https://fbref.com/en/players/5603d397/Mandela-Egbo
2018,M'Gladbach,Bundesliga,Nico Elvedi,SUI,DF,20,1996,32.4,59,30,40,13,6,15,27,55.6,12,339,110,32.4,203,103,33,61,13,0,48,30,89,120,1,https://fbref.com/en/players/48035304/Nico-Elvedi
2018,M'Gladbach,Bundesliga,Matthias Ginter,GER,DF,23,1994,34,40,26,22,16,2,16,28,57.1,12,208,74,35.6,128,70,10,55,16,1,39,22,62,152,1,https://fbref.com/en/players/f521b80a/Matthias-Ginter
2018,M'Gladbach,Bundesliga,Vincenzo Grifo,ITA,"MF,FW",24,1993,8.7,7,4,3,2,2,3,16,18.8,13,124,26,21,38,57,29,10,1,0,9,6,13,6,0,https://fbref.com/en/players/54e4866f/Vincenzo-Grifo
2018,M'Gladbach,Bundesliga,Thorgan Hazard,BEL,"MF,FW",24,1993,32.7,45,33,21,17,7,11,58,19,47,584,158,27.1,143,277,164,43,2,0,41,20,65,21,0,https://fbref.com/en/players/50871bcc/Thorgan-Hazard
2018,M'Gladbach,Bundesliga,Patrick Herrmann,GER,"MF,DF",26,1991,12.5,23,15,8,12,3,10,30,33.3,20,249,66,26.5,96,102,51,23,1,0,22,13,36,19,0,https://fbref.com/en/players/dfb6490a/Patrick-Herrmann
2018,M'Gladbach,Bundesliga,Jonas Hofmann,GER,"MF,FW",25,1992,11.5,23,13,9,12,2,7,29,24.1,22,222,69,31.1,69,93,60,19,4,0,15,11,34,13,0,https://fbref.com/en/players/2903a856/Jonas-Hofmann
2018,M'Gladbach,Bundesliga,Tony Jantschke,GER,DF,27,1990,8.1,15,7,12,3,0,8,15,53.3,7,77,17,22.1,34,39,4,12,1,0,11,4,19,26,0,https://fbref.com/en/players/34b54da7/Tony-Jantschke
2018,M'Gladbach,Bundesliga,Fabian Johnson,USA,"MF,FW",29,1987,5.2,9,4,5,3,1,3,7,42.9,4,54,17,31.5,20,27,7,18,3,0,15,2,11,6,0,https://fbref.com/en/players/76e5da9d/Fabian-Johnson
2018,M'Gladbach,Bundesliga,Christoph Kramer,GER,MF,26,1991,23.9,82,63,38,33,11,34,77,44.2,43,505,141,27.9,161,286,58,40,5,0,35,21,103,46,0,https://fbref.com/en/players/496aeede/Christoph-Kramer
2018,M'Gladbach,Bundesliga,Florian Mayer,GER,DF,19,1998,0.2,1,1,1,0,0,0,1,0,1,3,3,100,3,0,0,0,0,0,0,0,1,0,0,https://fbref.com/en/players/45870256/Florian-Mayer
2018,M'Gladbach,Bundesliga,Reece Oxford,ENG,"DF,MF",18,1998,5.1,8,5,4,3,1,3,4,75,1,41,17,41.5,19,18,4,9,1,0,8,3,11,30,2,https://fbref.com/en/players/8b6e0db2/Reece-Oxford
2018,M'Gladbach,Bundesliga,Raffael,BRA,FW,32,1985,23,30,21,13,14,3,8,30,26.7,22,489,107,21.9,50,277,162,17,0,0,17,8,38,2,0,https://fbref.com/en/players/791af558/Raffael
2018,M'Gladbach,Bundesliga,Tobias Sippel,GER,GK,29,1988,4.8,0,0,0,0,0,0,1,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/0d8a37c2/Tobias-Sippel
2018,M'Gladbach,Bundesliga,Yann Sommer,SUI,GK,28,1988,29.2,0,0,0,0,0,0,0,NA,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,https://fbref.com/en/players/420c18a1/Yann-Sommer
2018,M'Gladbach,Bundesliga,Lars Stindl,GER,"FW,MF",28,1988,30.3,46,39,12,21,13,13,39,33.3,26,727,180,24.8,102,400,225,44,5,1,39,22,68,30,0,https://fbref.com/en/players/7cd6badb/Lars-Stindl
2018,M'Gladbach,Bundesliga,Tobias Strobl,GER,MF,27,1990,1.3,2,1,0,2,0,0,2,0,2,12,7,58.3,4,4,4,1,0,0,1,2,4,4,0,https://fbref.com/en/players/17780d2b/Tobias-Strobl
2018,M'Gladbach,Bundesliga,Ibrahima Traoré,GUI,"MF,FW",29,1988,2.2,4,2,2,2,0,1,4,25,3,24,10,41.7,10,11,3,0,0,0,0,1,5,1,0,https://fbref.com/en/players/096a77c4/Ibrahima-Traore
2018,M'Gladbach,Bundesliga,Jannik Vestergaard,DEN,DF,24,1992,32,52,29,38,14,0,24,42,57.1,18,201,66,32.8,126,73,2,58,39,0,19,17,69,217,3,https://fbref.com/en/players/1900032e/Jannik-Vestergaard
2018,M'Gladbach,Bundesliga,Julio Villalba,PAR,"MF,DF",18,1998,0.1,0,0,0,0,0,0,0,NA,0,3,3,100,0,1,2,0,0,0,0,0,0,0,0,https://fbref.com/en/players/57200916/Julio-Villalba
2018,M'Gladbach,Bundesliga,Oscar Wendt,SWE,DF,31,1985,27.3,41,21,21,18,2,17,34,50,17,373,100,26.8,214,114,45,64,10,1,54,19,60,61,0,https://fbref.com/en/players/b69261a0/Oscar-Wendt
2018,M'Gladbach,Bundesliga,Denis Zakaria,SUI,MF,20,1996,25.5,75,46,36,31,8,20,50,40,30,477,142,29.8,198,238,41,50,9,0,41,41,116,35,1,https://fbref.com/en/players/384d58d9/Denis-Zakaria
2018,Mainz 05,Bundesliga,René Adler,GER,GK,32,1985,14,0,0,0,0,0,0,0,NA,0,2,0,0,2,0,0,0,0,0,0,0,0,4,0,https://fbref.com/en/players/f71890f5/Rene-Adler
2018,Mainz 05,Bundesliga,Ridle Baku,GER,MF,19,1998,2.6,4,4,2,1,1,0,3,0,3,63,15,23.8,21,30,12,1,0,0,1,2,6,4,0,https://fbref.com/en/players/442b56fa/Ridle-Baku
2018,Mainz 05,Bundesliga,Leon Balogun,NGA,DF,29,1988,13,35,23,22,13,0,5,16,31.3,11,177,56,31.6,114,58,5,31,11,0,20,24,59,76,2,https://fbref.com/en/players/78e68b4d/Leon-Balogun
2018,Mainz 05,Bundesliga,Stefan Bell,GER,DF,25,1991,24.2,38,28,21,16,1,19,38,50,19,231,77,33.3,144,81,6,54,19,0,35,32,70,141,1,https://fbref.com/en/players/857a5abe/Stefan-Bell
2018,Mainz 05,Bundesliga,Emil Berggreen,DEN,FW,24,1993,7.4,4,4,0,1,3,1,5,20,4,107,23,21.5,7,52,48,10,3,0,7,0,4,8,0,https://fbref.com/en/players/8be4fd6a/Emil-Berggreen
2018,Mainz 05,Bundesliga,Pablo de Blasis,ARG,"FW,MF",29,1988,18.4,32,21,17,9,6,13,36,36.1,23,380,110,28.9,89,164,127,35,1,0,34,12,44,33,0,https://fbref.com/en/players/9ab48bde/Pablo-de-Blasis
2018,Mainz 05,Bundesliga,Daniel Brosinski,GER,"DF,MF",29,1988,27.8,40,18,18,16,6,15,47,31.9,32,343,106,30.9,154,143,46,56,16,1,40,27,67,70,1,https://fbref.com/en/players/a7813ac4/Daniel-Brosinski
2018,Mainz 05,Bundesliga,Abdou Diallo,SEN,DF,21,1996,26.8,63,42,38,22,3,19,31,61.3,12,349,144,41.3,219,109,21,47,14,0,33,25,88,107,0,https://fbref.com/en/players/fc62f087/Abdou-Diallo
2018,Mainz 05,Bundesliga,Giulio Donati,ITA,"DF,MF",27,1990,25.4,52,30,31,17,4,17,36,47.2,19,314,93,29.6,164,122,28,58,7,0,51,32,84,75,0,https://fbref.com/en/players/22051fbe/Giulio-Donati
2018,Mainz 05,Bundesliga,Viktor Fischer,DEN,"FW,MF",23,1994,3.7,4,3,1,2,1,1,6,16.7,5,75,21,28,12,41,22,4,0,0,4,1,5,1,0,https://fbref.com/en/players/b5920350/Viktor-Fischer
2018,Mainz 05,Bundesliga,Fabian Frei,SUI,MF,28,1989,8.9,16,10,3,10,3,2,13,15.4,11,167,44,26.3,46,102,19,6,0,0,6,11,27,19,0,https://fbref.com/en/players/9fb640a8/Fabian-Frei
2018,Mainz 05,Bundesliga,Jean-Philippe Gbamin,CIV,"MF,DF",21,1995,28.8,65,53,38,22,5,21,49,42.9,28,560,201,35.9,250,256,54,66,10,0,56,34,99,86,0,https://fbref.com/en/players/6bd603db/Jean-Philippe-Gbamin
2018,Mainz 05,Bundesliga,Alexander Hack,GER,DF,23,1993,14.3,47,33,27,18,2,12,35,34.3,23,175,68,38.9,99,69,7,37,21,1,16,14,61,130,0,https://fbref.com/en/players/a5ec3ede/Alexander-Hack
2018,Mainz 05,Bundesliga,Gerrit Holtmann,PHI,"DF,FW",22,1995,10,11,8,7,2,2,3,17,17.6,14,155,47,30.3,41,65,49,24,1,0,23,7,18,12,0,https://fbref.com/en/players/2979c05a/Gerrit-Holtmann
2018,Mainz 05,Bundesliga,Nigel de Jong,NED,MF,32,1984,8.2,18,13,9,8,1,5,12,41.7,7,91,37,40.7,36,52,3,5,2,0,3,11,29,23,0,https://fbref.com/en/players/a0e209bc/Nigel-de-Jong
2018,Mainz 05,Bundesliga,Kenan Kodro,BIH,FW,23,1993,2.6,2,1,0,2,0,0,0,NA,0,27,9,33.3,1,9,17,1,0,0,1,1,3,1,0,https://fbref.com/en/players/e82d2807/Kenan-Kodro
2018,Mainz 05,Bundesliga,Danny Latza,GER,MF,27,1989,26.1,51,30,21,22,8,13,70,18.6,57,625,172,27.5,169,343,113,49,8,1,41,29,80,57,1,https://fbref.com/en/players/33b554b7/Danny-Latza
2018,Mainz 05,Bundesliga,Alexandru Maxim,ROU,"MF,FW",27,1990,10.6,15,10,5,9,1,6,23,26.1,17,194,59,30.4,49,95,50,19,2,1,17,3,18,6,0,https://fbref.com/en/players/61fc9685/Alexandru-Maxim
2018,Mainz 05,Bundesliga,Florian Müller,GER,GK,19,1997,5,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,https://fbref.com/en/players/cbac6ec9/Florian-Muller
2018,Mainz 05,Bundesliga,Yoshinori Mutō,JPN,FW,25,1992,21.2,17,14,4,6,7,2,14,14.3,12,506,122,24.1,25,220,261,17,2,0,15,4,21,12,0,https://fbref.com/en/players/5343eb4e/Yoshinori-Muto
2018,Mainz 05,Bundesliga,Karim Onisiwo,AUT,"DF,FW",25,1992,2.8,9,5,4,4,1,3,8,37.5,5,84,17,20.2,25,41,18,6,0,0,6,4,13,5,0,https://fbref.com/en/players/f26834c7/Karim-Onisiwo
2018,Mainz 05,Bundesliga,Levin Öztunalı,GER,"FW,MF",21,1996,19.3,23,14,8,12,3,3,12,25,9,331,88,26.6,79,143,109,28,1,0,27,4,27,6,0,https://fbref.com/en/players/66385c46/Levin-Oztunali
2018,Mainz 05,Bundesliga,Robin Quaison,SWE,FW,23,1993,15.7,17,10,2,11,4,2,9,22.2,7,363,92,25.3,34,164,165,23,4,0,19,3,20,11,0,https://fbref.com/en/players/74c7c2db/Robin-Quaison
2018,Mainz 05,Bundesliga,Jairo Samperio,ESP,"MF,FW",24,1993,0.4,1,0,0,1,0,1,1,100,0,10,4,40,1,4,5,0,0,0,0,0,1,0,0,https://fbref.com/en/players/c0a0c18f/Jairo-Samperio
2018,Mainz 05,Bundesliga,Suat Serdar,GER,MF,20,1997,18.9,58,35,24,24,10,11,52,21.2,41,485,126,26,123,261,101,38,3,0,35,20,78,14,0,https://fbref.com/en/players/b3325a30/Suat-Serdar
2018,Mainz 05,Bundesliga,Anthony Ujah,NGA,FW,26,1990,2.3,4,4,1,1,2,0,2,0,2,58,21,36.2,2,27,29,1,1,0,0,0,4,4,0,https://fbref.com/en/players/99be8fb5/Anthony-Ujah
2018,Mainz 05,Bundesliga,Robin Zentner,GER,GK,22,1994,15,0,0,0,0,0,0,4,0,4,4,1,25,4,0,0,0,0,0,0,0,0,0,1,https://fbref.com/en/players/5c4bf6ba/Robin-Zentner
2018,RB Leipzig,Bundesliga,Jean-Kévin Augustin,FRA,FW,20,1997,14.1,13,8,3,7,3,2,8,25,6,245,74,30.2,11,116,118,18,1,0,17,5,18,5,0,https://fbref.com/en/players/97bfa797/Jean-Kevin-Augustin
2018,RB Leipzig,Bundesliga,Bernardo,BRA,DF,22,1995,15,36,19,17,13,6,10,26,38.5,16,224,75,33.5,101,93,30,35,5,0,30,27,63,69,0,https://fbref.com/en/players/17370b95/Bernardo
2018,RB Leipzig,Bundesliga,Bruma,POR,"MF,FW",22,1994,17.9,14,11,8,3,3,4,11,36.4,7,266,94,35.3,59,111,96,33,2,0,31,9,23,10,0,https://fbref.com/en/players/5caa62a7/Bruma
2018,RB Leipzig,Bundesliga,Marvin Compper,GER,DF,32,1985,1,1,1,0,1,0,0,0,NA,0,3,1,33.3,1,2,0,3,2,0,1,2,3,3,0,https://fbref.com/en/players/3e99c613/Marvin-Compper
2018,RB Leipzig,Bundesliga,Diego Demme,GER,MF,25,1991,25.4,68,38,27,31,10,23,73,31.5,50,549,169,30.8,182,298,69,40,3,0,37,32,100,47,0,https://fbref.com/en/players/dc3fa3b5/Diego-Demme
2018,RB Leipzig,Bundesliga,Emil Forsberg,SWE,"MF,FW",25,1991,15.2,18,8,3,9,6,5,20,25,15,247,78,31.6,35,133,79,14,2,0,12,9,27,9,0,https://fbref.com/en/players/9a2e0ccc/Emil-Forsberg
2018,RB Leipzig,Bundesliga,Péter Gulácsi,HUN,GK,27,1990,33,0,0,0,0,0,0,2,0,2,1,0,0,1,0,0,0,0,0,0,1,1,4,0,https://fbref.com/en/players/bcb2ccd8/Peter-Gulacsi
2018,RB Leipzig,Bundesliga,Marcel Halstenberg,GER,DF,25,1991,13.1,21,11,11,8,2,12,26,46.2,14,126,38,30.2,58,48,20,34,1,0,33,14,35,30,0,https://fbref.com/en/players/8ff2354e/Marcel-Halstenberg
2018,RB Leipzig,Bundesliga,Stefan Ilsanker,AUT,"DF,MF",28,1989,14.3,34,23,22,10,2,9,28,32.1,19,169,60,35.5,75,73,21,28,10,0,18,15,49,53,2,https://fbref.com/en/players/8494acc4/Stefan-Ilsanker
2018,RB Leipzig,Bundesliga,Dominik Kaiser,GER,"MF,DF",28,1988,3.1,7,2,2,4,1,4,11,36.4,7,42,13,31,12,16,14,8,0,0,8,1,8,7,0,https://fbref.com/en/players/733fecf1/Dominik-Kaiser
2018,RB Leipzig,Bundesliga,Kevin Kampl,SVN,MF,26,1990,22.4,41,29,21,15,5,6,36,16.7,30,398,136,34.2,107,210,81,44,5,0,39,22,63,20,0,https://fbref.com/en/players/b825a650/Kevin-Kampl
2018,RB Leipzig,Bundesliga,Naby Keïta,GUI,MF,22,1995,21.8,49,33,20,22,7,12,52,23.1,40,437,137,31.4,112,234,91,24,4,0,20,22,71,17,0,https://fbref.com/en/players/f25c8e3a/Naby-Keita
2018,RB Leipzig,Bundesliga,Lukas Klostermann,GER,DF,21,1996,24.3,49,27,29,17,3,14,34,41.2,20,332,106,31.9,168,117,47,44,8,1,36,21,70,65,0,https://fbref.com/en/players/ca8033cb/Lukas-Klostermann
2018,RB Leipzig,Bundesliga,Ibrahima Konaté,FRA,DF,18,1999,13.6,28,18,14,14,0,10,17,58.8,7,114,48,42.1,65,48,1,19,3,0,16,15,43,77,0,https://fbref.com/en/players/5ed9b537/Ibrahima-Konate
2018,RB Leipzig,Bundesliga,Konrad Laimer,AUT,"DF,MF",20,1997,14.9,53,33,29,19,5,19,61,31.1,42,364,116,31.9,145,172,47,41,2,0,39,7,60,27,0,https://fbref.com/en/players/c1b7847c/Konrad-Laimer
2018,RB Leipzig,Bundesliga,Ademola Lookman,NGA,"MF,FW",19,1997,6.4,4,3,3,1,0,1,4,25,3,89,30,33.7,17,48,24,5,0,0,5,3,7,1,0,https://fbref.com/en/players/7c104bb7/Ademola-Lookman
2018,RB Leipzig,Bundesliga,Yvon Mvogo,SUI,GK,23,1994,1,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/dc29b608/Yvon-Mvogo
2018,RB Leipzig,Bundesliga,Willi Orban,HUN,DF,24,1992,23.6,44,30,25,18,1,16,38,42.1,22,183,71,38.8,95,85,3,58,19,0,39,10,54,185,1,https://fbref.com/en/players/20030c06/Willi-Orban
2018,RB Leipzig,Bundesliga,Yussuf Poulsen,DEN,FW,23,1994,18.5,17,9,3,7,7,5,21,23.8,16,523,153,29.3,35,267,221,31,8,0,23,5,22,8,0,https://fbref.com/en/players/d2416c2e/Yussuf-Poulsen
2018,RB Leipzig,Bundesliga,Marcel Sabitzer,AUT,"MF,FW",23,1994,19.9,30,20,8,14,8,10,42,23.8,32,298,99,33.2,59,145,94,36,4,0,32,17,47,13,0,https://fbref.com/en/players/e280527c/Marcel-Sabitzer
2018,RB Leipzig,Bundesliga,Benno Schmitz,GER,DF,22,1994,0.9,2,1,2,0,0,2,3,66.7,1,8,4,50,2,5,1,0,0,0,0,0,2,2,0,https://fbref.com/en/players/ad00b1a8/Benno-Schmitz
2018,RB Leipzig,Bundesliga,Dayot Upamecano,FRA,DF,18,1998,25.2,56,36,37,17,2,15,36,41.7,21,290,95,32.8,188,94,8,34,12,0,22,32,88,152,5,https://fbref.com/en/players/d248cd8f/Dayot-Upamecano
2018,RB Leipzig,Bundesliga,Timo Werner,GER,FW,21,1996,27.7,20,13,2,8,10,2,26,7.7,24,414,119,28.7,37,178,199,28,5,0,23,10,30,6,0,https://fbref.com/en/players/49fe9070/Timo-Werner
2018,Schalke 04,Bundesliga,Nabil Bentaleb,ALG,MF,22,1994,11.2,21,16,5,15,1,4,27,14.8,23,197,54,27.4,53,123,21,22,6,0,16,11,32,17,0,https://fbref.com/en/players/3189f61a/Nabil-Bentaleb
2018,Schalke 04,Bundesliga,Guido Burgstaller,AUT,FW,28,1989,25.8,15,10,0,6,9,6,23,26.1,17,650,161,24.8,28,287,335,29,4,0,25,9,24,7,0,https://fbref.com/en/players/2bcc6d52/Guido-Burgstaller
2018,Schalke 04,Bundesliga,Daniel Caligiuri,ITA,"DF,MF",29,1988,32.4,97,66,52,35,10,44,106,41.5,62,636,190,29.9,261,293,82,77,6,0,71,49,146,53,0,https://fbref.com/en/players/d1273f09/Daniel-Caligiuri
2018,Schalke 04,Bundesliga,Coke,ESP,MF,30,1987,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/6d8f8441/Coke
2018,Schalke 04,Bundesliga,Franco Di Santo,ARG,"FW,MF",28,1989,18.4,13,11,3,7,3,2,14,14.3,12,396,116,29.3,23,184,189,18,1,0,17,2,15,23,0,https://fbref.com/en/players/549c6ba7/Franco-Di-Santo
2018,Schalke 04,Bundesliga,Breel Embolo,SUI,"FW,MF",20,1997,10.2,19,14,3,7,9,1,8,12.5,7,264,75,28.4,28,111,125,17,1,0,16,3,22,6,0,https://fbref.com/en/players/0b4f388a/Breel-Embolo
2018,Schalke 04,Bundesliga,Ralf Fährmann,GER,GK,28,1988,33.5,1,1,1,0,0,1,2,50,1,5,0,0,5,0,0,2,0,0,2,0,1,0,1,https://fbref.com/en/players/1e43fad8/Ralf-Fahrmann
2018,Schalke 04,Bundesliga,Leon Goretzka,GER,MF,22,1995,22,45,30,18,19,8,6,49,12.2,43,407,132,32.4,112,222,73,41,5,0,36,24,69,34,0,https://fbref.com/en/players/cc86b9a3/Leon-Goretzka
2018,Schalke 04,Bundesliga,Amine Harit,MAR,"MF,FW",20,1997,22.7,28,19,7,14,7,9,36,25,27,528,152,28.8,83,288,157,29,1,0,28,17,45,4,0,https://fbref.com/en/players/e7d59f4f/Amine-Harit
2018,Schalke 04,Bundesliga,Pablo Insua,ESP,DF,23,1993,0.3,0,0,0,0,0,0,0,NA,0,2,0,0,1,1,0,1,1,0,0,0,0,2,0,https://fbref.com/en/players/4b5e7e90/Pablo-Insua
2018,Schalke 04,Bundesliga,Thilo Kehrer,GER,DF,20,1996,26.3,74,45,38,34,2,22,45,48.9,23,339,115,33.9,204,120,15,63,13,0,50,29,103,99,1,https://fbref.com/en/players/51dbeea9/Thilo-Kehrer
2018,Schalke 04,Bundesliga,Yevhen Konoplyanka,UKR,"FW,MF",27,1989,17.4,7,6,3,2,2,0,11,0,11,233,68,29.2,38,128,67,14,1,0,13,1,8,8,0,https://fbref.com/en/players/d9a5d930/Yevhen-Konoplyanka
