Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,Mins_Per_90,Att,Live_Pass,Dead_Pass,FK_Pass,TB_Pass,Press_Pass,Sw_Pass,Crs_Pass,CK_Pass,In_Corner,Out_Corner,Str_Corner,Ground_Height,Low_Height,High_Height,Left_Body,Right_Body,Head_Body,TI_Body,Other_Body,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes,Url
2019,Dortmund,Bundesliga,Raphaël Guerreiro,POR,"FW,DF",24,1993,17,1161,1052,109,35,4,165,24,29,37,4,2,0,864,143,154,1010,85,22,37,3,966,3,11,20,29,https://fbref.com/en/players/048a1cbc/Raphael-Guerreiro
2019,Dortmund,Bundesliga,Achraf Hakimi,MAR,DF,19,1998,19.3,1581,1363,218,22,0,225,30,40,0,0,0,0,1204,222,155,238,1117,20,196,5,1361,1,15,24,62,https://fbref.com/en/players/e42d61c7/Achraf-Hakimi
2019,Dortmund,Bundesliga,Marwin Hitz,SUI,GK,30,1987,2,65,44,21,8,0,2,3,0,0,0,0,0,43,3,19,10,48,0,0,6,52,0,3,0,0,https://fbref.com/en/players/2e7ff968/Marwin-Hitz
2019,Dortmund,Bundesliga,Shinji Kagawa,JPN,MF,29,1989,1.1,78,77,1,0,0,5,2,2,1,0,0,0,65,9,4,18,58,2,0,0,69,0,0,2,1,https://fbref.com/en/players/5afafbfe/Shinji-Kagawa
2019,Dortmund,Bundesliga,Maximilian Philipp,GER,"FW,MF",24,1994,8.4,230,220,10,2,0,37,3,2,0,0,0,0,180,37,13,38,167,11,2,5,182,0,1,6,8,https://fbref.com/en/players/061e8e23/Maximilian-Philipp
2019,Dortmund,Bundesliga,Łukasz Piszczek,POL,DF,33,1985,19.5,1350,1155,195,15,2,181,11,33,0,0,0,0,903,185,262,85,955,97,180,2,1082,1,20,23,42,https://fbref.com/en/players/fe2db476/Lukasz-Piszczek
2019,Dortmund,Bundesliga,Christian Pulisic,USA,"FW,MF",19,1998,10.4,529,494,35,5,0,100,14,29,25,2,4,0,417,47,65,97,406,11,5,2,403,3,8,10,22,https://fbref.com/en/players/1bf33a9a/Christian-Pulisic
2019,Dortmund,Bundesliga,Marco Reus,GER,"MF,FW",29,1989,25.7,1060,1000,60,34,5,157,20,40,6,0,0,0,847,113,100,217,804,26,1,3,849,8,12,23,38,https://fbref.com/en/players/36a3ff67/Marco-Reus
2019,Dortmund,Bundesliga,Jadon Sancho,ENG,"FW,MF",18,2000,27.3,1439,1320,119,15,5,243,38,54,85,12,7,4,1125,150,164,180,1203,36,19,1,1161,7,18,33,37,https://fbref.com/en/players/dbf053da/Jadon-Sancho
2019,Dortmund,Bundesliga,Marcel Schmelzer,GER,DF,30,1988,6.3,468,391,77,12,0,42,1,10,0,0,0,0,329,84,55,299,71,27,65,4,386,2,11,7,20,https://fbref.com/en/players/89565ac5/Marcel-Schmelzer
2019,Dortmund,Bundesliga,Ömer Toprak,TUR,DF,29,1989,2.6,182,178,4,3,0,5,0,0,0,0,0,0,169,7,6,53,122,5,1,0,178,0,0,1,0,https://fbref.com/en/players/c5fd13e9/Omer-Toprak
2019,Dortmund,Bundesliga,Julian Weigl,GER,"DF,MF",22,1995,16.2,1200,1172,28,28,0,100,50,0,0,0,0,0,1044,79,77,89,1077,24,0,4,1127,0,8,6,14,https://fbref.com/en/players/346d51d9/Julian-Weigl
2019,Dortmund,Bundesliga,Axel Witsel,BEL,MF,29,1989,31.9,2419,2331,88,78,3,358,41,6,0,0,0,0,2127,166,126,189,2123,65,9,12,2259,5,11,18,19,https://fbref.com/en/players/5dfc6ad5/Axel-Witsel
2019,Dortmund,Bundesliga,Marius Wolf,GER,"DF,FW",23,1995,9.2,648,564,84,7,0,72,12,18,1,0,0,0,453,117,78,25,523,19,74,3,543,2,10,16,18,https://fbref.com/en/players/fa661778/Marius-Wolf
2019,Dortmund,Bundesliga,Dan-Axel Zagadou,FRA,DF,19,1999,14.1,1045,1019,26,23,0,99,26,0,0,0,0,0,888,66,91,839,128,46,3,4,919,0,15,15,13,https://fbref.com/en/players/a4effc55/Dan-Axel-Zagadou
2019,Düsseldorf,Bundesliga,Kaan Ayhan,TUR,DF,23,1994,27.2,1430,1339,91,80,1,167,93,4,0,0,0,0,1075,106,249,103,1243,55,11,7,1265,2,20,15,16,https://fbref.com/en/players/2200181e/Kaan-Ayhan
2019,Düsseldorf,Bundesliga,Aymen Barkok,MAR,MF,20,1998,5.7,233,222,11,8,1,52,10,3,2,1,1,0,163,38,32,38,177,8,0,0,181,0,5,8,10,https://fbref.com/en/players/a2a85828/Aymen-Barkok
2019,Düsseldorf,Bundesliga,Adam Bodzek,GER,"MF,DF",32,1985,17.7,682,646,36,35,0,84,41,0,0,0,0,0,485,93,104,66,544,54,0,6,586,0,9,7,7,https://fbref.com/en/players/bb8a42fa/Adam-Bodzek
2019,Düsseldorf,Bundesliga,Robin Bormuth,GER,DF,22,1995,6.8,279,269,10,9,0,37,16,2,0,0,0,0,181,30,68,24,228,21,1,0,225,0,5,5,3,https://fbref.com/en/players/d728acae/Robin-Bormuth
2019,Düsseldorf,Bundesliga,Jaroslav Drobný,CZE,GK,38,1979,2,37,22,15,5,0,2,1,0,0,0,0,0,15,2,20,2,27,0,0,5,27,0,1,0,0,https://fbref.com/en/players/e4a30d8c/Jaroslav-Drobny
2019,Düsseldorf,Bundesliga,Marvin Ducksch,GER,FW,24,1994,9.1,276,242,34,6,2,39,11,16,10,0,0,0,151,65,60,39,179,42,1,6,182,1,6,10,16,https://fbref.com/en/players/638a4d71/Marvin-Ducksch
2019,Düsseldorf,Bundesliga,Oliver Fink,GER,MF,36,1982,11.7,393,388,5,1,2,106,4,11,1,0,0,0,188,105,100,102,182,59,3,4,242,3,16,11,18,https://fbref.com/en/players/316162b6/Oliver-Fink
2019,Düsseldorf,Bundesliga,Niko Gießelmann,GER,DF,26,1991,28.8,1381,1124,257,37,2,204,42,51,10,0,1,0,745,213,423,974,116,60,210,2,1014,1,29,21,49,https://fbref.com/en/players/7242b495/Niko-Giesselmann
2019,Düsseldorf,Bundesliga,Rouwen Hennings,GER,FW,30,1987,20.4,442,413,29,0,6,73,10,13,0,0,0,0,236,113,93,263,84,57,1,12,292,2,12,13,26,https://fbref.com/en/players/17611373/Rouwen-Hennings
2019,Düsseldorf,Bundesliga,André Hoffmann,GER,"DF,MF",25,1993,11.7,501,479,22,20,0,66,23,0,0,0,0,0,377,42,82,87,375,29,1,2,436,3,3,3,5,https://fbref.com/en/players/34b306a1/Andre-Hoffmann
2019,Düsseldorf,Bundesliga,Marcin Kamiński,POL,DF,26,1992,27,1163,1123,40,39,1,199,51,4,0,0,0,0,849,92,222,845,222,76,1,1,984,3,23,11,13,https://fbref.com/en/players/463503e2/Marcin-Kaminski
2019,Düsseldorf,Bundesliga,Kenan Karaman,TUR,"FW,MF",24,1994,10.2,279,272,7,1,0,69,5,12,0,0,0,0,200,44,35,41,201,26,0,1,190,2,4,18,15,https://fbref.com/en/players/8f0f2230/Kenan-Karaman
2019,Düsseldorf,Bundesliga,Dawid Kownacki,POL,"MF,FW",21,1997,6.4,153,145,8,1,0,35,5,9,1,0,0,0,87,39,27,32,96,9,4,3,106,0,3,6,5,https://fbref.com/en/players/be5e1c4c/Dawid-Kownacki
2019,Düsseldorf,Bundesliga,Davor Lovren,CRO,"MF,FW",19,1998,0.5,19,19,0,0,0,1,0,0,0,0,0,0,17,0,2,15,3,0,0,0,12,0,1,0,4,https://fbref.com/en/players/58007d77/Davor-Lovren
2019,Düsseldorf,Bundesliga,Dodi Lukebakio,BEL,"FW,MF",20,1997,21.9,595,564,31,6,1,139,23,41,5,0,0,0,422,68,105,428,125,26,2,1,444,1,17,12,22,https://fbref.com/en/players/0c61c77c/Dodi-Lukebakio
2019,Düsseldorf,Bundesliga,Alfredo Morales,USA,MF,28,1990,17,657,644,13,9,2,107,23,6,0,0,0,0,406,109,142,84,443,87,3,3,495,2,12,12,15,https://fbref.com/en/players/ff45add5/Alfredo-Morales
2019,Düsseldorf,Bundesliga,Benito Raman,BEL,"MF,FW",23,1994,18.7,481,460,21,1,2,78,26,36,2,0,0,0,300,85,96,71,352,35,14,6,320,4,12,13,29,https://fbref.com/en/players/867501bf/Benito-Raman
2019,Düsseldorf,Bundesliga,Michael Rensing,GER,GK,34,1984,32,1008,600,408,88,0,43,21,0,0,0,0,0,374,48,586,92,691,0,0,145,645,4,26,0,2,https://fbref.com/en/players/c476b0c0/Michael-Rensing
2019,Düsseldorf,Bundesliga,Marcel Sobottka,GER,MF,24,1994,10.5,340,334,6,6,0,45,5,1,0,0,0,0,250,40,50,55,252,26,0,1,267,1,8,4,8,https://fbref.com/en/players/664590fa/Marcel-Sobottka
2019,Düsseldorf,Bundesliga,Kevin Stöger,AUT,MF,24,1993,23.5,1420,1284,136,55,13,226,91,29,55,12,10,2,918,217,285,1123,246,35,9,3,1181,4,17,29,21,https://fbref.com/en/players/e5649a78/Kevin-Stoger
2019,Düsseldorf,Bundesliga,Markus Suttner,AUT,"DF,MF",31,1987,5.4,260,218,42,8,0,30,27,17,16,4,5,2,132,35,93,205,24,8,18,0,175,2,6,4,2,https://fbref.com/en/players/7391c2d9/Markus-Suttner
2019,Düsseldorf,Bundesliga,Takashi Usami,JPN,"FW,MF",26,1992,9.8,274,249,25,3,5,42,18,19,19,0,1,0,160,36,78,29,227,14,3,0,192,1,3,1,17,https://fbref.com/en/players/2bed2986/Takashi-Usami
2019,Düsseldorf,Bundesliga,Jean Zimmer,GER,"DF,MF",24,1993,15.9,621,500,121,12,1,60,30,32,24,0,0,0,332,131,158,60,446,26,85,4,431,3,11,11,33,https://fbref.com/en/players/912e63b5/Jean-Zimmer
2019,Düsseldorf,Bundesliga,Matthias Zimmermann,GER,"DF,MF",26,1992,33.9,1665,1367,298,23,1,201,38,68,0,0,0,0,913,341,411,120,1163,88,273,6,1254,3,39,36,55,https://fbref.com/en/players/e199d5b0/Matthias-Zimmermann
2019,Eint Frankfurt,Bundesliga,David Abraham,ARG,DF,32,1986,15.8,671,648,23,20,0,101,24,4,0,0,0,0,427,73,171,72,518,60,3,0,520,2,12,12,12,https://fbref.com/en/players/565bf0da/David-Abraham
2019,Eint Frankfurt,Bundesliga,Allan,BRA,"MF,DF",21,1997,2,65,63,2,1,0,10,1,1,0,0,0,0,41,13,11,48,8,5,0,2,43,0,3,4,0,https://fbref.com/en/players/b15e93aa/Allan
2019,Eint Frankfurt,Bundesliga,Danny Blum,GER,FW,27,1991,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,https://fbref.com/en/players/eb61713c/Danny-Blum
2019,Eint Frankfurt,Bundesliga,Timothy Chandler,USA,FW,28,1990,0.2,3,3,0,0,0,0,0,2,0,0,0,0,1,1,1,0,3,0,0,0,2,0,0,0,0,https://fbref.com/en/players/b3b7f5a6/Timothy-Chandler
2019,Eint Frankfurt,Bundesliga,Danny da Costa,GER,"DF,MF",25,1993,33.7,1368,1050,318,6,1,240,35,101,0,0,0,0,625,355,388,171,754,94,312,5,868,10,46,27,91,https://fbref.com/en/players/5ddb8f9f/Danny-da-Costa
2019,Eint Frankfurt,Bundesliga,Marco Fabián,MEX,FW,29,1989,0.7,13,11,2,2,0,3,0,1,0,0,0,0,13,0,0,1,12,0,0,0,8,0,1,1,1,https://fbref.com/en/players/e665a2db/Marco-Fabian
2019,Eint Frankfurt,Bundesliga,Simon Falette,GUI,DF,26,1992,6.7,308,286,22,11,0,34,8,1,0,0,0,0,194,45,69,211,41,36,11,2,228,0,16,8,4,https://fbref.com/en/players/b82880c6/Simon-Falette
2019,Eint Frankfurt,Bundesliga,Gelson Fernandes,SUI,MF,31,1986,24.7,849,840,9,7,0,136,5,3,0,0,0,0,635,96,118,77,661,83,1,2,719,0,6,9,20,https://fbref.com/en/players/8e58987d/Gelson-Fernandes
2019,Eint Frankfurt,Bundesliga,Mijat Gaćinović,SRB,"MF,FW",23,1995,18.1,608,581,27,11,2,105,18,19,11,3,1,0,424,94,90,125,421,48,5,4,427,5,12,21,31,https://fbref.com/en/players/16daec92/Mijat-Gacinovic
2019,Eint Frankfurt,Bundesliga,Jonathan de Guzmán,NED,MF,30,1987,17.4,948,821,127,48,6,147,40,41,73,5,5,1,603,118,227,127,752,41,6,7,687,8,22,20,22,https://fbref.com/en/players/1bcca8b8/Jonathan-de-Guzman
2019,Eint Frankfurt,Bundesliga,Sébastien Haller,CIV,FW,24,1994,24.2,796,754,42,2,3,211,8,13,0,0,0,0,424,201,171,103,453,92,2,38,512,8,12,26,28,https://fbref.com/en/players/ba115a40/Sebastien-Haller
2019,Eint Frankfurt,Bundesliga,Makoto Hasebe,JPN,"DF,MF",34,1984,28,1461,1391,70,63,1,229,42,1,0,0,0,0,1007,157,297,248,1087,101,6,6,1230,4,15,17,8,https://fbref.com/en/players/9ab16552/Makoto-Hasebe
2019,Eint Frankfurt,Bundesliga,Martin Hinteregger,AUT,DF,25,1992,12.7,535,512,23,16,0,132,14,1,0,0,0,0,301,77,157,365,101,38,7,3,384,2,13,16,9,https://fbref.com/en/players/080440a4/Martin-Hinteregger
2019,Eint Frankfurt,Bundesliga,Branimir Hrgota,SWE,FW,25,1993,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,https://fbref.com/en/players/710fbdd1/Branimir-Hrgota
2019,Eint Frankfurt,Bundesliga,Luka Jović,SRB,"FW,MF",20,1997,24.9,601,566,35,4,6,116,17,19,0,0,0,0,338,168,95,165,331,71,3,14,434,2,13,16,21,https://fbref.com/en/players/4d8cd038/Luka-Jovic
2019,Eint Frankfurt,Bundesliga,Filip Kostić,SRB,"DF,MF",25,1992,32.8,1598,1181,417,37,4,244,58,183,48,5,9,3,691,323,584,1043,117,79,332,1,973,10,31,47,94,https://fbref.com/en/players/b1cd37e6/Filip-Kostic
2019,Eint Frankfurt,Bundesliga,Nicolai Müller,GER,"FW,MF",30,1987,2.4,48,44,4,1,0,11,1,4,1,0,0,0,31,5,12,9,33,3,2,1,35,0,3,0,2,https://fbref.com/en/players/5e1df051/Nicolai-Muller
2019,Eint Frankfurt,Bundesliga,Obite N'Dicka,FRA,DF,18,1999,25.6,1131,1097,34,20,0,164,16,1,0,0,0,0,775,97,259,798,195,96,13,2,911,6,27,11,13,https://fbref.com/en/players/441197b8/Obite-NDicka
2019,Eint Frankfurt,Bundesliga,Gonçalo Paciência,POR,FW,23,1994,4.3,103,100,3,0,1,30,5,7,0,0,0,0,60,21,22,22,63,9,0,3,62,2,2,5,6,https://fbref.com/en/players/962e54cb/Goncalo-Paciencia
2019,Eint Frankfurt,Bundesliga,Ante Rebić,CRO,"FW,MF",24,1993,22,553,537,16,1,2,115,12,49,0,0,0,0,314,136,103,135,331,44,4,20,311,5,22,30,36,https://fbref.com/en/players/536cebe5/Ante-Rebic
2019,Eint Frankfurt,Bundesliga,Sebastian Rode,GER,MF,27,1990,10.3,539,500,39,16,0,92,14,15,21,3,2,2,358,72,109,95,374,52,2,7,441,1,12,8,8,https://fbref.com/en/players/e12b0b5b/Sebastian-Rode
2019,Eint Frankfurt,Bundesliga,Marco Russ,GER,DF,32,1985,4.2,120,115,5,3,0,12,4,0,0,0,0,0,67,21,32,3,87,23,2,1,90,0,2,0,2,https://fbref.com/en/players/e26c4233/Marco-Russ
2019,Eint Frankfurt,Bundesliga,Frederik Rønnow,DEN,GK,25,1992,1.4,51,36,15,3,0,9,0,0,0,0,0,0,11,0,40,5,43,0,0,2,27,0,1,0,0,https://fbref.com/en/players/a70b8345/Frederik-Ronnow
2019,Eint Frankfurt,Bundesliga,Carlos Salcedo,MEX,DF,24,1993,5.1,269,257,12,10,0,42,12,0,0,0,0,0,171,37,61,38,203,17,2,0,214,0,4,5,3,https://fbref.com/en/players/64c07ae1/Carlos-Salcedo
2019,Eint Frankfurt,Bundesliga,Marc Stendera,GER,MF,22,1995,1.2,95,89,6,5,0,10,6,0,0,0,0,0,73,10,12,9,78,6,1,0,81,0,1,1,3,https://fbref.com/en/players/500cd987/Marc-Stendera
2019,Eint Frankfurt,Bundesliga,Taleb Tawatha,ISR,"DF,FW",26,1992,1.4,48,38,10,3,0,9,1,3,0,0,0,0,22,14,12,25,8,6,7,0,29,0,0,0,4,https://fbref.com/en/players/bbb496b5/Taleb-Tawatha
2019,Eint Frankfurt,Bundesliga,Lucas Torró,ESP,MF,24,1994,6.2,259,253,6,6,0,51,4,1,0,0,0,0,152,41,66,24,166,46,0,1,190,1,1,9,4,https://fbref.com/en/players/0e4fef6e/Lucas-Torro
2019,Eint Frankfurt,Bundesliga,Almamy Touré,MLI,DF,22,1996,5.8,241,236,5,3,1,48,7,2,0,0,0,0,165,20,56,22,191,20,2,0,183,0,2,4,6,https://fbref.com/en/players/c8c60119/Almamy-Toure
2019,Eint Frankfurt,Bundesliga,Kevin Trapp,GER,GK,28,1990,32.6,1209,858,351,132,0,107,25,0,0,0,0,0,384,45,780,106,882,0,0,109,778,9,22,0,4,https://fbref.com/en/players/ce17b5eb/Kevin-Trapp
2019,Eint Frankfurt,Bundesliga,Jetro Willems,NED,"MF,DF",24,1994,8.1,360,277,83,16,1,54,25,29,25,2,3,0,197,59,104,237,64,12,42,0,240,1,14,2,18,https://fbref.com/en/players/9050ddc4/Jetro-Willems
2019,Freiburg,Bundesliga,Amir Abrashi,ALB,MF,28,1990,8.8,384,374,10,6,0,77,4,1,0,0,0,0,291,47,46,25,321,28,2,4,333,0,4,4,10,https://fbref.com/en/players/1c08a3c8/Amir-Abrashi
2019,Freiburg,Bundesliga,Christoph Daferner,GER,FW,20,1998,0.3,4,2,2,0,0,0,0,0,0,0,0,0,3,1,0,0,4,0,0,0,2,0,0,1,0,https://fbref.com/en/players/e5be34dd/Christoph-Daferner
2019,Freiburg,Bundesliga,Mark Flekken,NED,GK,25,1993,1,29,23,6,1,0,5,0,0,0,0,0,0,13,0,16,8,20,0,0,1,23,0,0,0,0,https://fbref.com/en/players/a92ab7be/Mark-Flekken
2019,Freiburg,Bundesliga,Mike Frantz,GER,"MF,FW",31,1986,24.6,671,628,43,11,0,94,13,30,0,0,0,0,423,97,151,106,439,62,30,5,509,0,14,10,24,https://fbref.com/en/players/482b70ad/Mike-Frantz
2019,Freiburg,Bundesliga,Jérôme Gondorf,GER,"MF,FW",30,1988,14.4,529,478,51,24,1,98,25,27,22,0,1,0,288,86,155,95,374,42,2,7,367,6,19,10,15,https://fbref.com/en/players/49ffe0f2/Jerome-Gondorf
2019,Freiburg,Bundesliga,Vincenzo Grifo,ITA,"MF,FW",25,1993,15.9,752,667,85,31,2,130,48,38,37,19,0,1,493,112,147,83,626,20,14,6,569,3,25,18,23,https://fbref.com/en/players/54e4866f/Vincenzo-Grifo
2019,Freiburg,Bundesliga,Manuel Gulde,GER,DF,27,1991,19,892,864,28,28,0,157,27,1,0,0,0,0,616,77,199,177,630,70,0,6,729,2,20,7,13,https://fbref.com/en/players/25ab9c9c/Manuel-Gulde
2019,Freiburg,Bundesliga,Christian Günter,GER,DF,25,1993,32,1498,1089,409,44,1,229,48,106,51,11,1,0,749,337,412,1008,136,33,314,0,1075,3,31,33,70,https://fbref.com/en/players/8593f88c/Christian-Gunter
2019,Freiburg,Bundesliga,Janik Haberer,GER,"MF,FW",24,1994,26,1076,1043,33,14,1,227,48,17,2,1,0,1,769,141,166,157,786,82,13,5,851,3,21,26,40,https://fbref.com/en/players/70dcf94d/Janik-Haberer
2019,Freiburg,Bundesliga,Dominique Heintz,GER,DF,24,1993,33.9,1695,1636,59,54,1,281,69,7,1,0,0,0,1209,109,377,1372,212,88,4,5,1380,3,24,20,21,https://fbref.com/en/players/699fb8db/Dominique-Heintz
2019,Freiburg,Bundesliga,Nicolas Höfler,GER,MF,28,1990,17.9,891,844,47,38,0,132,10,0,0,0,0,0,690,88,113,263,553,59,1,2,757,4,11,10,16,https://fbref.com/en/players/5d8e331f/Nicolas-Hofler
2019,Freiburg,Bundesliga,Lucas Höler,GER,"FW,MF",24,1994,11.2,264,253,11,2,0,65,2,10,0,0,0,0,184,43,37,40,188,20,1,4,180,0,6,6,15,https://fbref.com/en/players/ca618d23/Lucas-Holer
2019,Freiburg,Bundesliga,Patrick Kammerbauer,GER,FW,21,1997,0,4,4,0,0,0,1,0,0,0,0,0,0,4,0,0,2,2,0,0,0,3,0,0,0,0,https://fbref.com/en/players/8bdcb6fd/Patrick-Kammerbauer
2019,Freiburg,Bundesliga,Tim Kleindienst,GER,FW,22,1995,2.2,58,55,3,0,0,12,0,1,0,0,0,0,43,7,8,24,24,4,0,2,44,0,2,0,0,https://fbref.com/en/players/258a6f4d/Tim-Kleindienst
2019,Freiburg,Bundesliga,Robin Koch,GER,"MF,DF",22,1996,21.1,914,881,33,24,0,170,32,0,0,0,0,0,637,89,188,119,690,64,5,3,741,3,21,11,13,https://fbref.com/en/players/ea6bc03a/Robin-Koch
2019,Freiburg,Bundesliga,Lukas Kübler,GER,DF,25,1992,13.2,566,439,127,12,0,99,10,24,0,0,0,0,259,117,190,49,339,52,115,1,383,2,12,13,15,https://fbref.com/en/players/2a29eb9b/Lukas-Kubler
2019,Freiburg,Bundesliga,Philipp Lienhart,AUT,DF,22,1996,6.8,300,277,23,16,0,60,23,2,0,0,0,0,203,25,72,26,250,10,7,1,240,1,9,1,3,https://fbref.com/en/players/302527b2/Philipp-Lienhart
2019,Freiburg,Bundesliga,Florian Niederlechner,GER,"FW,MF",27,1990,10.8,184,172,12,0,0,33,3,6,0,0,0,0,129,36,19,35,120,12,1,8,131,2,4,7,10,https://fbref.com/en/players/d6862409/Florian-Niederlechner
2019,Freiburg,Bundesliga,Chima Okoroji,NGA,"DF,MF",21,1997,1.2,30,22,8,0,0,4,0,2,0,0,0,0,16,3,11,20,1,1,8,0,19,0,1,0,0,https://fbref.com/en/players/d453346c/Chima-Okoroji
2019,Freiburg,Bundesliga,Nils Petersen,GER,FW,29,1988,21.4,512,479,33,1,2,102,8,9,0,0,0,0,263,139,110,108,260,78,2,24,359,2,9,15,19,https://fbref.com/en/players/f93e6e94/Nils-Petersen
2019,Freiburg,Bundesliga,Yoric Ravet,FRA,"MF,FW",28,1989,0.8,31,25,6,0,0,8,0,1,1,0,0,0,15,7,9,1,21,4,5,0,19,0,0,2,1,https://fbref.com/en/players/4d74201d/Yoric-Ravet
2019,Freiburg,Bundesliga,Roland Sallai,HUN,"MF,FW",21,1997,5.9,151,142,9,1,0,23,3,9,0,0,0,0,95,30,26,22,105,8,7,2,117,0,4,5,7,https://fbref.com/en/players/bf075f6b/Roland-Sallai
2019,Freiburg,Bundesliga,Keven Schlotterbeck,GER,DF,21,1997,8.6,445,435,10,10,0,49,17,1,0,0,0,0,364,27,54,292,129,16,0,1,394,1,9,5,4,https://fbref.com/en/players/f6bdc830/Keven-Schlotterbeck
2019,Freiburg,Bundesliga,Nico Schlotterbeck,GER,DF,18,1999,2.5,108,94,14,2,1,16,7,0,0,0,0,0,60,19,29,79,10,3,12,2,81,0,5,1,2,https://fbref.com/en/players/34e12499/Nico-Schlotterbeck
2019,Freiburg,Bundesliga,Alexander Schwolow,GER,GK,26,1992,33,1268,854,414,87,1,131,45,0,0,0,0,0,525,55,688,189,900,2,0,137,825,3,34,2,4,https://fbref.com/en/players/0d55d942/Alexander-Schwolow
2019,Freiburg,Bundesliga,Pascal Stenzel,GER,DF,22,1996,16.1,884,729,155,23,0,126,68,28,1,0,0,0,472,178,234,76,621,44,131,3,718,3,16,17,14,https://fbref.com/en/players/99f7e9aa/Pascal-Stenzel
2019,Freiburg,Bundesliga,Marco Terrazzino,GER,"FW,MF",27,1991,5.7,219,200,19,9,1,44,2,7,7,0,0,0,150,35,34,21,174,14,3,4,159,0,2,8,13,https://fbref.com/en/players/7e689867/Marco-Terrazzino
2019,Freiburg,Bundesliga,Luca Waldschmidt,GER,"FW,MF",22,1996,19.1,608,563,45,7,5,110,25,7,28,3,1,2,459,68,81,469,99,27,1,2,482,0,12,12,11,https://fbref.com/en/players/e5a35ae9/Luca-Waldschmidt
2019,Hannover 96,Bundesliga,Kevin Akpoguma,NGA,DF,23,1995,3.5,169,162,7,5,0,30,6,0,0,0,0,0,128,13,28,17,140,6,2,2,140,0,8,3,4,https://fbref.com/en/players/6ec6fde0/Kevin-Akpoguma
2019,Hannover 96,Bundesliga,Miiko Albornoz,CHI,"DF,MF",27,1990,18.4,972,765,207,18,0,126,21,44,2,0,1,0,489,234,249,628,98,50,187,3,725,6,24,17,34,https://fbref.com/en/players/d459281d/Miiko-Albornoz
2019,Hannover 96,Bundesliga,Waldemar Anton,GER,DF,22,1996,34,1704,1628,76,64,1,243,58,2,0,0,0,0,1250,180,274,280,1262,112,12,6,1434,3,36,11,40,https://fbref.com/en/players/5e66fa06/Waldemar-Anton
2019,Hannover 96,Bundesliga,Takuma Asano,JPN,"MF,FW",23,1994,7.8,170,167,3,2,0,48,3,8,0,0,0,0,117,35,18,39,110,10,1,5,118,1,4,8,9,https://fbref.com/en/players/13ddc856/Takuma-Asano
2019,Hannover 96,Bundesliga,Marvin Bakalorz,GER,MF,28,1989,16.3,406,398,8,7,3,96,4,7,0,0,0,0,250,71,85,48,310,30,1,5,305,2,7,12,18,https://fbref.com/en/players/04c11885/Marvin-Bakalorz
2019,Hannover 96,Bundesliga,Noah Joel Sarenren Bazee,NGA,FW,21,1996,1.7,22,22,0,0,0,3,2,3,0,0,0,0,16,4,2,5,17,0,0,0,11,0,3,1,2,https://fbref.com/en/players/fbbc8e15/Noah-Joel-Sarenren-Bazee
2019,Hannover 96,Bundesliga,Ihlas Bebou,TOG,"FW,MF",24,1994,11.8,442,398,44,1,4,74,14,27,6,0,0,0,271,87,84,33,336,23,36,3,295,3,12,17,20,https://fbref.com/en/players/a53b661f/Ihlas-Bebou
2019,Hannover 96,Bundesliga,Uffe Bech,DEN,FW,25,1993,0.2,11,10,1,0,0,2,0,2,0,0,0,0,3,4,4,6,2,2,1,0,8,0,0,0,1,https://fbref.com/en/players/f7097e8a/Uffe-Bech
2019,Hannover 96,Bundesliga,Tim Dierßen,GER,FW,22,1996,0.2,3,3,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,https://fbref.com/en/players/96f8ab0c/Tim-Dierssen
2019,Hannover 96,Bundesliga,Josip Elez,CRO,DF,24,1994,7.2,319,290,29,22,0,48,10,1,0,0,0,0,202,41,76,61,222,20,7,3,246,0,9,8,5,https://fbref.com/en/players/eafac393/Josip-Elez
2019,Hannover 96,Bundesliga,Michael Esser,GER,GK,30,1987,32,1231,856,375,91,0,117,31,1,0,0,0,0,556,38,637,113,917,0,0,141,867,4,27,7,5,https://fbref.com/en/players/83e0eeb4/Michael-Esser
2019,Hannover 96,Bundesliga,Felipe,BRA,DF,31,1987,12.2,497,475,22,20,0,60,27,3,0,0,0,0,307,58,132,371,66,43,2,1,377,1,11,5,10,https://fbref.com/en/players/de164de6/Felipe
2019,Hannover 96,Bundesliga,Iver Fossum,NOR,"MF,FW",22,1996,5.1,254,221,33,11,2,24,10,7,21,0,0,0,171,26,57,23,215,15,0,0,199,0,0,3,6,https://fbref.com/en/players/ce218223/Iver-Fossum
2019,Hannover 96,Bundesliga,Niclas Füllkrug,GER,FW,25,1993,12.4,379,345,34,0,1,103,6,4,0,0,0,0,207,103,69,66,201,60,3,10,258,2,5,11,18,https://fbref.com/en/players/4f16405e/Niclas-Fullkrug
2019,Hannover 96,Bundesliga,Benjamin Hadžić,BIH,"FW,MF",19,1999,0.3,6,5,1,0,0,0,0,0,0,0,0,0,4,2,0,0,6,0,0,0,4,0,0,1,0,https://fbref.com/en/players/f765bb88/Benjamin-Hadzic
