Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,MP_Playing.Time,Min_Playing.Time,Mn_per_MP_Playing.Time,Min_percent_Playing.Time,Mins_Per_90_Playing.Time,Starts_Starts,Mn_per_Start_Starts,Compl_Starts,Subs_Subs,Mn_per_Sub_Subs,unSub_Subs,PPM_Team.Success,onG_Team.Success,onGA_Team.Success,plus_per__minus__Team.Success,plus_per__minus_90_Team.Success,On_minus_Off_Team.Success,onxG_Team.Success..xG.,onxGA_Team.Success..xG,xGplus_per__minus__Team.Success..xG,xGplus_per__minus_90_Team.Success..xG,On_minus_Off_Team.Success..xG,Url
2018,Schalke 04,Bundesliga,Bernard Tekpetey,GHA,"FW,MF",19,1997,0,NA,NA,NA,NA,0,NA,0,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://fbref.com/en/players/7bf8ad6c/Bernard-Tekpetey
2018,Schalke 04,Bundesliga,Cedric Teuchert,GER,"MF,FW",20,1997,4,34,9,1.1,0.4,0,NA,0,4,NA,5,2.5,0,0,0,0,-0.48,1,0.6,0.4,0.99,0.83,https://fbref.com/en/players/f956479d/Cedric-Teuchert
2018,Stuttgart,Bundesliga,Ailton,BRA,"DF,FW",22,1995,5,108,22,3.5,1.2,1,NA,0,4,NA,7,0.8,1,2,-1,-0.83,-0.86,1.1,1.1,0,0.01,0.19,https://fbref.com/en/players/74ced675/Ailton
2018,Stuttgart,Bundesliga,Chadrac Akolo,COD,"FW,MF",22,1995,22,1102,50,36,12.2,13,NA,1,9,NA,7,1.45,14,17,-3,-0.25,-0.38,16.4,17.7,-1.3,-0.11,0.12,https://fbref.com/en/players/debc2f28/Chadrac-Akolo
2018,Stuttgart,Bundesliga,Dennis Aogo,GER,"MF,DF",30,1987,29,1954,67,63.9,21.7,22,NA,14,7,NA,3,1.55,21,25,-4,-0.18,-0.51,23.6,29.3,-5.7,-0.26,-0.23,https://fbref.com/en/players/c311243f/Dennis-Aogo
2018,Stuttgart,Bundesliga,Takuma Asano,JPN,"FW,MF",22,1994,15,721,48,23.6,8,7,NA,3,8,NA,6,0.93,6,10,-4,-0.5,-0.65,9.5,10.2,-0.7,-0.09,0.12,https://fbref.com/en/players/13ddc856/Takuma-Asano
2018,Stuttgart,Bundesliga,Santiago Ascacíbar,ARG,MF,20,1997,29,2381,82,77.8,26.5,27,NA,18,2,NA,0,1.52,27,22,5,0.19,0.85,28.7,32.6,-3.9,-0.15,0.14,https://fbref.com/en/players/e26fcca3/Santiago-Ascacibar
2018,Stuttgart,Bundesliga,Holger Badstuber,GER,"DF,MF",28,1989,27,2173,80,71,24.1,24,NA,23,3,NA,0,1.63,26,23,3,0.12,0.43,30.4,32.4,-2,-0.08,0.33,https://fbref.com/en/players/45b7edae/Holger-Badstuber
2018,Stuttgart,Bundesliga,Timo Baumgartl,GER,DF,21,1996,29,2610,90,85.3,29,29,NA,29,0,NA,0,1.59,33,29,4,0.14,0.94,34.1,41.4,-7.3,-0.25,-0.49,https://fbref.com/en/players/bd7d2e6d/Timo-Baumgartl
2018,Stuttgart,Bundesliga,Andreas Beck,GER,"DF,MF",30,1987,23,1927,84,63,21.4,22,NA,16,1,NA,4,1.39,21,23,-2,-0.09,-0.25,24.7,23.5,1.2,0.06,0.64,https://fbref.com/en/players/00a6485f/Andreas-Beck
2018,Stuttgart,Bundesliga,Josip Brekalo,CRO,"MF,FW",19,1998,14,726,52,23.7,8.1,7,NA,3,7,NA,2,1,5,9,-4,-0.5,-0.65,12.5,11.4,1.1,0.14,0.42,https://fbref.com/en/players/d4a2533d/Josip-Brekalo
2018,Stuttgart,Bundesliga,Jacob Bruun Larsen,DEN,"MF,DF",18,1998,4,107,27,3.5,1.2,1,NA,0,3,NA,6,1,0,3,-3,-2.52,-2.61,0.6,2.4,-1.8,-1.55,-1.43,https://fbref.com/en/players/4e204552/Jacob-Bruun-Larsen
2018,Stuttgart,Bundesliga,Dženis Burnić,GER,"MF,DF",19,1998,6,305,51,10,3.4,3,NA,1,3,NA,11,0.5,4,3,1,0.3,0.33,4.5,5.7,-1.2,-0.35,-0.19,https://fbref.com/en/players/0dabaf14/Dzenis-Burnic
2018,Stuttgart,Bundesliga,Anastasios Donis,GRE,"FW,MF",20,1996,18,949,53,31,10.5,11,NA,3,7,NA,9,1.28,10,12,-2,-0.19,-0.27,13.8,16.1,-2.3,-0.22,-0.06,https://fbref.com/en/players/0f26fd24/Anastasios-Donis
2018,Stuttgart,Bundesliga,Christian Gentner,GER,MF,31,1985,27,2412,89,78.8,26.8,27,NA,25,0,NA,0,1.63,29,26,3,0.11,0.53,31,37.1,-6.1,-0.23,-0.23,https://fbref.com/en/players/a4f94a0d/Christian-Gentner
2018,Stuttgart,Bundesliga,Daniel Ginczek,GER,"FW,MF",26,1991,23,1523,66,49.8,16.9,17,NA,5,6,NA,1,1.91,26,16,10,0.59,1.18,20.9,21.6,-0.7,-0.04,0.28,https://fbref.com/en/players/e5f63987/Daniel-Ginczek
2018,Stuttgart,Bundesliga,Mario Gómez,GER,FW,32,1985,16,1385,87,45.3,15.4,16,NA,13,0,NA,0,1.94,17,12,5,0.32,0.59,14.7,19.5,-4.8,-0.31,-0.24,https://fbref.com/en/players/71a20ce8/Mario-Gomez
2018,Stuttgart,Bundesliga,Jens Grahl,GER,GK,28,1988,0,NA,NA,NA,NA,0,NA,0,0,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://fbref.com/en/players/f26dee6b/Jens-Grahl
2018,Stuttgart,Bundesliga,Anto Grgić,SUI,MF,20,1996,1,7,7,0.2,0.1,0,NA,0,1,NA,3,3,0,0,0,0,0,0,0,0,0,0.18,https://fbref.com/en/players/126cf855/Anto-Grgic
2018,Stuttgart,Bundesliga,Emiliano Insúa,ARG,DF,28,1989,25,2106,84,68.8,23.4,24,NA,22,1,NA,2,1.64,29,23,6,0.26,0.82,25.7,31.6,-6,-0.25,-0.24,https://fbref.com/en/players/f3cccffe/Emiliano-Insua
2018,Stuttgart,Bundesliga,Marcin Kamiński,POL,DF,25,1992,23,1138,49,37.2,12.6,12,NA,9,11,NA,6,1.7,9,16,-7,-0.55,-0.88,13.4,18.6,-5.2,-0.41,-0.36,https://fbref.com/en/players/463503e2/Marcin-Kaminski
2018,Stuttgart,Bundesliga,Mitchell Langerak,AUS,GK,28,1988,0,NA,NA,NA,NA,0,NA,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://fbref.com/en/players/d2a184cc/Mitchell-Langerak
2018,Stuttgart,Bundesliga,Orel Mangala,BEL,MF,19,1998,20,779,39,25.5,8.7,7,NA,5,13,NA,10,1.45,9,13,-4,-0.46,-0.62,11.3,13.1,-1.8,-0.21,-0.04,https://fbref.com/en/players/a572e291/Orel-Mangala
2018,Stuttgart,Bundesliga,Alexander Meyer,GER,GK,26,1991,0,NA,NA,NA,NA,0,NA,0,0,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://fbref.com/en/players/b56dd813/Alexander-Meyer
2018,Stuttgart,Bundesliga,Ebenezer Ofori,GHA,MF,22,1995,1,10,10,0.3,0.1,0,NA,0,1,NA,11,0,0,1,-1,-9,-9.03,0,0.1,-0.1,-1.28,-1.1,https://fbref.com/en/players/a5d77c4e/Ebenezer-Ofori
2018,Stuttgart,Bundesliga,Berkay Özcan,TUR,"MF,FW",19,1998,17,1002,59,32.7,11.1,11,NA,3,6,NA,9,1.35,12,14,-2,-0.18,-0.27,12.7,18.1,-5.5,-0.49,-0.47,https://fbref.com/en/players/31114001/Berkay-Ozcan
2018,Stuttgart,Bundesliga,Benjamin Pavard,FRA,DF,21,1996,34,3060,90,100,34,34,NA,34,0,NA,0,1.5,36,36,0,0,NA,39.6,45.7,-6.1,-0.18,NA,https://fbref.com/en/players/45a03961/Benjamin-Pavard
2018,Stuttgart,Bundesliga,Nicolás Sessa,ARG,MF,21,1996,0,NA,NA,NA,NA,0,NA,0,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://fbref.com/en/players/51900795/Nicolas-Sessa
2018,Stuttgart,Bundesliga,Simon Terodde,GER,FW,29,1988,15,955,64,31.2,10.6,10,NA,8,5,NA,2,0.93,6,13,-7,-0.66,-0.96,13.1,13.6,-0.5,-0.05,0.19,https://fbref.com/en/players/863ff1ee/Simon-Terodde
2018,Stuttgart,Bundesliga,Erik Thommy,GER,"MF,FW",22,1994,14,980,70,32,10.9,14,NA,2,0,NA,1,2.21,17,7,10,0.92,1.35,13.3,12.1,1.2,0.11,0.42,https://fbref.com/en/players/df8e7b62/Erik-Thommy
2018,Stuttgart,Bundesliga,Ron-Robert Zieler,GER,GK,28,1989,34,3060,90,100,34,34,NA,34,0,NA,0,1.5,36,36,0,0,NA,39.6,45.7,-6.1,-0.18,NA,https://fbref.com/en/players/a0606ae8/Ron-Robert-Zieler
2018,Stuttgart,Bundesliga,Matthias Zimmermann,GER,"DF,MF",25,1992,3,77,26,2.5,0.9,1,NA,0,2,NA,0,2,0,2,-2,-2.34,-2.4,0.5,1.4,-0.9,-1.05,-0.9,https://fbref.com/en/players/e199d5b0/Matthias-Zimmermann
2018,Werder Bremen,Bundesliga,Ludwig Augustinsson,SWE,"DF,MF",23,1994,29,2532,87,82.7,28.1,29,NA,26,0,NA,0,1.34,33,34,-1,-0.04,0.31,34.8,41.4,-6.6,-0.23,0.13,https://fbref.com/en/players/9fec8860/Ludwig-Augustinsson
2018,Werder Bremen,Bundesliga,Philipp Bargfrede,GER,MF,28,1989,27,1859,69,60.8,20.7,23,NA,8,4,NA,5,1.26,27,22,5,0.24,0.84,23.9,26.6,-2.7,-0.13,0.32,https://fbref.com/en/players/3f7cd8f1/Philipp-Bargfrede
2018,Werder Bremen,Bundesliga,Fin Bartels,GER,FW,30,1987,14,1121,80,36.6,12.5,14,NA,6,0,NA,1,1,10,12,-2,-0.16,-0.11,15.5,14.9,0.6,0.04,0.47,https://fbref.com/en/players/acc7b7ec/Fin-Bartels
2018,Werder Bremen,Bundesliga,Robert Bauer,GER,DF,22,1995,16,956,60,31.2,10.6,12,NA,9,4,NA,18,1,6,16,-10,-0.94,-1.24,11.1,14.9,-3.8,-0.36,-0.15,https://fbref.com/en/players/9b88e120/Robert-Bauer
2018,Werder Bremen,Bundesliga,Ishak Belfodil,ALG,FW,25,1992,26,1350,52,44.1,15,13,NA,5,13,NA,4,1.08,14,19,-5,-0.33,-0.44,20.8,20.3,0.5,0.03,0.52,https://fbref.com/en/players/ff182fdc/Ishak-Belfodil
2018,Werder Bremen,Bundesliga,Luca Caldirola,ITA,DF,26,1991,1,90,90,2.9,1,1,NA,1,0,NA,15,1,1,1,0,0,0.09,1.5,1,0.5,0.48,0.76,https://fbref.com/en/players/226008f1/Luca-Caldirola
2018,Werder Bremen,Bundesliga,Thomas Delaney,DEN,MF,25,1991,32,2796,87,91.4,31.1,31,NA,30,1,NA,0,1.28,33,36,-3,-0.1,-0.1,35.7,43.9,-8.2,-0.26,-0.1,https://fbref.com/en/players/fe641c1a/Thomas-Delaney
2018,Werder Bremen,Bundesliga,Jaroslav Drobný,CZE,GK,37,1979,0,NA,NA,NA,NA,0,NA,0,0,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://fbref.com/en/players/e4a30d8c/Jaroslav-Drobny
2018,Werder Bremen,Bundesliga,Johannes Eggestein,GER,"FW,MF",19,1998,7,99,14,3.2,1.1,0,NA,0,7,NA,9,0.86,1,0,1,0.91,1.03,1.9,3.4,-1.5,-1.39,-1.17,https://fbref.com/en/players/d571df78/Johannes-Eggestein
2018,Werder Bremen,Bundesliga,Maximilian Eggestein,GER,MF,20,1996,33,2692,82,88,29.9,31,NA,21,2,NA,1,1.27,36,37,-1,-0.03,0.46,33.9,41.6,-7.6,-0.26,0,https://fbref.com/en/players/beb882a8/Maximilian-Eggestein
2018,Werder Bremen,Bundesliga,Marco Friedl,AUT,DF,19,1998,9,600,67,19.6,6.7,6,NA,5,3,NA,4,1.44,7,9,-2,-0.3,-0.26,6.3,8.8,-2.5,-0.37,-0.14,https://fbref.com/en/players/f86ad3f5/Marco-Friedl
2018,Werder Bremen,Bundesliga,Ulisses Garcia,SUI,DF,21,1996,1,90,90,2.9,1,1,NA,1,0,NA,9,1,0,0,0,0,0.09,0.5,1,-0.5,-0.53,-0.28,https://fbref.com/en/players/c952f633/Ulisses-Garcia
2018,Werder Bremen,Bundesliga,Theodor Gebre Selassie,CZE,"DF,MF",30,1986,32,2828,88,92.4,31.4,31,NA,30,1,NA,0,1.28,34,35,-1,-0.03,0.74,36.1,43.9,-7.8,-0.25,0.1,https://fbref.com/en/players/3f65898c/Theodor-Gebre-Selassie
2018,Werder Bremen,Bundesliga,Jérôme Gondorf,GER,"MF,FW",29,1988,21,797,38,26,8.9,7,NA,0,14,NA,5,1.43,8,12,-4,-0.45,-0.49,8.4,16.4,-8,-0.9,-0.87,https://fbref.com/en/players/49ffe0f2/Jerome-Gondorf
2018,Werder Bremen,Bundesliga,Izet Hajrović,BIH,"MF,FW",25,1991,9,189,21,6.2,2.1,0,NA,0,9,NA,4,0.56,0,2,-2,-0.95,-0.92,2.7,5.1,-2.4,-1.13,-0.93,https://fbref.com/en/players/55537f53/Izet-Hajrovic
2018,Werder Bremen,Bundesliga,Thore Jacobsen,GER,"DF,MF",20,1997,0,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://fbref.com/en/players/0f163121/Thore-Jacobsen
2018,Werder Bremen,Bundesliga,Aron Jóhannsson,USA,"MF,FW",26,1990,12,276,23,9,3.1,2,NA,0,10,NA,4,1.5,8,3,5,1.63,1.89,5.3,4.9,0.5,0.15,0.45,https://fbref.com/en/players/c0dc9fc7/Aron-Johannsson
2018,Werder Bremen,Bundesliga,Zlatko Junuzović,AUT,"MF,FW",29,1987,24,1633,68,53.4,18.1,17,NA,8,7,NA,1,1.54,24,18,6,0.33,0.9,23.7,27.4,-3.6,-0.2,0.12,https://fbref.com/en/players/dba67bc4/Zlatko-Junuzovic
2018,Werder Bremen,Bundesliga,Florian Kainz,AUT,"MF,FW",24,1992,30,1712,57,55.9,19,19,NA,4,11,NA,3,1.13,18,21,-3,-0.16,-0.16,21.2,23.1,-1.9,-0.1,0.34,https://fbref.com/en/players/94c18565/Florian-Kainz
2018,Werder Bremen,Bundesliga,Ole Käuper,GER,MF,20,1997,1,73,73,2.4,0.8,1,NA,0,0,NA,2,0,0,1,-1,-1.23,-1.17,0.2,1.6,-1.4,-1.72,-1.5,https://fbref.com/en/players/e5d652c1/Ole-Kauper
2018,Werder Bremen,Bundesliga,Max Kruse,GER,FW,29,1988,29,2453,85,80.2,27.3,28,NA,25,1,NA,0,1.31,33,33,0,0,0.44,31.7,40.3,-8.6,-0.31,-0.3,https://fbref.com/en/players/f9446dcd/Max-Kruse
2018,Werder Bremen,Bundesliga,Sebastian Langkamp,GER,DF,29,1988,9,411,46,13.4,4.6,5,NA,4,4,NA,5,2,7,5,2,0.44,0.61,5.8,6,-0.3,-0.06,0.22,https://fbref.com/en/players/74d70fb5/Sebastian-Langkamp
2018,Werder Bremen,Bundesliga,Niklas Moisander,FIN,DF,31,1985,25,2250,90,73.5,25,25,NA,25,0,NA,1,1.4,30,29,1,0.04,0.48,31.2,36.6,-5.4,-0.22,0.15,https://fbref.com/en/players/00844823/Niklas-Moisander
2018,Werder Bremen,Bundesliga,Jiří Pavlenka,CZE,GK,25,1992,34,3060,90,100,34,34,NA,34,0,NA,0,1.24,37,40,-3,-0.09,NA,39.9,48.5,-8.7,-0.26,NA,https://fbref.com/en/players/0a1cb833/Jiri-Pavlenka
2018,Werder Bremen,Bundesliga,Milot Rashica,KVX,"FW,MF",21,1996,9,384,43,12.5,4.3,5,NA,0,4,NA,5,1.33,5,6,-1,-0.23,-0.17,4.5,6,-1.5,-0.36,-0.12,https://fbref.com/en/players/6c6a3300/Milot-Rashica
2018,Werder Bremen,Bundesliga,Lamine Sané,SEN,DF,30,1987,11,786,71,25.7,8.7,9,NA,7,2,NA,5,0.55,2,14,-12,-1.37,-1.73,8.2,14.9,-6.7,-0.77,-0.69,https://fbref.com/en/players/125cb9fe/Lamine-Sane
2018,Werder Bremen,Bundesliga,Miloš Veljković,SRB,DF,21,1995,30,2655,89,86.8,29.5,30,NA,29,0,NA,2,1.17,32,35,-3,-0.1,-0.1,33.5,41.5,-7.9,-0.27,-0.11,https://fbref.com/en/players/a5ae8f8e/Milos-Veljkovic
2018,Werder Bremen,Bundesliga,Jesper Verlaat,NED,DF,21,1996,0,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://fbref.com/en/players/a27c5ac4/Jesper-Verlaat
2018,Werder Bremen,Bundesliga,Zhang Yuning,CHN,FW,20,1997,0,NA,NA,NA,NA,0,NA,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://fbref.com/en/players/9ef04882/Zhang-Yuning
2018,Werder Bremen,Bundesliga,Michael Zetterer,GER,GK,22,1995,0,NA,NA,NA,NA,0,NA,0,0,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://fbref.com/en/players/9b688ae1/Michael-Zetterer
2018,Wolfsburg,Bundesliga,Maximilian Arnold,GER,MF,23,1994,29,2454,85,80.2,27.3,28,NA,26,1,NA,1,0.97,30,37,-7,-0.26,0.49,33.4,41.3,-7.9,-0.29,0.07,https://fbref.com/en/players/86e119e0/Maximilian-Arnold
2018,Wolfsburg,Bundesliga,Riechedly Bazoer,NED,MF,20,1996,13,592,46,19.3,6.6,6,NA,2,7,NA,10,1,2,12,-10,-1.52,-1.45,5.4,9.1,-3.8,-0.57,-0.33,https://fbref.com/en/players/da59a197/Riechedly-Bazoer
2018,Wolfsburg,Bundesliga,Josip Brekalo,CRO,"FW,MF",19,1998,13,869,67,28.4,9.7,10,NA,2,3,NA,3,0.77,10,13,-3,-0.31,0.06,12,12.5,-0.4,-0.05,0.35,https://fbref.com/en/players/d4a2533d/Josip-Brekalo
2018,Wolfsburg,Bundesliga,John Brooks,USA,DF,24,1993,9,727,81,23.8,8.1,9,NA,7,0,NA,2,1.44,16,9,7,0.87,1.6,13.8,9.8,4.1,0.5,1.06,https://fbref.com/en/players/e27da244/John-Brooks
2018,Wolfsburg,Bundesliga,Jeffrey Bruma,NED,DF,25,1991,11,990,90,32.4,11,11,NA,11,0,NA,4,0.55,7,18,-11,-1,-0.96,9.9,15.4,-5.5,-0.5,-0.29,https://fbref.com/en/players/fbffc4b1/Jeffrey-Bruma
2018,Wolfsburg,Bundesliga,Jakub Błaszczykowski,POL,"FW,MF",31,1985,9,520,58,17,5.8,6,NA,2,3,NA,2,1,7,9,-2,-0.35,0.01,6.7,9.9,-3.2,-0.55,-0.3,https://fbref.com/en/players/2b350e6b/Jakub-Blaszczykowski
2018,Wolfsburg,Bundesliga,Ignacio Camacho,ESP,"MF,DF",27,1990,11,951,86,31.1,10.6,11,NA,9,0,NA,0,1.18,10,12,-2,-0.19,0.24,10.8,13.9,-3.1,-0.29,0.02,https://fbref.com/en/players/8ed9b33a/Ignacio-Camacho
2018,Wolfsburg,Bundesliga,Koen Casteels,BEL,GK,25,1992,34,3060,90,100,34,34,NA,34,0,NA,0,0.97,36,48,-12,-0.35,NA,39.2,49.5,-10.3,-0.3,NA,https://fbref.com/en/players/db401046/Koen-Casteels
2018,Wolfsburg,Bundesliga,Daniel Didavi,GER,"MF,FW",27,1990,30,2237,75,73.1,24.9,26,NA,11,4,NA,1,1,27,31,-4,-0.16,0.71,26.4,35.5,-9.1,-0.37,-0.23,https://fbref.com/en/players/d3096421/Daniel-Didavi
2018,Wolfsburg,Bundesliga,Landry Dimata,BEL,"FW,MF",19,1997,21,902,43,29.5,10,9,NA,1,12,NA,7,0.62,7,14,-7,-0.7,-0.49,11.7,12,-0.3,-0.03,0.38,https://fbref.com/en/players/b5f63410/Landry-Dimata
2018,Wolfsburg,Bundesliga,Ohis Felix Uduokhai,GER,DF,19,1997,19,1560,82,51,17.3,17,NA,16,2,NA,3,0.89,16,25,-9,-0.52,-0.34,19.3,26,-6.7,-0.39,-0.17,https://fbref.com/en/players/677da306/Ohis-Felix-Uduokhai
2018,Wolfsburg,Bundesliga,Dominik Franke,GER,DF,18,1998,0,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://fbref.com/en/players/708401fc/Dominik-Franke
2018,Wolfsburg,Bundesliga,Yannick Gerhardt,GER,"DF,MF",23,1994,17,1228,72,40.1,13.6,12,NA,11,5,NA,5,1.29,18,16,2,0.15,0.83,18.4,17.5,1,0.07,0.62,https://fbref.com/en/players/62ab9184/Yannick-Gerhardt
2018,Wolfsburg,Bundesliga,Mario Gómez,GER,FW,32,1985,12,936,78,30.6,10.4,11,NA,9,1,NA,0,1.25,14,13,1,0.1,0.65,12.2,14.7,-2.5,-0.24,0.1,https://fbref.com/en/players/71a20ce8/Mario-Gomez
2018,Wolfsburg,Bundesliga,Max Grün,GER,GK,30,1987,0,NA,NA,NA,NA,0,NA,0,0,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://fbref.com/en/players/c8e9b716/Max-Grun
2018,Wolfsburg,Bundesliga,Josuha Guilavogui,FRA,MF,26,1990,29,2404,83,78.6,26.7,27,NA,21,2,NA,1,0.86,29,40,-11,-0.41,-0.27,31.9,40.3,-8.4,-0.31,-0.05,https://fbref.com/en/players/e6c43eec/Josuha-Guilavogui
2018,Wolfsburg,Bundesliga,Kaylen Hinds,ENG,"MF,FW",19,1998,1,90,90,2.9,1,1,NA,1,0,NA,4,0,0,3,-3,-3,-2.73,0.5,1.1,-0.6,-0.59,-0.29,https://fbref.com/en/players/fdd5d298/Kaylen-Hinds
2018,Wolfsburg,Bundesliga,Gian-Luca Itter,GER,DF,18,1999,5,412,82,13.5,4.6,5,NA,3,0,NA,11,1.2,6,6,0,0,0.41,4.5,9.2,-4.7,-1.04,-0.85,https://fbref.com/en/players/e6c15f6e/Gian-Luca-Itter
2018,Wolfsburg,Bundesliga,Paul Jaeckel,GER,DF,19,1998,3,270,90,8.8,3,3,NA,3,0,NA,3,1.33,2,3,-1,-0.33,0.02,2.3,3.8,-1.5,-0.5,-0.22,https://fbref.com/en/players/a93b6f4e/Paul-Jaeckel
2018,Wolfsburg,Bundesliga,Sebastian Jung,GER,DF,27,1990,2,78,39,2.5,0.9,1,NA,0,1,NA,5,1.5,1,1,0,0,0.36,0.3,1.8,-1.6,-1.82,-1.55,https://fbref.com/en/players/86b30561/Sebastian-Jung
2018,Wolfsburg,Bundesliga,Robin Knoche,GER,DF,25,1992,24,2102,88,68.7,23.4,24,NA,22,0,NA,10,0.92,23,35,-12,-0.51,-0.51,25.8,32.4,-6.6,-0.28,0.07,https://fbref.com/en/players/6bd5cd5d/Robin-Knoche
2018,Wolfsburg,Bundesliga,Yunus Mallı,TUR,"FW,MF",25,1992,31,2242,72,73.3,24.9,24,NA,16,7,NA,2,1.03,32,34,-2,-0.08,1.02,30.7,37.6,-6.9,-0.28,0.1,https://fbref.com/en/players/f3722c97/Yunus-Malli
2018,Wolfsburg,Bundesliga,Admir Mehmedi,SUI,"FW,MF",26,1991,5,290,58,9.5,3.2,3,NA,2,2,NA,1,0.4,2,8,-6,-1.86,-1.67,2.8,5,-2.1,-0.66,-0.4,https://fbref.com/en/players/b500b384/Admir-Mehmedi
2018,Wolfsburg,Bundesliga,Paul-Georges Ntep,CMR,"FW,MF",25,1992,5,165,33,5.4,1.8,1,NA,0,4,NA,10,1.2,1,1,0,0,0.37,1.4,2.1,-0.7,-0.36,-0.06,https://fbref.com/en/players/81aeb1dd/Paul-Georges-Ntep
2018,Wolfsburg,Bundesliga,Divock Origi,BEL,FW,22,1995,31,1967,63,64.3,21.9,22,NA,14,9,NA,0,0.87,26,32,-6,-0.27,0.22,26.6,35.4,-8.8,-0.4,-0.28,https://fbref.com/en/players/43a166b4/Divock-Origi
2018,Wolfsburg,Bundesliga,Victor Osimhen,NGA,"FW,MF",18,1998,12,287,24,9.4,3.2,3,NA,2,9,NA,11,0.75,2,5,-3,-0.94,-0.65,4.4,3.4,1,0.32,0.69,https://fbref.com/en/players/8c90fd7a/Victor-Osimhen
2018,Wolfsburg,Bundesliga,Elvis Rexhbeçaj,GER,"DF,MF",19,1997,4,128,32,4.2,1.4,1,NA,1,3,NA,8,1.5,1,3,-2,-1.41,-1.1,0.8,2.1,-1.3,-0.92,-0.65,https://fbref.com/en/players/1ae836b1/Elvis-Rexhbecaj
2018,Wolfsburg,Bundesliga,Renato Steffen,SUI,"FW,MF",25,1991,16,659,41,21.5,7.3,6,NA,3,10,NA,1,0.88,9,12,-3,-0.41,-0.07,8.5,11.1,-2.7,-0.36,-0.08,https://fbref.com/en/players/dd669209/Renato-Steffen
2018,Wolfsburg,Bundesliga,Marcel Tisserand,COD,DF,24,1993,16,1247,78,40.8,13.9,14,NA,12,2,NA,2,1.06,17,20,-3,-0.22,0.23,17.6,25,-7.5,-0.54,-0.4,https://fbref.com/en/players/45954ec7/Marcel-Tisserand
2018,Wolfsburg,Bundesliga,Paul Verhaegh,NED,DF,33,1983,31,2614,84,85.4,29,30,NA,25,1,NA,1,1.03,29,38,-9,-0.31,0.3,32.7,41.4,-8.7,-0.3,0.02,https://fbref.com/en/players/97655ccd/Paul-Verhaegh
2018,Wolfsburg,Bundesliga,William,BRA,DF,22,1995,22,1612,73,52.7,17.9,19,NA,13,3,NA,4,0.82,15,26,-11,-0.61,-0.55,20.7,24.2,-3.5,-0.2,0.22,https://fbref.com/en/players/d4d0a9ad/William
2019,Augsburg,Bundesliga,Simon Asta,GER,DF,17,2001,1,90,90,2.9,1,1,90,1,0,NA,1,0,1,8,-7,-7,-6.61,0.7,2.5,-1.8,-1.8,-1.42,https://fbref.com/en/players/dfc85b89/Simon-Asta
2019,Augsburg,Bundesliga,Daniel Baier,GER,MF,34,1984,33,2815,85,92,31.3,33,85,24,0,NA,0,0.97,46,60,-14,-0.45,1.76,39.8,52.8,-13,-0.42,-0.02,https://fbref.com/en/players/f261abcb/Daniel-Baier
2019,Augsburg,Bundesliga,Caiuby,BRA,"FW,MF",30,1988,14,1006,72,32.9,11.2,10,87,7,4,35,0,0.79,16,19,-3,-0.27,0.48,18.1,17.9,0.2,0.02,0.65,https://fbref.com/en/players/c6637acf/Caiuby
2019,Augsburg,Bundesliga,Jan-Ingwer Callsen-Bracker,GER,DF,33,1984,1,7,7,0.2,0.1,0,NA,0,1,6,9,0,0,1,-1,-12.86,-12.3,0.2,0.6,-0.5,-6.15,-5.75,https://fbref.com/en/players/0999a593/Jan-Ingwer-Callsen-Bracker
2019,Augsburg,Bundesliga,Sergio Córdova,VEN,FW,20,1997,20,531,27,17.4,5.9,3,85,2,17,16,4,0.65,12,19,-7,-1.19,-0.72,7.1,10.9,-3.9,-0.65,-0.29,https://fbref.com/en/players/229cd98a/Sergio-Cordova
2019,Augsburg,Bundesliga,Kevin Danso,AUT,DF,19,1998,18,1247,69,40.8,13.9,13,88,12,5,21,15,1.17,24,31,-7,-0.51,0.14,14.8,24.8,-10,-0.72,-0.52,https://fbref.com/en/players/6e33125f/Kevin-Danso
2019,Augsburg,Bundesliga,Ji Dong-won,KOR,"FW,MF",27,1991,14,891,64,29.1,9.9,10,84,7,4,13,5,1,14,30,-16,-1.62,-1.45,10.2,17.5,-7.3,-0.74,-0.46,https://fbref.com/en/players/7d841904/Ji-Dong-won
