Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,MP_Playing.Time,Min_Playing.Time,Mn_per_MP_Playing.Time,Min_percent_Playing.Time,Mins_Per_90_Playing.Time,Starts_Starts,Mn_per_Start_Starts,Compl_Starts,Subs_Subs,Mn_per_Sub_Subs,unSub_Subs,PPM_Team.Success,onG_Team.Success,onGA_Team.Success,plus_per__minus__Team.Success,plus_per__minus_90_Team.Success,On_minus_Off_Team.Success,onxG_Team.Success..xG.,onxGA_Team.Success..xG,xGplus_per__minus__Team.Success..xG,xGplus_per__minus_90_Team.Success..xG,On_minus_Off_Team.Success..xG,Url
2019,RB Leipzig,Bundesliga,Ibrahima Konaté,FRA,DF,19,1999,28,2431,87,79.4,27,27,90,27,1,0,2,2.04,52,25,27,1,0,48.4,29.5,18.9,0.7,-0.29,https://fbref.com/en/players/5ed9b537/Ibrahima-Konate
2019,RB Leipzig,Bundesliga,Konrad Laimer,AUT,"MF,DF",21,1997,29,1874,65,61.2,20.8,20,84,9,9,22,4,2,32,15,17,0.82,-0.47,33.3,21.1,12.1,0.58,-0.45,https://fbref.com/en/players/c1b7847c/Konrad-Laimer
2019,RB Leipzig,Bundesliga,Erik Majetschak,GER,MF,18,2000,0,NA,NA,NA,NA,0,NA,0,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://fbref.com/en/players/156afd6f/Erik-Majetschak
2019,RB Leipzig,Bundesliga,Nordi Mukiele,FRA,DF,20,1997,19,1225,64,40,13.6,14,82,9,5,14,11,2.21,30,11,19,1.4,0.66,26.8,12.1,14.7,1.08,0.54,https://fbref.com/en/players/ac73ec79/Nordi-Mukiele
2019,RB Leipzig,Bundesliga,Marius Müller,GER,GK,25,1993,0,NA,NA,NA,NA,0,NA,0,0,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://fbref.com/en/players/04ac779b/Marius-Muller
2019,RB Leipzig,Bundesliga,Yvon Mvogo,SUI,GK,24,1994,2,135,68,4.4,1.5,1,90,1,1,45,19,1.5,3,2,1,0.67,-0.35,3.1,1.1,2,1.33,0.6,https://fbref.com/en/players/dc29b608/Yvon-Mvogo
2019,RB Leipzig,Bundesliga,Willi Orban,HUN,DF,25,1992,24,2049,85,67,22.8,23,89,21,1,9,9,2.21,48,15,33,1.45,1.36,44,22.9,21,0.92,0.5,https://fbref.com/en/players/20030c06/Willi-Orban
2019,RB Leipzig,Bundesliga,Yussuf Poulsen,DEN,FW,24,1994,31,2451,79,80.1,27.2,27,88,21,4,20,0,1.9,52,24,28,1.03,0.14,48,27.3,20.7,0.76,0.02,https://fbref.com/en/players/d2416c2e/Yussuf-Poulsen
2019,RB Leipzig,Bundesliga,Marcel Sabitzer,AUT,"MF,FW",24,1994,30,2352,78,76.9,26.1,26,88,20,4,18,1,2.17,51,18,33,1.26,1.14,48.3,26.8,21.4,0.82,0.27,https://fbref.com/en/players/e280527c/Marcel-Sabitzer
2019,RB Leipzig,Bundesliga,Marcelo Saracchi,URU,DF,20,1998,9,653,73,21.3,7.3,7,90,6,2,13,16,1.22,12,11,1,0.14,-1.1,14,8.8,5.2,0.71,-0.06,https://fbref.com/en/players/1c96ad85/Marcelo-Saracchi
2019,RB Leipzig,Bundesliga,Emile Smith Rowe,ENG,MF,18,2000,3,29,10,0.9,0.3,0,NA,0,3,9,1,1.33,1,1,0,0,-1.01,0.8,0.3,0.6,1.81,1.06,https://fbref.com/en/players/17695062/Emile-Smith-Rowe
2019,RB Leipzig,Bundesliga,Niclas Stierlin,GER,MF,18,2000,0,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://fbref.com/en/players/ed523095/Niclas-Stierlin
2019,RB Leipzig,Bundesliga,Dayot Upamecano,FRA,DF,19,1998,15,1293,86,42.3,14.4,14,90,14,1,32,3,1.6,24,17,7,0.49,-0.89,24.7,15.3,9.4,0.65,-0.18,https://fbref.com/en/players/d248cd8f/Dayot-Upamecano
2019,RB Leipzig,Bundesliga,Timo Werner,GER,FW,22,1996,30,2509,84,82,27.9,29,85,13,1,45,0,1.97,53,22,31,1.11,0.62,48.4,27.8,20.6,0.74,-0.1,https://fbref.com/en/players/49fe9070/Timo-Werner
2019,Schalke 04,Bundesliga,Nabil Bentaleb,ALG,MF,23,1994,25,1792,72,58.6,19.9,19,84,14,6,32,0,0.84,22,38,-16,-0.8,-0.66,27.4,30.5,-3.1,-0.15,0.1,https://fbref.com/en/players/3189f61a/Nabil-Bentaleb
2019,Schalke 04,Bundesliga,Nassim Boujellab,MAR,MF,19,1999,7,378,54,12.4,4.2,4,85,2,3,12,0,1,3,2,1,0.24,0.88,4.6,6.2,-1.6,-0.38,-0.21,https://fbref.com/en/players/541127d5/Nassim-Boujellab
2019,Schalke 04,Bundesliga,Jeffrey Bruma,NED,DF,26,1991,9,624,69,20.4,6.9,7,87,6,2,7,4,0.78,6,16,-10,-1.44,-1.15,5.6,12.7,-7,-1.01,-1.02,https://fbref.com/en/players/fbffc4b1/Jeffrey-Bruma
2019,Schalke 04,Bundesliga,Guido Burgstaller,AUT,FW,29,1989,24,1526,64,49.9,17,17,83,12,7,17,0,0.88,22,29,-7,-0.41,0.23,23.5,24,-0.5,-0.03,0.33,https://fbref.com/en/players/2bcc6d52/Guido-Burgstaller
2019,Schalke 04,Bundesliga,Daniel Caligiuri,ITA,DF,30,1988,31,2756,89,90.1,30.6,31,89,27,0,NA,0,0.94,35,52,-17,-0.56,-0.26,40.6,45.6,-5,-0.16,0.35,https://fbref.com/en/players/d1273f09/Daniel-Caligiuri
2019,Schalke 04,Bundesliga,Jonas Carls,GER,DF,21,1997,1,90,90,2.9,1,1,90,1,0,NA,5,0,2,5,-3,-3,-2.55,1.9,1.9,0.1,0.07,0.27,https://fbref.com/en/players/2bb48e86/Jonas-Carls
2019,Schalke 04,Bundesliga,Franco Di Santo,ARG,"FW,MF",29,1989,4,245,61,8,2.7,3,73,0,1,27,2,0.75,2,4,-2,-0.73,-0.22,3.8,3.8,0,-0.01,0.21,https://fbref.com/en/players/549c6ba7/Franco-Di-Santo
2019,Schalke 04,Bundesliga,Breel Embolo,SUI,FW,21,1997,20,1345,67,44,14.9,15,82,6,5,23,1,0.85,17,26,-9,-0.6,-0.13,18.5,22.2,-3.7,-0.25,-0.1,https://fbref.com/en/players/0b4f388a/Breel-Embolo
2019,Schalke 04,Bundesliga,Ralf Fährmann,GER,GK,29,1988,17,1470,86,48,16.3,16,90,16,1,29,9,0.88,18,26,-8,-0.49,0.08,21.7,24.1,-2.4,-0.15,0.09,https://fbref.com/en/players/1e43fad8/Ralf-Fahrmann
2019,Schalke 04,Bundesliga,Philip Fontein,GER,MF,24,1993,0,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://fbref.com/en/players/e6562d9a/Philip-Fontein
2019,Schalke 04,Bundesliga,Benjamin Goller,GER,"FW,MF",19,1999,0,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://fbref.com/en/players/d5980989/Benjamin-Goller
2019,Schalke 04,Bundesliga,Amine Harit,MAR,"MF,FW",21,1997,18,1082,60,35.4,12,12,80,5,6,21,7,0.67,12,20,-8,-0.67,-0.21,15.1,17.7,-2.6,-0.22,-0.03,https://fbref.com/en/players/e7d59f4f/Amine-Harit
2019,Schalke 04,Bundesliga,Yevhen Konoplyanka,UKR,FW,28,1989,13,656,50,21.4,7.3,7,81,3,6,15,10,1.08,6,10,-4,-0.55,-0.02,8.6,10,-1.3,-0.18,0.02,https://fbref.com/en/players/d9a5d930/Yevhen-Konoplyanka
2019,Schalke 04,Bundesliga,Ahmed Kutucu,TUR,"FW,MF",18,2000,13,425,33,13.9,4.7,3,75,0,10,20,4,1,3,11,-8,-1.69,-1.35,5.1,9,-3.9,-0.83,-0.74,https://fbref.com/en/players/beda9675/Ahmed-Kutucu
2019,Schalke 04,Bundesliga,Michael Langer,AUT,GK,33,1985,0,NA,NA,NA,NA,0,NA,0,0,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://fbref.com/en/players/d20f088b/Michael-Langer
2019,Schalke 04,Bundesliga,Omar Mascarell,ESP,MF,25,1993,14,993,71,32.5,11,11,84,8,3,24,10,1.36,13,14,-1,-0.09,0.65,11.9,13.9,-2.1,-0.19,0.01,https://fbref.com/en/players/11fd2b75/Omar-Mascarell
2019,Schalke 04,Bundesliga,Rabbi Matondo,WAL,"FW,MF",17,2000,7,189,27,6.2,2.1,1,94,0,6,16,4,1,1,3,-2,-0.95,-0.45,1.4,2.4,-0.9,-0.45,-0.27,https://fbref.com/en/players/33144cc5/Rabbi-Matondo
2019,Schalke 04,Bundesliga,Weston McKennie,USA,"MF,DF",19,1998,24,1746,73,57.1,19.4,19,86,14,5,21,1,1,18,32,-14,-0.72,-0.45,24.7,24.6,0,0,0.46,https://fbref.com/en/players/01c3aff5/Weston-McKennie
2019,Schalke 04,Bundesliga,Hamza Mendyl,MAR,"DF,MF",20,1997,9,544,60,17.8,6,7,70,4,2,29,8,0.89,4,8,-4,-0.66,-0.16,5.9,7.1,-1.2,-0.2,0,https://fbref.com/en/players/f99fe221/Hamza-Mendyl
2019,Schalke 04,Bundesliga,Naldo,BRA,DF,35,1982,7,630,90,20.6,7,7,90,7,0,NA,9,0.57,5,11,-6,-0.86,-0.41,8.8,8.5,0.3,0.05,0.31,https://fbref.com/en/players/03bd0bf4/Naldo
2019,Schalke 04,Bundesliga,Matija Nastasić,SRB,DF,25,1993,28,2449,87,80,27.2,28,87,26,0,NA,3,1,32,43,-11,-0.4,0.63,34.2,41.1,-6.8,-0.25,-0.27,https://fbref.com/en/players/f35430a4/Matija-Nastasic
2019,Schalke 04,Bundesliga,Alexander Nübel,GER,GK,21,1996,18,1588,88,51.9,17.6,18,88,17,0,NA,14,1,19,29,-10,-0.57,-0.08,21.4,26.5,-5.2,-0.29,-0.2,https://fbref.com/en/players/afb0c500/Alexander-Nubel
2019,Schalke 04,Bundesliga,Bastian Oczipka,GER,DF,29,1989,21,1875,89,61.3,20.8,21,89,20,0,NA,1,1.1,27,31,-4,-0.19,0.87,26.1,31.9,-5.8,-0.28,-0.21,https://fbref.com/en/players/d1661819/Bastian-Oczipka
2019,Schalke 04,Bundesliga,Baba Rahman,GHA,DF,24,1994,2,162,81,5.3,1.8,2,81,1,0,NA,1,0,1,3,-2,-1.11,-0.61,2.6,1.7,0.8,0.46,0.69,https://fbref.com/en/players/e4086af3/Baba-Rahman
2019,Schalke 04,Bundesliga,Sascha Riether,GER,DF,35,1983,1,2,2,0.1,0,0,NA,0,1,1,4,1,0,0,0,0,0.53,0,0.1,-0.1,-3.66,-3.46,https://fbref.com/en/players/3cb009c5/Sascha-Riether
2019,Schalke 04,Bundesliga,Sebastian Rudy,GER,MF,28,1990,21,1356,65,44.3,15.1,17,76,9,4,15,10,1.05,16,24,-8,-0.53,0,19.4,25.1,-5.7,-0.38,-0.33,https://fbref.com/en/players/80f36c88/Sebastian-Rudy
2019,Schalke 04,Bundesliga,Salif Sané,SEN,DF,27,1990,30,2614,87,85.4,29,29,90,29,1,3,0,1,33,49,-16,-0.55,-0.15,37.8,42.2,-4.4,-0.15,0.3,https://fbref.com/en/players/791abba1/Salif-Sane
2019,Schalke 04,Bundesliga,Alessandro Schöpf,AUT,"MF,DF",24,1994,15,1004,67,32.8,11.2,11,80,8,4,31,3,1.2,15,16,-1,-0.09,0.65,17.7,15.4,2.3,0.2,0.6,https://fbref.com/en/players/106bca06/Alessandro-Schopf
2019,Schalke 04,Bundesliga,Suat Serdar,GER,MF,21,1997,26,1729,67,56.5,19.2,20,77,7,6,32,1,1.08,17,22,-5,-0.26,0.62,22,23.1,-1,-0.05,0.33,https://fbref.com/en/players/b3325a30/Suat-Serdar
2019,Schalke 04,Bundesliga,Steven Skrzybski,GER,"FW,MF",25,1992,12,664,55,21.7,7.4,8,72,1,4,23,3,1.08,12,14,-2,-0.27,0.33,11,12.7,-1.7,-0.23,-0.04,https://fbref.com/en/players/58ce23e5/Steven-Skrzybski
2019,Schalke 04,Bundesliga,Benjamin Stambouli,FRA,"DF,MF",27,1990,21,1763,84,57.6,19.6,20,87,19,1,20,1,1.24,29,31,-2,-0.1,1.01,27.3,28.9,-1.6,-0.08,0.27,https://fbref.com/en/players/5939baa2/Benjamin-Stambouli
2019,Schalke 04,Bundesliga,Cedric Teuchert,GER,FW,21,1997,5,160,32,5.2,1.8,2,60,0,3,13,8,0.4,3,4,-1,-0.56,-0.03,2.2,4,-1.8,-1.01,-0.85,https://fbref.com/en/players/f956479d/Cedric-Teuchert
2019,Schalke 04,Bundesliga,George Timotheou,AUS,DF,21,1997,1,90,90,2.9,1,1,90,1,0,NA,3,1,0,0,0,0,0.55,0.8,1,-0.1,-0.14,0.06,https://fbref.com/en/players/8fa80ec8/George-Timotheou
2019,Schalke 04,Bundesliga,Mark Uth,GER,"FW,MF",26,1991,20,1407,70,46,15.6,15,84,9,5,29,0,0.9,10,22,-12,-0.77,-0.44,17.1,21.7,-4.6,-0.29,-0.18,https://fbref.com/en/players/a3ddb1b9/Mark-Uth
2019,Schalke 04,Bundesliga,Niklas Wiemann,GER,DF,19,1999,0,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://fbref.com/en/players/0fbb8e78/Niklas-Wiemann
2019,Schalke 04,Bundesliga,Haji Wright,USA,FW,20,1998,7,197,28,6.4,2.2,2,63,0,5,14,2,1.57,3,5,-2,-0.91,-0.41,3.5,5.2,-1.7,-0.79,-0.63,https://fbref.com/en/players/91cd37b7/Haji-Wright
2019,Stuttgart,Bundesliga,Antonis Aidonis,GER,DF,17,2001,2,80,40,2.6,0.9,1,80,0,1,0,4,1.5,0,2,-2,-2.25,-1.16,0.4,0.9,-0.5,-0.6,-0.07,https://fbref.com/en/players/54507986/Antonis-Aidonis
2019,Stuttgart,Bundesliga,Chadrac Akolo,COD,"MF,FW",23,1995,16,525,33,17.2,5.8,5,66,0,11,18,5,0.94,7,12,-5,-0.86,0.31,6,8.8,-2.8,-0.48,0.07,https://fbref.com/en/players/debc2f28/Chadrac-Akolo
2019,Stuttgart,Bundesliga,Dennis Aogo,GER,MF,31,1987,15,1025,68,33.5,11.4,13,76,8,2,16,7,1.13,10,18,-8,-0.7,0.62,11.8,20.2,-8.3,-0.73,-0.29,https://fbref.com/en/players/c311243f/Dennis-Aogo
2019,Stuttgart,Bundesliga,Santiago Ascacíbar,ARG,MF,21,1997,27,2428,90,79.3,27,27,90,25,0,NA,0,0.78,27,55,-28,-1.04,0.39,31.3,46.8,-15.5,-0.58,-0.18,https://fbref.com/en/players/e26fcca3/Santiago-Ascacibar
2019,Stuttgart,Bundesliga,Holger Badstuber,GER,DF,29,1989,10,522,52,17.1,5.8,5,82,4,5,23,11,0.6,1,13,-12,-2.07,-1.15,4.9,10.2,-5.3,-0.92,-0.45,https://fbref.com/en/players/45b7edae/Holger-Badstuber
2019,Stuttgart,Bundesliga,Timo Baumgartl,GER,DF,22,1996,18,1620,90,52.9,18,18,90,18,0,NA,8,0.83,14,41,-27,-1.5,-0.81,20.7,30.1,-9.4,-0.52,0.04,https://fbref.com/en/players/bd7d2e6d/Timo-Baumgartl
2019,Stuttgart,Bundesliga,Andreas Beck,GER,"DF,MF",31,1987,24,1776,74,58,19.7,21,83,15,3,9,5,1,23,35,-12,-0.61,1.21,22.5,31,-8.5,-0.43,0.26,https://fbref.com/en/players/00a6485f/Andreas-Beck
2019,Stuttgart,Bundesliga,Gonzalo Castro,GER,MF,31,1987,25,1692,68,55.3,18.8,19,79,12,6,31,8,0.8,19,44,-25,-1.33,-0.47,20.8,29.1,-8.3,-0.44,0.22,https://fbref.com/en/players/68829001/Gonzalo-Castro
2019,Stuttgart,Bundesliga,Leon Dajaku,GER,"MF,FW",17,2001,2,27,14,0.9,0.3,0,NA,0,2,13,3,0,0,2,-2,-6.67,-5.6,0.2,0.6,-0.4,-1.34,-0.8,https://fbref.com/en/players/aeaf1bc1/Leon-Dajaku
2019,Stuttgart,Bundesliga,Daniel Didavi,GER,"MF,FW",28,1990,20,956,48,31.2,10.6,8,77,4,12,28,4,0.8,10,21,-11,-1.04,0.12,14.2,18.9,-4.7,-0.44,0.14,https://fbref.com/en/players/d3096421/Daniel-Didavi
2019,Stuttgart,Bundesliga,Anastasios Donis,GRE,"FW,MF",21,1996,24,962,40,31.4,10.7,11,64,1,13,20,2,0.96,12,19,-7,-0.65,0.67,14.6,17.4,-2.8,-0.26,0.4,https://fbref.com/en/players/0f26fd24/Anastasios-Donis
2019,Stuttgart,Bundesliga,Alexander Esswein,GER,"FW,MF",28,1990,17,1251,74,40.9,13.9,15,80,6,2,28,0,0.82,14,28,-14,-1.01,0.19,15.2,22.1,-6.9,-0.5,0.07,https://fbref.com/en/players/b48215cd/Alexander-Esswein
2019,Stuttgart,Bundesliga,Christian Gentner,GER,MF,32,1985,29,2018,70,65.9,22.4,24,80,14,5,22,1,0.83,20,44,-24,-1.07,0.14,24,36.7,-12.7,-0.57,-0.08,https://fbref.com/en/players/a4f94a0d/Christian-Gentner
2019,Stuttgart,Bundesliga,Mario Gómez,GER,FW,33,1985,31,2211,71,72.3,24.6,25,84,17,6,20,2,0.81,23,52,-29,-1.18,-0.23,30.5,42.2,-11.7,-0.48,0.23,https://fbref.com/en/players/71a20ce8/Mario-Gomez
2019,Stuttgart,Bundesliga,Nicolás González,ARG,"FW,MF",20,1998,30,2162,72,70.7,24,23,84,16,7,33,1,0.8,23,48,-25,-1.04,0.26,27.9,39.6,-11.8,-0.49,0.17,https://fbref.com/en/players/2374aaca/Nicolas-Gonzalez
2019,Stuttgart,Bundesliga,Jens Grahl,GER,GK,29,1988,0,NA,NA,NA,NA,0,NA,0,0,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://fbref.com/en/players/f26dee6b/Jens-Grahl
2019,Stuttgart,Bundesliga,Emiliano Insúa,ARG,DF,29,1989,27,2114,78,69.1,23.5,24,84,18,3,36,4,0.81,24,47,-23,-0.98,0.45,25.7,34.1,-8.5,-0.36,0.58,https://fbref.com/en/players/f3cccffe/Emiliano-Insua
2019,Stuttgart,Bundesliga,Ozan Kabak,TUR,DF,18,2000,15,1350,90,44.1,15,15,90,15,0,NA,1,0.87,18,32,-14,-0.93,0.33,18.3,25.9,-7.6,-0.51,0.06,https://fbref.com/en/players/2d61d13a/Ozan-Kabak
2019,Stuttgart,Bundesliga,Marc-Oliver Kempf,GER,DF,23,1995,23,2025,88,66.2,22.5,23,88,22,0,NA,2,0.96,26,46,-20,-0.89,0.68,28,37.4,-9.4,-0.42,0.36,https://fbref.com/en/players/815c314f/Marc-Oliver-Kempf
2019,Stuttgart,Bundesliga,David Kopacz,POL,MF,19,1999,0,NA,NA,NA,NA,0,NA,0,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://fbref.com/en/players/302cfdfb/David-Kopacz
2019,Stuttgart,Bundesliga,Pablo Maffeo,ESP,"DF,MF",21,1997,8,597,75,19.5,6.6,8,75,3,0,NA,3,0.38,1,15,-14,-2.11,-1.23,5.3,13.4,-8.1,-1.22,-0.84,https://fbref.com/en/players/5db04597/Pablo-Maffeo
2019,Stuttgart,Bundesliga,Hans Nunoo Sarpei,GHA,"FW,MF",19,1998,2,42,21,1.4,0.5,0,NA,0,2,20,11,0,0,3,-3,-6.43,-5.38,0.1,1.3,-1.2,-2.64,-2.13,https://fbref.com/en/players/9593331d/Hans-Nunoo-Sarpei
2019,Stuttgart,Bundesliga,Berkay Özcan,TUR,MF,20,1998,3,51,17,1.7,0.6,0,NA,0,3,17,2,0.33,0,0,0,0,1.14,0.1,1.3,-1.2,-2.07,-1.56,https://fbref.com/en/players/31114001/Berkay-Ozcan
2019,Stuttgart,Bundesliga,Benjamin Pavard,FRA,DF,22,1996,29,2610,90,85.3,29,29,90,29,0,NA,0,0.86,26,57,-31,-1.07,0.33,32.1,48.9,-16.8,-0.58,-0.28,https://fbref.com/en/players/45a03961/Benjamin-Pavard
2019,Stuttgart,Bundesliga,Borna Sosa,CRO,"DF,MF",20,1998,12,616,51,20.1,6.8,7,84,6,5,5,5,0.92,5,11,-6,-0.88,0.3,9.7,13.7,-4,-0.59,-0.06,https://fbref.com/en/players/af0d79a9/Borna-Sosa
2019,Stuttgart,Bundesliga,Erik Thommy,GER,"MF,FW",23,1994,19,794,42,25.9,8.8,6,72,0,13,28,11,0.68,3,22,-19,-2.15,-1.4,9.7,17.8,-8,-0.91,-0.5,https://fbref.com/en/players/df8e7b62/Erik-Thommy
2019,Stuttgart,Bundesliga,Ron-Robert Zieler,GER,GK,29,1989,34,3060,90,100,34,34,90,34,0,NA,0,0.82,32,70,-38,-1.12,NA,39,57.4,-18.3,-0.54,NA,https://fbref.com/en/players/a0606ae8/Ron-Robert-Zieler
2019,Stuttgart,Bundesliga,Steven Zuber,SUI,"FW,MF",26,1991,13,1051,81,34.3,11.7,13,81,5,0,NA,0,0.54,14,27,-13,-1.11,0.01,16.2,20.9,-4.7,-0.4,0.21,https://fbref.com/en/players/b6a6e0a7/Steven-Zuber
2019,Werder Bremen,Bundesliga,Ludwig Augustinsson,SWE,DF,24,1994,34,3026,89,98.9,33.6,34,89,32,0,NA,0,1.56,58,48,10,0.3,2.94,48.9,52.7,-3.8,-0.11,1.3,https://fbref.com/en/players/9fec8860/Ludwig-Augustinsson
2019,Werder Bremen,Bundesliga,Philipp Bargfrede,GER,"MF,DF",29,1989,15,1079,72,35.3,12,13,79,5,2,28,1,1.73,19,14,5,0.42,0.24,17.7,15.1,2.6,0.22,0.54,https://fbref.com/en/players/3f7cd8f1/Philipp-Bargfrede
2019,Werder Bremen,Bundesliga,Fin Bartels,GER,FW,31,1987,2,23,12,0.8,0.3,0,NA,0,2,11,0,3,2,1,1,3.91,3.68,0.6,0.6,0,0.16,0.29,https://fbref.com/en/players/acc7b7ec/Fin-Bartels
2019,Werder Bremen,Bundesliga,Felix Beijmo,SWE,DF,20,1998,0,NA,NA,NA,NA,0,NA,0,0,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://fbref.com/en/players/71115017/Felix-Beijmo
2019,Werder Bremen,Bundesliga,Johannes Eggestein,GER,"FW,MF",20,1998,23,1113,48,36.4,12.4,12,71,1,11,23,7,1.57,21,18,3,0.24,-0.03,20,21.5,-1.5,-0.12,0.01,https://fbref.com/en/players/d571df78/Johannes-Eggestein
2019,Werder Bremen,Bundesliga,Maximilian Eggestein,GER,MF,21,1996,34,3052,90,99.7,33.9,34,90,33,0,NA,0,1.56,58,49,9,0.27,0.27,49.5,53.9,-4.4,-0.13,-0.13,https://fbref.com/en/players/beb882a8/Maximilian-Eggestein
2019,Werder Bremen,Bundesliga,Marco Friedl,AUT,DF,20,1998,7,474,68,15.5,5.3,5,81,4,2,34,27,2,11,9,2,0.38,0.14,6.1,10.1,-4,-0.76,-0.75,https://fbref.com/en/players/f86ad3f5/Marco-Friedl
2019,Werder Bremen,Bundesliga,Theodor Gebre Selassie,CZE,DF,31,1986,32,2814,88,92,31.3,32,88,31,0,NA,0,1.53,53,46,7,0.22,-0.51,46.9,48.7,-1.8,-0.06,0.88,https://fbref.com/en/players/3f65898c/Theodor-Gebre-Selassie
2019,Werder Bremen,Bundesliga,Martin Harnik,AUT,"FW,MF",31,1987,18,828,46,27.1,9.2,10,68,1,8,19,8,1.72,19,15,4,0.43,0.23,18.3,14,4.2,0.46,0.81,https://fbref.com/en/players/99b7584f/Martin-Harnik
2019,Werder Bremen,Bundesliga,Aron Jóhannsson,USA,MF,27,1990,1,4,4,0.1,0,0,NA,0,1,3,2,3,1,0,1,22.5,22.26,0.1,0,0.1,1.48,1.61,https://fbref.com/en/players/c0dc9fc7/Aron-Johannsson
2019,Werder Bremen,Bundesliga,Florian Kainz,AUT,FW,25,1992,8,373,47,12.2,4.1,5,67,0,3,13,5,1.75,5,4,1,0.24,-0.03,4.2,5.7,-1.5,-0.36,-0.26,https://fbref.com/en/players/94c18565/Florian-Kainz
2019,Werder Bremen,Bundesliga,Stefanos Kapino,GRE,GK,24,1994,1,45,45,1.5,0.5,0,NA,0,1,45,16,3,2,1,1,2,1.76,0.9,0.4,0.6,1.11,1.25,https://fbref.com/en/players/62ba5881/Stefanos-Kapino
2019,Werder Bremen,Bundesliga,Davy Klaassen,NED,MF,25,1993,33,2816,85,92,31.3,33,85,26,0,NA,0,1.52,55,45,10,0.32,0.69,45.4,48.7,-3.3,-0.11,0.28,https://fbref.com/en/players/15fd5593/Davy-Klaassen
2019,Werder Bremen,Bundesliga,Max Kruse,GER,"FW,MF",30,1988,32,2832,89,92.5,31.5,32,89,27,0,NA,0,1.47,53,47,6,0.19,-0.99,46.3,49,-2.7,-0.09,0.57,https://fbref.com/en/players/f9446dcd/Max-Kruse
2019,Werder Bremen,Bundesliga,Sebastian Langkamp,GER,DF,30,1988,21,1414,67,46.2,15.7,15,84,13,6,27,10,1.48,27,25,2,0.13,-0.26,22.5,24.9,-2.4,-0.15,-0.04,https://fbref.com/en/players/74d70fb5/Sebastian-Langkamp
2019,Werder Bremen,Bundesliga,Jean-Manuel Mbom,GER,MF,18,2000,0,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://fbref.com/en/players/1a5d7cb9/Jean-Manuel-Mbom
2019,Werder Bremen,Bundesliga,Kevin Möhwald,GER,"MF,FW",25,1993,23,873,38,28.5,9.7,7,84,4,16,18,5,1.61,15,11,4,0.41,0.21,12.5,14.6,-2.1,-0.22,-0.12,https://fbref.com/en/players/a5ce09f2/Kevin-Mohwald
2019,Werder Bremen,Bundesliga,Niklas Moisander,FIN,DF,32,1985,30,2637,88,86.2,29.3,30,88,28,0,NA,0,1.63,47,36,11,0.38,0.8,41.8,44,-2.3,-0.08,0.37,https://fbref.com/en/players/00844823/Niklas-Moisander
2019,Werder Bremen,Bundesliga,Yuya Osako,JPN,"FW,MF",28,1990,21,1346,64,44,15,15,78,5,6,29,1,1.29,20,22,-2,-0.13,-0.71,19.8,23,-3.2,-0.22,-0.15,https://fbref.com/en/players/f69fba57/Yuya-Osako
2019,Werder Bremen,Bundesliga,Jiří Pavlenka,CZE,GK,26,1992,34,2977,88,97.3,33.1,34,88,32,0,NA,0,1.56,55,47,8,0.24,-0.84,47.7,52.5,-4.8,-0.15,-0.63,https://fbref.com/en/players/0a1cb833/Jiri-Pavlenka
2019,Werder Bremen,Bundesliga,Claudio Pizarro,PER,FW,39,1978,26,692,27,22.6,7.7,3,72,0,23,21,6,1.5,23,12,11,1.43,1.51,13.2,14.6,-1.3,-0.17,-0.06,https://fbref.com/en/players/54b6ee79/Claudio-Pizarro
2019,Werder Bremen,Bundesliga,Luca Plogmann,GER,GK,18,2000,1,38,38,1.2,0.4,0,NA,0,1,37,16,3,1,1,0,0,-0.27,0.9,1,-0.1,-0.26,-0.13,https://fbref.com/en/players/206c37d3/Luca-Plogmann
2019,Werder Bremen,Bundesliga,Milot Rashica,KVX,"FW,MF",22,1996,26,1550,60,50.7,17.2,19,74,4,7,21,4,1.54,28,22,6,0.35,0.17,23.5,27.9,-4.4,-0.25,-0.25,https://fbref.com/en/players/6c6a3300/Milot-Rashica
