Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,Mins_Per_90,Cmp_Total,Att_Total,Cmp_percent_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp_percent_Short,Cmp_Medium,Att_Medium,Cmp_percent_Medium,Cmp_Long,Att_Long,Cmp_percent_Long,Ast,xA,A_minus_xA,KP,Final_Third,PPA,CrsPA,Prog,Url
2020,Eint Frankfurt,Bundesliga,Makoto Hasebe,JPN,"DF,MF",35,1984,21.9,1210,1374,88.1,27587,8322,303,331,91.5,637,681,93.5,260,334,77.8,0,0.8,-0.8,11,106,4,0,102,https://fbref.com/en/players/9ab16552/Makoto-Hasebe
2020,Eint Frankfurt,Bundesliga,Martin Hinteregger,AUT,DF,26,1992,30.2,1280,1651,77.5,28579,13123,362,427,84.8,667,785,85,241,399,60.4,1,0.5,0.5,7,104,9,2,123,https://fbref.com/en/players/080440a4/Martin-Hinteregger
2020,Eint Frankfurt,Bundesliga,Stefan Ilsanker,AUT,"DF,MF",30,1989,9.3,436,540,80.7,9195,2989,137,163,84,210,246,85.4,85,115,73.9,1,0.8,0.2,6,30,3,1,33,https://fbref.com/en/players/8494acc4/Stefan-Ilsanker
2020,Eint Frankfurt,Bundesliga,Dejan Joveljić,SRB,FW,19,1999,1.7,22,28,78.6,270,11,15,19,78.9,4,4,100,1,2,50,0,0,0,0,0,0,0,0,https://fbref.com/en/players/95a24690/Dejan-Joveljic
2020,Eint Frankfurt,Bundesliga,Daichi Kamada,JPN,"MF,FW",22,1996,21.9,579,773,74.9,10747,2647,279,322,86.6,204,256,79.7,86,162,53.1,4,3.1,0.9,39,60,15,3,66,https://fbref.com/en/players/15b287da/Daichi-Kamada
2020,Eint Frankfurt,Bundesliga,Dominik Kohr,GER,MF,25,1994,16.1,634,787,80.6,11129,2909,298,338,88.2,246,299,82.3,75,114,65.8,3,1.1,1.9,15,64,13,2,81,https://fbref.com/en/players/0fbecd11/Dominik-Kohr
2020,Eint Frankfurt,Bundesliga,Filip Kostić,SRB,"DF,MF",26,1992,32.9,965,1613,59.8,19659,8143,377,508,74.2,390,570,68.4,180,432,41.7,11,9.3,1.7,79,71,61,41,117,https://fbref.com/en/players/b1cd37e6/Filip-Kostic
2020,Eint Frankfurt,Bundesliga,Obite N'Dicka,FRA,DF,19,1999,19.1,872,1057,82.5,15146,5601,368,418,88,422,483,87.4,65,117,55.6,1,1,0,8,62,5,2,62,https://fbref.com/en/players/441197b8/Obite-NDicka
2020,Eint Frankfurt,Bundesliga,Gonçalo Paciência,POR,FW,24,1994,14.3,202,316,63.9,3238,953,116,147,78.9,46,78,59,29,50,58,3,3.2,-0.2,19,20,17,4,31,https://fbref.com/en/players/962e54cb/Goncalo-Paciencia
2020,Eint Frankfurt,Bundesliga,Ante Rebić,CRO,FW,25,1993,1,9,18,50,114,18,5,9,55.6,3,5,60,0,0,NA,0,0.1,-0.1,2,0,0,0,1,https://fbref.com/en/players/536cebe5/Ante-Rebic
2020,Eint Frankfurt,Bundesliga,Sebastian Rode,GER,MF,28,1990,21.5,1025,1209,84.8,19626,4865,418,468,89.3,436,492,88.6,150,198,75.8,3,1.5,1.5,23,86,18,5,111,https://fbref.com/en/players/e12b0b5b/Sebastian-Rode
2020,Eint Frankfurt,Bundesliga,Frederik Rønnow,DEN,GK,26,1992,9,241,344,70.1,8172,6022,42,42,100,91,92,98.9,108,210,51.4,0,0,0,0,12,2,0,1,https://fbref.com/en/players/a70b8345/Frederik-Ronnow
2020,Eint Frankfurt,Bundesliga,André Silva,POR,FW,23,1995,17.5,340,483,70.4,5018,979,193,259,74.5,111,149,74.5,19,37,51.4,3,4.3,-1.3,29,20,12,1,38,https://fbref.com/en/players/3effaa34/Andre-Silva
2020,Eint Frankfurt,Bundesliga,Djibril Sow,SUI,MF,22,1997,19.4,717,876,81.8,14465,3404,255,287,88.9,318,365,87.1,129,186,69.4,3,2.5,0.5,25,77,20,9,75,https://fbref.com/en/players/4c6facae/Djibril-Sow
2020,Eint Frankfurt,Bundesliga,Lucas Torró,ESP,"MF,FW",25,1994,3.7,150,174,86.2,2748,803,66,74,89.2,62,70,88.6,19,25,76,0,0,0,1,22,1,0,14,https://fbref.com/en/players/0e4fef6e/Lucas-Torro
2020,Eint Frankfurt,Bundesliga,Almamy Touré,MLI,DF,23,1996,16.6,493,704,70,9150,4150,201,246,81.7,232,312,74.4,54,121,44.6,3,2,1,21,47,20,12,71,https://fbref.com/en/players/c8c60119/Almamy-Toure
2020,Eint Frankfurt,Bundesliga,Kevin Trapp,GER,GK,29,1990,22,701,939,74.7,21111,13843,133,135,98.5,306,308,99.4,259,493,52.5,0,0,0,0,18,0,0,1,https://fbref.com/en/players/ce17b5eb/Kevin-Trapp
2020,Eint Frankfurt,Bundesliga,Felix Wiedwald,GER,GK,29,1990,3,70,103,68,2328,1730,8,9,88.9,29,32,90.6,33,62,53.2,0,0,0,0,2,0,0,0,https://fbref.com/en/players/e2d34771/Felix-Wiedwald
2020,Freiburg,Bundesliga,Amir Abrashi,ALB,MF,29,1990,7.4,298,342,87.1,4705,1028,148,165,89.7,123,130,94.6,16,25,64,0,0.1,-0.1,4,19,5,3,21,https://fbref.com/en/players/1c08a3c8/Amir-Abrashi
2020,Freiburg,Bundesliga,Brandon Borrello,AUS,"MF,FW",24,1995,3.3,59,76,77.6,954,119,28,32,87.5,28,37,75.7,2,3,66.7,0,0.2,-0.2,2,1,1,0,3,https://fbref.com/en/players/b4d90315/Brandon-Borrello
2020,Freiburg,Bundesliga,Kwon Chang-hoon,KOR,"MF,FW",25,1994,7.5,198,275,72,3593,983,93,115,80.9,78,100,78,24,44,54.5,0,1.1,-1.1,10,15,9,5,21,https://fbref.com/en/players/7961f7aa/Kwon-Chang-hoon
2020,Freiburg,Bundesliga,Mark Flekken,NED,GK,26,1993,10,305,435,70.1,10092,6118,36,37,97.3,140,140,100,129,257,50.2,0,0,0,0,9,1,0,0,https://fbref.com/en/players/a92ab7be/Mark-Flekken
2020,Freiburg,Bundesliga,Mike Frantz,GER,"MF,DF",32,1986,3.9,97,133,72.9,1727,519,45,56,80.4,38,49,77.6,10,21,47.6,1,0.7,0.3,7,9,3,3,7,https://fbref.com/en/players/482b70ad/Mike-Frantz
2020,Freiburg,Bundesliga,Jérôme Gondorf,GER,MF,31,1988,1.3,30,39,76.9,507,134,13,16,81.3,15,19,78.9,2,4,50,0,0,0,1,2,3,0,6,https://fbref.com/en/players/49ffe0f2/Jerome-Gondorf
2020,Freiburg,Bundesliga,Vincenzo Grifo,ITA,"MF,FW",26,1993,18,553,764,72.4,10899,3542,249,295,84.4,181,233,77.7,104,190,54.7,8,4.6,3.4,35,38,22,6,60,https://fbref.com/en/players/54e4866f/Vincenzo-Grifo
2020,Freiburg,Bundesliga,Manuel Gulde,GER,DF,28,1991,15.2,703,818,85.9,15993,4938,171,188,91,375,401,93.5,153,213,71.8,0,0.2,-0.2,5,58,9,2,64,https://fbref.com/en/players/25ab9c9c/Manuel-Gulde
2020,Freiburg,Bundesliga,Christian Günter,GER,DF,26,1993,33.7,1159,1644,70.5,22827,10410,429,503,85.3,562,707,79.5,159,365,43.6,8,7.3,0.7,80,62,62,44,114,https://fbref.com/en/players/8593f88c/Christian-Gunter
2020,Freiburg,Bundesliga,Janik Haberer,GER,"MF,FW",25,1994,19.1,741,882,84,14439,2581,296,344,86,314,358,87.7,109,140,77.9,2,0.7,1.3,14,66,11,1,67,https://fbref.com/en/players/70dcf94d/Janik-Haberer
2020,Freiburg,Bundesliga,Dominique Heintz,GER,DF,25,1993,27,1113,1321,84.3,26784,8676,237,264,89.8,600,647,92.7,268,379,70.7,1,0.2,0.8,4,122,10,4,87,https://fbref.com/en/players/699fb8db/Dominique-Heintz
2020,Freiburg,Bundesliga,Nicolas Höfler,GER,MF,29,1990,30.9,1230,1467,83.8,23438,6103,422,500,84.4,624,687,90.8,144,203,70.9,0,0.4,-0.4,14,115,13,0,123,https://fbref.com/en/players/5d8e331f/Nicolas-Hofler
2020,Freiburg,Bundesliga,Lucas Höler,GER,"FW,MF",25,1994,27.6,452,647,69.9,6313,945,278,359,77.4,116,171,67.8,29,44,65.9,2,2.1,-0.1,23,21,15,5,25,https://fbref.com/en/players/ca618d23/Lucas-Holer
2020,Freiburg,Bundesliga,Gian-Luca Itter,GER,"DF,MF",20,1999,0.4,25,27,92.6,504,146,10,10,100,11,13,84.6,4,4,100,0,0,0,0,2,2,2,5,https://fbref.com/en/players/e6c15f6e/Gian-Luca-Itter
2020,Freiburg,Bundesliga,Yannik Keitel,GER,MF,19,2000,1.9,54,63,85.7,1125,236,16,18,88.9,30,33,90.9,8,11,72.7,0,0.1,-0.1,1,2,0,0,1,https://fbref.com/en/players/d2c580ce/Yannik-Keitel
2020,Freiburg,Bundesliga,Robin Koch,GER,"DF,MF",23,1996,30.1,1253,1466,85.5,31223,8910,232,277,83.8,694,772,89.9,323,391,82.6,0,1.5,-1.5,13,77,13,4,83,https://fbref.com/en/players/ea6bc03a/Robin-Koch
2020,Freiburg,Bundesliga,Lukas Kübler,GER,DF,26,1992,2.3,77,96,80.2,1858,743,20,25,80,34,39,87.2,22,30,73.3,0,0,0,0,10,1,0,9,https://fbref.com/en/players/2a29eb9b/Lukas-Kubler
2020,Freiburg,Bundesliga,Philipp Lienhart,AUT,DF,23,1996,20.2,891,1024,87,20842,5644,185,205,90.2,537,564,95.2,168,246,68.3,1,0.7,0.3,2,49,4,0,46,https://fbref.com/en/players/302527b2/Philipp-Lienhart
2020,Freiburg,Bundesliga,Nils Petersen,GER,"FW,MF",30,1988,27.1,332,512,64.8,5202,867,179,245,73.1,98,165,59.4,33,53,62.3,2,2.4,-0.4,32,18,7,1,21,https://fbref.com/en/players/f93e6e94/Nils-Petersen
2020,Freiburg,Bundesliga,Roland Sallai,HUN,"MF,FW",22,1997,12.9,237,343,69.1,3696,837,124,148,83.8,93,129,72.1,13,33,39.4,0,1.5,-1.5,12,13,9,1,25,https://fbref.com/en/players/bf075f6b/Roland-Sallai
2020,Freiburg,Bundesliga,Nico Schlotterbeck,GER,DF,19,1999,4.1,152,194,78.4,3407,1103,48,55,87.3,74,84,88.1,30,50,60,0,0.3,-0.3,3,11,0,0,15,https://fbref.com/en/players/34e12499/Nico-Schlotterbeck
2020,Freiburg,Bundesliga,Jonathan Schmid,FRA,DF,29,1990,31.5,1178,1555,75.8,22367,9933,476,544,87.5,545,683,79.8,143,275,52,1,2.5,-1.5,28,85,29,13,138,https://fbref.com/en/players/088ca1bd/Jonathan-Schmid
2020,Freiburg,Bundesliga,Alexander Schwolow,GER,GK,27,1992,23.2,668,979,68.2,21645,13299,91,91,100,310,314,98.7,266,572,46.5,0,0,0,0,10,0,0,0,https://fbref.com/en/players/0d55d942/Alexander-Schwolow
2020,Freiburg,Bundesliga,Lino Tempelmann,GER,MF,20,1999,0.4,7,10,70,126,25,4,6,66.7,2,3,66.7,1,1,100,0,0,0,0,0,0,0,0,https://fbref.com/en/players/4e3a947f/Lino-Tempelmann
2020,Freiburg,Bundesliga,Niclas Thiede,GER,GK,20,1999,0.8,32,41,78,704,315,10,10,100,16,17,94.1,6,14,42.9,0,0,0,0,1,0,0,0,https://fbref.com/en/players/cac55e10/Niclas-Thiede
2020,Freiburg,Bundesliga,Luca Waldschmidt,GER,"FW,MF",23,1996,14.1,276,356,77.5,4616,958,131,167,78.4,109,124,87.9,26,37,70.3,1,1.2,-0.2,11,15,14,3,25,https://fbref.com/en/players/e5a35ae9/Luca-Waldschmidt
2020,Hertha BSC,Bundesliga,Santiago Ascacíbar,ARG,MF,22,1997,7,260,308,84.4,4754,931,111,126,88.1,111,126,88.1,29,39,74.4,1,0.1,0.9,2,12,1,1,19,https://fbref.com/en/players/e26fcca3/Santiago-Ascacibar
2020,Hertha BSC,Bundesliga,Dedryck Boyata,BEL,DF,28,1990,27.1,1219,1345,90.6,29167,6620,242,265,91.3,653,694,94.1,317,372,85.2,1,1,0,3,45,1,0,43,https://fbref.com/en/players/7c473e12/Dedryck-Boyata
2020,Hertha BSC,Bundesliga,Per Ciljan Skjelbred,NOR,MF,32,1987,18.1,597,712,83.8,11799,3127,214,245,87.3,281,329,85.4,90,113,79.6,0,0.2,-0.2,3,48,3,0,52,https://fbref.com/en/players/ecab64a0/Per-Ciljan-Skjelbred
2020,Hertha BSC,Bundesliga,Matheus Cunha,BRA,"FW,MF",20,1999,8.3,121,176,68.8,2655,904,57,75,76,35,52,67.3,26,39,66.7,0,0.4,-0.4,7,20,8,1,25,https://fbref.com/en/players/dc62b55d/Matheus-Cunha
2020,Hertha BSC,Bundesliga,Vladimír Darida,CZE,MF,28,1990,25.1,843,1153,73.1,17638,4608,288,345,83.5,383,469,81.7,165,286,57.7,4,3.8,0.2,48,76,24,10,80,https://fbref.com/en/players/3eb0f2df/Vladimir-Darida
2020,Hertha BSC,Bundesliga,Javairô Dilrosun,NED,"MF,FW",21,1998,14.5,298,412,72.3,5142,1577,163,194,84,97,134,72.4,33,60,55,2,1.2,0.8,13,29,10,5,37,https://fbref.com/en/players/34a0f5ff/Javairo-Dilrosun
2020,Hertha BSC,Bundesliga,Ondrej Duda,SVK,"MF,FW",24,1994,5,152,192,79.2,2577,634,75,84,89.3,56,62,90.3,17,33,51.5,1,0.5,0.5,6,18,4,0,17,https://fbref.com/en/players/79ca3e23/Ondrej-Duda
2020,Hertha BSC,Bundesliga,Alexander Esswein,GER,"FW,MF",29,1990,2.4,59,93,63.4,1025,324,24,29,82.8,28,39,71.8,6,18,33.3,0,1,-1,3,6,1,0,12,https://fbref.com/en/players/b48215cd/Alexander-Esswein
2020,Hertha BSC,Bundesliga,Marko Grujić,SRB,MF,23,1996,26.8,883,1096,80.6,17039,4104,360,426,84.5,374,456,82,135,169,79.9,1,0.6,0.4,13,97,12,1,103,https://fbref.com/en/players/8b8e759d/Marko-Grujic
2020,Hertha BSC,Bundesliga,Vedad Ibišević,BIH,FW,34,1984,14,171,241,71,2956,692,85,112,75.9,51,73,69.9,25,34,73.5,2,2.1,-0.1,13,17,4,1,15,https://fbref.com/en/players/c3fd9887/Vedad-Ibisevic
2020,Hertha BSC,Bundesliga,Rune Jarstein,NOR,GK,34,1984,28.3,658,1007,65.3,24515,17223,82,82,100,223,226,98.7,352,697,50.5,0,0.2,-0.2,1,13,0,0,0,https://fbref.com/en/players/27d2618c/Rune-Jarstein
2020,Hertha BSC,Bundesliga,Salomon Kalou,CIV,"FW,MF",33,1985,1.6,29,44,65.9,458,188,16,19,84.2,8,14,57.1,3,7,42.9,0,0.2,-0.2,1,4,2,0,4,https://fbref.com/en/players/2042d931/Salomon-Kalou
2020,Hertha BSC,Bundesliga,Lukas Klünter,GER,DF,23,1996,20.9,573,825,69.5,10839,4700,208,252,82.5,303,398,76.1,55,139,39.6,2,1.8,0.2,13,35,14,8,41,https://fbref.com/en/players/92948149/Lukas-Klunter
2020,Hertha BSC,Bundesliga,Pascal Köpke,GER,FW,23,1995,1.3,25,36,69.4,359,66,14,18,77.8,6,12,50,2,2,100,0,0,0,1,0,0,0,1,https://fbref.com/en/players/3861d9cc/Pascal-Kopke
2020,Hertha BSC,Bundesliga,Thomas Kraft,GER,GK,31,1988,4,78,129,60.5,3102,2356,9,9,100,26,26,100,43,94,45.7,0,0,0,0,2,0,0,0,https://fbref.com/en/players/bb25c778/Thomas-Kraft
2020,Hertha BSC,Bundesliga,Mathew Leckie,AUS,"DF,FW",28,1991,2.2,61,85,71.8,1102,282,27,34,79.4,28,34,82.4,5,8,62.5,0,0,0,0,3,0,0,8,https://fbref.com/en/players/b93b7882/Mathew-Leckie
2020,Hertha BSC,Bundesliga,Eduard Löwen,GER,MF,22,1997,3.5,118,147,80.3,2485,741,44,52,84.6,53,59,89.8,21,34,61.8,0,0,0,0,17,1,0,12,https://fbref.com/en/players/70678132/Eduard-Lowen
2020,Hertha BSC,Bundesliga,Dodi Lukebakio,BEL,"FW,MF",21,1997,22.6,480,637,75.4,8575,1837,239,282,84.8,159,212,75,63,102,61.8,6,5,1,35,28,20,7,49,https://fbref.com/en/players/0c61c77c/Dodi-Lukebakio
2020,Hertha BSC,Bundesliga,Arne Maier,GER,MF,20,1999,5.9,271,324,83.6,6060,1497,87,102,85.3,114,126,90.5,64,83,77.1,0,0.6,-0.6,10,31,8,1,28,https://fbref.com/en/players/ab700320/Arne-Maier
2020,Hertha BSC,Bundesliga,Maximilian Mittelstädt,GER,"DF,FW",22,1997,21,814,1124,72.4,16500,6151,339,388,87.4,318,403,78.9,138,279,49.5,3,1.6,1.4,23,68,22,11,88,https://fbref.com/en/players/88d4144a/Maximilian-Mittelstadt
2020,Hertha BSC,Bundesliga,Jessic Ngankam,GER,"FW,MF",19,2000,0.9,11,14,78.6,215,45,6,7,85.7,2,3,66.7,3,4,75,1,0.9,0.1,3,0,2,2,0,https://fbref.com/en/players/bc249af8/Jessic-Ngankam
2020,Hertha BSC,Bundesliga,Peter Pekarík,SVK,DF,32,1986,8.5,351,434,80.9,6992,2233,124,138,89.9,176,201,87.6,46,80,57.5,0,0.6,-0.6,6,16,10,6,29,https://fbref.com/en/players/c18d22f5/Peter-Pekarik
2020,Hertha BSC,Bundesliga,Krzysztof Piątek,POL,"FW,MF",24,1995,10.1,163,216,75.5,2657,385,92,114,80.7,45,62,72.6,15,18,83.3,1,1.4,-0.4,8,11,2,0,9,https://fbref.com/en/players/17f3620a/Krzysztof-Piatek
2020,Hertha BSC,Bundesliga,Marvin Plattenhardt,GER,DF,27,1992,15.5,547,743,73.6,11371,5265,202,225,89.8,247,304,81.3,96,187,51.3,5,2.6,2.4,21,32,9,8,38,https://fbref.com/en/players/f7aa75bd/Marvin-Plattenhardt
2020,Hertha BSC,Bundesliga,Daishawn Redan,NED,FW,18,2001,0.2,6,7,85.7,74,14,6,6,100,0,0,NA,0,1,0,0,0,0,0,1,0,0,0,https://fbref.com/en/players/16b4260e/Daishawn-Redan
2020,Hertha BSC,Bundesliga,Karim Rekik,NED,DF,24,1994,14,621,698,89,13532,4497,179,188,95.2,307,327,93.9,126,167,75.4,0,0.5,-0.5,3,43,1,1,32,https://fbref.com/en/players/3376a776/Karim-Rekik
2020,Hertha BSC,Bundesliga,Lazar Samardzic,GER,"MF,FW",17,2002,0.4,6,7,85.7,135,25,3,3,100,2,3,66.7,1,1,100,0,0,0,0,0,1,0,1,https://fbref.com/en/players/217c93a1/Lazar-Samardzic
2020,Hertha BSC,Bundesliga,Davie Selke,GER,FW,24,1995,10.7,141,235,60,1773,321,91,133,68.4,34,67,50.7,5,16,31.3,1,0.4,0.6,5,7,4,0,11,https://fbref.com/en/players/1238a3f9/Davie-Selke
2020,Hertha BSC,Bundesliga,Dennis Smarsch,GER,GK,20,1999,1.7,50,70,71.4,1556,1086,8,8,100,22,22,100,20,40,50,0,0,0,0,0,0,0,0,https://fbref.com/en/players/45f6f52b/Dennis-Smarsch
2020,Hertha BSC,Bundesliga,Niklas Stark,GER,DF,24,1995,19.2,710,848,83.7,15778,5699,192,210,91.4,356,401,88.8,155,213,72.8,0,0.5,-0.5,3,55,2,0,59,https://fbref.com/en/players/aad48be9/Niklas-Stark
2020,Hertha BSC,Bundesliga,Jordan Torunarigha,GER,DF,21,1997,16.2,699,813,86,17240,4602,110,129,85.3,391,424,92.2,190,245,77.6,1,0.4,0.6,5,38,2,0,38,https://fbref.com/en/players/f86cabbd/Jordan-Torunarigha
2020,Hertha BSC,Bundesliga,Marius Wolf,GER,"FW,MF",24,1995,15.7,465,674,69,8913,3702,203,253,80.2,167,222,75.2,78,132,59.1,3,1.7,1.3,18,50,17,10,78,https://fbref.com/en/players/fa661778/Marius-Wolf
2020,Hoffenheim,Bundesliga,Sargis Adamyan,ARM,"FW,MF",26,1993,8.3,140,191,73.3,2008,429,90,110,81.8,40,54,74.1,6,11,54.5,1,0.9,0.1,7,5,4,2,13,https://fbref.com/en/players/22919e97/Sargis-Adamyan
2020,Hoffenheim,Bundesliga,Kevin Akpoguma,NGA,DF,24,1995,12.7,659,754,87.4,12650,3663,229,244,93.9,370,400,92.5,56,101,55.4,0,0,0,1,25,1,0,26,https://fbref.com/en/players/6ec6fde0/Kevin-Akpoguma
2020,Hoffenheim,Bundesliga,Oliver Baumann,GER,GK,29,1990,30,1012,1303,77.7,25497,14467,285,285,100,447,453,98.7,260,545,47.7,0,0.1,-0.1,1,12,1,0,1,https://fbref.com/en/players/47064058/Oliver-Baumann
2020,Hoffenheim,Bundesliga,Christoph Baumgartner,AUT,"MF,FW",19,1999,16.6,354,496,71.4,5397,1138,195,250,78,117,149,78.5,26,53,49.1,2,2.3,-0.3,18,22,7,1,33,https://fbref.com/en/players/437f2b00/Christoph-Baumgartner
2020,Hoffenheim,Bundesliga,Ihlas Bebou,TOG,"FW,MF",25,1994,23.4,456,643,70.9,6793,1830,273,345,79.1,133,183,72.7,31,60,51.7,1,3.3,-2.3,31,33,24,10,45,https://fbref.com/en/players/a53b661f/Ihlas-Bebou
2020,Hoffenheim,Bundesliga,Maximilian Beier,GER,"FW,MF",16,2002,1.2,15,22,68.2,199,30,8,9,88.9,6,10,60,0,0,NA,0,0.1,-0.1,1,0,0,0,0,https://fbref.com/en/players/5db45ee5/Maximilian-Beier
2020,Hoffenheim,Bundesliga,Ishak Belfodil,ALG,"FW,MF",27,1992,3,49,65,75.4,695,156,34,39,87.2,11,17,64.7,2,2,100,0,0.2,-0.2,5,4,2,0,7,https://fbref.com/en/players/ff182fdc/Ishak-Belfodil
2020,Hoffenheim,Bundesliga,Ermin Bičakčić,BIH,DF,29,1990,13.1,700,788,88.8,13734,5068,256,269,95.2,340,367,92.6,94,135,69.6,0,0.4,-0.4,2,39,4,0,59,https://fbref.com/en/players/7aac47fe/Ermin-Bicakcic
2020,Hoffenheim,Bundesliga,Leonardo Bittencourt,GER,FW,25,1993,0,2,3,66.7,37,0,1,2,50,1,1,100,0,0,NA,0,0,0,0,0,0,0,0,https://fbref.com/en/players/dc62fbee/Leonardo-Bittencourt
2020,Hoffenheim,Bundesliga,Melayro Bogarde,NED,DF,17,2002,0.6,31,38,81.6,502,86,16,17,94.1,12,12,100,2,7,28.6,0,0,0,0,1,0,0,0,https://fbref.com/en/players/1fda91b3/Melayro-Bogarde
2020,Hoffenheim,Bundesliga,Jacob Bruun Larsen,DEN,"FW,MF",20,1998,4.3,106,138,76.8,1741,347,59,69,85.5,36,46,78.3,9,13,69.2,1,1.3,-0.3,13,4,5,1,5,https://fbref.com/en/players/4e204552/Jacob-Bruun-Larsen
2020,Hoffenheim,Bundesliga,Moanes Dabbur,ISR,FW,27,1992,8.5,189,260,72.7,2751,806,115,140,82.1,47,65,72.3,16,26,61.5,0,0.6,-0.6,6,18,8,0,26,https://fbref.com/en/players/eac044ad/Moanes-Dabbur
2020,Hoffenheim,Bundesliga,Ilay Elmkies,ISR,MF,19,2000,0,4,4,100,37,5,3,3,100,1,1,100,0,0,NA,0,0,0,0,0,1,0,1,https://fbref.com/en/players/6cb0211b/Ilay-Elmkies
2020,Hoffenheim,Bundesliga,Dennis Geiger,GER,MF,21,1998,12.6,516,621,83.1,9990,2695,203,229,88.6,224,248,90.3,81,123,65.9,3,2,1,27,37,12,2,58,https://fbref.com/en/players/37f606f0/Dennis-Geiger
2020,Hoffenheim,Bundesliga,Vincenzo Grifo,ITA,MF,26,1993,0.2,11,13,84.6,271,155,5,5,100,2,2,100,3,5,60,0,0,0,0,1,0,0,1,https://fbref.com/en/players/54e4866f/Vincenzo-Grifo
2020,Hoffenheim,Bundesliga,Florian Grillitsch,AUT,"MF,DF",23,1995,26.8,1577,1775,88.8,33358,7544,491,538,91.3,799,855,93.5,271,345,78.6,3,2.4,0.6,20,110,25,5,128,https://fbref.com/en/players/ffbbc83b/Florian-Grillitsch
2020,Hoffenheim,Bundesliga,Benjamin Hübner,GER,DF,30,1989,23,1364,1569,86.9,27908,12620,451,476,94.7,727,778,93.4,180,299,60.2,4,1.6,2.4,8,114,14,1,114,https://fbref.com/en/players/99de6b6f/Benjamin-Hubner
2020,Hoffenheim,Bundesliga,Pavel Kadeřábek,CZE,"DF,MF",27,1992,27.5,970,1365,71.1,16660,6581,472,556,84.9,407,530,76.8,80,206,38.8,7,3.5,3.5,36,60,41,30,102,https://fbref.com/en/players/79c90e45/Pavel-Kaderabek
2020,Hoffenheim,Bundesliga,Andrej Kramarić,CRO,"FW,MF",28,1991,15.8,445,554,80.3,7451,1455,221,261,84.7,172,201,85.6,37,61,60.7,2,3.2,-1.2,23,26,23,2,47,https://fbref.com/en/players/603cb947/Andrej-Kramaric
2020,Hoffenheim,Bundesliga,Jürgen Locadia,NED,FW,25,1993,5.9,97,133,72.9,1504,263,55,69,79.7,31,42,73.8,8,12,66.7,0,0.1,-0.1,3,8,3,1,7,https://fbref.com/en/players/6cc47ae1/Jurgen-Locadia
2020,Hoffenheim,Bundesliga,Håvard Nordtveit,NOR,DF,29,1990,7.8,423,496,85.3,9604,2834,106,113,93.8,217,233,93.1,93,136,68.4,1,0.3,0.7,1,26,2,0,33,https://fbref.com/en/players/6cafd68d/Havard-Nordtveit
2020,Hoffenheim,Bundesliga,Philipp Pentke,GER,GK,34,1985,4,125,162,77.2,3335,1951,27,27,100,59,59,100,36,73,49.3,0,0,0,1,3,0,0,0,https://fbref.com/en/players/c41f7379/Philipp-Pentke
2020,Hoffenheim,Bundesliga,Stefan Posch,AUT,DF,22,1997,25.6,1211,1480,81.8,24696,8733,379,418,90.7,651,734,88.7,172,290,59.3,0,0.9,-0.9,5,77,9,1,87,https://fbref.com/en/players/7f609bfc/Stefan-Posch
2020,Hoffenheim,Bundesliga,Lucas Ribeiro,BRA,MF,20,1999,0.7,18,25,72,277,36,10,14,71.4,6,7,85.7,2,3,66.7,0,0,0,0,0,0,0,0,https://fbref.com/en/players/607d64c6/Lucas-Ribeiro
2020,Hoffenheim,Bundesliga,Sebastian Rudy,GER,"MF,DF",29,1990,30.4,1220,1533,79.6,22920,7251,511,592,86.3,528,624,84.6,159,255,62.4,3,4.6,-1.6,53,108,31,8,147,https://fbref.com/en/players/80f36c88/Sebastian-Rudy
2020,Hoffenheim,Bundesliga,Lukas Rupp,GER,"MF,FW",28,1991,3.8,135,155,87.1,2127,462,75,85,88.2,52,57,91.2,5,7,71.4,0,0.1,-0.1,1,17,2,0,13,https://fbref.com/en/players/3faa1780/Lukas-Rupp
2020,Hoffenheim,Bundesliga,Diadie Samassékou,MLI,MF,23,1996,14.6,480,588,81.6,8354,1726,215,248,86.7,212,243,87.2,44,69,63.8,1,0.4,0.6,7,34,8,0,39,https://fbref.com/en/players/08593525/Diadie-Samassekou
2020,Hoffenheim,Bundesliga,Robert Skov,DEN,"DF,FW",23,1996,29,1005,1340,75,18535,6344,452,506,89.3,417,518,80.5,121,259,46.7,7,4.7,2.3,54,54,37,15,103,https://fbref.com/en/players/ff98492b/Robert-Skov
2020,Hoffenheim,Bundesliga,Kostas Stafylidis,GRE,DF,25,1993,4.4,149,189,78.8,2772,1070,63,72,87.5,64,78,82.1,19,33,57.6,0,0.2,-0.2,3,12,5,4,13,https://fbref.com/en/players/861e0116/Kostas-Stafylidis
2020,Hoffenheim,Bundesliga,Kevin Vogt,GER,DF,27,1991,10.7,776,830,93.5,17688,6316,182,194,93.8,427,441,96.8,164,189,86.8,0,0,0,1,30,1,0,27,https://fbref.com/en/players/1d8e9add/Kevin-Vogt
2020,Hoffenheim,Bundesliga,Steven Zuber,SUI,DF,27,1991,8.3,350,428,81.8,6328,2043,140,163,85.9,172,193,89.1,35,54,64.8,0,0.4,-0.4,6,14,6,3,27,https://fbref.com/en/players/b6a6e0a7/Steven-Zuber
