Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,Mins_Per_90,Cmp_Total,Att_Total,Cmp_percent_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp_percent_Short,Cmp_Medium,Att_Medium,Cmp_percent_Medium,Cmp_Long,Att_Long,Cmp_percent_Long,Ast,xA,A_minus_xA,KP,Final_Third,PPA,CrsPA,Prog,Url
2018,Wolfsburg,Bundesliga,John Brooks,USA,DF,24,1993,8.1,314,355,88.5,7368,2046,54,61,88.5,196,202,97,63,88,71.6,0,0,0,0,12,0,0,11,https://fbref.com/en/players/e27da244/John-Brooks
2018,Wolfsburg,Bundesliga,Jeffrey Bruma,NED,DF,25,1991,11,543,621,87.4,12709,3645,124,143,86.7,287,302,95,130,169,76.9,0,0.1,-0.1,1,31,3,1,39,https://fbref.com/en/players/fbffc4b1/Jeffrey-Bruma
2018,Wolfsburg,Bundesliga,Jakub Błaszczykowski,POL,"FW,MF",31,1985,5.8,136,199,68.3,2463,793,66,88,75,55,78,70.5,14,28,50,0,0.8,-0.8,6,8,3,3,19,https://fbref.com/en/players/2b350e6b/Jakub-Blaszczykowski
2018,Wolfsburg,Bundesliga,Ignacio Camacho,ESP,"MF,DF",27,1990,10.6,397,532,74.6,7717,2874,162,194,83.5,168,212,79.2,58,108,53.7,0,0.4,-0.4,4,40,2,0,44,https://fbref.com/en/players/8ed9b33a/Ignacio-Camacho
2018,Wolfsburg,Bundesliga,Koen Casteels,BEL,GK,25,1992,34,842,1296,65,29055,19027,86,87,98.9,350,357,98,406,850,47.8,0,0.1,-0.1,1,12,1,0,0,https://fbref.com/en/players/db401046/Koen-Casteels
2018,Wolfsburg,Bundesliga,Daniel Didavi,GER,"MF,FW",27,1990,24.9,710,971,73.1,12209,3048,354,425,83.3,268,355,75.5,75,150,50,5,2.8,2.2,32,63,19,5,74,https://fbref.com/en/players/d3096421/Daniel-Didavi
2018,Wolfsburg,Bundesliga,Landry Dimata,BEL,"FW,MF",19,1997,10,151,202,74.8,2055,283,90,112,80.4,51,67,76.1,5,11,45.5,1,0.4,0.6,6,8,0,0,7,https://fbref.com/en/players/b5f63410/Landry-Dimata
2018,Wolfsburg,Bundesliga,Ohis Felix Uduokhai,GER,DF,19,1997,17.3,776,903,85.9,16507,5616,226,248,91.1,415,454,91.4,133,187,71.1,0,0,0,1,33,4,0,40,https://fbref.com/en/players/677da306/Ohis-Felix-Uduokhai
2018,Wolfsburg,Bundesliga,Yannick Gerhardt,GER,"DF,MF",23,1994,13.6,494,651,75.9,8917,2852,208,257,80.9,226,273,82.8,51,99,51.5,1,0.6,0.4,13,39,9,2,42,https://fbref.com/en/players/62ab9184/Yannick-Gerhardt
2018,Wolfsburg,Bundesliga,Mario Gómez,GER,FW,32,1985,10.4,129,205,62.9,1940,266,67,105,63.8,51,78,65.4,5,12,41.7,2,1.3,0.7,10,6,4,1,7,https://fbref.com/en/players/71a20ce8/Mario-Gomez
2018,Wolfsburg,Bundesliga,Josuha Guilavogui,FRA,MF,26,1990,26.7,1161,1371,84.7,23414,6065,422,480,87.9,526,599,87.8,201,267,75.3,2,1.8,0.2,18,123,13,2,122,https://fbref.com/en/players/e6c43eec/Josuha-Guilavogui
2018,Wolfsburg,Bundesliga,Kaylen Hinds,ENG,"MF,FW",19,1998,1,7,12,58.3,105,29,4,5,80,3,6,50,0,0,NA,0,0,0,0,1,0,0,2,https://fbref.com/en/players/fdd5d298/Kaylen-Hinds
2018,Wolfsburg,Bundesliga,Gian-Luca Itter,GER,DF,18,1999,4.6,136,187,72.7,2491,908,55,65,84.6,67,82,81.7,13,37,35.1,0,0.1,-0.1,2,7,2,1,10,https://fbref.com/en/players/e6c15f6e/Gian-Luca-Itter
2018,Wolfsburg,Bundesliga,Paul Jaeckel,GER,DF,19,1998,3,111,137,81,2521,724,22,27,81.5,72,78,92.3,17,31,54.8,0,0.2,-0.2,2,6,5,2,8,https://fbref.com/en/players/a93b6f4e/Paul-Jaeckel
2018,Wolfsburg,Bundesliga,Sebastian Jung,GER,DF,27,1990,0.9,18,27,66.7,338,222,9,10,90,7,10,70,2,6,33.3,0,0,0,0,2,1,0,2,https://fbref.com/en/players/86b30561/Sebastian-Jung
2018,Wolfsburg,Bundesliga,Robin Knoche,GER,DF,25,1992,23.4,1189,1380,86.2,27651,8688,238,271,87.8,690,763,90.4,253,331,76.4,2,0.3,1.7,2,82,3,0,78,https://fbref.com/en/players/6bd5cd5d/Robin-Knoche
2018,Wolfsburg,Bundesliga,Yunus Mallı,TUR,"FW,MF",25,1992,24.9,653,859,76,10565,3160,351,406,86.5,236,302,78.1,56,114,49.1,4,4.2,-0.2,30,61,40,8,100,https://fbref.com/en/players/f3722c97/Yunus-Malli
2018,Wolfsburg,Bundesliga,Admir Mehmedi,SUI,"FW,MF",26,1991,3.2,98,131,74.8,1594,423,47,58,81,41,49,83.7,6,16,37.5,0,0.1,-0.1,4,5,3,2,11,https://fbref.com/en/players/b500b384/Admir-Mehmedi
2018,Wolfsburg,Bundesliga,Paul-Georges Ntep,CMR,"FW,MF",25,1992,1.8,44,72,61.1,787,181,22,34,64.7,15,22,68.2,7,13,53.8,0,0.4,-0.4,2,1,3,1,5,https://fbref.com/en/players/81aeb1dd/Paul-Georges-Ntep
2018,Wolfsburg,Bundesliga,Divock Origi,BEL,FW,22,1995,21.9,311,414,75.1,4526,758,181,220,82.3,103,136,75.7,15,27,55.6,2,2.4,-0.4,14,16,6,3,16,https://fbref.com/en/players/43a166b4/Divock-Origi
2018,Wolfsburg,Bundesliga,Victor Osimhen,NGA,"FW,MF",18,1998,3.2,61,90,67.8,906,157,39,53,73.6,16,22,72.7,5,9,55.6,0,0.3,-0.3,2,6,0,0,5,https://fbref.com/en/players/8c90fd7a/Victor-Osimhen
2018,Wolfsburg,Bundesliga,Elvis Rexhbeçaj,GER,"DF,MF",19,1997,1.4,42,57,73.7,829,243,14,15,93.3,22,28,78.6,5,10,50,0,0,0,0,1,2,1,2,https://fbref.com/en/players/1ae836b1/Elvis-Rexhbecaj
2018,Wolfsburg,Bundesliga,Renato Steffen,SUI,"FW,MF",25,1991,7.3,171,222,77,2760,611,95,108,88,59,77,76.6,13,27,48.1,0,1.1,-1.1,6,7,4,2,9,https://fbref.com/en/players/dd669209/Renato-Steffen
2018,Wolfsburg,Bundesliga,Marcel Tisserand,COD,DF,24,1993,13.9,605,737,82.1,11715,4351,243,275,88.4,268,308,87,92,146,63,1,0.1,0.9,2,42,5,1,54,https://fbref.com/en/players/45954ec7/Marcel-Tisserand
2018,Wolfsburg,Bundesliga,Paul Verhaegh,NED,DF,33,1983,29,1314,1685,78,25716,10787,504,568,88.7,608,748,81.3,193,323,59.8,2,1.5,0.5,18,128,29,16,146,https://fbref.com/en/players/97655ccd/Paul-Verhaegh
2018,Wolfsburg,Bundesliga,William,BRA,DF,22,1995,17.9,765,1029,74.3,15241,5975,292,351,83.2,331,416,79.6,131,218,60.1,2,1.4,0.6,17,65,19,7,94,https://fbref.com/en/players/d4d0a9ad/William
2019,Augsburg,Bundesliga,Simon Asta,GER,DF,17,2001,1,21,35,60,315,133,12,15,80,7,13,53.8,2,7,28.6,0,0,0,0,1,0,0,2,https://fbref.com/en/players/dfc85b89/Simon-Asta
2019,Augsburg,Bundesliga,Daniel Baier,GER,MF,34,1984,31.3,1226,1604,76.4,25126,7344,449,537,83.6,554,674,82.2,214,356,60.1,1,1.5,-0.5,22,122,16,1,164,https://fbref.com/en/players/f261abcb/Daniel-Baier
2019,Augsburg,Bundesliga,Caiuby,BRA,"FW,MF",30,1988,11.2,276,394,70.1,4986,1340,140,188,74.5,94,137,68.6,38,51,74.5,1,1.3,-0.3,16,28,16,5,43,https://fbref.com/en/players/c6637acf/Caiuby
2019,Augsburg,Bundesliga,Jan-Ingwer Callsen-Bracker,GER,DF,33,1984,0.1,5,5,100,144,8,1,1,100,1,1,100,3,3,100,0,0,0,0,0,0,0,0,https://fbref.com/en/players/0999a593/Jan-Ingwer-Callsen-Bracker
2019,Augsburg,Bundesliga,Sergio Córdova,VEN,FW,20,1997,5.9,101,132,76.5,1511,254,50,61,82,38,49,77.6,7,10,70,0,0.2,-0.2,3,7,3,0,10,https://fbref.com/en/players/229cd98a/Sergio-Cordova
2019,Augsburg,Bundesliga,Kevin Danso,AUT,DF,19,1998,13.9,453,611,74.1,10609,4053,119,142,83.8,225,266,84.6,105,193,54.4,1,0,1,1,31,2,0,42,https://fbref.com/en/players/6e33125f/Kevin-Danso
2019,Augsburg,Bundesliga,Ji Dong-won,KOR,"FW,MF",27,1991,9.9,273,382,71.5,4355,1157,145,184,78.8,96,134,71.6,25,47,53.2,1,1.2,-0.2,11,22,7,3,31,https://fbref.com/en/players/7d841904/Ji-Dong-won
2019,Augsburg,Bundesliga,Alfreð Finnbogason,ISL,FW,29,1989,14.8,220,332,66.3,3592,610,116,162,71.6,74,107,69.2,26,35,74.3,1,1.1,-0.1,15,21,10,1,20,https://fbref.com/en/players/f9e7c4ac/Alfred-Finnbogason
2019,Augsburg,Bundesliga,Raphael Framberger,GER,"DF,MF",22,1995,6.1,181,281,64.4,3173,1634,94,124,75.8,65,97,67,20,47,42.6,0,1,-1,5,18,7,6,19,https://fbref.com/en/players/626fab5f/Raphael-Framberger
2019,Augsburg,Bundesliga,Fabian Giefer,GER,GK,28,1990,4,72,109,66.1,2643,1851,8,8,100,31,32,96.9,33,68,48.5,0,0.1,-0.1,1,5,0,0,0,https://fbref.com/en/players/fbefefdb/Fabian-Giefer
2019,Augsburg,Bundesliga,Felix Götze,GER,MF,20,1998,1.4,26,37,70.3,353,49,17,19,89.5,9,13,69.2,0,4,0,0,0,0,0,0,1,0,2,https://fbref.com/en/players/ee7cdd0c/Felix-Gotze
2019,Augsburg,Bundesliga,Jeffrey Gouweleeuw,NED,DF,27,1991,23.2,940,1216,77.3,22144,9799,254,294,86.4,466,542,86,214,364,58.8,2,1.5,0.5,8,106,15,2,130,https://fbref.com/en/players/1025db8e/Jeffrey-Gouweleeuw
2019,Augsburg,Bundesliga,Michael Gregoritsch,AUT,"MF,FW",24,1994,27.6,653,941,69.4,10831,2933,351,461,76.1,223,304,73.4,69,135,51.1,2,2.3,-0.3,27,67,26,4,88,https://fbref.com/en/players/8e235926/Michael-Gregoritsch
2019,Augsburg,Bundesliga,André Hahn,GER,"FW,MF",27,1990,22.8,304,551,55.2,5781,1828,133,202,65.8,115,188,61.2,48,112,42.9,4,3.7,0.3,25,16,22,18,36,https://fbref.com/en/players/cd82452e/Andre-Hahn
2019,Augsburg,Bundesliga,Martin Hinteregger,AUT,DF,25,1992,17.5,639,854,74.8,14671,5961,162,198,81.8,335,385,87,141,256,55.1,0,0.4,-0.4,5,46,8,0,70,https://fbref.com/en/players/080440a4/Martin-Hinteregger
2019,Augsburg,Bundesliga,Koo Ja-cheol,KOR,"MF,FW",29,1989,18.2,511,636,80.3,8269,2018,278,326,85.3,167,200,83.5,55,75,73.3,1,0.6,0.4,18,39,14,0,56,https://fbref.com/en/players/3c05e082/Koo-Ja-cheol
2019,Augsburg,Bundesliga,Christoph Janker,GER,"MF,FW",33,1985,0.8,24,29,82.8,323,62,15,16,93.8,9,11,81.8,0,2,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/cf01fe3a/Christoph-Janker
2019,Augsburg,Bundesliga,Fredrik Jensen,FIN,"FW,MF",20,1997,2.3,33,56,58.9,555,169,20,29,69,8,15,53.3,5,9,55.6,0,0.5,-0.5,1,1,1,0,2,https://fbref.com/en/players/3eeb80e0/Fredrik-Jensen
2019,Augsburg,Bundesliga,Rani Khedira,GER,"DF,MF",24,1994,29.2,1063,1301,81.7,23183,7026,293,355,82.5,554,623,88.9,209,300,69.7,1,0.7,0.3,8,49,12,2,76,https://fbref.com/en/players/59e4b92e/Rani-Khedira
2019,Augsburg,Bundesliga,Gregor Kobel,SUI,GK,20,1997,15.4,368,524,70.2,11156,6676,38,38,100,203,204,99.5,125,279,44.8,0,0,0,1,4,0,0,0,https://fbref.com/en/players/cd59b9df/Gregor-Kobel
2019,Augsburg,Bundesliga,Andreas Luthe,GER,GK,31,1987,14.6,335,479,69.9,11185,6491,22,22,100,170,170,100,143,287,49.8,0,0,0,0,2,0,0,0,https://fbref.com/en/players/7fe12375/Andreas-Luthe
2019,Augsburg,Bundesliga,Philipp Max,GER,"DF,MF",24,1993,28.5,867,1278,67.8,17205,8240,362,436,83,345,446,77.4,149,359,41.5,2,4.9,-2.9,62,56,49,25,104,https://fbref.com/en/players/826e8b63/Philipp-Max
2019,Augsburg,Bundesliga,Jan Morávek,CZE,MF,28,1989,8.4,321,412,77.9,5793,1130,161,196,82.1,112,143,78.3,44,57,77.2,2,0.5,1.5,6,17,3,0,21,https://fbref.com/en/players/e7d22eae/Jan-Moravek
2019,Augsburg,Bundesliga,Reece Oxford,ENG,DF,19,1998,5.6,233,287,81.2,5830,2303,42,49,85.7,128,144,88.9,63,91,69.2,1,0,1,1,14,1,0,15,https://fbref.com/en/players/8b6e0db2/Reece-Oxford
2019,Augsburg,Bundesliga,Marco Richter,GER,"FW,MF",20,1997,15.8,328,485,67.6,6117,1568,153,203,75.4,121,171,70.8,49,79,62,6,2.7,3.3,16,34,19,2,47,https://fbref.com/en/players/f972644c/Marco-Richter
2019,Augsburg,Bundesliga,Julian Schieber,GER,FW,29,1989,2.9,58,78,74.4,904,174,34,44,77.3,17,21,81,5,10,50,0,0.4,-0.4,3,3,2,1,6,https://fbref.com/en/players/37c213cf/Julian-Schieber
2019,Augsburg,Bundesliga,Jonathan Schmid,FRA,DF,28,1990,28,1118,1411,79.2,19752,9632,534,598,89.3,449,535,83.9,122,241,50.6,7,3.2,3.8,46,75,33,16,111,https://fbref.com/en/players/088ca1bd/Jonathan-Schmid
2019,Augsburg,Bundesliga,Kostas Stafylidis,GRE,DF,24,1993,10.2,442,565,78.2,9628,3593,148,167,88.6,203,237,85.7,88,152,57.9,0,1,-1,8,28,5,4,41,https://fbref.com/en/players/861e0116/Kostas-Stafylidis
2019,Augsburg,Bundesliga,Jozo Stanić,CRO,DF,19,1999,0,3,3,100,82,34,0,0,NA,2,2,100,1,1,100,0,0,0,0,0,0,0,0,https://fbref.com/en/players/597ff9d3/Jozo-Stanic
2019,Augsburg,Bundesliga,Georg Teigl,AUT,"MF,FW",27,1991,3.3,44,66,66.7,717,266,20,25,80,17,24,70.8,4,8,50,0,0.1,-0.1,2,3,2,0,4,https://fbref.com/en/players/c8cfb04d/Georg-Teigl
2019,Bayern Munich,Bundesliga,David Alaba,AUT,DF,26,1992,28.1,1768,2137,82.7,30706,10327,831,933,89.1,761,875,87,161,277,58.1,3,4.9,-1.9,34,162,46,24,148,https://fbref.com/en/players/05439de2/David-Alaba
2019,Bayern Munich,Bundesliga,Thiago Alcántara,ESP,MF,27,1991,26.8,2327,2573,90.4,49919,12379,759,808,93.9,1087,1155,94.1,469,580,80.9,6,2.8,3.2,34,276,26,0,257,https://fbref.com/en/players/77e84962/Thiago-Alcantara
2019,Bayern Munich,Bundesliga,Jérôme Boateng,GER,DF,29,1988,18.8,1431,1624,88.1,34816,11501,280,303,92.4,779,829,94,366,476,76.9,2,0.8,1.2,9,197,16,1,157,https://fbref.com/en/players/2db2fd7b/Jerome-Boateng
2019,Bayern Munich,Bundesliga,Kingsley Coman,FRA,"FW,MF",22,1996,15.3,545,685,79.6,8790,1497,292,341,85.6,213,260,81.9,34,56,60.7,4,3.4,0.6,27,16,36,12,43,https://fbref.com/en/players/042e8a49/Kingsley-Coman
2019,Bayern Munich,Bundesliga,Alphonso Davies,CAN,"FW,MF",17,2000,0.9,31,36,86.1,431,58,16,19,84.2,13,14,92.9,1,2,50,0,0,0,0,2,1,0,1,https://fbref.com/en/players/d781d855/Alphonso-Davies
2019,Bayern Munich,Bundesliga,Serge Gnabry,GER,"FW,MF",23,1995,19.6,689,840,82,10983,2446,393,448,87.7,232,276,84.1,51,76,67.1,5,7.3,-2.3,29,36,36,3,71,https://fbref.com/en/players/88e357ef/Serge-Gnabry
2019,Bayern Munich,Bundesliga,Leon Goretzka,GER,MF,23,1995,22.5,1037,1186,87.4,17937,3306,471,524,89.9,449,499,90,95,125,76,4,2.3,1.7,15,91,20,3,78,https://fbref.com/en/players/cc86b9a3/Leon-Goretzka
2019,Bayern Munich,Bundesliga,Mats Hummels,GER,DF,29,1988,19.7,1552,1733,89.6,34258,11046,369,395,93.4,904,948,95.4,277,377,73.5,1,1,0,11,138,11,0,133,https://fbref.com/en/players/05d548d8/Mats-Hummels
2019,Bayern Munich,Bundesliga,Joshua Kimmich,GER,"DF,MF",23,1995,34,2584,3025,85.4,50039,14550,1001,1084,92.3,1181,1317,89.7,375,565,66.4,13,9.3,3.7,78,180,72,21,211,https://fbref.com/en/players/49296448/Joshua-Kimmich
2019,Bayern Munich,Bundesliga,Robert Lewandowski,POL,FW,29,1988,32.9,599,764,78.4,9219,1806,342,401,85.3,191,237,80.6,47,59,79.7,7,8.3,-1.3,44,43,33,1,56,https://fbref.com/en/players/8d78e732/Robert-Lewandowski
2019,Bayern Munich,Bundesliga,Javi Martínez,ESP,MF,29,1988,14.5,803,911,88.1,14235,3414,352,380,92.6,365,402,90.8,73,104,70.2,0,0.4,-0.4,5,69,5,0,63,https://fbref.com/en/players/7f97771d/Javi-Martinez
2019,Bayern Munich,Bundesliga,Thomas Müller,GER,"MF,FW",28,1989,26.4,934,1264,73.9,15709,3304,460,577,79.7,379,494,76.7,76,127,59.8,9,9.1,-0.1,62,68,49,12,102,https://fbref.com/en/players/3c6089ab/Thomas-Muller
2019,Bayern Munich,Bundesliga,Manuel Neuer,GER,GK,32,1986,25.6,761,916,83.1,21152,11456,107,108,99.1,394,402,98,260,405,64.2,0,0,0,0,3,0,0,1,https://fbref.com/en/players/8778c910/Manuel-Neuer
2019,Bayern Munich,Bundesliga,Rafinha,BRA,DF,32,1985,10,813,878,92.6,14656,4525,346,362,95.6,378,407,92.9,83,94,88.3,1,0.4,0.6,5,72,12,5,68,https://fbref.com/en/players/d003e213/Rafinha
2019,Bayern Munich,Bundesliga,Franck Ribéry,FRA,"FW,MF",35,1983,13,609,753,80.9,10062,2620,309,349,88.5,229,273,83.9,53,84,63.1,3,2.3,0.7,22,41,43,7,83,https://fbref.com/en/players/f61c7c4e/Franck-Ribery
2019,Bayern Munich,Bundesliga,Arjen Robben,NED,"FW,MF",34,1984,6.3,256,329,77.8,4150,1136,134,162,82.7,97,118,82.2,22,39,56.4,0,2.1,-2.1,15,10,16,2,34,https://fbref.com/en/players/09586899/Arjen-Robben
2019,Bayern Munich,Bundesliga,James Rodríguez,COL,"MF,FW",27,1991,12.6,805,967,83.2,15971,4288,342,383,89.3,311,355,87.6,144,208,69.2,3,4.7,-1.7,50,65,34,5,103,https://fbref.com/en/players/715bf047/James-Rodriguez
2019,Bayern Munich,Bundesliga,Renato Sanches,POR,MF,20,1997,6.4,317,359,88.3,5774,1221,148,161,91.9,124,139,89.2,39,49,79.6,1,0.4,0.6,6,33,6,0,30,https://fbref.com/en/players/032f894e/Renato-Sanches
2019,Bayern Munich,Bundesliga,Meritan Shabani,ALB,FW,19,1999,0,2,2,100,19,9,2,2,100,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,https://fbref.com/en/players/012c38ec/Meritan-Shabani
2019,Bayern Munich,Bundesliga,Niklas Süle,GER,DF,22,1995,29.5,2371,2547,93.1,54476,16051,531,561,94.7,1275,1336,95.4,555,631,88,0,0.3,-0.3,6,222,11,0,148,https://fbref.com/en/players/e33c06cf/Niklas-Sule
2019,Bayern Munich,Bundesliga,Corentin Tolisso,FRA,MF,23,1994,0.6,33,39,84.6,574,112,18,19,94.7,12,15,80,3,5,60,0,0.1,-0.1,2,4,0,0,5,https://fbref.com/en/players/652d4c37/Corentin-Tolisso
2019,Bayern Munich,Bundesliga,Sven Ulreich,GER,GK,29,1988,8.4,212,254,83.5,5421,2956,47,47,100,100,103,97.1,64,103,62.1,0,0,0,0,1,0,0,0,https://fbref.com/en/players/7d3e7da6/Sven-Ulreich
2019,Bayern Munich,Bundesliga,Sandro Wagner,GER,FW,30,1987,1.6,25,36,69.4,494,60,11,16,68.8,10,11,90.9,4,7,57.1,0,0,0,0,1,0,0,1,https://fbref.com/en/players/61b0b44d/Sandro-Wagner
2019,Bayern Munich,Bundesliga,Jeong Woo-yeong,KOR,FW,18,1999,0.1,2,3,66.7,41,25,1,1,100,1,1,100,0,1,0,0,0,0,0,0,1,0,1,https://fbref.com/en/players/6190474d/Jeong-Woo-yeong
2019,Dortmund,Bundesliga,Manuel Akanji,SUI,DF,23,1995,24.5,1698,1828,92.9,37754,11043,444,474,93.7,902,938,96.2,343,400,85.8,0,0.4,-0.4,6,110,4,3,93,https://fbref.com/en/players/89ac64a6/Manuel-Akanji
2019,Dortmund,Bundesliga,Paco Alcácer,ESP,FW,24,1993,13.5,210,274,76.6,2570,462,147,184,79.9,45,59,76.3,9,19,47.4,0,2.5,-2.5,17,10,8,0,18,https://fbref.com/en/players/a7a9d95a/Paco-Alcacer
2019,Dortmund,Bundesliga,Jacob Bruun Larsen,DEN,"FW,MF",19,1998,14.1,417,535,77.9,6730,1247,230,281,81.9,145,182,79.7,33,51,64.7,2,2.9,-0.9,18,9,14,0,41,https://fbref.com/en/players/4e204552/Jacob-Bruun-Larsen
2019,Dortmund,Bundesliga,Roman Bürki,SUI,GK,27,1990,32,747,1066,70.1,22437,13107,102,104,98.1,356,360,98.9,289,602,48,0,0,0,0,11,0,0,1,https://fbref.com/en/players/9d12e142/Roman-Burki
2019,Dortmund,Bundesliga,Mahmoud Dahoud,GER,MF,22,1996,7.7,373,455,82,7448,1728,141,172,82,168,191,88,59,84,70.2,0,0.8,-0.8,8,35,8,0,45,https://fbref.com/en/players/db4ed67b/Mahmoud-Dahoud
2019,Dortmund,Bundesliga,Thomas Delaney,DEN,MF,26,1991,25.4,1405,1645,85.4,25108,5057,620,696,89.1,605,676,89.5,154,222,69.4,5,1.4,3.6,12,149,14,1,90,https://fbref.com/en/players/fe641c1a/Thomas-Delaney
2019,Dortmund,Bundesliga,Abdou Diallo,SEN,DF,22,1996,26.4,1727,1953,88.4,34816,11787,612,664,92.2,839,901,93.1,260,351,74.1,1,0.7,0.3,11,126,12,6,116,https://fbref.com/en/players/fc62f087/Abdou-Diallo
2019,Dortmund,Bundesliga,Mario Götze,GER,"FW,MF",26,1992,18.6,731,889,82.2,9739,2389,486,555,87.6,178,222,80.2,34,50,68,7,5.5,1.5,39,52,33,6,63,https://fbref.com/en/players/9efa1d25/Mario-Gotze
2019,Dortmund,Bundesliga,Raphaël Guerreiro,POR,"FW,DF",24,1993,17,966,1161,83.2,14686,4528,564,639,88.3,288,342,84.2,81,127,63.8,6,4.3,1.7,38,78,27,1,100,https://fbref.com/en/players/048a1cbc/Raphael-Guerreiro
2019,Dortmund,Bundesliga,Achraf Hakimi,MAR,DF,19,1998,19.3,1361,1581,86.1,21264,8210,773,840,92,459,517,88.8,99,147,67.3,4,1.5,2.5,10,90,25,10,118,https://fbref.com/en/players/e42d61c7/Achraf-Hakimi
2019,Dortmund,Bundesliga,Marwin Hitz,SUI,GK,30,1987,2,52,65,80,1413,803,4,4,100,37,37,100,11,24,45.8,0,0,0,0,0,0,0,0,https://fbref.com/en/players/2e7ff968/Marwin-Hitz
2019,Dortmund,Bundesliga,Shinji Kagawa,JPN,MF,29,1989,1.1,69,78,88.5,1043,169,45,47,95.7,21,21,100,3,8,37.5,0,0,0,0,5,1,0,4,https://fbref.com/en/players/5afafbfe/Shinji-Kagawa
2019,Dortmund,Bundesliga,Maximilian Philipp,GER,"FW,MF",24,1994,8.4,182,230,79.1,2496,290,123,149,82.6,47,56,83.9,8,14,57.1,1,0.2,0.8,7,6,4,0,9,https://fbref.com/en/players/061e8e23/Maximilian-Philipp
2019,Dortmund,Bundesliga,Łukasz Piszczek,POL,DF,33,1985,19.5,1082,1350,80.1,17568,6985,532,606,87.8,459,559,82.1,71,142,50,6,1.9,4.1,17,66,20,10,81,https://fbref.com/en/players/fe2db476/Lukasz-Piszczek
2019,Dortmund,Bundesliga,Christian Pulisic,USA,"FW,MF",19,1998,10.4,403,529,76.2,5911,1244,245,283,86.6,131,178,73.6,19,45,42.2,4,2,2,15,10,12,3,23,https://fbref.com/en/players/1bf33a9a/Christian-Pulisic
2019,Dortmund,Bundesliga,Marco Reus,GER,"MF,FW",29,1989,25.7,849,1060,80.1,13195,3098,463,538,86.1,274,343,79.9,80,118,67.8,8,8,0,37,69,40,5,92,https://fbref.com/en/players/36a3ff67/Marco-Reus
2019,Dortmund,Bundesliga,Jadon Sancho,ENG,"FW,MF",18,2000,27.3,1161,1439,80.7,17723,5071,672,761,88.3,402,491,81.9,67,140,47.9,14,6.9,7.1,61,54,65,7,122,https://fbref.com/en/players/dbf053da/Jadon-Sancho
2019,Dortmund,Bundesliga,Marcel Schmelzer,GER,DF,30,1988,6.3,386,468,82.5,6055,2005,219,247,88.7,140,166,84.3,25,41,61,1,0.3,0.7,3,26,4,2,24,https://fbref.com/en/players/89565ac5/Marcel-Schmelzer
2019,Dortmund,Bundesliga,Ömer Toprak,TUR,DF,29,1989,2.6,178,182,97.8,3313,814,63,65,96.9,99,99,100,16,18,88.9,0,0,0,0,9,0,0,4,https://fbref.com/en/players/c5fd13e9/Omer-Toprak
2019,Dortmund,Bundesliga,Julian Weigl,GER,"DF,MF",22,1995,16.2,1127,1200,93.9,26012,6562,258,279,92.5,607,626,97,258,278,92.8,0,0.2,-0.2,3,53,3,0,64,https://fbref.com/en/players/346d51d9/Julian-Weigl
2019,Dortmund,Bundesliga,Axel Witsel,BEL,MF,29,1989,31.9,2259,2419,93.4,39696,8421,1008,1068,94.4,973,1017,95.7,240,279,86,1,1.7,-0.7,16,235,14,0,126,https://fbref.com/en/players/5dfc6ad5/Axel-Witsel
2019,Dortmund,Bundesliga,Marius Wolf,GER,"DF,FW",23,1995,9.2,543,648,83.8,9122,2991,253,291,86.9,229,262,87.4,49,73,67.1,0,1.1,-1.1,7,55,5,1,55,https://fbref.com/en/players/fa661778/Marius-Wolf
2019,Dortmund,Bundesliga,Dan-Axel Zagadou,FRA,DF,19,1999,14.1,919,1045,87.9,20349,6084,222,246,90.2,535,588,91,158,198,79.8,0,0.1,-0.1,2,83,1,0,57,https://fbref.com/en/players/a4effc55/Dan-Axel-Zagadou
2019,Düsseldorf,Bundesliga,Kaan Ayhan,TUR,DF,23,1994,27.2,1265,1430,88.5,29534,9646,320,341,93.8,643,681,94.4,293,388,75.5,1,0.4,0.6,5,90,6,1,78,https://fbref.com/en/players/2200181e/Kaan-Ayhan
2019,Düsseldorf,Bundesliga,Aymen Barkok,MAR,MF,20,1998,5.7,181,233,77.7,3621,989,69,84,82.1,76,88,86.4,33,47,70.2,0,0.2,-0.2,4,11,8,2,22,https://fbref.com/en/players/a2a85828/Aymen-Barkok
2019,Düsseldorf,Bundesliga,Adam Bodzek,GER,"MF,DF",32,1985,17.7,586,682,85.9,12479,3730,202,232,87.1,244,268,91,126,160,78.8,1,0.8,0.2,9,48,4,0,45,https://fbref.com/en/players/bb8a42fa/Adam-Bodzek
2019,Düsseldorf,Bundesliga,Robin Bormuth,GER,DF,22,1995,6.8,225,279,80.6,5213,1286,65,69,94.2,108,121,89.3,51,85,60,0,0.3,-0.3,2,13,0,0,15,https://fbref.com/en/players/d728acae/Robin-Bormuth
2019,Düsseldorf,Bundesliga,Jaroslav Drobný,CZE,GK,38,1979,2,27,37,73,996,747,2,2,100,10,10,100,15,25,60,0,0,0,0,0,0,0,0,https://fbref.com/en/players/e4a30d8c/Jaroslav-Drobny
