Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,Mins_Per_90,GA_Goals,PKA_Goals,FK_Goals,CK_Goals,OG_Goals,PSxG_Expected,PSxG_per_SoT_Expected,PSxG+_per__minus__Expected,_per_90_Expected,Cmp_Launched,Att_Launched,Cmp_percent_Launched,Att_Passes,Thr_Passes,Launch_percent_Passes,AvgLen_Passes,Att_Goal,Launch_percent_Goal,AvgLen_Goal,Opp_Crosses,Stp_Crosses,Stp_percent_Crosses,#OPA_Sweeper,#OPA_per_90_Sweeper,AvgDist_Sweeper,Url
2019,Hoffenheim,Bundesliga,Gregor Kobel,SUI,GK,20,1997,1,1,1,0,0,0,1.7,0.13,0.7,0.71,15,30,50,37,3,67.6,47.2,5,100,66.2,10,1,10,2,2,16.5,https://fbref.com/en/players/cd59b9df/Gregor-Kobel
2019,Leverkusen,Bundesliga,Lukáš Hrádecký,FIN,GK,28,1989,32,49,3,2,10,2,40.9,0.3,-4.1,-0.13,238,509,46.8,1168,160,34.6,35,196,53.6,44.6,233,22,9.4,28,0.88,16,https://fbref.com/en/players/ad3389d5/Lukas-Hradecky
2019,Leverkusen,Bundesliga,Ramazan Özcan,AUT,GK,34,1984,2,5,1,0,1,0,5.5,0.35,0.5,0.26,14,40,35,53,7,58.5,45.9,9,100,67.3,16,0,0,1,0.5,15.2,https://fbref.com/en/players/a165a577/Ramazan-Ozcan
2019,M'Gladbach,Bundesliga,Yann Sommer,SUI,GK,29,1988,34,43,3,0,3,0,51.9,0.33,9.9,0.29,225,539,41.7,1334,190,31.6,33.6,262,45,42.2,290,25,8.6,26,0.76,14.6,https://fbref.com/en/players/420c18a1/Yann-Sommer
2019,Mainz 05,Bundesliga,Florian Müller,GER,GK,20,1997,24,43,3,0,6,0,39.2,0.33,-3.8,-0.16,173,453,38.2,622,104,47.1,41.3,207,77.3,58.8,226,7,3.1,19,0.79,15.5,https://fbref.com/en/players/cbac6ec9/Florian-Muller
2019,Mainz 05,Bundesliga,Robin Zentner,GER,GK,23,1994,10,14,0,1,2,0,15,0.3,1,0.1,54,187,28.9,256,54,44.1,39.3,91,81.3,63,111,15,13.5,8,0.8,14.7,https://fbref.com/en/players/5c4bf6ba/Robin-Zentner
2019,Nürnberg,Bundesliga,Fabian Bredlow,GER,GK,23,1995,12.5,28,1,0,2,0,18.8,0.3,-9.2,-0.74,65,200,32.5,350,43,40.6,37,115,50.4,47.8,107,4,3.7,6,0.48,12.9,https://fbref.com/en/players/d28339cb/Fabian-Bredlow
2019,Nürnberg,Bundesliga,Christian Mathenia,GER,GK,26,1992,21.5,40,1,1,6,2,41.8,0.35,3.8,0.18,191,506,37.7,678,94,50.9,43.2,218,73.9,58.3,308,37,12,6,0.28,12.1,https://fbref.com/en/players/4a15e95b/Christian-Mathenia
2019,RB Leipzig,Bundesliga,Péter Gulácsi,HUN,GK,28,1990,32.5,28,4,1,4,1,32.1,0.27,6.1,0.19,253,619,40.9,792,124,54.4,44.3,218,86.2,61.6,242,15,6.2,42,1.29,17.1,https://fbref.com/en/players/bcb2ccd8/Peter-Gulacsi
2019,RB Leipzig,Bundesliga,Yvon Mvogo,SUI,GK,24,1994,1.5,2,1,0,0,0,1.5,0.22,-0.5,-0.35,9,14,64.3,25,4,40,38.3,6,66.7,47.7,11,0,0,0,0,9.6,https://fbref.com/en/players/dc29b608/Yvon-Mvogo
2019,Schalke 04,Bundesliga,Ralf Fährmann,GER,GK,29,1988,16.3,26,2,1,4,1,25.4,0.32,0.4,0.03,114,256,44.5,396,68,46.2,40.6,118,61.9,49.4,138,12,8.7,15,0.92,17.2,https://fbref.com/en/players/1e43fad8/Ralf-Fahrmann
2019,Schalke 04,Bundesliga,Alexander Nübel,GER,GK,21,1996,17.6,29,3,0,0,0,28.3,0.33,-0.7,-0.04,129,297,43.4,394,57,48,41,133,81.2,57.9,145,10,6.9,5,0.28,13.9,https://fbref.com/en/players/afb0c500/Alexander-Nubel
2019,Stuttgart,Bundesliga,Ron-Robert Zieler,GER,GK,29,1989,34,70,2,2,6,5,59,0.33,-6,-0.18,246,746,33,908,124,58.6,45.2,300,71.3,57.6,310,13,4.2,34,1,16,https://fbref.com/en/players/a0606ae8/Ron-Robert-Zieler
2019,Werder Bremen,Bundesliga,Stefanos Kapino,GRE,GK,24,1994,0.5,1,0,0,0,0,0.5,0.19,-0.5,-0.96,1,4,25,13,7,23.1,31.2,3,33.3,39,5,0,0,0,0,7,https://fbref.com/en/players/62ba5881/Stefanos-Kapino
2019,Werder Bremen,Bundesliga,Jiří Pavlenka,CZE,GK,26,1992,33.1,47,3,2,5,0,45.8,0.29,-1.2,-0.04,257,565,45.5,920,157,43,38.4,303,55.8,46,308,17,5.5,16,0.48,14,https://fbref.com/en/players/0a1cb833/Jiri-Pavlenka
2019,Werder Bremen,Bundesliga,Luca Plogmann,GER,GK,18,2000,0.4,1,1,0,0,0,0.8,NA,-0.2,-0.45,1,1,100,3,2,0,15,2,50,34.5,3,1,33.3,0,0,17,https://fbref.com/en/players/206c37d3/Luca-Plogmann
2019,Wolfsburg,Bundesliga,Koen Casteels,BEL,GK,26,1992,25.5,39,4,3,2,0,44,0.34,5,0.19,217,477,45.5,991,150,36.8,37.7,200,56,50.1,243,28,11.5,23,0.9,14.8,https://fbref.com/en/players/db401046/Koen-Casteels
2019,Wolfsburg,Bundesliga,Pavao Pervan,AUT,GK,30,1987,8.5,11,0,0,1,0,13,0.32,2,0.23,80,163,49.1,274,37,42.3,38.6,73,64.4,53.2,87,6,6.9,2,0.24,11.6,https://fbref.com/en/players/c89e8aae/Pavao-Pervan
2020,Augsburg,Bundesliga,Tomáš Koubek,CZE,GK,26,1992,24,51,0,0,4,2,45.2,0.37,-3.8,-0.16,162,494,32.8,628,103,54.1,45.2,212,72.6,57.2,230,15,6.5,23,0.96,15.4,https://fbref.com/en/players/dc366c36/Tomas-Koubek
2020,Augsburg,Bundesliga,Andreas Luthe,GER,GK,32,1987,10,12,0,0,0,1,14,0.42,3,0.3,71,190,37.4,328,50,43.6,39.3,91,51.6,43,113,12,10.6,4,0.4,13.2,https://fbref.com/en/players/7fe12375/Andreas-Luthe
2020,Bayern Munich,Bundesliga,Manuel Neuer,GER,GK,33,1986,33,31,3,0,6,1,32.5,0.27,2.5,0.08,218,370,58.9,1267,202,26,30.1,179,22.3,29,195,13,6.7,54,1.64,19.3,https://fbref.com/en/players/8778c910/Manuel-Neuer
