Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,MP_Playing,Starts_Playing,Min_Playing,Mins_Per_90_Playing,Gls,Ast,G_minus_PK,PK,PKatt,CrdY,CrdR,Gls_Per,Ast_Per,G+A_Per,G_minus_PK_Per,G+A_minus_PK_Per,xG_Expected,npxG_Expected,xA_Expected,npxG+xA_Expected,xG_Per,xA_Per,xG+xA_Per,npxG_Per,npxG+xA_Per,Url
2019,Bayern Munich,Bundesliga,Jérôme Boateng,GER,DF,29,1988,20,19,1693,18.8,0,2,0,0,0,1,0,0,0.11,0.11,0,0.11,0.5,0.5,0.8,1.4,0.03,0.04,0.07,0.03,0.07,https://fbref.com/en/players/2db2fd7b/Jerome-Boateng
2019,Bayern Munich,Bundesliga,Kingsley Coman,FRA,"FW,MF",22,1996,21,17,1378,15.3,6,4,6,0,0,2,0,0.39,0.26,0.65,0.39,0.65,3.8,3.8,3.4,7.3,0.25,0.22,0.47,0.25,0.47,https://fbref.com/en/players/042e8a49/Kingsley-Coman
2019,Bayern Munich,Bundesliga,Alphonso Davies,CAN,"FW,MF",17,2000,6,0,80,0.9,1,0,1,0,0,1,0,1.13,0,1.13,1.13,1.13,0.2,0.2,0,0.2,0.19,0,0.19,0.19,0.19,https://fbref.com/en/players/d781d855/Alphonso-Davies
2019,Bayern Munich,Bundesliga,Serge Gnabry,GER,"FW,MF",23,1995,30,21,1762,19.6,10,5,10,0,0,0,0,0.51,0.26,0.77,0.51,0.77,7.8,7.8,7.3,15.1,0.4,0.37,0.77,0.4,0.77,https://fbref.com/en/players/88e357ef/Serge-Gnabry
2019,Bayern Munich,Bundesliga,Leon Goretzka,GER,MF,23,1995,30,23,2023,22.5,8,4,8,0,0,3,0,0.36,0.18,0.53,0.36,0.53,6.1,6.1,2.3,8.4,0.27,0.1,0.37,0.27,0.37,https://fbref.com/en/players/cc86b9a3/Leon-Goretzka
2019,Bayern Munich,Bundesliga,Mats Hummels,GER,DF,29,1988,21,20,1775,19.7,1,1,1,0,0,1,0,0.05,0.05,0.1,0.05,0.1,2.1,2.1,1,3.1,0.1,0.05,0.16,0.1,0.16,https://fbref.com/en/players/05d548d8/Mats-Hummels
2019,Bayern Munich,Bundesliga,Joshua Kimmich,GER,"DF,MF",23,1995,34,34,3060,34,2,13,2,0,0,4,0,0.06,0.38,0.44,0.06,0.44,1.9,1.9,9.3,11.2,0.06,0.27,0.33,0.06,0.33,https://fbref.com/en/players/49296448/Joshua-Kimmich
2019,Bayern Munich,Bundesliga,Robert Lewandowski,POL,FW,29,1988,33,33,2957,32.9,22,7,19,3,4,2,0,0.67,0.21,0.88,0.58,0.79,28.4,25.4,8.3,33.7,0.87,0.25,1.12,0.77,1.03,https://fbref.com/en/players/8d78e732/Robert-Lewandowski
2019,Bayern Munich,Bundesliga,Javi Martínez,ESP,MF,29,1988,21,16,1309,14.5,3,0,3,0,0,3,0,0.21,0,0.21,0.21,0.21,1.5,1.5,0.4,1.9,0.1,0.02,0.13,0.1,0.13,https://fbref.com/en/players/7f97771d/Javi-Martinez
2019,Bayern Munich,Bundesliga,Thomas Müller,GER,"MF,FW",28,1989,32,28,2378,26.4,6,9,6,0,0,1,0,0.23,0.34,0.57,0.23,0.57,9.3,9.3,9.1,18.4,0.35,0.35,0.7,0.35,0.7,https://fbref.com/en/players/3c6089ab/Thomas-Muller
2019,Bayern Munich,Bundesliga,Manuel Neuer,GER,GK,32,1986,26,26,2302,25.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/8778c910/Manuel-Neuer
2019,Bayern Munich,Bundesliga,Rafinha,BRA,DF,32,1985,16,9,901,10,1,1,1,0,0,1,0,0.1,0.1,0.2,0.1,0.2,0.2,0.2,0.4,0.5,0.02,0.04,0.05,0.02,0.05,https://fbref.com/en/players/d003e213/Rafinha
2019,Bayern Munich,Bundesliga,Franck Ribéry,FRA,"FW,MF",35,1983,25,10,1174,13,6,3,6,0,0,3,0,0.46,0.23,0.69,0.46,0.69,3.3,3.3,2.3,5.6,0.25,0.18,0.43,0.25,0.43,https://fbref.com/en/players/f61c7c4e/Franck-Ribery
2019,Bayern Munich,Bundesliga,Arjen Robben,NED,"FW,MF",34,1984,12,7,567,6.3,4,0,4,0,0,1,1,0.63,0,0.63,0.63,0.63,3.2,3.2,2.1,5.3,0.52,0.33,0.84,0.52,0.84,https://fbref.com/en/players/09586899/Arjen-Robben
2019,Bayern Munich,Bundesliga,James Rodríguez,COL,"MF,FW",27,1991,20,13,1138,12.6,7,3,7,0,0,2,0,0.55,0.24,0.79,0.55,0.79,5.1,5.1,4.7,9.8,0.4,0.37,0.78,0.4,0.78,https://fbref.com/en/players/715bf047/James-Rodriguez
2019,Bayern Munich,Bundesliga,Renato Sanches,POR,MF,20,1997,17,4,577,6.4,1,1,1,0,0,2,1,0.16,0.16,0.31,0.16,0.31,1.4,1.4,0.4,1.8,0.22,0.06,0.28,0.22,0.28,https://fbref.com/en/players/032f894e/Renato-Sanches
2019,Bayern Munich,Bundesliga,Meritan Shabani,ALB,FW,19,1999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/012c38ec/Meritan-Shabani
2019,Bayern Munich,Bundesliga,Niklas Süle,GER,DF,22,1995,31,29,2654,29.5,2,0,2,0,0,3,0,0.07,0,0.07,0.07,0.07,1.6,1.6,0.3,1.9,0.05,0.01,0.06,0.05,0.06,https://fbref.com/en/players/e33c06cf/Niklas-Sule
2019,Bayern Munich,Bundesliga,Corentin Tolisso,FRA,MF,23,1994,2,1,52,0.6,1,0,1,0,0,0,0,1.73,0,1.73,1.73,1.73,0.3,0.3,0.1,0.4,0.52,0.23,0.74,0.52,0.74,https://fbref.com/en/players/652d4c37/Corentin-Tolisso
2019,Bayern Munich,Bundesliga,Sven Ulreich,GER,GK,29,1988,9,8,758,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/7d3e7da6/Sven-Ulreich
2019,Bayern Munich,Bundesliga,Sandro Wagner,GER,FW,30,1987,7,1,143,1.6,0,0,0,0,0,2,0,0,0,0,0,0,0.6,0.6,0,0.6,0.39,0,0.39,0.39,0.39,https://fbref.com/en/players/61b0b44d/Sandro-Wagner
2019,Bayern Munich,Bundesliga,Jeong Woo-yeong,KOR,FW,18,1999,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0.6,0.6,0.6,https://fbref.com/en/players/6190474d/Jeong-Woo-yeong
2019,Dortmund,Bundesliga,Manuel Akanji,SUI,DF,23,1995,25,25,2205,24.5,1,0,1,0,0,1,0,0.04,0,0.04,0.04,0.04,0.8,0.8,0.4,1.2,0.03,0.01,0.05,0.03,0.05,https://fbref.com/en/players/89ac64a6/Manuel-Akanji
2019,Dortmund,Bundesliga,Paco Alcácer,ESP,FW,24,1993,26,11,1211,13.5,18,0,17,1,1,0,0,1.34,0,1.34,1.26,1.26,9.2,8.4,2.5,10.9,0.68,0.18,0.87,0.63,0.81,https://fbref.com/en/players/a7a9d95a/Paco-Alcacer
2019,Dortmund,Bundesliga,Jacob Bruun Larsen,DEN,"FW,MF",19,1998,24,16,1265,14.1,2,2,2,0,0,0,0,0.14,0.14,0.28,0.14,0.28,3.6,3.6,2.9,6.5,0.26,0.2,0.46,0.26,0.46,https://fbref.com/en/players/4e204552/Jacob-Bruun-Larsen
2019,Dortmund,Bundesliga,Roman Bürki,SUI,GK,27,1990,32,32,2880,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/9d12e142/Roman-Burki
2019,Dortmund,Bundesliga,Mahmoud Dahoud,GER,MF,22,1996,14,7,697,7.7,1,0,1,0,0,2,0,0.13,0,0.13,0.13,0.13,0.7,0.7,0.8,1.6,0.09,0.11,0.2,0.09,0.2,https://fbref.com/en/players/db4ed67b/Mahmoud-Dahoud
2019,Dortmund,Bundesliga,Thomas Delaney,DEN,MF,26,1991,30,27,2283,25.4,3,5,3,0,0,7,0,0.12,0.2,0.32,0.12,0.32,2.4,2.4,1.4,3.8,0.09,0.06,0.15,0.09,0.15,https://fbref.com/en/players/fe641c1a/Thomas-Delaney
2019,Dortmund,Bundesliga,Abdou Diallo,SEN,DF,22,1996,28,27,2379,26.4,1,1,1,0,0,1,1,0.04,0.04,0.08,0.04,0.08,0.8,0.8,0.7,1.5,0.03,0.03,0.06,0.03,0.06,https://fbref.com/en/players/fc62f087/Abdou-Diallo
2019,Dortmund,Bundesliga,Mario Götze,GER,"FW,MF",26,1992,26,19,1674,18.6,7,7,7,0,0,0,0,0.38,0.38,0.75,0.38,0.75,4.7,4.7,5.5,10.1,0.25,0.29,0.54,0.25,0.54,https://fbref.com/en/players/9efa1d25/Mario-Gotze
2019,Dortmund,Bundesliga,Raphaël Guerreiro,POR,"FW,DF",24,1993,23,17,1527,17,2,6,2,0,0,2,0,0.12,0.35,0.47,0.12,0.47,2.9,2.9,4.3,7.2,0.17,0.25,0.43,0.17,0.43,https://fbref.com/en/players/048a1cbc/Raphael-Guerreiro
2019,Dortmund,Bundesliga,Achraf Hakimi,MAR,DF,19,1998,21,19,1740,19.3,2,4,2,0,0,4,0,0.1,0.21,0.31,0.1,0.31,1.4,1.4,1.5,2.9,0.07,0.08,0.15,0.07,0.15,https://fbref.com/en/players/e42d61c7/Achraf-Hakimi
2019,Dortmund,Bundesliga,Marwin Hitz,SUI,GK,30,1987,2,2,180,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/2e7ff968/Marwin-Hitz
2019,Dortmund,Bundesliga,Shinji Kagawa,JPN,MF,29,1989,2,1,98,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0.32,0,0.32,0.32,0.32,https://fbref.com/en/players/5afafbfe/Shinji-Kagawa
2019,Dortmund,Bundesliga,Maximilian Philipp,GER,"FW,MF",24,1994,18,9,758,8.4,1,1,1,0,0,0,0,0.12,0.12,0.24,0.12,0.24,1.1,1.1,0.2,1.3,0.13,0.03,0.16,0.13,0.16,https://fbref.com/en/players/061e8e23/Maximilian-Philipp
2019,Dortmund,Bundesliga,Łukasz Piszczek,POL,DF,33,1985,20,20,1756,19.5,1,6,1,0,0,3,0,0.05,0.31,0.36,0.05,0.36,0.5,0.5,1.9,2.5,0.03,0.1,0.13,0.03,0.13,https://fbref.com/en/players/fe2db476/Lukasz-Piszczek
2019,Dortmund,Bundesliga,Christian Pulisic,USA,"FW,MF",19,1998,20,9,932,10.4,4,4,4,0,0,2,0,0.39,0.39,0.77,0.39,0.77,4.2,4.2,2,6.2,0.41,0.19,0.6,0.41,0.6,https://fbref.com/en/players/1bf33a9a/Christian-Pulisic
2019,Dortmund,Bundesliga,Marco Reus,GER,"MF,FW",29,1989,27,27,2316,25.7,17,8,14,3,3,3,1,0.66,0.31,0.97,0.54,0.85,14.1,11.8,8,19.8,0.55,0.31,0.86,0.46,0.77,https://fbref.com/en/players/36a3ff67/Marco-Reus
2019,Dortmund,Bundesliga,Jadon Sancho,ENG,"FW,MF",18,2000,34,26,2461,27.3,12,14,12,0,0,2,0,0.44,0.51,0.95,0.44,0.95,7.5,7.5,6.9,14.4,0.27,0.25,0.53,0.27,0.53,https://fbref.com/en/players/dbf053da/Jadon-Sancho
2019,Dortmund,Bundesliga,Marcel Schmelzer,GER,DF,30,1988,9,6,566,6.3,0,1,0,0,0,1,0,0,0.16,0.16,0,0.16,0.1,0.1,0.3,0.4,0.02,0.04,0.06,0.02,0.06,https://fbref.com/en/players/89565ac5/Marcel-Schmelzer
2019,Dortmund,Bundesliga,Ömer Toprak,TUR,DF,29,1989,9,1,236,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.03,0,0.03,0.03,0.03,https://fbref.com/en/players/c5fd13e9/Omer-Toprak
2019,Dortmund,Bundesliga,Julian Weigl,GER,"DF,MF",22,1995,18,16,1455,16.2,1,0,1,0,0,3,0,0.06,0,0.06,0.06,0.06,0.2,0.2,0.2,0.4,0.01,0.01,0.03,0.01,0.03,https://fbref.com/en/players/346d51d9/Julian-Weigl
2019,Dortmund,Bundesliga,Axel Witsel,BEL,MF,29,1989,33,32,2873,31.9,4,1,4,0,0,2,0,0.13,0.03,0.16,0.13,0.16,2.3,2.3,1.7,4,0.07,0.05,0.13,0.07,0.13,https://fbref.com/en/players/5dfc6ad5/Axel-Witsel
2019,Dortmund,Bundesliga,Marius Wolf,GER,"DF,FW",23,1995,16,10,828,9.2,1,0,1,0,0,1,1,0.11,0,0.11,0.11,0.11,0.3,0.3,1.1,1.4,0.03,0.12,0.15,0.03,0.15,https://fbref.com/en/players/fa661778/Marius-Wolf
2019,Dortmund,Bundesliga,Dan-Axel Zagadou,FRA,DF,19,1999,17,15,1267,14.1,2,0,2,0,0,4,0,0.14,0,0.14,0.14,0.14,1.5,1.5,0.1,1.6,0.11,0.01,0.12,0.11,0.12,https://fbref.com/en/players/a4effc55/Dan-Axel-Zagadou
2019,Düsseldorf,Bundesliga,Kaan Ayhan,TUR,DF,23,1994,28,28,2449,27.2,4,1,4,0,0,10,0,0.15,0.04,0.18,0.15,0.18,2.3,2.3,0.4,2.7,0.09,0.01,0.1,0.09,0.1,https://fbref.com/en/players/2200181e/Kaan-Ayhan
2019,Düsseldorf,Bundesliga,Aymen Barkok,MAR,MF,20,1998,12,4,510,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0.04,0.03,0.07,0.04,0.07,https://fbref.com/en/players/a2a85828/Aymen-Barkok
2019,Düsseldorf,Bundesliga,Adam Bodzek,GER,"MF,DF",32,1985,21,20,1596,17.7,0,1,0,0,0,5,1,0,0.06,0.06,0,0.06,0.1,0.1,0.8,0.9,0,0.05,0.05,0,0.05,https://fbref.com/en/players/bb8a42fa/Adam-Bodzek
2019,Düsseldorf,Bundesliga,Robin Bormuth,GER,DF,22,1995,10,6,616,6.8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.3,0.3,0,0.05,0.05,0,0.05,https://fbref.com/en/players/d728acae/Robin-Bormuth
2019,Düsseldorf,Bundesliga,Jaroslav Drobný,CZE,GK,38,1979,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/e4a30d8c/Jaroslav-Drobny
2019,Düsseldorf,Bundesliga,Marvin Ducksch,GER,FW,24,1994,16,8,823,9.1,1,1,1,0,0,1,0,0.11,0.11,0.22,0.11,0.22,1.7,1.7,1.8,3.5,0.19,0.19,0.38,0.19,0.38,https://fbref.com/en/players/638a4d71/Marvin-Ducksch
2019,Düsseldorf,Bundesliga,Oliver Fink,GER,MF,36,1982,18,13,1055,11.7,3,0,3,0,0,4,0,0.26,0,0.26,0.26,0.26,0.9,0.9,0.8,1.6,0.07,0.07,0.14,0.07,0.14,https://fbref.com/en/players/316162b6/Oliver-Fink
2019,Düsseldorf,Bundesliga,Niko Gießelmann,GER,DF,26,1991,30,29,2593,28.8,0,3,0,0,0,2,0,0,0.1,0.1,0,0.1,0.9,0.9,3.1,4,0.03,0.11,0.14,0.03,0.14,https://fbref.com/en/players/7242b495/Niko-Giesselmann
2019,Düsseldorf,Bundesliga,Rouwen Hennings,GER,FW,30,1987,29,19,1833,20.4,7,4,6,1,1,3,0,0.34,0.2,0.54,0.29,0.49,8.3,7.5,3.3,10.8,0.41,0.16,0.57,0.37,0.53,https://fbref.com/en/players/17611373/Rouwen-Hennings
2019,Düsseldorf,Bundesliga,André Hoffmann,GER,"DF,MF",25,1993,13,11,1049,11.7,0,0,0,0,0,4,0,0,0,0,0,0,0.4,0.4,0,0.4,0.03,0,0.04,0.03,0.04,https://fbref.com/en/players/34b306a1/Andre-Hoffmann
2019,Düsseldorf,Bundesliga,Marcin Kamiński,POL,DF,26,1992,27,27,2430,27,0,1,0,0,0,1,0,0,0.04,0.04,0,0.04,0.7,0.7,0.4,1.1,0.03,0.01,0.04,0.03,0.04,https://fbref.com/en/players/463503e2/Marcin-Kaminski
2019,Düsseldorf,Bundesliga,Kenan Karaman,TUR,"FW,MF",24,1994,21,9,919,10.2,3,1,3,0,0,0,0,0.29,0.1,0.39,0.29,0.39,3.2,3.2,1.9,5.1,0.31,0.19,0.5,0.31,0.5,https://fbref.com/en/players/8f0f2230/Kenan-Karaman
2019,Düsseldorf,Bundesliga,Dawid Kownacki,POL,"MF,FW",21,1997,10,7,575,6.4,4,0,4,0,0,2,0,0.63,0,0.63,0.63,0.63,1.3,1.3,0.3,1.7,0.21,0.05,0.26,0.21,0.26,https://fbref.com/en/players/be5e1c4c/Dawid-Kownacki
2019,Düsseldorf,Bundesliga,Davor Lovren,CRO,"MF,FW",19,1998,2,0,46,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.25,0,0.25,0.25,0.25,https://fbref.com/en/players/58007d77/Davor-Lovren
2019,Düsseldorf,Bundesliga,Dodi Lukebakio,BEL,"FW,MF",20,1997,31,22,1972,21.9,10,3,6,4,6,6,0,0.46,0.14,0.59,0.27,0.41,12.7,8.1,2.3,10.4,0.58,0.1,0.68,0.37,0.47,https://fbref.com/en/players/0c61c77c/Dodi-Lukebakio
2019,Düsseldorf,Bundesliga,Alfredo Morales,USA,MF,28,1990,23,16,1532,17,1,1,1,0,0,6,0,0.06,0.06,0.12,0.06,0.12,0.8,0.8,1,1.8,0.05,0.06,0.1,0.05,0.1,https://fbref.com/en/players/ff45add5/Alfredo-Morales
2019,Düsseldorf,Bundesliga,Benito Raman,BEL,"MF,FW",23,1994,30,19,1681,18.7,10,4,10,0,0,1,0,0.54,0.21,0.75,0.54,0.75,7.6,7.6,2.9,10.5,0.41,0.16,0.56,0.41,0.56,https://fbref.com/en/players/867501bf/Benito-Raman
2019,Düsseldorf,Bundesliga,Michael Rensing,GER,GK,34,1984,32,32,2880,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/c476b0c0/Michael-Rensing
2019,Düsseldorf,Bundesliga,Marcel Sobottka,GER,MF,24,1994,14,11,942,10.5,0,0,0,0,0,3,0,0,0,0,0,0,0.6,0.6,0.1,0.7,0.06,0.01,0.06,0.06,0.06,https://fbref.com/en/players/664590fa/Marcel-Sobottka
2019,Düsseldorf,Bundesliga,Kevin Stöger,AUT,MF,24,1993,25,24,2118,23.5,1,7,1,0,0,8,0,0.04,0.3,0.34,0.04,0.34,2,2,6,8,0.08,0.26,0.34,0.08,0.34,https://fbref.com/en/players/e5649a78/Kevin-Stoger
2019,Düsseldorf,Bundesliga,Markus Suttner,AUT,"DF,MF",31,1987,6,6,489,5.4,1,1,1,0,0,1,0,0.18,0.18,0.37,0.18,0.37,0.2,0.2,0.8,1,0.04,0.15,0.19,0.04,0.19,https://fbref.com/en/players/7391c2d9/Markus-Suttner
2019,Düsseldorf,Bundesliga,Takashi Usami,JPN,"FW,MF",26,1992,19,10,879,9.8,1,2,1,0,0,1,0,0.1,0.2,0.31,0.1,0.31,2.1,2.1,1.2,3.3,0.22,0.12,0.34,0.22,0.34,https://fbref.com/en/players/2bed2986/Takashi-Usami
2019,Düsseldorf,Bundesliga,Jean Zimmer,GER,"DF,MF",24,1993,18,17,1435,15.9,1,2,1,0,0,2,0,0.06,0.13,0.19,0.06,0.19,0.5,0.5,3.9,4.4,0.03,0.24,0.27,0.03,0.27,https://fbref.com/en/players/912e63b5/Jean-Zimmer
2019,Düsseldorf,Bundesliga,Matthias Zimmermann,GER,"DF,MF",26,1992,34,34,3049,33.9,1,3,1,0,0,4,0,0.03,0.09,0.12,0.03,0.12,0.6,0.6,2.5,3.1,0.02,0.07,0.09,0.02,0.09,https://fbref.com/en/players/e199d5b0/Matthias-Zimmermann
2019,Eint Frankfurt,Bundesliga,David Abraham,ARG,DF,32,1986,17,17,1420,15.8,0,0,0,0,0,2,0,0,0,0,0,0,0.4,0.4,0.1,0.6,0.03,0.01,0.04,0.03,0.04,https://fbref.com/en/players/565bf0da/David-Abraham
2019,Eint Frankfurt,Bundesliga,Allan,BRA,"MF,DF",21,1997,4,2,176,2,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.05,0.01,0.06,0.05,0.06,https://fbref.com/en/players/b15e93aa/Allan
2019,Eint Frankfurt,Bundesliga,Danny Blum,GER,FW,27,1991,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/eb61713c/Danny-Blum
2019,Eint Frankfurt,Bundesliga,Timothy Chandler,USA,FW,28,1990,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.18,0,0.18,https://fbref.com/en/players/b3b7f5a6/Timothy-Chandler
2019,Eint Frankfurt,Bundesliga,Danny da Costa,GER,"DF,MF",25,1993,34,34,3033,33.7,2,4,2,0,0,1,0,0.06,0.12,0.18,0.06,0.18,3,3,3.8,6.8,0.09,0.11,0.2,0.09,0.2,https://fbref.com/en/players/5ddb8f9f/Danny-da-Costa
2019,Eint Frankfurt,Bundesliga,Marco Fabián,MEX,FW,29,1989,1,1,62,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.13,0,0.13,0.13,0.13,https://fbref.com/en/players/e665a2db/Marco-Fabian
2019,Eint Frankfurt,Bundesliga,Simon Falette,GUI,DF,26,1992,7,7,600,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.01,0,0.01,0.01,0.01,https://fbref.com/en/players/b82880c6/Simon-Falette
2019,Eint Frankfurt,Bundesliga,Gelson Fernandes,SUI,MF,31,1986,28,28,2225,24.7,1,0,1,0,0,10,1,0.04,0,0.04,0.04,0.04,0.9,0.9,0.2,1.1,0.04,0.01,0.04,0.04,0.04,https://fbref.com/en/players/8e58987d/Gelson-Fernandes
2019,Eint Frankfurt,Bundesliga,Mijat Gaćinović,SRB,"MF,FW",23,1995,29,16,1626,18.1,0,1,0,0,0,3,0,0,0.06,0.06,0,0.06,1.7,1.7,2,3.7,0.1,0.11,0.21,0.1,0.21,https://fbref.com/en/players/16daec92/Mijat-Gacinovic
2019,Eint Frankfurt,Bundesliga,Jonathan de Guzmán,NED,MF,30,1987,28,17,1564,17.4,3,6,3,0,0,4,0,0.17,0.35,0.52,0.17,0.52,3.1,3.1,3.6,6.6,0.18,0.21,0.38,0.18,0.38,https://fbref.com/en/players/1bcca8b8/Jonathan-de-Guzman
2019,Eint Frankfurt,Bundesliga,Sébastien Haller,CIV,FW,24,1994,29,23,2182,24.2,15,9,12,3,3,3,0,0.62,0.37,0.99,0.49,0.87,13,10.7,5.7,16.4,0.53,0.24,0.77,0.44,0.68,https://fbref.com/en/players/ba115a40/Sebastien-Haller
2019,Eint Frankfurt,Bundesliga,Makoto Hasebe,JPN,"DF,MF",34,1984,28,28,2520,28,0,0,0,0,0,4,0,0,0,0,0,0,0.1,0.1,0.5,0.6,0,0.02,0.02,0,0.02,https://fbref.com/en/players/9ab16552/Makoto-Hasebe
2019,Eint Frankfurt,Bundesliga,Martin Hinteregger,AUT,DF,25,1992,14,14,1142,12.7,1,0,1,0,0,3,0,0.08,0,0.08,0.08,0.08,0.9,0.9,0.1,1,0.08,0.01,0.09,0.08,0.09,https://fbref.com/en/players/080440a4/Martin-Hinteregger
2019,Eint Frankfurt,Bundesliga,Branimir Hrgota,SWE,FW,25,1993,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/710fbdd1/Branimir-Hrgota
2019,Eint Frankfurt,Bundesliga,Luka Jović,SRB,"FW,MF",20,1997,32,25,2243,24.9,17,5,16,1,1,1,0,0.68,0.2,0.88,0.64,0.84,13.6,12.9,3.5,16.4,0.55,0.14,0.69,0.52,0.66,https://fbref.com/en/players/4d8cd038/Luka-Jovic
2019,Eint Frankfurt,Bundesliga,Filip Kostić,SRB,"DF,MF",25,1992,34,33,2956,32.8,6,10,6,0,0,4,0,0.18,0.3,0.49,0.18,0.49,4.8,4.8,9.3,14.1,0.15,0.28,0.43,0.15,0.43,https://fbref.com/en/players/b1cd37e6/Filip-Kostic
2019,Eint Frankfurt,Bundesliga,Nicolai Müller,GER,"FW,MF",30,1987,7,3,217,2.4,2,0,2,0,0,1,0,0.83,0,0.83,0.83,0.83,0.9,0.9,0.2,1.1,0.38,0.06,0.45,0.38,0.45,https://fbref.com/en/players/5e1df051/Nicolai-Muller
2019,Eint Frankfurt,Bundesliga,Obite N'Dicka,FRA,DF,18,1999,27,24,2304,25.6,1,1,1,0,0,3,0,0.04,0.04,0.08,0.04,0.08,1,1,0.3,1.3,0.04,0.01,0.05,0.04,0.05,https://fbref.com/en/players/441197b8/Obite-NDicka
2019,Eint Frankfurt,Bundesliga,Gonçalo Paciência,POR,FW,23,1994,11,4,390,4.3,3,1,3,0,0,1,0,0.69,0.23,0.92,0.69,0.92,2.2,2.2,0.7,2.9,0.5,0.16,0.66,0.5,0.66,https://fbref.com/en/players/962e54cb/Goncalo-Paciencia
2019,Eint Frankfurt,Bundesliga,Ante Rebić,CRO,"FW,MF",24,1993,28,23,1978,22,9,4,9,0,0,4,1,0.41,0.18,0.59,0.41,0.59,9.2,9.2,5.2,14.4,0.42,0.24,0.66,0.42,0.66,https://fbref.com/en/players/536cebe5/Ante-Rebic
2019,Eint Frankfurt,Bundesliga,Sebastian Rode,GER,MF,27,1990,12,12,923,10.3,0,0,0,0,0,4,0,0,0,0,0,0,0.3,0.3,0.9,1.2,0.03,0.09,0.12,0.03,0.12,https://fbref.com/en/players/e12b0b5b/Sebastian-Rode
2019,Eint Frankfurt,Bundesliga,Marco Russ,GER,DF,32,1985,5,3,380,4.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.03,0.03,0,0.03,https://fbref.com/en/players/e26c4233/Marco-Russ
2019,Eint Frankfurt,Bundesliga,Frederik Rønnow,DEN,GK,25,1992,2,1,123,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/a70b8345/Frederik-Ronnow
2019,Eint Frankfurt,Bundesliga,Carlos Salcedo,MEX,DF,24,1993,6,6,460,5.1,0,0,0,0,0,3,0,0,0,0,0,0,0.1,0.1,0,0.1,0.02,0,0.02,0.02,0.02,https://fbref.com/en/players/64c07ae1/Carlos-Salcedo
2019,Eint Frankfurt,Bundesliga,Marc Stendera,GER,MF,22,1995,7,0,110,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.14,0.14,0,0.14,https://fbref.com/en/players/500cd987/Marc-Stendera
2019,Eint Frankfurt,Bundesliga,Taleb Tawatha,ISR,"DF,FW",26,1992,3,1,125,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/bbb496b5/Taleb-Tawatha
2019,Eint Frankfurt,Bundesliga,Lucas Torró,ESP,MF,24,1994,8,6,560,6.2,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0.04,0.03,0.06,0.04,0.06,https://fbref.com/en/players/0e4fef6e/Lucas-Torro
2019,Eint Frankfurt,Bundesliga,Almamy Touré,MLI,DF,22,1996,7,6,519,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.3,0.04,0,0.05,0.04,0.05,https://fbref.com/en/players/c8c60119/Almamy-Toure
