Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,MP_Playing,Starts_Playing,Min_Playing,Mins_Per_90_Playing,Gls,Ast,G_minus_PK,PK,PKatt,CrdY,CrdR,Gls_Per,Ast_Per,G+A_Per,G_minus_PK_Per,G+A_minus_PK_Per,xG_Expected,npxG_Expected,xA_Expected,npxG+xA_Expected,xG_Per,xA_Per,xG+xA_Per,npxG_Per,npxG+xA_Per,Url
2019,Nürnberg,Bundesliga,Simon Rhein,GER,MF,20,1998,8,7,494,5.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,https://fbref.com/en/players/8f6bfe11/Simon-Rhein
2019,Nürnberg,Bundesliga,Edgar Salli,CMR,"MF,FW",25,1992,3,1,116,1.3,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.05,0.01,0.06,0.05,0.06,https://fbref.com/en/players/41d1fbc6/Edgar-Salli
2019,Nürnberg,Bundesliga,Timothy Tillman,GER,"FW,MF",19,1999,6,1,206,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.6,0.07,0.17,0.24,0.07,0.24,https://fbref.com/en/players/a5bea1fb/Timothy-Tillman
2019,Nürnberg,Bundesliga,Enrico Valentini,ITA,DF,29,1989,15,15,1299,14.4,0,2,0,0,0,2,0,0,0.14,0.14,0,0.14,0.2,0.2,1.6,1.8,0.01,0.11,0.12,0.01,0.12,https://fbref.com/en/players/5c4d9be7/Enrico-Valentini
2019,Nürnberg,Bundesliga,Adam Zreľák,SVK,FW,24,1994,14,10,941,10.5,2,1,2,0,0,4,0,0.19,0.1,0.29,0.19,0.29,3.8,3.8,0.6,4.4,0.36,0.06,0.42,0.36,0.42,https://fbref.com/en/players/8c8b4a01/Adam-Zrelak
2019,RB Leipzig,Bundesliga,Tyler Adams,USA,MF,19,1999,10,8,721,8,0,2,0,0,0,0,0,0,0.25,0.25,0,0.25,0.2,0.2,0.7,0.9,0.03,0.09,0.12,0.03,0.12,https://fbref.com/en/players/2b09d998/Tyler-Adams
2019,RB Leipzig,Bundesliga,Jean-Kévin Augustin,FRA,FW,21,1997,17,4,461,5.1,3,0,3,0,0,0,0,0.59,0,0.59,0.59,0.59,2.5,2.5,0.9,3.4,0.49,0.17,0.66,0.49,0.66,https://fbref.com/en/players/97bfa797/Jean-Kevin-Augustin
2019,RB Leipzig,Bundesliga,Bruma,POR,"MF,FW",23,1994,14,6,553,6.1,1,1,1,0,1,1,0,0.16,0.16,0.33,0.16,0.33,1.3,0.5,1.2,1.8,0.21,0.2,0.41,0.09,0.29,https://fbref.com/en/players/5caa62a7/Bruma
2019,RB Leipzig,Bundesliga,Matheus Cunha,BRA,"FW,MF",19,1999,25,9,853,9.5,2,0,2,0,0,1,0,0.21,0,0.21,0.21,0.21,3.4,3.4,0.9,4.4,0.36,0.1,0.46,0.36,0.46,https://fbref.com/en/players/dc62b55d/Matheus-Cunha
2019,RB Leipzig,Bundesliga,Diego Demme,GER,MF,26,1991,26,24,2055,22.8,0,2,0,0,0,4,0,0,0.09,0.09,0,0.09,0.3,0.3,2,2.3,0.01,0.09,0.1,0.01,0.1,https://fbref.com/en/players/dc3fa3b5/Diego-Demme
2019,RB Leipzig,Bundesliga,Emil Forsberg,SWE,"MF,FW",26,1991,20,14,1249,13.9,4,7,1,3,3,0,0,0.29,0.5,0.79,0.07,0.58,4.4,2.2,4.6,6.8,0.32,0.33,0.65,0.16,0.49,https://fbref.com/en/players/9a2e0ccc/Emil-Forsberg
2019,RB Leipzig,Bundesliga,Péter Gulácsi,HUN,GK,28,1990,33,33,2925,32.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.01,0.01,0,0.01,https://fbref.com/en/players/bcb2ccd8/Peter-Gulacsi
2019,RB Leipzig,Bundesliga,Amadou Haidara,MLI,MF,20,1998,9,4,378,4.2,1,0,1,0,0,1,0,0.24,0,0.24,0.24,0.24,0.7,0.7,0.3,1,0.17,0.08,0.25,0.17,0.25,https://fbref.com/en/players/92432bc6/Amadou-Haidara
2019,RB Leipzig,Bundesliga,Marcel Halstenberg,GER,DF,26,1991,28,27,2414,26.8,3,6,1,2,2,2,0,0.11,0.22,0.34,0.04,0.26,3.9,2.4,6.7,9,0.14,0.25,0.39,0.09,0.34,https://fbref.com/en/players/8ff2354e/Marcel-Halstenberg
2019,RB Leipzig,Bundesliga,Stefan Ilsanker,AUT,"DF,MF",29,1989,19,10,933,10.4,0,0,0,0,0,5,1,0,0,0,0,0,0.4,0.4,0.1,0.5,0.04,0.01,0.05,0.04,0.05,https://fbref.com/en/players/8494acc4/Stefan-Ilsanker
2019,RB Leipzig,Bundesliga,Kevin Kampl,SVN,MF,27,1990,27,25,2113,23.5,2,5,2,0,0,5,0,0.09,0.21,0.3,0.09,0.3,1.6,1.6,3.3,4.8,0.07,0.14,0.21,0.07,0.21,https://fbref.com/en/players/b825a650/Kevin-Kampl
2019,RB Leipzig,Bundesliga,Lukas Klostermann,GER,DF,22,1996,26,22,2003,22.3,5,1,5,0,0,1,0,0.22,0.04,0.27,0.22,0.27,2,2,1.5,3.5,0.09,0.07,0.16,0.09,0.16,https://fbref.com/en/players/ca8033cb/Lukas-Klostermann
2019,RB Leipzig,Bundesliga,Ibrahima Konaté,FRA,DF,19,1999,28,27,2431,27,1,1,1,0,0,7,0,0.04,0.04,0.07,0.04,0.07,1.2,1.2,0.4,1.6,0.04,0.02,0.06,0.04,0.06,https://fbref.com/en/players/5ed9b537/Ibrahima-Konate
2019,RB Leipzig,Bundesliga,Konrad Laimer,AUT,"MF,DF",21,1997,29,20,1874,20.8,1,1,1,0,0,7,0,0.05,0.05,0.1,0.05,0.1,2.1,2.1,2.4,4.5,0.1,0.12,0.22,0.1,0.22,https://fbref.com/en/players/c1b7847c/Konrad-Laimer
2019,RB Leipzig,Bundesliga,Nordi Mukiele,FRA,DF,20,1997,19,14,1225,13.6,1,1,1,0,0,3,0,0.07,0.07,0.15,0.07,0.15,0.4,0.4,1.5,1.9,0.03,0.11,0.14,0.03,0.14,https://fbref.com/en/players/ac73ec79/Nordi-Mukiele
2019,RB Leipzig,Bundesliga,Yvon Mvogo,SUI,GK,24,1994,2,1,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/dc29b608/Yvon-Mvogo
2019,RB Leipzig,Bundesliga,Willi Orban,HUN,DF,25,1992,24,23,2049,22.8,4,0,4,0,0,5,0,0.18,0,0.18,0.18,0.18,4.6,4.6,0,4.6,0.2,0,0.2,0.2,0.2,https://fbref.com/en/players/20030c06/Willi-Orban
2019,RB Leipzig,Bundesliga,Yussuf Poulsen,DEN,FW,24,1994,31,27,2451,27.2,15,3,15,0,0,2,0,0.55,0.11,0.66,0.55,0.66,11.8,11.7,4,15.7,0.43,0.15,0.58,0.43,0.58,https://fbref.com/en/players/d2416c2e/Yussuf-Poulsen
2019,RB Leipzig,Bundesliga,Marcel Sabitzer,AUT,"MF,FW",24,1994,30,26,2352,26.1,4,3,4,0,0,9,0,0.15,0.11,0.27,0.15,0.27,5,5,5,10,0.19,0.19,0.38,0.19,0.38,https://fbref.com/en/players/e280527c/Marcel-Sabitzer
2019,RB Leipzig,Bundesliga,Marcelo Saracchi,URU,DF,20,1998,9,7,653,7.3,0,1,0,0,0,2,0,0,0.14,0.14,0,0.14,0.1,0.1,0.8,0.9,0.01,0.12,0.12,0.01,0.12,https://fbref.com/en/players/1c96ad85/Marcelo-Saracchi
2019,RB Leipzig,Bundesliga,Emile Smith Rowe,ENG,MF,18,2000,3,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/17695062/Emile-Smith-Rowe
2019,RB Leipzig,Bundesliga,Dayot Upamecano,FRA,DF,19,1998,15,14,1293,14.4,0,0,0,0,0,5,0,0,0,0,0,0,0.6,0.6,0,0.7,0.04,0,0.05,0.04,0.05,https://fbref.com/en/players/d248cd8f/Dayot-Upamecano
2019,RB Leipzig,Bundesliga,Timo Werner,GER,FW,22,1996,30,29,2509,27.9,16,7,16,0,1,1,0,0.57,0.25,0.83,0.57,0.83,14.8,14,4.9,18.9,0.53,0.18,0.71,0.5,0.68,https://fbref.com/en/players/49fe9070/Timo-Werner
2019,Schalke 04,Bundesliga,Nabil Bentaleb,ALG,MF,23,1994,25,19,1792,19.9,3,0,0,3,3,4,0,0.15,0,0.15,0,0,3.1,0.8,0.9,1.6,0.15,0.04,0.2,0.04,0.08,https://fbref.com/en/players/3189f61a/Nabil-Bentaleb
2019,Schalke 04,Bundesliga,Nassim Boujellab,MAR,MF,19,1999,7,4,378,4.2,0,1,0,0,0,0,0,0,0.24,0.24,0,0.24,0.6,0.6,0.4,1,0.14,0.08,0.23,0.14,0.23,https://fbref.com/en/players/541127d5/Nassim-Boujellab
2019,Schalke 04,Bundesliga,Jeffrey Bruma,NED,DF,26,1991,9,7,624,6.9,0,0,0,0,0,4,0,0,0,0,0,0,0.1,0.1,0,0.1,0.01,0,0.01,0.01,0.01,https://fbref.com/en/players/fbffc4b1/Jeffrey-Bruma
2019,Schalke 04,Bundesliga,Guido Burgstaller,AUT,FW,29,1989,24,17,1526,17,4,0,4,0,0,4,0,0.24,0,0.24,0.24,0.24,6.2,6.2,1.1,7.3,0.36,0.07,0.43,0.36,0.43,https://fbref.com/en/players/2bcc6d52/Guido-Burgstaller
2019,Schalke 04,Bundesliga,Daniel Caligiuri,ITA,DF,30,1988,31,31,2756,30.6,7,3,3,4,6,9,0,0.23,0.1,0.33,0.1,0.2,6.2,1.7,4.4,6.1,0.2,0.14,0.35,0.06,0.2,https://fbref.com/en/players/d1273f09/Daniel-Caligiuri
2019,Schalke 04,Bundesliga,Jonas Carls,GER,DF,21,1997,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0.04,https://fbref.com/en/players/2bb48e86/Jonas-Carls
2019,Schalke 04,Bundesliga,Franco Di Santo,ARG,"FW,MF",29,1989,4,3,245,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.4,1.1,0.24,0.16,0.39,0.24,0.39,https://fbref.com/en/players/549c6ba7/Franco-Di-Santo
2019,Schalke 04,Bundesliga,Breel Embolo,SUI,FW,21,1997,20,15,1345,14.9,5,1,5,0,0,4,0,0.33,0.07,0.4,0.33,0.4,3.6,3.6,2.4,6.1,0.24,0.16,0.41,0.24,0.41,https://fbref.com/en/players/0b4f388a/Breel-Embolo
2019,Schalke 04,Bundesliga,Ralf Fährmann,GER,GK,29,1988,17,16,1470,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,https://fbref.com/en/players/1e43fad8/Ralf-Fahrmann
2019,Schalke 04,Bundesliga,Amine Harit,MAR,"MF,FW",21,1997,18,12,1082,12,1,1,1,0,0,1,0,0.08,0.08,0.17,0.08,0.17,1.2,1.2,1.3,2.5,0.1,0.11,0.21,0.1,0.21,https://fbref.com/en/players/e7d59f4f/Amine-Harit
2019,Schalke 04,Bundesliga,Yevhen Konoplyanka,UKR,FW,28,1989,13,7,656,7.3,1,1,1,0,0,0,1,0.14,0.14,0.27,0.14,0.27,1.3,1.3,0.7,2,0.17,0.1,0.28,0.17,0.28,https://fbref.com/en/players/d9a5d930/Yevhen-Konoplyanka
2019,Schalke 04,Bundesliga,Ahmed Kutucu,TUR,"FW,MF",18,2000,13,3,425,4.7,2,0,2,0,0,0,0,0.42,0,0.42,0.42,0.42,1.1,1.1,0.1,1.2,0.23,0.01,0.25,0.23,0.25,https://fbref.com/en/players/beda9675/Ahmed-Kutucu
2019,Schalke 04,Bundesliga,Omar Mascarell,ESP,MF,25,1993,14,11,993,11,0,2,0,0,0,2,0,0,0.18,0.18,0,0.18,0.2,0.2,0.2,0.4,0.02,0.01,0.03,0.02,0.03,https://fbref.com/en/players/11fd2b75/Omar-Mascarell
2019,Schalke 04,Bundesliga,Rabbi Matondo,WAL,"FW,MF",17,2000,7,1,189,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.7,0.22,0.12,0.34,0.22,0.34,https://fbref.com/en/players/33144cc5/Rabbi-Matondo
2019,Schalke 04,Bundesliga,Weston McKennie,USA,"MF,DF",19,1998,24,19,1746,19.4,1,4,1,0,0,6,0,0.05,0.21,0.26,0.05,0.26,2,2,1.7,3.8,0.1,0.09,0.19,0.1,0.19,https://fbref.com/en/players/01c3aff5/Weston-McKennie
2019,Schalke 04,Bundesliga,Hamza Mendyl,MAR,"DF,MF",20,1997,9,7,544,6,0,0,0,0,0,5,0,0,0,0,0,0,0.1,0.1,0.1,0.3,0.02,0.02,0.04,0.02,0.04,https://fbref.com/en/players/f99fe221/Hamza-Mendyl
2019,Schalke 04,Bundesliga,Naldo,BRA,DF,35,1982,7,7,630,7,0,0,0,0,0,1,0,0,0,0,0,0,0.4,0.4,0.4,0.8,0.06,0.05,0.11,0.06,0.11,https://fbref.com/en/players/03bd0bf4/Naldo
2019,Schalke 04,Bundesliga,Matija Nastasić,SRB,DF,25,1993,28,28,2449,27.2,1,0,1,0,0,6,1,0.04,0,0.04,0.04,0.04,2.2,2.2,0.3,2.5,0.08,0.01,0.09,0.08,0.09,https://fbref.com/en/players/f35430a4/Matija-Nastasic
2019,Schalke 04,Bundesliga,Alexander Nübel,GER,GK,21,1996,18,18,1588,17.6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/afb0c500/Alexander-Nubel
2019,Schalke 04,Bundesliga,Bastian Oczipka,GER,DF,29,1989,21,21,1875,20.8,1,5,1,0,0,3,0,0.05,0.24,0.29,0.05,0.29,0.4,0.4,3.2,3.7,0.02,0.15,0.18,0.02,0.18,https://fbref.com/en/players/d1661819/Bastian-Oczipka
2019,Schalke 04,Bundesliga,Baba Rahman,GHA,DF,24,1994,2,2,162,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.02,0.09,0.11,0.02,0.11,https://fbref.com/en/players/e4086af3/Baba-Rahman
2019,Schalke 04,Bundesliga,Sascha Riether,GER,DF,35,1983,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/3cb009c5/Sascha-Riether
2019,Schalke 04,Bundesliga,Sebastian Rudy,GER,MF,28,1990,21,17,1356,15.1,0,0,0,0,0,4,0,0,0,0,0,0,0.2,0.2,1,1.2,0.01,0.07,0.08,0.01,0.08,https://fbref.com/en/players/80f36c88/Sebastian-Rudy
2019,Schalke 04,Bundesliga,Salif Sané,SEN,DF,27,1990,30,29,2614,29,2,0,2,0,0,4,0,0.07,0,0.07,0.07,0.07,1.1,1.1,0.6,1.7,0.04,0.02,0.06,0.04,0.06,https://fbref.com/en/players/791abba1/Salif-Sane
2019,Schalke 04,Bundesliga,Alessandro Schöpf,AUT,"MF,DF",24,1994,15,11,1004,11.2,1,0,1,0,0,3,0,0.09,0,0.09,0.09,0.09,1.4,1.4,1,2.4,0.12,0.09,0.21,0.12,0.21,https://fbref.com/en/players/106bca06/Alessandro-Schopf
2019,Schalke 04,Bundesliga,Suat Serdar,GER,MF,21,1997,26,20,1729,19.2,2,1,2,0,0,4,2,0.1,0.05,0.16,0.1,0.16,2.4,2.4,2,4.5,0.13,0.11,0.23,0.13,0.23,https://fbref.com/en/players/b3325a30/Suat-Serdar
2019,Schalke 04,Bundesliga,Steven Skrzybski,GER,"FW,MF",25,1992,12,8,664,7.4,3,1,3,0,0,1,0,0.41,0.14,0.54,0.41,0.54,2.3,2.3,1.4,3.7,0.31,0.18,0.5,0.31,0.5,https://fbref.com/en/players/58ce23e5/Steven-Skrzybski
2019,Schalke 04,Bundesliga,Benjamin Stambouli,FRA,"DF,MF",27,1990,21,20,1763,19.6,0,2,0,0,0,3,0,0,0.1,0.1,0,0.1,0.2,0.2,0.4,0.5,0.01,0.02,0.03,0.01,0.03,https://fbref.com/en/players/5939baa2/Benjamin-Stambouli
2019,Schalke 04,Bundesliga,Cedric Teuchert,GER,FW,21,1997,5,2,160,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.03,0.03,0.03,https://fbref.com/en/players/f956479d/Cedric-Teuchert
2019,Schalke 04,Bundesliga,George Timotheou,AUS,DF,21,1997,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.03,0.03,0.03,https://fbref.com/en/players/8fa80ec8/George-Timotheou
2019,Schalke 04,Bundesliga,Mark Uth,GER,"FW,MF",26,1991,20,15,1407,15.6,2,1,2,0,0,3,0,0.13,0.06,0.19,0.13,0.19,4.7,4.7,1.2,6,0.3,0.08,0.38,0.3,0.38,https://fbref.com/en/players/a3ddb1b9/Mark-Uth
2019,Schalke 04,Bundesliga,Haji Wright,USA,FW,20,1998,7,2,197,2.2,1,0,1,0,0,0,0,0.46,0,0.46,0.46,0.46,1.2,1.2,0,1.2,0.53,0.01,0.54,0.53,0.54,https://fbref.com/en/players/91cd37b7/Haji-Wright
2019,Stuttgart,Bundesliga,Antonis Aidonis,GER,DF,17,2001,2,1,80,0.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/54507986/Antonis-Aidonis
2019,Stuttgart,Bundesliga,Chadrac Akolo,COD,"MF,FW",23,1995,16,5,525,5.8,0,1,0,0,0,0,0,0,0.17,0.17,0,0.17,0.9,0.9,0.3,1.2,0.16,0.05,0.21,0.16,0.21,https://fbref.com/en/players/debc2f28/Chadrac-Akolo
2019,Stuttgart,Bundesliga,Dennis Aogo,GER,MF,31,1987,15,13,1025,11.4,0,0,0,0,0,1,0,0,0,0,0,0,0.4,0.4,1.3,1.7,0.04,0.12,0.15,0.04,0.15,https://fbref.com/en/players/c311243f/Dennis-Aogo
2019,Stuttgart,Bundesliga,Santiago Ascacíbar,ARG,MF,21,1997,27,27,2428,27,0,0,0,0,0,10,1,0,0,0,0,0,1.4,1.4,0.7,2.1,0.05,0.03,0.08,0.05,0.08,https://fbref.com/en/players/e26fcca3/Santiago-Ascacibar
2019,Stuttgart,Bundesliga,Holger Badstuber,GER,DF,29,1989,10,5,522,5.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/45b7edae/Holger-Badstuber
2019,Stuttgart,Bundesliga,Timo Baumgartl,GER,DF,22,1996,18,18,1620,18,1,0,1,0,0,2,0,0.06,0,0.06,0.06,0.06,0.2,0.2,0,0.3,0.01,0,0.01,0.01,0.01,https://fbref.com/en/players/bd7d2e6d/Timo-Baumgartl
2019,Stuttgart,Bundesliga,Andreas Beck,GER,"DF,MF",31,1987,24,21,1776,19.7,0,2,0,0,0,2,0,0,0.1,0.1,0,0.1,0.5,0.5,1,1.6,0.03,0.05,0.08,0.03,0.08,https://fbref.com/en/players/00a6485f/Andreas-Beck
2019,Stuttgart,Bundesliga,Gonzalo Castro,GER,MF,31,1987,25,19,1692,18.8,2,4,2,0,0,4,0,0.11,0.21,0.32,0.11,0.32,1.3,1.3,1.9,3.2,0.07,0.1,0.17,0.07,0.17,https://fbref.com/en/players/68829001/Gonzalo-Castro
2019,Stuttgart,Bundesliga,Leon Dajaku,GER,"MF,FW",17,2001,2,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/aeaf1bc1/Leon-Dajaku
2019,Stuttgart,Bundesliga,Daniel Didavi,GER,"MF,FW",28,1990,20,8,956,10.6,2,2,2,0,0,0,0,0.19,0.19,0.38,0.19,0.38,1.9,1.9,3.3,5.2,0.18,0.31,0.49,0.18,0.49,https://fbref.com/en/players/d3096421/Daniel-Didavi
2019,Stuttgart,Bundesliga,Anastasios Donis,GRE,"FW,MF",21,1996,24,11,962,10.7,5,2,5,0,0,4,0,0.47,0.19,0.65,0.47,0.65,3.4,3.4,0.9,4.3,0.31,0.08,0.4,0.31,0.4,https://fbref.com/en/players/0f26fd24/Anastasios-Donis
2019,Stuttgart,Bundesliga,Alexander Esswein,GER,"FW,MF",28,1990,17,15,1251,13.9,0,0,0,0,0,3,0,0,0,0,0,0,1.7,1.7,2.2,3.9,0.12,0.16,0.28,0.12,0.28,https://fbref.com/en/players/b48215cd/Alexander-Esswein
2019,Stuttgart,Bundesliga,Christian Gentner,GER,MF,32,1985,29,24,2018,22.4,0,5,0,0,0,3,0,0,0.22,0.22,0,0.22,2.8,2.8,1.4,4.2,0.12,0.06,0.19,0.12,0.19,https://fbref.com/en/players/a4f94a0d/Christian-Gentner
2019,Stuttgart,Bundesliga,Mario Gómez,GER,FW,33,1985,31,25,2211,24.6,7,2,7,0,0,4,1,0.28,0.08,0.37,0.28,0.37,10.3,10.3,2.6,12.9,0.42,0.11,0.52,0.42,0.52,https://fbref.com/en/players/71a20ce8/Mario-Gomez
2019,Stuttgart,Bundesliga,Nicolás González,ARG,"FW,MF",20,1998,30,23,2162,24,2,3,2,0,0,2,1,0.08,0.12,0.21,0.08,0.21,6.3,6.3,3.8,10.1,0.26,0.16,0.42,0.26,0.42,https://fbref.com/en/players/2374aaca/Nicolas-Gonzalez
2019,Stuttgart,Bundesliga,Emiliano Insúa,ARG,DF,29,1989,27,24,2114,23.5,2,2,2,0,0,4,1,0.09,0.09,0.17,0.09,0.17,0.6,0.6,2.3,3,0.03,0.1,0.13,0.03,0.13,https://fbref.com/en/players/f3cccffe/Emiliano-Insua
2019,Stuttgart,Bundesliga,Ozan Kabak,TUR,DF,18,2000,15,15,1350,15,3,0,3,0,0,4,0,0.2,0,0.2,0.2,0.2,1.1,1.1,0.3,1.3,0.07,0.02,0.09,0.07,0.09,https://fbref.com/en/players/2d61d13a/Ozan-Kabak
2019,Stuttgart,Bundesliga,Marc-Oliver Kempf,GER,DF,23,1995,23,23,2025,22.5,2,0,2,0,0,3,0,0.09,0,0.09,0.09,0.09,1.9,1.9,0.2,2.1,0.08,0.01,0.09,0.08,0.09,https://fbref.com/en/players/815c314f/Marc-Oliver-Kempf
2019,Stuttgart,Bundesliga,Pablo Maffeo,ESP,"DF,MF",21,1997,8,8,597,6.6,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.3,0.5,0.03,0.05,0.07,0.03,0.07,https://fbref.com/en/players/5db04597/Pablo-Maffeo
2019,Stuttgart,Bundesliga,Hans Nunoo Sarpei,GHA,"FW,MF",19,1998,2,0,42,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/9593331d/Hans-Nunoo-Sarpei
2019,Stuttgart,Bundesliga,Berkay Özcan,TUR,MF,20,1998,3,0,51,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/31114001/Berkay-Ozcan
2019,Stuttgart,Bundesliga,Benjamin Pavard,FRA,DF,22,1996,29,29,2610,29,0,0,0,0,0,3,0,0,0,0,0,0,0.8,0.8,0.9,1.7,0.03,0.03,0.06,0.03,0.06,https://fbref.com/en/players/45a03961/Benjamin-Pavard
2019,Stuttgart,Bundesliga,Borna Sosa,CRO,"DF,MF",20,1998,12,7,616,6.8,0,1,0,0,0,3,0,0,0.15,0.15,0,0.15,0.3,0.3,1.3,1.6,0.05,0.19,0.24,0.05,0.24,https://fbref.com/en/players/af0d79a9/Borna-Sosa
2019,Stuttgart,Bundesliga,Erik Thommy,GER,"MF,FW",23,1994,19,6,794,8.8,1,1,1,0,0,3,1,0.11,0.11,0.23,0.11,0.23,1.2,1.2,1.5,2.7,0.13,0.17,0.3,0.13,0.3,https://fbref.com/en/players/df8e7b62/Erik-Thommy
2019,Stuttgart,Bundesliga,Ron-Robert Zieler,GER,GK,29,1989,34,34,3060,34,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/a0606ae8/Ron-Robert-Zieler
2019,Stuttgart,Bundesliga,Steven Zuber,SUI,"FW,MF",26,1991,13,13,1051,11.7,5,1,4,1,1,3,0,0.43,0.09,0.51,0.34,0.43,2.5,1.8,2,3.8,0.22,0.17,0.39,0.15,0.33,https://fbref.com/en/players/b6a6e0a7/Steven-Zuber
2019,Werder Bremen,Bundesliga,Ludwig Augustinsson,SWE,DF,24,1994,34,34,3026,33.6,1,4,1,0,0,5,0,0.03,0.12,0.15,0.03,0.15,1.3,1.3,2.6,3.9,0.04,0.08,0.11,0.04,0.11,https://fbref.com/en/players/9fec8860/Ludwig-Augustinsson
2019,Werder Bremen,Bundesliga,Philipp Bargfrede,GER,"MF,DF",29,1989,15,13,1079,12,0,0,0,0,0,6,0,0,0,0,0,0,0.1,0.1,0.3,0.4,0.01,0.02,0.03,0.01,0.03,https://fbref.com/en/players/3f7cd8f1/Philipp-Bargfrede
2019,Werder Bremen,Bundesliga,Fin Bartels,GER,FW,31,1987,2,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/acc7b7ec/Fin-Bartels
2019,Werder Bremen,Bundesliga,Johannes Eggestein,GER,"FW,MF",20,1998,23,12,1113,12.4,4,1,4,0,0,0,0,0.32,0.08,0.4,0.32,0.4,3.3,3.3,1.9,5.2,0.27,0.15,0.42,0.27,0.42,https://fbref.com/en/players/d571df78/Johannes-Eggestein
2019,Werder Bremen,Bundesliga,Maximilian Eggestein,GER,MF,21,1996,34,34,3052,33.9,5,4,5,0,0,4,0,0.15,0.12,0.27,0.15,0.27,3,3,4.5,7.5,0.09,0.13,0.22,0.09,0.22,https://fbref.com/en/players/beb882a8/Maximilian-Eggestein
2019,Werder Bremen,Bundesliga,Marco Friedl,AUT,DF,20,1998,7,5,474,5.3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/f86ad3f5/Marco-Friedl
2019,Werder Bremen,Bundesliga,Theodor Gebre Selassie,CZE,DF,31,1986,32,32,2814,31.3,3,2,3,0,0,2,0,0.1,0.06,0.16,0.1,0.16,3.8,3.8,1.8,5.6,0.12,0.06,0.18,0.12,0.18,https://fbref.com/en/players/3f65898c/Theodor-Gebre-Selassie
2019,Werder Bremen,Bundesliga,Martin Harnik,AUT,"FW,MF",31,1987,18,10,828,9.2,4,2,4,0,0,2,0,0.43,0.22,0.65,0.43,0.65,6.1,6.1,1.7,7.7,0.66,0.18,0.84,0.66,0.84,https://fbref.com/en/players/99b7584f/Martin-Harnik
2019,Werder Bremen,Bundesliga,Aron Jóhannsson,USA,MF,27,1990,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/c0dc9fc7/Aron-Johannsson
2019,Werder Bremen,Bundesliga,Florian Kainz,AUT,FW,25,1992,8,5,373,4.1,0,1,0,0,0,2,0,0,0.24,0.24,0,0.24,0.4,0.4,0.7,1.1,0.09,0.18,0.27,0.09,0.27,https://fbref.com/en/players/94c18565/Florian-Kainz
2019,Werder Bremen,Bundesliga,Stefanos Kapino,GRE,GK,24,1994,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/62ba5881/Stefanos-Kapino
2019,Werder Bremen,Bundesliga,Davy Klaassen,NED,MF,25,1993,33,33,2816,31.3,5,4,5,0,0,5,0,0.16,0.13,0.29,0.16,0.29,3.3,3.3,3.2,6.5,0.11,0.1,0.21,0.11,0.21,https://fbref.com/en/players/15fd5593/Davy-Klaassen
