Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,MP_Playing,Starts_Playing,Min_Playing,Mins_Per_90_Playing,GA,GA90,SoTA,Saves,Save_percent,W,D,L,CS,CS_percent,PKatt_Penalty,PKA_Penalty,PKsv_Penalty,PKm_Penalty,Save_percent_Penalty,Url
2018,Betis,La Liga,Dani Giménez,ESP,GK,34,1983,4,4,309,3.4,0,0,7,7,100,3,1,0,4,100,0,0,0,0,NA,https://fbref.com/en/players/7c218bf9/Dani-Gimenez
2018,Betis,La Liga,Pedro López,ESP,GK,22,1995,5,4,411,4.6,8,1.75,18,10,55.6,1,1,2,1,25,0,0,0,0,NA,https://fbref.com/en/players/bfa29677/Pedro-Lopez
2018,Bologna,Serie A,Angelo da Costa Júnior,BRA,GK,33,1983,4,4,360,4,5,1.25,16,12,75,1,0,3,1,25,1,1,0,0,0,https://fbref.com/en/players/18736214/Angelo-da-Costa-Junior
2018,Bologna,Serie A,Antonio Mirante,ITA,GK,34,1983,33,33,2970,33,46,1.39,143,100,69.2,10,5,18,7,21.2,3,2,0,1,0,https://fbref.com/en/players/30223b33/Antonio-Mirante
2018,Bologna,Serie A,Antonio Santurro,DOM,GK,25,1992,1,1,90,1,1,1,5,4,80,0,1,0,0,0,0,0,0,0,NA,https://fbref.com/en/players/61228681/Antonio-Santurro
2018,Bordeaux,Ligue 1,Benoît Costil,FRA,GK,30,1987,36,36,3240,36,45,1.25,119,79,65.5,16,7,13,10,27.8,9,4,4,1,50,https://fbref.com/en/players/2434f24a/Benoit-Costil
2018,Bordeaux,Ligue 1,Jérôme Prior,FRA,GK,21,1995,2,2,180,2,3,1.5,8,5,62.5,0,0,2,0,0,0,0,0,0,NA,https://fbref.com/en/players/1061c207/Jerome-Prior
2018,Bournemouth,Premier League,Asmir Begović,BIH,GK,30,1987,38,38,3420,38,61,1.61,171,113,65.5,11,11,16,6,15.8,4,2,1,1,33.3,https://fbref.com/en/players/7b4de647/Asmir-Begovic
2018,Brighton,Premier League,Mathew Ryan,AUS,GK,25,1992,38,38,3420,38,54,1.42,171,121,69,9,13,16,10,26.3,3,1,2,0,66.7,https://fbref.com/en/players/4535e4bb/Mathew-Ryan
2018,Burnley,Premier League,Tom Heaton,ENG,GK,31,1986,4,4,305,3.4,4,1.18,13,9,69.2,1,1,1,0,0,0,0,0,0,NA,https://fbref.com/en/players/a6de6361/Tom-Heaton
2018,Burnley,Premier League,Nick Pope,ENG,GK,25,1992,35,34,3115,34.6,35,1.01,147,114,78.2,13,11,11,11,32.4,5,3,1,1,25,https://fbref.com/en/players/4b40d9ca/Nick-Pope
2018,Caen,Ligue 1,Brice Samba,CGO,GK,23,1994,4,3,315,3.5,4,1.14,18,15,83.3,1,1,1,2,66.7,1,1,0,0,0,https://fbref.com/en/players/60d90c55/Brice-Samba
2018,Caen,Ligue 1,Rémy Vercoutre,FRA,GK,37,1980,35,35,3103,34.5,48,1.39,133,93,66.9,9,7,19,11,31.4,4,4,0,0,0,https://fbref.com/en/players/1d0900d4/Remy-Vercoutre
2018,Cagliari,Serie A,Alessio Cragno,ITA,GK,23,1994,29,29,2536,28.2,47,1.67,121,80,66.1,7,4,17,7,24.1,10,6,2,2,25,https://fbref.com/en/players/f554e29b/Alessio-Cragno
2018,Cagliari,Serie A,Luca Crosta,ITA,GK,19,1998,1,1,90,1,3,3,2,0,0,0,0,1,0,0,1,1,0,0,0,https://fbref.com/en/players/a4ec7d09/Luca-Crosta
2018,Cagliari,Serie A,Rafael,BRA,GK,35,1982,10,8,794,8.8,11,1.25,39,28,74.4,4,2,3,1,12.5,1,1,0,0,0,https://fbref.com/en/players/dd06d56c/Rafael
2018,Celta Vigo,La Liga,Sergio Álvarez,ESP,GK,30,1986,17,16,1475,16.4,29,1.77,75,47,62.7,3,6,7,3,18.8,1,1,0,0,0,https://fbref.com/en/players/8875b8c9/Sergio-Alvarez
2018,Celta Vigo,La Liga,Rubén Blanco,ESP,GK,22,1995,22,22,1941,21.6,31,1.44,86,58,67.4,10,4,8,4,18.2,4,3,0,1,0,https://fbref.com/en/players/967f34d3/Ruben-Blanco
2018,Celta Vigo,La Liga,Brais Méndez,ESP,"MF,FW",20,1997,1,0,NA,10.5,0,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,NA,https://fbref.com/en/players/c9e39d91/Brais-Mendez
2018,Chelsea,Premier League,Willy Caballero,ARG,GK,35,1981,3,3,270,3,4,1.33,12,8,66.7,1,1,1,1,33.3,0,0,0,0,NA,https://fbref.com/en/players/a179d516/Willy-Caballero
2018,Chelsea,Premier League,Thibaut Courtois,BEL,GK,25,1992,35,35,3150,35,34,0.97,104,73,69.2,20,6,9,15,42.9,2,2,0,0,0,https://fbref.com/en/players/1840e36d/Thibaut-Courtois
2018,Chievo,Serie A,Stefano Sorrentino,ITA,GK,38,1979,38,38,3420,38,59,1.55,180,126,69.4,10,10,18,7,18.4,8,4,3,1,42.9,https://fbref.com/en/players/048877f5/Stefano-Sorrentino
2018,Crotone,Serie A,Alex Cordaz,ITA,GK,34,1983,38,38,3420,38,66,1.74,199,138,69.8,9,8,21,5,13.2,8,6,1,1,14.3,https://fbref.com/en/players/e66ebabb/Alex-Cordaz
2018,Crystal Palace,Premier League,Wayne Hennessey,WAL,GK,30,1987,27,27,2430,27,41,1.52,127,89,68.5,8,6,13,7,25.9,1,1,0,0,0,https://fbref.com/en/players/76eca7e2/Wayne-Hennessey
2018,Crystal Palace,Premier League,Julián Speroni,ARG,GK,38,1979,11,11,990,11,14,1.27,40,27,67.5,3,5,3,2,18.2,1,1,0,0,0,https://fbref.com/en/players/8e65a5e5/Julian-Speroni
2018,Dijon,Ligue 1,Baptiste Reynet,FRA,GK,26,1990,38,38,3420,38,73,1.92,198,139,68.7,13,9,16,5,13.2,15,11,3,1,21.4,https://fbref.com/en/players/bcf1b2e9/Baptiste-Reynet
2018,Dortmund,Bundesliga,Roman Bürki,SUI,GK,26,1990,33,33,2969,33,43,1.3,140,100,70.7,15,9,9,12,36.4,2,2,0,0,0,https://fbref.com/en/players/9d12e142/Roman-Burki
2018,Dortmund,Bundesliga,Roman Weidenfeller,GER,GK,36,1980,2,1,91,1,4,3.96,7,2,42.9,0,1,0,0,0,0,0,0,0,NA,https://fbref.com/en/players/16b8fabd/Roman-Weidenfeller
2018,Eibar,La Liga,Marko Dmitrović,SRB,GK,25,1992,36,36,3240,36,49,1.36,124,81,63.7,13,8,15,10,27.8,4,4,0,0,0,https://fbref.com/en/players/ac295d9e/Marko-Dmitrovic
2018,Eibar,La Liga,Asier Riesgo,ESP,GK,33,1983,1,1,90,1,1,1,4,3,75,1,0,0,0,0,0,0,0,0,NA,https://fbref.com/en/players/581c5276/Asier-Riesgo
2018,Eibar,La Liga,Yoel,ESP,GK,28,1988,1,1,90,1,0,0,5,5,100,0,1,0,1,100,0,0,0,0,NA,https://fbref.com/en/players/61bb7498/Yoel
2018,Eint Frankfurt,Bundesliga,Lukáš Hrádecký,FIN,GK,27,1989,34,34,3060,34,45,1.32,133,91,67.7,14,7,13,7,20.6,3,2,0,1,0,https://fbref.com/en/players/ad3389d5/Lukas-Hradecky
2018,Espanyol,La Liga,Diego López,ESP,GK,35,1981,10,10,854,9.5,11,1.16,38,30,73.7,3,5,2,3,30,2,1,1,0,50,https://fbref.com/en/players/73683fa9/Diego-Lopez
2018,Espanyol,La Liga,Pau López,ESP,GK,22,1994,29,28,2566,28.5,31,1.09,125,96,77.6,9,8,11,9,32.1,5,3,1,1,25,https://fbref.com/en/players/20b9f052/Pau-Lopez
2018,Everton,Premier League,Jordan Pickford,ENG,GK,23,1994,38,38,3420,38,58,1.53,175,119,68.6,13,10,15,10,26.3,5,3,1,1,25,https://fbref.com/en/players/4806ec67/Jordan-Pickford
2018,Fiorentina,Serie A,Bartłomiej Drągowski,POL,GK,19,1997,3,1,217,2.4,8,3.32,18,10,55.6,0,0,2,0,0,0,0,0,0,NA,https://fbref.com/en/players/085e71a7/Bartlomiej-Dragowski
2018,Fiorentina,Serie A,Marco Sportiello,ITA,GK,25,1992,37,37,3202,35.6,38,1.07,134,95,73.1,16,9,11,14,37.8,3,2,1,0,33.3,https://fbref.com/en/players/ac4003af/Marco-Sportiello
2018,Freiburg,Bundesliga,Rafał Gikiewicz,POL,GK,29,1987,2,1,154,1.7,3,1.75,7,4,57.1,1,1,0,0,0,0,0,0,0,NA,https://fbref.com/en/players/17376543/Rafal-Gikiewicz
2018,Freiburg,Bundesliga,Alexander Schwolow,GER,GK,25,1992,33,33,2906,32.3,53,1.64,142,97,65.5,7,11,14,9,27.3,5,4,0,1,0,https://fbref.com/en/players/0d55d942/Alexander-Schwolow
2018,Genoa,Serie A,Eugenio Lamanna,ITA,GK,27,1989,1,1,90,1,1,1,3,2,66.7,0,0,1,0,0,0,0,0,0,NA,https://fbref.com/en/players/349601c3/Eugenio-Lamanna
2018,Genoa,Serie A,Mattia Perin,ITA,GK,24,1992,37,37,3330,37,42,1.14,167,131,77.2,11,8,18,12,32.4,4,4,0,0,0,https://fbref.com/en/players/4c62d0c8/Mattia-Perin
2018,Getafe,La Liga,Vicente Guaita,ESP,GK,30,1987,33,33,2970,33,26,0.79,109,83,77.1,13,9,11,12,36.4,3,1,1,1,50,https://fbref.com/en/players/ab13a5aa/Vicente-Guaita
2018,Getafe,La Liga,Emiliano Martínez,ARG,GK,24,1992,5,5,450,5,7,1.4,18,12,66.7,2,1,2,2,40,1,1,0,0,0,https://fbref.com/en/players/7956236f/Emiliano-Martinez
2018,Girona,La Liga,Yassine Bounou,MAR,GK,26,1991,30,30,2655,29.5,46,1.56,135,94,68.9,13,6,11,9,30,5,4,0,1,0,https://fbref.com/en/players/f6798fc3/Yassine-Bounou
2018,Girona,La Liga,Gorka Iraizoz,ESP,GK,36,1981,9,8,765,8.5,13,1.53,36,25,63.9,1,3,4,2,25,0,0,0,0,NA,https://fbref.com/en/players/26f2473f/Gorka-Iraizoz
2018,Guingamp,Ligue 1,Karl-Johan Johnsson,SWE,GK,27,1990,38,38,3420,38,59,1.55,169,116,68,12,11,15,11,28.9,7,5,2,0,28.6,https://fbref.com/en/players/a56bd2ee/Karl-Johan-Johnsson
2018,Hamburger SV,Bundesliga,Christian Mathenia,GER,GK,25,1992,24,24,2160,24,38,1.58,93,58,62.4,4,6,14,6,25,4,3,0,1,0,https://fbref.com/en/players/4a15e95b/Christian-Mathenia
2018,Hamburger SV,Bundesliga,Julian Pollersbeck,GER,GK,22,1994,10,10,900,10,15,1.5,47,31,68.1,4,1,5,1,10,0,0,0,0,NA,https://fbref.com/en/players/d6f6ce93/Julian-Pollersbeck
2018,Hannover 96,Bundesliga,Michael Esser,GER,GK,29,1987,3,3,270,3,9,3,21,12,57.1,1,0,2,0,0,1,0,0,1,NA,https://fbref.com/en/players/83e0eeb4/Michael-Esser
2018,Hannover 96,Bundesliga,Philipp Tschauner,GER,GK,31,1985,31,31,2790,31,45,1.45,152,107,71.7,9,9,13,5,16.1,3,2,0,1,0,https://fbref.com/en/players/73e2f6eb/Philipp-Tschauner
2018,Hellas Verona,Serie A,Nícolas Andrade,BRA,GK,29,1988,36,36,3240,36,71,1.97,231,167,71.9,7,4,25,7,19.4,8,6,2,0,25,https://fbref.com/en/players/326d09ef/Nicolas-Andrade
2018,Hellas Verona,Serie A,Marco Silvestri,ITA,GK,26,1991,2,2,180,2,7,3.5,25,18,72,0,0,2,0,0,0,0,0,0,NA,https://fbref.com/en/players/0d422df7/Marco-Silvestri
2018,Hertha BSC,Bundesliga,Rune Jarstein,NOR,GK,32,1984,31,31,2790,31,44,1.42,130,92,70,10,10,11,7,22.6,6,5,0,1,0,https://fbref.com/en/players/27d2618c/Rune-Jarstein
2018,Hertha BSC,Bundesliga,Thomas Kraft,GER,GK,29,1988,3,3,270,3,2,0.67,12,11,91.7,0,3,0,1,33.3,1,1,0,0,0,https://fbref.com/en/players/bb25c778/Thomas-Kraft
2018,Hoffenheim,Bundesliga,Oliver Baumann,GER,GK,27,1990,34,34,3060,34,48,1.41,146,104,69.2,15,10,9,10,29.4,4,3,1,0,25,https://fbref.com/en/players/47064058/Oliver-Baumann
2018,Huddersfield,Premier League,Jonas Lössl,DEN,GK,28,1989,38,38,3420,38,57,1.5,153,97,65.4,9,10,19,10,26.3,6,4,2,0,33.3,https://fbref.com/en/players/939bc634/Jonas-Lossl
2018,Inter,Serie A,Samir Handanović,SVN,GK,33,1984,38,38,3420,38,30,0.79,119,94,76.5,20,12,6,17,44.7,2,2,0,0,0,https://fbref.com/en/players/74419746/Samir-Handanovic
2018,Juventus,Serie A,Gianluigi Buffon,ITA,GK,39,1978,21,21,1862,20.7,14,0.68,58,48,81,17,2,2,11,52.4,4,3,1,0,25,https://fbref.com/en/players/e40d028b/Gianluigi-Buffon
2018,Juventus,Serie A,Carlo Pinsoglio,ITA,GK,27,1990,1,0,28,0.3,1,3.21,2,1,50,0,0,0,0,NA,0,0,0,0,NA,https://fbref.com/en/players/f6a06749/Carlo-Pinsoglio
2018,Juventus,Serie A,Wojciech Szczęsny,POL,GK,27,1990,17,17,1530,17,9,0.53,34,24,73.5,13,3,1,11,64.7,0,0,0,0,NA,https://fbref.com/en/players/01b8a2b2/Wojciech-Szczesny
2018,Köln,Bundesliga,Timo Horn,GER,GK,24,1993,34,34,3060,34,70,2.06,197,135,68.5,5,7,22,5,14.7,9,8,1,0,11.1,https://fbref.com/en/players/3cd9e95a/Timo-Horn
2018,La Coruña,La Liga,Maksym Koval,UKR,"GK,MF",24,1992,2,2,121,1.3,3,2.23,5,2,40,0,1,1,0,0,0,0,0,0,NA,https://fbref.com/en/players/60713cb3/Maksym-Koval
2018,La Coruña,La Liga,Costel Pantilimon,ROU,GK,30,1987,6,6,540,6,9,1.5,23,16,65.2,3,0,3,1,16.7,1,1,0,0,0,https://fbref.com/en/players/d24e154c/Costel-Pantilimon
2018,La Coruña,La Liga,Rubén,ESP,GK,33,1984,28,27,2477,27.5,58,2.11,135,81,58.5,3,9,15,4,14.8,3,2,1,0,33.3,https://fbref.com/en/players/24279b8b/Ruben
2018,La Coruña,La Liga,Przemysław Tytoń,POL,GK,30,1987,2,1,97,1.1,4,3.71,5,1,20,0,0,1,0,0,0,0,0,0,NA,https://fbref.com/en/players/1fa85681/Przemyslaw-Tyton
2018,La Coruña,La Liga,Francis Uzoho,NGA,GK,18,1998,2,2,180,2,2,1,9,8,88.9,0,1,1,1,50,1,1,0,0,0,https://fbref.com/en/players/cfd68aa7/Francis-Uzoho
2018,Las Palmas,La Liga,Leandro Chichizola,ARG,GK,27,1990,27,27,2430,27,47,1.74,150,107,70.7,4,5,18,4,14.8,3,3,0,0,0,https://fbref.com/en/players/8d957256/Leandro-Chichizola
2018,Las Palmas,La Liga,Raúl Lizoain,ESP,GK,26,1991,11,11,990,11,27,2.45,62,36,59.7,1,2,8,1,9.1,2,2,0,0,0,https://fbref.com/en/players/f69e9eee/Raul-Lizoain
2018,Lazio,Serie A,Thomas Strakosha,ALB,GK,22,1995,38,38,3420,38,49,1.29,153,112,73.9,21,9,8,11,28.9,11,9,1,1,10,https://fbref.com/en/players/339fe0e8/Thomas-Strakosha
2018,Leganés,La Liga,Jon Ander Serantes,ESP,GK,27,1989,1,1,90,1,2,2,9,7,77.8,1,0,0,0,0,0,0,0,0,NA,https://fbref.com/en/players/983ccabe/Jon-Ander-Serantes
2018,Leganés,La Liga,Nereo Champagne,ARG,GK,32,1985,2,2,180,2,6,3,9,4,44.4,0,0,2,0,0,1,1,0,0,0,https://fbref.com/en/players/7a9fae62/Nereo-Champagne
2018,Leganés,La Liga,Iván Cuéllar,ESP,GK,33,1984,35,35,3150,35,43,1.23,144,105,73.6,11,7,17,14,40,6,5,1,0,16.7,https://fbref.com/en/players/75751c99/Ivan-Cuellar
2018,Leicester City,Premier League,Ben Hamer,ENG,GK,29,1987,4,3,275,3.1,7,2.29,12,6,50,0,1,2,1,33.3,1,1,0,0,0,https://fbref.com/en/players/d822a850/Ben-Hamer
2018,Leicester City,Premier League,Eldin Jakupović,SUI,GK,32,1984,2,2,180,2,6,3,12,7,50,1,0,1,0,0,0,0,0,0,NA,https://fbref.com/en/players/1148323a/Eldin-Jakupovic
2018,Leicester City,Premier League,Kasper Schmeichel,DEN,GK,30,1986,33,33,2965,32.9,47,1.43,137,91,66.4,11,10,12,8,24.2,3,1,2,0,66.7,https://fbref.com/en/players/53af52f3/Kasper-Schmeichel
2018,Levante,La Liga,Raúl Fernández,ESP,GK,29,1988,11,11,990,11,15,1.36,52,37,71.2,2,6,3,3,27.3,0,0,0,0,NA,https://fbref.com/en/players/6fb59070/Raul-Fernandez
2018,Levante,La Liga,Oier Olazábal,ESP,GK,27,1989,26,26,2340,26,39,1.5,116,84,70.7,9,7,10,7,26.9,6,5,0,1,0,https://fbref.com/en/players/b5bdf144/Oier-Olazabal
2018,Levante,La Liga,Koke Vegas,ESP,GK,21,1995,1,1,90,1,4,4,8,4,50,0,0,1,0,0,0,0,0,0,NA,https://fbref.com/en/players/bfb15d99/Koke-Vegas
2018,Leverkusen,Bundesliga,Bernd Leno,GER,GK,25,1992,33,33,2970,33,40,1.21,104,68,66.3,15,10,8,10,30.3,5,5,0,0,0,https://fbref.com/en/players/2628fd2b/Bernd-Leno
2018,Leverkusen,Bundesliga,Ramazan Özcan,AUT,GK,33,1984,1,1,90,1,4,4,7,3,42.9,0,0,1,0,0,1,0,1,0,100,https://fbref.com/en/players/a165a577/Ramazan-Ozcan
2018,Lille,Ligue 1,Ibrahim Amadou,FRA,"MF,DF",24,1993,1,0,17,26.7,2,10.59,2,1,50,0,0,0,0,NA,1,1,0,0,0,https://fbref.com/en/players/9260926b/Ibrahim-Amadou
2018,Lille,Ligue 1,Hervé Koffi,BFA,GK,20,1996,4,4,360,4,11,2.75,19,10,47.4,0,1,3,0,0,1,1,0,0,0,https://fbref.com/en/players/faf873a7/Herve-Koffi
2018,Lille,Ligue 1,Mike Maignan,FRA,GK,22,1995,34,34,3032,33.7,53,1.57,160,112,68.8,10,7,16,5,14.7,6,3,2,1,40,https://fbref.com/en/players/fcb38f57/Mike-Maignan
2018,Lille,Ligue 1,Nicolas de Préville,FRA,FW,26,1991,1,0,11,3.2,1,8.18,2,1,50,0,0,1,0,NA,0,0,0,0,NA,https://fbref.com/en/players/b0547a87/Nicolas-de-Preville
2018,Liverpool,Premier League,Loris Karius,GER,GK,24,1993,19,19,1710,19,14,0.74,41,28,70.7,11,5,3,10,52.6,3,2,1,0,33.3,https://fbref.com/en/players/32e7ce92/Loris-Karius
2018,Liverpool,Premier League,Simon Mignolet,BEL,GK,29,1988,19,19,1710,19,24,1.26,55,32,60,10,7,2,7,36.8,3,2,1,0,33.3,https://fbref.com/en/players/d436eb94/Simon-Mignolet
2018,Lyon,Ligue 1,Mathieu Gorgelin,FRA,GK,26,1990,4,4,360,4,6,1.5,12,6,50,2,1,1,1,25,0,0,0,0,NA,https://fbref.com/en/players/4d3e9033/Mathieu-Gorgelin
2018,Lyon,Ligue 1,Anthony Lopes,POR,GK,26,1990,34,34,3060,34,37,1.09,135,106,76.3,21,8,5,14,41.2,8,5,2,1,28.6,https://fbref.com/en/players/f00de885/Anthony-Lopes
2018,M'Gladbach,Bundesliga,Tobias Sippel,GER,GK,29,1988,5,4,435,4.8,10,2.07,24,14,58.3,1,0,4,1,25,0,0,0,0,NA,https://fbref.com/en/players/0d8a37c2/Tobias-Sippel
2018,M'Gladbach,Bundesliga,Yann Sommer,SUI,GK,28,1988,30,30,2625,29.2,42,1.44,145,106,73.8,12,8,9,6,20,4,4,0,0,0,https://fbref.com/en/players/420c18a1/Yann-Sommer
2018,Mainz 05,Bundesliga,René Adler,GER,GK,32,1985,14,14,1260,14,18,1.29,51,34,66.7,5,3,6,4,28.6,2,1,0,1,0,https://fbref.com/en/players/f71890f5/Rene-Adler
2018,Mainz 05,Bundesliga,Florian Müller,GER,GK,19,1997,5,5,450,5,7,1.4,19,11,63.2,1,1,3,1,20,1,0,1,0,100,https://fbref.com/en/players/cbac6ec9/Florian-Muller
2018,Mainz 05,Bundesliga,Robin Zentner,GER,GK,22,1994,15,15,1350,15,27,1.8,66,44,65.2,3,5,7,2,13.3,4,4,0,0,0,https://fbref.com/en/players/5c4bf6ba/Robin-Zentner
2018,Málaga,La Liga,Andrés Prieto,ESP,GK,23,1993,4,4,360,4,10,2.5,18,10,55.6,0,0,4,0,0,2,2,0,0,0,https://fbref.com/en/players/113fb4ea/Andres-Prieto
2018,Málaga,La Liga,Roberto,ESP,GK,31,1986,34,34,3060,34,51,1.5,144,95,67.4,5,5,24,6,17.6,5,4,1,0,20,https://fbref.com/en/players/ba3ca78f/Roberto
2018,Manchester City,Premier League,Claudio Bravo,CHI,GK,34,1983,3,2,226,2.5,1,0.4,5,4,80,2,0,0,1,50,0,0,0,0,NA,https://fbref.com/en/players/10072610/Claudio-Bravo
2018,Manchester City,Premier League,Ederson,BRA,GK,23,1993,36,36,3194,35.5,26,0.73,77,52,66.2,30,4,2,16,44.4,3,0,2,1,100,https://fbref.com/en/players/3bb7b8b4/Ederson
2018,Manchester Utd,Premier League,David de Gea,ESP,GK,26,1990,37,37,3330,37,28,0.76,139,113,80.6,24,6,7,18,48.6,1,1,0,0,0,https://fbref.com/en/players/7ba6d84e/David-de-Gea
2018,Manchester Utd,Premier League,Sergio Romero,ARG,GK,30,1987,1,1,90,1,0,0,4,4,100,1,0,0,1,100,0,0,0,0,NA,https://fbref.com/en/players/1e26e376/Sergio-Romero
2018,Marseille,Ligue 1,Steve Mandanda,FRA,GK,32,1985,31,31,2706,30,38,1.26,118,85,71.2,18,9,4,11,35.5,6,4,1,1,20,https://fbref.com/en/players/1d2d5cc8/Steve-Mandanda
2018,Marseille,Ligue 1,Yohann Pelé,FRA,GK,34,1982,9,7,714,8.2,9,1.13,26,18,65.4,4,2,1,3,42.9,0,0,0,0,NA,https://fbref.com/en/players/76806215/Yohann-Pele
2018,Metz,Ligue 1,Quentin Beunardeau,FRA,GK,23,1994,1,0,38,0.4,2,4.74,4,2,50,0,0,0,0,NA,0,0,0,0,NA,https://fbref.com/en/players/15285503/Quentin-Beunardeau
2018,Metz,Ligue 1,Thomas Didillon,FRA,GK,21,1995,9,9,810,9,14,1.56,36,26,69.4,1,1,7,2,22.2,3,3,0,0,0,https://fbref.com/en/players/a3d524cb/Thomas-Didillon
2018,Metz,Ligue 1,Eiji Kawashima,JPN,GK,34,1983,29,29,2569,28.5,60,2.1,172,113,65.1,5,7,17,2,6.9,2,0,2,0,100,https://fbref.com/en/players/a4527d33/Eiji-Kawashima
2018,Milan,Serie A,Gianluigi Donnarumma,ITA,GK,18,1999,38,38,3420,38,42,1.11,131,92,69.5,18,10,10,12,31.6,3,2,0,1,0,https://fbref.com/en/players/08f5afaa/Gianluigi-Donnarumma
2018,Monaco,Ligue 1,Diego Benaglio,SUI,GK,33,1983,3,2,225,2.5,0,0,6,6,100,2,0,0,3,150,0,0,0,0,NA,https://fbref.com/en/players/b7e7937d/Diego-Benaglio
2018,Monaco,Ligue 1,Danijel Subašić,CRO,GK,32,1984,34,34,2940,32.7,41,1.26,130,94,71.5,21,8,5,11,32.4,4,4,0,0,0,https://fbref.com/en/players/f6db3bd5/Danijel-Subasic
2018,Monaco,Ligue 1,Seydou Sy,SEN,GK,21,1995,3,2,255,2.8,4,1.41,16,13,81.3,1,0,1,1,50,1,1,0,0,0,https://fbref.com/en/players/8417953b/Seydou-Sy
2018,Montpellier,Ligue 1,Benjamin Lecomte,FRA,GK,26,1991,38,38,3420,38,33,0.87,121,93,76.9,11,18,9,14,36.8,6,5,0,1,0,https://fbref.com/en/players/2fa2a875/Benjamin-Lecomte
2018,Nantes,Ligue 1,Maxime Dupé,FRA,GK,24,1993,1,1,90,1,3,3,4,2,50,0,0,1,0,0,1,1,0,0,0,https://fbref.com/en/players/0e12089d/Maxime-Dupe
2018,Nantes,Ligue 1,Ciprian Tătărușanu,ROU,GK,31,1986,37,37,3330,37,38,1.03,133,97,72.9,14,10,13,12,32.4,3,2,0,1,0,https://fbref.com/en/players/b056e3da/Ciprian-Tatarusanu
2018,Napoli,Serie A,Pepe Reina,ESP,GK,34,1982,37,37,3330,37,29,0.78,98,70,72.4,28,6,3,18,48.6,2,2,0,0,0,https://fbref.com/en/players/e358587b/Pepe-Reina
2018,Napoli,Serie A,Luigi Sepe,ITA,GK,26,1991,1,1,90,1,0,0,1,1,100,0,1,0,1,100,0,0,0,0,NA,https://fbref.com/en/players/343f753a/Luigi-Sepe
2018,Newcastle Utd,Premier League,Karl Darlow,ENG,GK,26,1990,10,10,900,10,15,1.5,44,33,72.7,1,5,4,2,20,3,3,0,0,0,https://fbref.com/en/players/cde3309f/Karl-Darlow
2018,Newcastle Utd,Premier League,Martin Dúbravka,SVK,GK,28,1989,12,12,1080,12,11,0.92,37,26,70.3,6,1,5,4,33.3,1,0,1,0,100,https://fbref.com/en/players/3a949a25/Martin-Dubravka
2018,Newcastle Utd,Premier League,Rob Elliot,IRL,GK,31,1986,16,16,1440,16,21,1.31,64,45,68.8,5,2,9,3,18.8,2,1,1,0,50,https://fbref.com/en/players/b1b25949/Rob-Elliot
2018,Nice,Ligue 1,Walter Benítez,ARG,GK,24,1993,28,28,2520,28,36,1.29,114,83,71.1,12,8,8,7,25,5,3,2,0,40,https://fbref.com/en/players/8a2248b4/Walter-Benitez
2018,Nice,Ligue 1,Yoan Cardinale,FRA,GK,23,1994,10,10,900,10,16,1.6,43,28,62.8,3,1,6,3,30,0,0,0,0,NA,https://fbref.com/en/players/950ff24d/Yoan-Cardinale
2018,Paris S-G,Ligue 1,Alphonse Areola,FRA,GK,24,1993,34,34,3060,34,25,0.74,106,82,77.4,26,6,2,17,50,2,1,1,0,50,https://fbref.com/en/players/2f965a72/Alphonse-Areola
2018,Paris S-G,Ligue 1,Kevin Trapp,GER,GK,27,1990,4,4,360,4,4,1,16,14,87.5,3,0,1,1,25,2,2,0,0,0,https://fbref.com/en/players/ce17b5eb/Kevin-Trapp
2018,RB Leipzig,Bundesliga,Péter Gulácsi,HUN,GK,27,1990,33,33,2970,33,52,1.58,143,95,67.1,15,8,10,6,18.2,5,5,0,0,0,https://fbref.com/en/players/bcb2ccd8/Peter-Gulacsi
2018,RB Leipzig,Bundesliga,Yvon Mvogo,SUI,GK,23,1994,1,1,90,1,1,1,4,3,75,0,0,1,0,0,0,0,0,0,NA,https://fbref.com/en/players/dc29b608/Yvon-Mvogo
2018,Real Madrid,La Liga,Kiko Casilla,ESP,GK,30,1986,10,10,900,10,11,1.1,30,20,63.3,6,2,2,3,30,0,0,0,0,NA,https://fbref.com/en/players/58bc7d18/Kiko-Casilla
2018,Real Madrid,La Liga,Keylor Navas,CRC,GK,30,1986,27,27,2430,27,31,1.15,108,80,73.1,16,7,4,7,25.9,4,2,2,0,50,https://fbref.com/en/players/ecada4fc/Keylor-Navas
2018,Real Madrid,La Liga,Luca Zidane,FRA,GK,19,1998,1,1,90,1,2,2,4,2,50,0,1,0,0,0,0,0,0,0,NA,https://fbref.com/en/players/c818c4d9/Luca-Zidane
2018,Real Sociedad,La Liga,Miguel Ángel Moyá,ESP,GK,33,1984,9,9,765,8.5,8,0.94,30,24,80,3,2,4,3,33.3,3,2,1,0,33.3,https://fbref.com/en/players/011d8c56/Miguel-Angel-Moya
2018,Real Sociedad,La Liga,Toño Ramírez,ESP,GK,30,1986,4,3,315,3.5,6,1.71,11,5,45.5,1,0,2,2,66.7,0,0,0,0,NA,https://fbref.com/en/players/dc4511f3/Tono-Ramirez
