Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,Mins_Per_90,SCA_SCA,SCA90_SCA,PassLive_SCA,PassDead_SCA,Drib_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA_GCA,GCA90_GCA,PassLive_GCA,PassDead_GCA,Drib_GCA,Sh_GCA,Fld_GCA,Def_GCA,Url
2019,Stuttgart,Bundesliga,Emiliano Insúa,ARG,DF,29,1989,23.5,48,2.04,37,5,2,1,2,1,2,0.09,2,0,0,0,0,0,https://fbref.com/en/players/f3cccffe/Emiliano-Insua
2019,Stuttgart,Bundesliga,Ozan Kabak,TUR,DF,18,2000,15,14,0.93,11,0,3,0,0,0,2,0.13,2,0,0,0,0,0,https://fbref.com/en/players/2d61d13a/Ozan-Kabak
2019,Stuttgart,Bundesliga,Marc-Oliver Kempf,GER,DF,23,1995,22.5,14,0.62,13,0,0,0,0,1,0,0,0,0,0,0,0,0,https://fbref.com/en/players/815c314f/Marc-Oliver-Kempf
2019,Stuttgart,Bundesliga,Pablo Maffeo,ESP,"DF,MF",21,1997,6.6,13,1.96,5,2,3,1,2,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/5db04597/Pablo-Maffeo
2019,Stuttgart,Bundesliga,Hans Nunoo Sarpei,GHA,"FW,MF",19,1998,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/9593331d/Hans-Nunoo-Sarpei
2019,Stuttgart,Bundesliga,Berkay Özcan,TUR,MF,20,1998,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/31114001/Berkay-Ozcan
2019,Stuttgart,Bundesliga,Benjamin Pavard,FRA,DF,22,1996,29,20,0.69,19,0,0,1,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/45a03961/Benjamin-Pavard
2019,Stuttgart,Bundesliga,Borna Sosa,CRO,"DF,MF",20,1998,6.8,23,3.36,21,2,0,0,0,0,1,0.15,1,0,0,0,0,0,https://fbref.com/en/players/af0d79a9/Borna-Sosa
2019,Stuttgart,Bundesliga,Erik Thommy,GER,"MF,FW",23,1994,8.8,31,3.51,18,7,3,2,1,0,1,0.11,1,0,0,0,0,0,https://fbref.com/en/players/df8e7b62/Erik-Thommy
2019,Stuttgart,Bundesliga,Ron-Robert Zieler,GER,GK,29,1989,34,2,0.06,2,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/a0606ae8/Ron-Robert-Zieler
2019,Stuttgart,Bundesliga,Steven Zuber,SUI,"FW,MF",26,1991,11.7,29,2.48,24,2,1,0,1,1,2,0.17,2,0,0,0,0,0,https://fbref.com/en/players/b6a6e0a7/Steven-Zuber
2019,Werder Bremen,Bundesliga,Ludwig Augustinsson,SWE,DF,24,1994,33.6,67,1.99,51,10,2,2,0,2,8,0.24,6,0,0,1,0,1,https://fbref.com/en/players/9fec8860/Ludwig-Augustinsson
2019,Werder Bremen,Bundesliga,Philipp Bargfrede,GER,"MF,DF",29,1989,12,10,0.83,10,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/3f7cd8f1/Philipp-Bargfrede
2019,Werder Bremen,Bundesliga,Fin Bartels,GER,FW,31,1987,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/acc7b7ec/Fin-Bartels
2019,Werder Bremen,Bundesliga,Johannes Eggestein,GER,"FW,MF",20,1998,12.4,30,2.43,19,0,6,2,3,0,8,0.65,5,0,0,2,1,0,https://fbref.com/en/players/d571df78/Johannes-Eggestein
2019,Werder Bremen,Bundesliga,Maximilian Eggestein,GER,MF,21,1996,33.9,87,2.57,73,1,5,3,2,3,10,0.29,7,1,2,0,0,0,https://fbref.com/en/players/beb882a8/Maximilian-Eggestein
2019,Werder Bremen,Bundesliga,Marco Friedl,AUT,DF,20,1998,5.3,1,0.19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/f86ad3f5/Marco-Friedl
2019,Werder Bremen,Bundesliga,Theodor Gebre Selassie,CZE,DF,31,1986,31.3,43,1.38,34,3,0,3,2,1,8,0.26,7,0,0,0,1,0,https://fbref.com/en/players/3f65898c/Theodor-Gebre-Selassie
2019,Werder Bremen,Bundesliga,Martin Harnik,AUT,"FW,MF",31,1987,9.2,23,2.5,18,0,1,4,0,0,5,0.54,2,0,1,2,0,0,https://fbref.com/en/players/99b7584f/Martin-Harnik
2019,Werder Bremen,Bundesliga,Aron Jóhannsson,USA,MF,27,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/c0dc9fc7/Aron-Johannsson
2019,Werder Bremen,Bundesliga,Florian Kainz,AUT,FW,25,1992,4.1,14,3.38,10,1,2,1,0,0,4,0.97,3,0,1,0,0,0,https://fbref.com/en/players/94c18565/Florian-Kainz
2019,Werder Bremen,Bundesliga,Stefanos Kapino,GRE,GK,24,1994,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/62ba5881/Stefanos-Kapino
2019,Werder Bremen,Bundesliga,Davy Klaassen,NED,MF,25,1993,31.3,75,2.4,63,0,4,2,3,3,10,0.32,6,0,2,0,1,1,https://fbref.com/en/players/15fd5593/Davy-Klaassen
2019,Werder Bremen,Bundesliga,Max Kruse,GER,"FW,MF",30,1988,31.5,131,4.16,96,18,7,5,4,1,17,0.54,13,1,1,1,1,0,https://fbref.com/en/players/f9446dcd/Max-Kruse
2019,Werder Bremen,Bundesliga,Sebastian Langkamp,GER,DF,30,1988,15.7,8,0.51,6,0,0,1,0,1,0,0,0,0,0,0,0,0,https://fbref.com/en/players/74d70fb5/Sebastian-Langkamp
2019,Werder Bremen,Bundesliga,Kevin Möhwald,GER,"MF,FW",25,1993,9.7,21,2.16,18,0,0,2,1,0,2,0.21,2,0,0,0,0,0,https://fbref.com/en/players/a5ce09f2/Kevin-Mohwald
2019,Werder Bremen,Bundesliga,Niklas Moisander,FIN,DF,32,1985,29.3,29,0.99,27,0,0,1,0,1,2,0.07,1,0,0,1,0,0,https://fbref.com/en/players/00844823/Niklas-Moisander
2019,Werder Bremen,Bundesliga,Yuya Osako,JPN,"FW,MF",28,1990,15,31,2.07,27,0,2,1,1,0,3,0.2,2,0,0,0,1,0,https://fbref.com/en/players/f69fba57/Yuya-Osako
2019,Werder Bremen,Bundesliga,Jiří Pavlenka,CZE,GK,26,1992,33.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/0a1cb833/Jiri-Pavlenka
2019,Werder Bremen,Bundesliga,Claudio Pizarro,PER,FW,39,1978,7.7,20,2.6,19,0,0,1,0,0,4,0.52,3,0,0,1,0,0,https://fbref.com/en/players/54b6ee79/Claudio-Pizarro
2019,Werder Bremen,Bundesliga,Luca Plogmann,GER,GK,18,2000,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/206c37d3/Luca-Plogmann
2019,Werder Bremen,Bundesliga,Milot Rashica,KVX,"FW,MF",22,1996,17.2,76,4.41,42,9,12,4,8,1,9,0.52,6,0,2,0,1,0,https://fbref.com/en/players/6c6a3300/Milot-Rashica
2019,Werder Bremen,Bundesliga,Nuri Şahin,TUR,MF,29,1988,16.4,26,1.59,18,6,0,1,0,1,0,0,0,0,0,0,0,0,https://fbref.com/en/players/f4081572/Nuri-Sahin
2019,Werder Bremen,Bundesliga,Josh Sargent,USA,FW,18,2000,2.4,3,1.27,2,0,0,0,1,0,1,0.42,0,0,0,0,1,0,https://fbref.com/en/players/a8d4428b/Josh-Sargent
2019,Werder Bremen,Bundesliga,Miloš Veljković,SRB,DF,22,1995,20.9,13,0.62,10,0,0,1,1,1,0,0,0,0,0,0,0,0,https://fbref.com/en/players/a5ae8f8e/Milos-Veljkovic
2019,Wolfsburg,Bundesliga,Maximilian Arnold,GER,MF,24,1994,31.9,83,2.6,40,26,1,6,9,1,16,0.5,5,7,0,1,2,1,https://fbref.com/en/players/86e119e0/Maximilian-Arnold
2019,Wolfsburg,Bundesliga,Josip Brekalo,CRO,"FW,MF",20,1998,15.7,55,3.5,34,11,6,1,2,1,7,0.45,6,0,1,0,0,0,https://fbref.com/en/players/d4a2533d/Josip-Brekalo
2019,Wolfsburg,Bundesliga,John Brooks,USA,DF,25,1993,29,13,0.45,11,0,0,2,0,0,4,0.14,3,0,0,1,0,0,https://fbref.com/en/players/e27da244/John-Brooks
2019,Wolfsburg,Bundesliga,Jakub Błaszczykowski,POL,FW,32,1985,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/2b350e6b/Jakub-Blaszczykowski
2019,Wolfsburg,Bundesliga,Ignacio Camacho,ESP,MF,28,1990,6,6,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/8ed9b33a/Ignacio-Camacho
2019,Wolfsburg,Bundesliga,Koen Casteels,BEL,GK,26,1992,25.5,2,0.08,2,0,0,0,0,0,1,0.04,1,0,0,0,0,0,https://fbref.com/en/players/db401046/Koen-Casteels
2019,Wolfsburg,Bundesliga,Ohis Felix Uduokhai,GER,DF,20,1997,2.7,4,1.48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/677da306/Ohis-Felix-Uduokhai
2019,Wolfsburg,Bundesliga,Yannick Gerhardt,GER,MF,24,1994,27.3,52,1.91,42,0,0,6,4,0,9,0.33,4,0,0,4,1,0,https://fbref.com/en/players/62ab9184/Yannick-Gerhardt
2019,Wolfsburg,Bundesliga,Daniel Ginczek,GER,FW,27,1991,14.2,29,2.05,19,0,3,3,4,0,6,0.42,4,0,1,1,0,0,https://fbref.com/en/players/e5f63987/Daniel-Ginczek
2019,Wolfsburg,Bundesliga,Josuha Guilavogui,FRA,MF,27,1990,17.4,18,1.03,17,0,0,0,1,0,2,0.11,2,0,0,0,0,0,https://fbref.com/en/players/e6c43eec/Josuha-Guilavogui
2019,Wolfsburg,Bundesliga,Gian-Luca Itter,GER,DF,19,1999,1,2,1.91,2,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/e6c15f6e/Gian-Luca-Itter
2019,Wolfsburg,Bundesliga,Sebastian Jung,GER,DF,28,1990,0.6,3,4.82,3,0,0,0,0,0,1,1.61,1,0,0,0,0,0,https://fbref.com/en/players/86b30561/Sebastian-Jung
2019,Wolfsburg,Bundesliga,Felix Klaus,GER,"FW,MF",25,1992,4.9,14,2.84,10,0,2,0,2,0,2,0.41,1,0,1,0,0,0,https://fbref.com/en/players/aeda1f69/Felix-Klaus
2019,Wolfsburg,Bundesliga,Robin Knoche,GER,DF,26,1992,31,13,0.42,13,0,0,0,0,0,2,0.06,2,0,0,0,0,0,https://fbref.com/en/players/6bd5cd5d/Robin-Knoche
2019,Wolfsburg,Bundesliga,Yunus Mallı,TUR,"MF,FW",26,1992,7.8,29,3.72,20,5,3,0,1,0,2,0.26,2,0,0,0,0,0,https://fbref.com/en/players/f3722c97/Yunus-Malli
2019,Wolfsburg,Bundesliga,Admir Mehmedi,SUI,"FW,MF",27,1991,18.8,65,3.46,40,15,0,2,5,3,10,0.53,5,1,0,2,1,1,https://fbref.com/en/players/b500b384/Admir-Mehmedi
2019,Wolfsburg,Bundesliga,Pavao Pervan,AUT,GK,30,1987,8.5,1,0.12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/c89e8aae/Pavao-Pervan
2019,Wolfsburg,Bundesliga,Elvis Rexhbeçaj,GER,MF,20,1997,12.7,24,1.89,22,0,0,0,2,0,5,0.39,4,0,0,0,1,0,https://fbref.com/en/players/1ae836b1/Elvis-Rexhbecaj
2019,Wolfsburg,Bundesliga,Jérôme Roussillon,FRA,DF,25,1993,27.3,48,1.76,39,1,6,2,0,0,11,0.4,8,0,3,0,0,0,https://fbref.com/en/players/13203c45/Jerome-Roussillon
2019,Wolfsburg,Bundesliga,Renato Steffen,SUI,"FW,MF",26,1991,16.7,37,2.22,26,3,5,1,2,0,3,0.18,3,0,0,0,0,0,https://fbref.com/en/players/dd669209/Renato-Steffen
2019,Wolfsburg,Bundesliga,Marcel Tisserand,COD,DF,25,1993,9.8,3,0.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/45954ec7/Marcel-Tisserand
2019,Wolfsburg,Bundesliga,Paul Verhaegh,NED,DF,34,1983,2,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/97655ccd/Paul-Verhaegh
2019,Wolfsburg,Bundesliga,Wout Weghorst,NED,FW,25,1992,32.5,60,1.85,47,0,1,3,5,4,11,0.34,7,0,1,2,1,0,https://fbref.com/en/players/c4e87b8b/Wout-Weghorst
2019,Wolfsburg,Bundesliga,William,BRA,DF,23,1995,29.7,65,2.19,55,4,3,2,1,0,6,0.2,3,2,0,1,0,0,https://fbref.com/en/players/d4d0a9ad/William
2019,Wolfsburg,Bundesliga,John Yeboah,GER,FW,18,2000,0.6,4,6.55,2,0,1,0,1,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/8dfdc6c3/John-Yeboah
2020,Augsburg,Bundesliga,Daniel Baier,GER,MF,35,1984,21.6,33,1.53,27,0,1,1,3,1,4,0.19,3,0,0,0,1,0,https://fbref.com/en/players/f261abcb/Daniel-Baier
2020,Augsburg,Bundesliga,Noah Joel Sarenren Bazee,NGA,FW,22,1996,4.2,7,1.65,4,0,2,0,1,0,1,0.24,0,0,1,0,0,0,https://fbref.com/en/players/fbbc8e15/Noah-Joel-Sarenren-Bazee
2020,Augsburg,Bundesliga,Sergio Córdova,VEN,"FW,MF",21,1997,4.1,7,1.72,4,0,2,0,0,1,4,0.98,1,0,2,0,0,1,https://fbref.com/en/players/229cd98a/Sergio-Cordova
2020,Augsburg,Bundesliga,Ohis Felix Uduokhai,GER,DF,21,1997,21.8,6,0.27,4,2,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/677da306/Ohis-Felix-Uduokhai
2020,Augsburg,Bundesliga,Alfreð Finnbogason,ISL,FW,30,1989,10.7,32,2.98,24,0,1,5,1,1,4,0.37,4,0,0,0,0,0,https://fbref.com/en/players/f9e7c4ac/Alfred-Finnbogason
2020,Augsburg,Bundesliga,Raphael Framberger,GER,DF,23,1995,13.1,11,0.84,9,0,1,0,1,0,2,0.15,2,0,0,0,0,0,https://fbref.com/en/players/626fab5f/Raphael-Framberger
2020,Augsburg,Bundesliga,Jeffrey Gouweleeuw,NED,DF,28,1991,18.3,10,0.55,8,0,1,0,0,1,2,0.11,2,0,0,0,0,0,https://fbref.com/en/players/1025db8e/Jeffrey-Gouweleeuw
2020,Augsburg,Bundesliga,Michael Gregoritsch,AUT,"MF,FW",25,1994,3.4,9,2.67,8,0,0,0,1,0,1,0.3,1,0,0,0,0,0,https://fbref.com/en/players/8e235926/Michael-Gregoritsch
2020,Augsburg,Bundesliga,Carlos Gruezo,ECU,MF,24,1995,9.8,11,1.12,10,0,0,0,1,0,3,0.3,3,0,0,0,0,0,https://fbref.com/en/players/f2dd9a21/Carlos-Gruezo
2020,Augsburg,Bundesliga,André Hahn,GER,"FW,MF",28,1990,7.8,16,2.05,12,0,2,0,1,1,0,0,0,0,0,0,0,0,https://fbref.com/en/players/cd82452e/Andre-Hahn
2020,Augsburg,Bundesliga,Iago,BRA,"DF,MF",22,1997,7.5,5,0.67,5,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/054849d2/Iago
2020,Augsburg,Bundesliga,Tin Jedvaj,CRO,DF,23,1995,29.3,17,0.58,10,4,0,0,2,1,1,0.03,1,0,0,0,0,0,https://fbref.com/en/players/f820504e/Tin-Jedvaj
2020,Augsburg,Bundesliga,Fredrik Jensen,FIN,"FW,MF",21,1997,5.1,8,1.58,5,0,1,1,1,0,2,0.39,1,0,0,1,0,0,https://fbref.com/en/players/3eeb80e0/Fredrik-Jensen
2020,Augsburg,Bundesliga,Rani Khedira,GER,MF,25,1994,29.4,25,0.85,19,0,1,1,2,2,4,0.14,2,0,0,0,1,1,https://fbref.com/en/players/59e4b92e/Rani-Khedira
2020,Augsburg,Bundesliga,Tomáš Koubek,CZE,GK,26,1992,24,2,0.08,2,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/dc366c36/Tomas-Koubek
2020,Augsburg,Bundesliga,Stephan Lichtsteiner,SUI,DF,35,1984,14.9,18,1.21,12,5,0,0,1,0,2,0.13,2,0,0,0,0,0,https://fbref.com/en/players/99b1d0e6/Stephan-Lichtsteiner
2020,Augsburg,Bundesliga,Eduard Löwen,GER,"MF,FW",22,1997,7.5,16,2.15,6,8,0,0,2,0,2,0.27,1,1,0,0,0,0,https://fbref.com/en/players/70678132/Eduard-Lowen
2020,Augsburg,Bundesliga,Andreas Luthe,GER,GK,32,1987,10,1,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/7fe12375/Andreas-Luthe
2020,Augsburg,Bundesliga,Philipp Max,GER,DF,25,1993,30.1,85,2.83,43,36,0,4,2,0,8,0.27,4,2,0,2,0,0,https://fbref.com/en/players/826e8b63/Philipp-Max
2020,Augsburg,Bundesliga,Jan Morávek,CZE,MF,29,1989,5.3,8,1.52,7,0,0,0,1,0,1,0.19,1,0,0,0,0,0,https://fbref.com/en/players/e7d22eae/Jan-Moravek
2020,Augsburg,Bundesliga,Florian Niederlechner,GER,"FW,MF",28,1990,30.2,72,2.38,40,1,12,6,12,1,14,0.46,6,0,4,1,2,1,https://fbref.com/en/players/d6862409/Florian-Niederlechner
2020,Augsburg,Bundesliga,Reece Oxford,ENG,MF,20,1998,4.2,3,0.72,2,0,0,0,0,1,0,0,0,0,0,0,0,0,https://fbref.com/en/players/8b6e0db2/Reece-Oxford
2020,Augsburg,Bundesliga,Mads Pedersen,DEN,DF,22,1996,1.1,3,2.81,2,0,1,0,0,0,1,0.94,1,0,0,0,0,0,https://fbref.com/en/players/582a5247/Mads-Pedersen
2020,Augsburg,Bundesliga,Marco Richter,GER,"MF,FW",21,1997,25.3,56,2.21,35,2,8,5,5,1,6,0.24,4,0,0,0,2,0,https://fbref.com/en/players/f972644c/Marco-Richter
2020,Augsburg,Bundesliga,Julian Schieber,GER,FW,30,1989,0.5,2,4.19,1,0,0,1,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/37c213cf/Julian-Schieber
2020,Augsburg,Bundesliga,Marek Suchý,CZE,DF,31,1988,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/c5224618/Marek-Suchy
2020,Augsburg,Bundesliga,Georg Teigl,AUT,"DF,MF",28,1991,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/c8cfb04d/Georg-Teigl
2020,Augsburg,Bundesliga,Ruben Vargas,SUI,"FW,MF",20,1998,28.1,61,2.17,36,2,8,6,6,3,5,0.18,3,0,0,0,2,0,https://fbref.com/en/players/6ecbddf6/Ruben-Vargas
2020,Bayern Munich,Bundesliga,David Alaba,AUT,DF,27,1992,27.8,38,1.37,33,2,1,2,0,0,2,0.07,1,1,0,0,0,0,https://fbref.com/en/players/05439de2/David-Alaba
2020,Bayern Munich,Bundesliga,Thiago Alcántara,ESP,MF,28,1991,19.7,57,2.9,44,5,3,3,1,1,8,0.41,6,0,2,0,0,0,https://fbref.com/en/players/77e84962/Thiago-Alcantara
2020,Bayern Munich,Bundesliga,Oliver Batista-Meier,GER,FW,18,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/b7828a08/Oliver-Batista-Meier
2020,Bayern Munich,Bundesliga,Jérôme Boateng,GER,DF,30,1988,20,13,0.65,11,0,0,2,0,0,5,0.25,4,0,0,1,0,0,https://fbref.com/en/players/2db2fd7b/Jerome-Boateng
2020,Bayern Munich,Bundesliga,Kingsley Coman,FRA,"FW,MF",23,1996,16.7,76,4.54,61,0,8,2,4,1,10,0.6,8,0,0,0,2,0,https://fbref.com/en/players/042e8a49/Kingsley-Coman
2020,Bayern Munich,Bundesliga,Philippe Coutinho,BRA,"MF,FW",27,1992,15.7,78,4.98,62,6,5,1,3,1,11,0.7,9,0,1,0,1,0,https://fbref.com/en/players/0ef89a37/Philippe-Coutinho
2020,Bayern Munich,Bundesliga,Mickaël Cuisance,FRA,"MF,FW",19,1999,3.4,14,4.1,11,1,1,0,1,0,3,0.88,2,0,0,0,1,0,https://fbref.com/en/players/5722eced/Mickael-Cuisance
2020,Bayern Munich,Bundesliga,Leon Dajaku,GER,"DF,FW",18,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/aeaf1bc1/Leon-Dajaku
2020,Bayern Munich,Bundesliga,Alphonso Davies,CAN,DF,18,2000,24.8,67,2.7,54,0,4,0,4,5,9,0.36,7,0,1,0,0,1,https://fbref.com/en/players/d781d855/Alphonso-Davies
2020,Bayern Munich,Bundesliga,Serge Gnabry,GER,"FW,MF",24,1995,24.4,98,4.02,72,1,15,6,2,2,17,0.7,12,0,4,1,0,0,https://fbref.com/en/players/88e357ef/Serge-Gnabry
2020,Bayern Munich,Bundesliga,Leon Goretzka,GER,MF,24,1995,16.8,56,3.33,46,0,4,3,3,0,15,0.89,11,0,0,2,2,0,https://fbref.com/en/players/cc86b9a3/Leon-Goretzka
2020,Bayern Munich,Bundesliga,Lucas Hernández,FRA,DF,23,1996,10.2,8,0.78,6,1,0,0,0,1,2,0.2,1,0,0,0,0,1,https://fbref.com/en/players/c3ee18ef/Lucas-Hernandez
2020,Bayern Munich,Bundesliga,Joshua Kimmich,GER,"MF,DF",24,1995,31.3,128,4.09,77,47,1,1,0,2,18,0.57,13,5,0,0,0,0,https://fbref.com/en/players/49296448/Joshua-Kimmich
2020,Bayern Munich,Bundesliga,Robert Lewandowski,POL,FW,30,1988,30.7,102,3.33,68,0,12,10,10,2,15,0.49,9,0,4,0,2,0,https://fbref.com/en/players/8d78e732/Robert-Lewandowski
2020,Bayern Munich,Bundesliga,Javi Martínez,ESP,"DF,MF",30,1988,7.5,9,1.2,9,0,0,0,0,0,1,0.13,1,0,0,0,0,0,https://fbref.com/en/players/7f97771d/Javi-Martinez
2020,Bayern Munich,Bundesliga,Thomas Müller,GER,"MF,FW",29,1989,25.1,136,5.43,117,3,2,5,4,5,28,1.12,24,1,0,1,0,2,https://fbref.com/en/players/3c6089ab/Thomas-Muller
2020,Bayern Munich,Bundesliga,Jamal Musiala,GER,MF,16,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/2c0558b8/Jamal-Musiala
2020,Bayern Munich,Bundesliga,Manuel Neuer,GER,GK,33,1986,33,2,0.06,2,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/8778c910/Manuel-Neuer
2020,Bayern Munich,Bundesliga,Álvaro Odriozola,ESP,DF,23,1995,1.7,5,2.96,5,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/1d1691ad/Alvaro-Odriozola
2020,Bayern Munich,Bundesliga,Kwasi Okyere Wriedt,GHA,FW,25,1994,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/7124239e/Kwasi-Okyere-Wriedt
2020,Bayern Munich,Bundesliga,Benjamin Pavard,FRA,DF,23,1996,31,43,1.39,35,2,0,3,1,2,8,0.26,7,0,0,1,0,0,https://fbref.com/en/players/45a03961/Benjamin-Pavard
2020,Bayern Munich,Bundesliga,Ivan Perišić,CRO,"FW,MF",30,1989,13.4,39,2.91,28,2,3,4,1,1,7,0.52,7,0,0,0,0,0,https://fbref.com/en/players/6fe90922/Ivan-Perisic
2020,Bayern Munich,Bundesliga,Chris Richards,USA,DF,19,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/0a3d6d2b/Chris-Richards
2020,Bayern Munich,Bundesliga,Renato Sanches,POR,MF,21,1997,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/032f894e/Renato-Sanches
2020,Bayern Munich,Bundesliga,Sarpreet Singh,NZL,"FW,MF",20,1999,0.8,1,1.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/4ba886c6/Sarpreet-Singh
2020,Bayern Munich,Bundesliga,Niklas Süle,GER,DF,23,1995,7.1,7,0.98,7,0,0,0,0,0,2,0.28,2,0,0,0,0,0,https://fbref.com/en/players/e33c06cf/Niklas-Sule
2020,Bayern Munich,Bundesliga,Corentin Tolisso,FRA,MF,24,1994,7.1,31,4.37,24,0,1,3,1,2,5,0.71,4,0,0,0,1,0,https://fbref.com/en/players/652d4c37/Corentin-Tolisso
2020,Bayern Munich,Bundesliga,Sven Ulreich,GER,GK,30,1988,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/7d3e7da6/Sven-Ulreich
2020,Bayern Munich,Bundesliga,Joshua Zirkzee,NED,"FW,MF",18,2001,3.3,5,1.52,4,0,0,1,0,0,2,0.61,1,0,0,1,0,0,https://fbref.com/en/players/028e70b9/Joshua-Zirkzee
2020,Dortmund,Bundesliga,Manuel Akanji,SUI,DF,24,1995,25.7,10,0.39,9,1,0,0,0,0,3,0.12,3,0,0,0,0,0,https://fbref.com/en/players/89ac64a6/Manuel-Akanji
2020,Dortmund,Bundesliga,Paco Alcácer,ESP,FW,25,1993,5.9,14,2.38,10,1,2,0,1,0,3,0.51,2,1,0,0,0,0,https://fbref.com/en/players/a7a9d95a/Paco-Alcacer
2020,Dortmund,Bundesliga,Leonardo Balerdi,ARG,"DF,MF",20,1999,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/7c3ed041/Leonardo-Balerdi
2020,Dortmund,Bundesliga,Julian Brandt,GER,"MF,FW",23,1996,24.5,77,3.15,60,5,6,3,2,1,19,0.78,15,0,2,1,0,1,https://fbref.com/en/players/a167537f/Julian-Brandt
2020,Dortmund,Bundesliga,Jacob Bruun Larsen,DEN,"FW,MF",20,1998,0.8,1,1.32,1,0,0,0,0,0,1,1.32,1,0,0,0,0,0,https://fbref.com/en/players/4e204552/Jacob-Bruun-Larsen
2020,Dortmund,Bundesliga,Roman Bürki,SUI,GK,28,1990,30.8,1,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/9d12e142/Roman-Burki
2020,Dortmund,Bundesliga,Emre Can,GER,"MF,DF",25,1994,10.6,14,1.32,11,0,2,1,0,0,2,0.19,1,0,1,0,0,0,https://fbref.com/en/players/a65ce836/Emre-Can
2020,Dortmund,Bundesliga,Mahmoud Dahoud,GER,MF,23,1996,6.2,15,2.42,12,0,1,2,0,0,3,0.48,3,0,0,0,0,0,https://fbref.com/en/players/db4ed67b/Mahmoud-Dahoud
2020,Dortmund,Bundesliga,Thomas Delaney,DEN,MF,27,1991,9.2,9,0.98,8,0,0,1,0,0,2,0.22,2,0,0,0,0,0,https://fbref.com/en/players/fe641c1a/Thomas-Delaney
2020,Dortmund,Bundesliga,Mario Götze,GER,FW,27,1992,5.8,18,3.11,14,0,1,1,1,1,0,0,0,0,0,0,0,0,https://fbref.com/en/players/9efa1d25/Mario-Gotze
2020,Dortmund,Bundesliga,Raphaël Guerreiro,POR,DF,25,1993,25.9,66,2.54,48,7,3,4,3,1,8,0.31,6,0,0,2,0,0,https://fbref.com/en/players/048a1cbc/Raphael-Guerreiro
