Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,Mins_Per_90,SCA_SCA,SCA90_SCA,PassLive_SCA,PassDead_SCA,Drib_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA_GCA,GCA90_GCA,PassLive_GCA,PassDead_GCA,Drib_GCA,Sh_GCA,Fld_GCA,Def_GCA,Url
2018,Stuttgart,Bundesliga,Ron-Robert Zieler,GER,GK,28,1989,34,3,0.09,2,1,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/a0606ae8/Ron-Robert-Zieler
2018,Stuttgart,Bundesliga,Matthias Zimmermann,GER,"DF,MF",25,1992,0.9,1,1.18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/e199d5b0/Matthias-Zimmermann
2018,Werder Bremen,Bundesliga,Ludwig Augustinsson,SWE,"DF,MF",23,1994,28.1,56,1.99,38,12,0,5,1,0,2,0.07,0,1,0,1,0,0,https://fbref.com/en/players/9fec8860/Ludwig-Augustinsson
2018,Werder Bremen,Bundesliga,Philipp Bargfrede,GER,MF,28,1989,20.7,20,0.97,15,0,1,1,1,2,2,0.1,1,0,0,0,0,1,https://fbref.com/en/players/3f7cd8f1/Philipp-Bargfrede
2018,Werder Bremen,Bundesliga,Fin Bartels,GER,FW,30,1987,12.5,45,3.61,34,1,3,2,5,0,5,0.4,3,1,0,0,1,0,https://fbref.com/en/players/acc7b7ec/Fin-Bartels
2018,Werder Bremen,Bundesliga,Robert Bauer,GER,DF,22,1995,10.6,9,0.85,8,1,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/9b88e120/Robert-Bauer
2018,Werder Bremen,Bundesliga,Ishak Belfodil,ALG,FW,25,1992,15,47,3.13,31,0,8,4,4,0,4,0.27,2,0,1,1,0,0,https://fbref.com/en/players/ff182fdc/Ishak-Belfodil
2018,Werder Bremen,Bundesliga,Luca Caldirola,ITA,DF,26,1991,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/226008f1/Luca-Caldirola
2018,Werder Bremen,Bundesliga,Thomas Delaney,DEN,MF,25,1991,31.1,62,1.99,47,1,2,5,6,1,4,0.13,3,0,0,0,0,1,https://fbref.com/en/players/fe641c1a/Thomas-Delaney
2018,Werder Bremen,Bundesliga,Johannes Eggestein,GER,"FW,MF",19,1998,1.1,6,5.45,4,0,0,1,1,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/d571df78/Johannes-Eggestein
2018,Werder Bremen,Bundesliga,Maximilian Eggestein,GER,MF,20,1996,29.9,53,1.77,34,3,8,4,3,1,7,0.23,3,0,1,2,0,1,https://fbref.com/en/players/beb882a8/Maximilian-Eggestein
2018,Werder Bremen,Bundesliga,Marco Friedl,AUT,DF,19,1998,6.7,11,1.65,4,3,0,1,1,2,0,0,0,0,0,0,0,0,https://fbref.com/en/players/f86ad3f5/Marco-Friedl
2018,Werder Bremen,Bundesliga,Ulisses Garcia,SUI,DF,21,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/c952f633/Ulisses-Garcia
2018,Werder Bremen,Bundesliga,Theodor Gebre Selassie,CZE,"DF,MF",30,1986,31.4,31,0.99,26,1,0,3,1,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/3f65898c/Theodor-Gebre-Selassie
2018,Werder Bremen,Bundesliga,Jérôme Gondorf,GER,"MF,FW",29,1988,8.9,14,1.58,12,0,0,0,2,0,2,0.23,2,0,0,0,0,0,https://fbref.com/en/players/49ffe0f2/Jerome-Gondorf
2018,Werder Bremen,Bundesliga,Izet Hajrović,BIH,"MF,FW",25,1991,2.1,8,3.81,3,2,1,1,1,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/55537f53/Izet-Hajrovic
2018,Werder Bremen,Bundesliga,Aron Jóhannsson,USA,"MF,FW",26,1990,3.1,17,5.54,14,0,1,1,0,1,1,0.33,0,0,0,1,0,0,https://fbref.com/en/players/c0dc9fc7/Aron-Johannsson
2018,Werder Bremen,Bundesliga,Zlatko Junuzović,AUT,"MF,FW",29,1987,18.1,69,3.81,50,13,0,1,5,0,4,0.22,2,2,0,0,0,0,https://fbref.com/en/players/dba67bc4/Zlatko-Junuzovic
2018,Werder Bremen,Bundesliga,Florian Kainz,AUT,"MF,FW",24,1992,19,71,3.81,42,19,2,4,3,1,4,0.21,3,1,0,0,0,0,https://fbref.com/en/players/94c18565/Florian-Kainz
2018,Werder Bremen,Bundesliga,Ole Käuper,GER,MF,20,1997,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/e5d652c1/Ole-Kauper
2018,Werder Bremen,Bundesliga,Max Kruse,GER,FW,29,1988,27.3,111,4.07,79,16,9,4,2,1,11,0.4,6,2,1,2,0,0,https://fbref.com/en/players/f9446dcd/Max-Kruse
2018,Werder Bremen,Bundesliga,Sebastian Langkamp,GER,DF,29,1988,4.6,1,0.22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/74d70fb5/Sebastian-Langkamp
2018,Werder Bremen,Bundesliga,Niklas Moisander,FIN,DF,31,1985,25,15,0.6,12,0,1,1,0,1,0,0,0,0,0,0,0,0,https://fbref.com/en/players/00844823/Niklas-Moisander
2018,Werder Bremen,Bundesliga,Jiří Pavlenka,CZE,GK,25,1992,34,1,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/0a1cb833/Jiri-Pavlenka
2018,Werder Bremen,Bundesliga,Milot Rashica,KVX,"FW,MF",21,1996,4.3,14,3.28,8,0,2,3,1,0,1,0.23,0,0,0,1,0,0,https://fbref.com/en/players/6c6a3300/Milot-Rashica
2018,Werder Bremen,Bundesliga,Lamine Sané,SEN,DF,30,1987,8.7,3,0.34,2,0,0,1,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/125cb9fe/Lamine-Sane
2018,Werder Bremen,Bundesliga,Miloš Veljković,SRB,DF,21,1995,29.5,16,0.54,14,1,0,0,0,1,1,0.03,1,0,0,0,0,0,https://fbref.com/en/players/a5ae8f8e/Milos-Veljkovic
2018,Wolfsburg,Bundesliga,Maximilian Arnold,GER,MF,23,1994,27.3,72,2.64,46,19,1,1,4,1,3,0.11,2,1,0,0,0,0,https://fbref.com/en/players/86e119e0/Maximilian-Arnold
2018,Wolfsburg,Bundesliga,Riechedly Bazoer,NED,MF,20,1996,6.6,5,0.76,3,0,0,0,2,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/da59a197/Riechedly-Bazoer
2018,Wolfsburg,Bundesliga,Josip Brekalo,CRO,"FW,MF",19,1998,9.7,22,2.39,15,5,1,0,1,0,3,0.33,2,1,0,0,0,0,https://fbref.com/en/players/d4a2533d/Josip-Brekalo
2018,Wolfsburg,Bundesliga,John Brooks,USA,DF,24,1993,8.1,3,0.37,2,0,0,0,0,1,0,0,0,0,0,0,0,0,https://fbref.com/en/players/e27da244/John-Brooks
2018,Wolfsburg,Bundesliga,Jeffrey Bruma,NED,DF,25,1991,11,5,0.45,5,0,0,0,0,0,1,0.09,1,0,0,0,0,0,https://fbref.com/en/players/fbffc4b1/Jeffrey-Bruma
2018,Wolfsburg,Bundesliga,Jakub Błaszczykowski,POL,"FW,MF",31,1985,5.8,13,2.25,11,0,2,0,0,0,3,0.52,2,0,1,0,0,0,https://fbref.com/en/players/2b350e6b/Jakub-Blaszczykowski
2018,Wolfsburg,Bundesliga,Ignacio Camacho,ESP,"MF,DF",27,1990,10.6,12,1.14,10,1,0,0,1,0,1,0.09,1,0,0,0,0,0,https://fbref.com/en/players/8ed9b33a/Ignacio-Camacho
2018,Wolfsburg,Bundesliga,Koen Casteels,BEL,GK,25,1992,34,3,0.09,3,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/db401046/Koen-Casteels
2018,Wolfsburg,Bundesliga,Daniel Didavi,GER,"MF,FW",27,1990,24.9,60,2.41,41,8,1,6,3,1,10,0.4,5,3,0,1,0,1,https://fbref.com/en/players/d3096421/Daniel-Didavi
2018,Wolfsburg,Bundesliga,Landry Dimata,BEL,"FW,MF",19,1997,10,29,2.9,15,1,1,2,10,0,2,0.2,2,0,0,0,0,0,https://fbref.com/en/players/b5f63410/Landry-Dimata
2018,Wolfsburg,Bundesliga,Ohis Felix Uduokhai,GER,DF,19,1997,17.3,6,0.35,5,1,0,0,0,0,1,0.06,1,0,0,0,0,0,https://fbref.com/en/players/677da306/Ohis-Felix-Uduokhai
2018,Wolfsburg,Bundesliga,Yannick Gerhardt,GER,"DF,MF",23,1994,13.6,22,1.61,17,0,0,2,2,1,3,0.22,3,0,0,0,0,0,https://fbref.com/en/players/62ab9184/Yannick-Gerhardt
2018,Wolfsburg,Bundesliga,Mario Gómez,GER,FW,32,1985,10.4,20,1.92,15,0,2,0,2,1,5,0.48,4,0,0,0,1,0,https://fbref.com/en/players/71a20ce8/Mario-Gomez
2018,Wolfsburg,Bundesliga,Josuha Guilavogui,FRA,MF,26,1990,26.7,40,1.5,37,0,0,1,1,1,4,0.15,4,0,0,0,0,0,https://fbref.com/en/players/e6c43eec/Josuha-Guilavogui
2018,Wolfsburg,Bundesliga,Kaylen Hinds,ENG,"MF,FW",19,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/fdd5d298/Kaylen-Hinds
2018,Wolfsburg,Bundesliga,Gian-Luca Itter,GER,DF,18,1999,4.6,5,1.09,5,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/e6c15f6e/Gian-Luca-Itter
2018,Wolfsburg,Bundesliga,Paul Jaeckel,GER,DF,19,1998,3,2,0.67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/a93b6f4e/Paul-Jaeckel
2018,Wolfsburg,Bundesliga,Sebastian Jung,GER,DF,27,1990,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/86b30561/Sebastian-Jung
2018,Wolfsburg,Bundesliga,Robin Knoche,GER,DF,25,1992,23.4,11,0.47,10,0,0,0,1,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/6bd5cd5d/Robin-Knoche
2018,Wolfsburg,Bundesliga,Yunus Mallı,TUR,"FW,MF",25,1992,24.9,72,2.89,53,2,4,2,7,4,10,0.4,8,0,0,0,1,1,https://fbref.com/en/players/f3722c97/Yunus-Malli
2018,Wolfsburg,Bundesliga,Admir Mehmedi,SUI,"FW,MF",26,1991,3.2,5,1.56,3,2,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/b500b384/Admir-Mehmedi
2018,Wolfsburg,Bundesliga,Paul-Georges Ntep,CMR,"FW,MF",25,1992,1.8,4,2.17,3,0,1,0,0,0,1,0.54,1,0,0,0,0,0,https://fbref.com/en/players/81aeb1dd/Paul-Georges-Ntep
2018,Wolfsburg,Bundesliga,Divock Origi,BEL,FW,22,1995,21.9,39,1.78,21,1,4,4,9,0,6,0.27,2,0,1,0,3,0,https://fbref.com/en/players/43a166b4/Divock-Origi
2018,Wolfsburg,Bundesliga,Victor Osimhen,NGA,"FW,MF",18,1998,3.2,7,2.2,4,0,1,1,1,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/8c90fd7a/Victor-Osimhen
2018,Wolfsburg,Bundesliga,Elvis Rexhbeçaj,GER,"DF,MF",19,1997,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/1ae836b1/Elvis-Rexhbecaj
2018,Wolfsburg,Bundesliga,Renato Steffen,SUI,"FW,MF",25,1991,7.3,14,1.91,11,0,1,0,2,0,2,0.27,1,0,0,0,1,0,https://fbref.com/en/players/dd669209/Renato-Steffen
2018,Wolfsburg,Bundesliga,Marcel Tisserand,COD,DF,24,1993,13.9,7,0.5,7,0,0,0,0,0,1,0.07,1,0,0,0,0,0,https://fbref.com/en/players/45954ec7/Marcel-Tisserand
2018,Wolfsburg,Bundesliga,Paul Verhaegh,NED,DF,33,1983,29,46,1.58,41,2,0,3,0,0,3,0.1,2,0,0,1,0,0,https://fbref.com/en/players/97655ccd/Paul-Verhaegh
2018,Wolfsburg,Bundesliga,William,BRA,DF,22,1995,17.9,28,1.56,24,0,0,1,1,2,2,0.11,2,0,0,0,0,0,https://fbref.com/en/players/d4d0a9ad/William
2019,Augsburg,Bundesliga,Simon Asta,GER,DF,17,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/dfc85b89/Simon-Asta
2019,Augsburg,Bundesliga,Daniel Baier,GER,MF,34,1984,31.3,52,1.66,46,1,0,1,3,1,5,0.16,4,0,0,0,1,0,https://fbref.com/en/players/f261abcb/Daniel-Baier
2019,Augsburg,Bundesliga,Caiuby,BRA,"FW,MF",30,1988,11.2,38,3.4,30,0,2,3,3,0,3,0.27,2,0,0,1,0,0,https://fbref.com/en/players/c6637acf/Caiuby
2019,Augsburg,Bundesliga,Jan-Ingwer Callsen-Bracker,GER,DF,33,1984,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/0999a593/Jan-Ingwer-Callsen-Bracker
2019,Augsburg,Bundesliga,Sergio Córdova,VEN,FW,20,1997,5.9,11,1.86,6,0,0,1,3,1,0,0,0,0,0,0,0,0,https://fbref.com/en/players/229cd98a/Sergio-Cordova
2019,Augsburg,Bundesliga,Kevin Danso,AUT,DF,19,1998,13.9,4,0.29,4,0,0,0,0,0,1,0.07,1,0,0,0,0,0,https://fbref.com/en/players/6e33125f/Kevin-Danso
2019,Augsburg,Bundesliga,Ji Dong-won,KOR,"FW,MF",27,1991,9.9,27,2.73,19,0,3,2,2,1,2,0.2,1,0,0,1,0,0,https://fbref.com/en/players/7d841904/Ji-Dong-won
2019,Augsburg,Bundesliga,Alfreð Finnbogason,ISL,FW,29,1989,14.8,31,2.09,25,0,2,1,3,0,5,0.34,3,0,0,0,2,0,https://fbref.com/en/players/f9e7c4ac/Alfred-Finnbogason
2019,Augsburg,Bundesliga,Raphael Framberger,GER,"DF,MF",22,1995,6.1,12,1.97,8,1,1,0,2,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/626fab5f/Raphael-Framberger
2019,Augsburg,Bundesliga,Fabian Giefer,GER,GK,28,1990,4,1,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/fbefefdb/Fabian-Giefer
2019,Augsburg,Bundesliga,Felix Götze,GER,MF,20,1998,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/ee7cdd0c/Felix-Gotze
2019,Augsburg,Bundesliga,Jeffrey Gouweleeuw,NED,DF,27,1991,23.2,14,0.6,13,0,0,0,0,1,2,0.09,2,0,0,0,0,0,https://fbref.com/en/players/1025db8e/Jeffrey-Gouweleeuw
2019,Augsburg,Bundesliga,Michael Gregoritsch,AUT,"MF,FW",24,1994,27.6,63,2.28,46,1,2,10,3,1,5,0.18,4,0,0,1,0,0,https://fbref.com/en/players/8e235926/Michael-Gregoritsch
2019,Augsburg,Bundesliga,André Hahn,GER,"FW,MF",27,1990,22.8,48,2.11,34,1,2,7,2,2,6,0.26,4,0,0,2,0,0,https://fbref.com/en/players/cd82452e/Andre-Hahn
2019,Augsburg,Bundesliga,Martin Hinteregger,AUT,DF,25,1992,17.5,12,0.69,10,0,0,2,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/080440a4/Martin-Hinteregger
2019,Augsburg,Bundesliga,Koo Ja-cheol,KOR,"MF,FW",29,1989,18.2,45,2.47,32,0,4,2,5,2,4,0.22,4,0,0,0,0,0,https://fbref.com/en/players/3c05e082/Koo-Ja-cheol
2019,Augsburg,Bundesliga,Christoph Janker,GER,"MF,FW",33,1985,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/cf01fe3a/Christoph-Janker
2019,Augsburg,Bundesliga,Fredrik Jensen,FIN,"FW,MF",20,1997,2.3,2,0.87,2,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/3eeb80e0/Fredrik-Jensen
2019,Augsburg,Bundesliga,Rani Khedira,GER,"DF,MF",24,1994,29.2,34,1.17,29,0,0,2,1,2,4,0.14,4,0,0,0,0,0,https://fbref.com/en/players/59e4b92e/Rani-Khedira
2019,Augsburg,Bundesliga,Gregor Kobel,SUI,GK,20,1997,15.4,1,0.06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/cd59b9df/Gregor-Kobel
2019,Augsburg,Bundesliga,Andreas Luthe,GER,GK,31,1987,14.6,2,0.14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/7fe12375/Andreas-Luthe
2019,Augsburg,Bundesliga,Philipp Max,GER,"DF,MF",24,1993,28.5,90,3.15,46,35,1,6,1,1,3,0.11,2,1,0,0,0,0,https://fbref.com/en/players/826e8b63/Philipp-Max
2019,Augsburg,Bundesliga,Jan Morávek,CZE,MF,28,1989,8.4,20,2.38,17,0,0,0,0,3,4,0.48,4,0,0,0,0,0,https://fbref.com/en/players/e7d22eae/Jan-Moravek
2019,Augsburg,Bundesliga,Reece Oxford,ENG,DF,19,1998,5.6,3,0.53,3,0,0,0,0,0,1,0.18,1,0,0,0,0,0,https://fbref.com/en/players/8b6e0db2/Reece-Oxford
2019,Augsburg,Bundesliga,Marco Richter,GER,"FW,MF",20,1997,15.8,52,3.28,31,0,12,5,4,0,10,0.63,8,0,0,1,1,0,https://fbref.com/en/players/f972644c/Marco-Richter
2019,Augsburg,Bundesliga,Julian Schieber,GER,FW,29,1989,2.9,6,2.09,4,0,0,1,1,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/37c213cf/Julian-Schieber
2019,Augsburg,Bundesliga,Jonathan Schmid,FRA,DF,28,1990,28,74,2.64,43,26,1,1,1,2,10,0.36,7,3,0,0,0,0,https://fbref.com/en/players/088ca1bd/Jonathan-Schmid
2019,Augsburg,Bundesliga,Kostas Stafylidis,GRE,DF,24,1993,10.2,16,1.57,8,6,0,2,0,0,1,0.1,0,0,0,1,0,0,https://fbref.com/en/players/861e0116/Kostas-Stafylidis
2019,Augsburg,Bundesliga,Jozo Stanić,CRO,DF,19,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/597ff9d3/Jozo-Stanic
2019,Augsburg,Bundesliga,Georg Teigl,AUT,"MF,FW",27,1991,3.3,4,1.22,2,0,0,0,1,1,1,0.3,0,0,0,0,1,0,https://fbref.com/en/players/c8cfb04d/Georg-Teigl
2019,Bayern Munich,Bundesliga,David Alaba,AUT,DF,26,1992,28.1,72,2.56,56,1,4,8,2,1,7,0.25,6,0,1,0,0,0,https://fbref.com/en/players/05439de2/David-Alaba
2019,Bayern Munich,Bundesliga,Thiago Alcántara,ESP,MF,27,1991,26.8,82,3.06,58,13,2,0,4,5,9,0.34,6,2,0,0,0,1,https://fbref.com/en/players/77e84962/Thiago-Alcantara
2019,Bayern Munich,Bundesliga,Jérôme Boateng,GER,DF,29,1988,18.8,22,1.17,20,0,1,1,0,0,4,0.21,4,0,0,0,0,0,https://fbref.com/en/players/2db2fd7b/Jerome-Boateng
2019,Bayern Munich,Bundesliga,Kingsley Coman,FRA,"FW,MF",22,1996,15.3,53,3.46,41,0,8,1,3,0,8,0.52,7,0,0,1,0,0,https://fbref.com/en/players/042e8a49/Kingsley-Coman
2019,Bayern Munich,Bundesliga,Alphonso Davies,CAN,"FW,MF",17,2000,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/d781d855/Alphonso-Davies
2019,Bayern Munich,Bundesliga,Serge Gnabry,GER,"FW,MF",23,1995,19.6,71,3.63,52,1,6,7,3,2,14,0.72,10,0,1,3,0,0,https://fbref.com/en/players/88e357ef/Serge-Gnabry
2019,Bayern Munich,Bundesliga,Leon Goretzka,GER,MF,23,1995,22.5,43,1.91,30,0,3,6,3,1,7,0.31,6,0,0,1,0,0,https://fbref.com/en/players/cc86b9a3/Leon-Goretzka
2019,Bayern Munich,Bundesliga,Mats Hummels,GER,DF,29,1988,19.7,22,1.12,18,0,1,1,1,1,1,0.05,1,0,0,0,0,0,https://fbref.com/en/players/05d548d8/Mats-Hummels
2019,Bayern Munich,Bundesliga,Joshua Kimmich,GER,"DF,MF",23,1995,34,146,4.29,86,42,7,1,10,0,20,0.59,15,4,0,0,1,0,https://fbref.com/en/players/49296448/Joshua-Kimmich
2019,Bayern Munich,Bundesliga,Robert Lewandowski,POL,FW,29,1988,32.9,118,3.59,78,0,11,17,12,0,19,0.58,10,0,4,5,0,0,https://fbref.com/en/players/8d78e732/Robert-Lewandowski
2019,Bayern Munich,Bundesliga,Javi Martínez,ESP,MF,29,1988,14.5,17,1.17,10,0,1,3,2,1,0,0,0,0,0,0,0,0,https://fbref.com/en/players/7f97771d/Javi-Martinez
2019,Bayern Munich,Bundesliga,Thomas Müller,GER,"MF,FW",28,1989,26.4,105,3.97,82,3,8,7,5,0,17,0.64,13,0,0,3,1,0,https://fbref.com/en/players/3c6089ab/Thomas-Muller
2019,Bayern Munich,Bundesliga,Manuel Neuer,GER,GK,32,1986,25.6,1,0.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/8778c910/Manuel-Neuer
2019,Bayern Munich,Bundesliga,Rafinha,BRA,DF,32,1985,10,18,1.8,15,1,0,1,1,0,3,0.3,3,0,0,0,0,0,https://fbref.com/en/players/d003e213/Rafinha
2019,Bayern Munich,Bundesliga,Franck Ribéry,FRA,"FW,MF",35,1983,13,52,3.99,40,0,8,2,2,0,9,0.69,5,0,2,1,1,0,https://fbref.com/en/players/f61c7c4e/Franck-Ribery
2019,Bayern Munich,Bundesliga,Arjen Robben,NED,"FW,MF",34,1984,6.3,26,4.13,21,2,1,2,0,0,1,0.16,1,0,0,0,0,0,https://fbref.com/en/players/09586899/Arjen-Robben
2019,Bayern Munich,Bundesliga,James Rodríguez,COL,"MF,FW",27,1991,12.6,78,6.17,53,20,2,2,1,0,8,0.63,5,2,0,0,1,0,https://fbref.com/en/players/715bf047/James-Rodriguez
2019,Bayern Munich,Bundesliga,Renato Sanches,POR,MF,20,1997,6.4,24,3.74,14,2,5,0,2,1,3,0.47,1,0,1,0,0,1,https://fbref.com/en/players/032f894e/Renato-Sanches
2019,Bayern Munich,Bundesliga,Meritan Shabani,ALB,FW,19,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/012c38ec/Meritan-Shabani
2019,Bayern Munich,Bundesliga,Niklas Süle,GER,DF,22,1995,29.5,27,0.92,25,0,1,0,1,0,4,0.14,4,0,0,0,0,0,https://fbref.com/en/players/e33c06cf/Niklas-Sule
2019,Bayern Munich,Bundesliga,Corentin Tolisso,FRA,MF,23,1994,0.6,3,5.19,2,0,0,1,0,0,1,1.73,0,0,0,1,0,0,https://fbref.com/en/players/652d4c37/Corentin-Tolisso
2019,Bayern Munich,Bundesliga,Sven Ulreich,GER,GK,29,1988,8.4,1,0.12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/7d3e7da6/Sven-Ulreich
2019,Bayern Munich,Bundesliga,Sandro Wagner,GER,FW,30,1987,1.6,1,0.63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/61b0b44d/Sandro-Wagner
2019,Bayern Munich,Bundesliga,Jeong Woo-yeong,KOR,FW,18,1999,0.1,1,18,1,0,0,0,0,0,1,18,1,0,0,0,0,0,https://fbref.com/en/players/6190474d/Jeong-Woo-yeong
2019,Dortmund,Bundesliga,Manuel Akanji,SUI,DF,23,1995,24.5,18,0.73,14,0,0,1,1,2,5,0.2,2,0,0,1,1,1,https://fbref.com/en/players/89ac64a6/Manuel-Akanji
2019,Dortmund,Bundesliga,Paco Alcácer,ESP,FW,24,1993,13.5,36,2.68,26,0,2,3,3,2,7,0.52,4,0,0,1,1,1,https://fbref.com/en/players/a7a9d95a/Paco-Alcacer
2019,Dortmund,Bundesliga,Jacob Bruun Larsen,DEN,"FW,MF",19,1998,14.1,30,2.13,24,4,1,1,0,0,4,0.28,4,0,0,0,0,0,https://fbref.com/en/players/4e204552/Jacob-Bruun-Larsen
2019,Dortmund,Bundesliga,Roman Bürki,SUI,GK,27,1990,32,1,0.03,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/9d12e142/Roman-Burki
2019,Dortmund,Bundesliga,Mahmoud Dahoud,GER,MF,22,1996,7.7,18,2.32,16,0,1,0,1,0,3,0.39,3,0,0,0,0,0,https://fbref.com/en/players/db4ed67b/Mahmoud-Dahoud
2019,Dortmund,Bundesliga,Thomas Delaney,DEN,MF,26,1991,25.4,35,1.38,28,0,1,4,1,1,9,0.35,6,0,0,3,0,0,https://fbref.com/en/players/fe641c1a/Thomas-Delaney
2019,Dortmund,Bundesliga,Abdou Diallo,SEN,DF,22,1996,26.4,15,0.57,13,0,0,1,1,0,2,0.08,1,0,0,1,0,0,https://fbref.com/en/players/fc62f087/Abdou-Diallo
2019,Dortmund,Bundesliga,Mario Götze,GER,"FW,MF",26,1992,18.6,70,3.76,59,0,3,2,6,0,9,0.48,8,0,1,0,0,0,https://fbref.com/en/players/9efa1d25/Mario-Gotze
2019,Dortmund,Bundesliga,Raphaël Guerreiro,POR,"FW,DF",24,1993,17,70,4.13,40,19,3,5,1,2,11,0.65,7,3,1,0,0,0,https://fbref.com/en/players/048a1cbc/Raphael-Guerreiro
2019,Dortmund,Bundesliga,Achraf Hakimi,MAR,DF,19,1998,19.3,40,2.07,28,1,0,2,8,1,9,0.47,6,0,0,0,2,1,https://fbref.com/en/players/e42d61c7/Achraf-Hakimi
2019,Dortmund,Bundesliga,Marwin Hitz,SUI,GK,30,1987,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/2e7ff968/Marwin-Hitz
2019,Dortmund,Bundesliga,Shinji Kagawa,JPN,MF,29,1989,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/5afafbfe/Shinji-Kagawa
2019,Dortmund,Bundesliga,Maximilian Philipp,GER,"FW,MF",24,1994,8.4,17,2.02,12,0,1,1,3,0,4,0.47,3,0,0,0,1,0,https://fbref.com/en/players/061e8e23/Maximilian-Philipp
2019,Dortmund,Bundesliga,Łukasz Piszczek,POL,DF,33,1985,19.5,30,1.54,24,2,1,1,0,2,8,0.41,7,0,0,1,0,0,https://fbref.com/en/players/fe2db476/Lukasz-Piszczek
2019,Dortmund,Bundesliga,Christian Pulisic,USA,"FW,MF",19,1998,10.4,53,5.12,30,5,9,4,5,0,11,1.06,4,0,3,2,2,0,https://fbref.com/en/players/1bf33a9a/Christian-Pulisic
2019,Dortmund,Bundesliga,Marco Reus,GER,"MF,FW",29,1989,25.7,87,3.38,65,7,4,5,4,2,19,0.74,14,1,2,1,1,0,https://fbref.com/en/players/36a3ff67/Marco-Reus
2019,Dortmund,Bundesliga,Jadon Sancho,ENG,"FW,MF",18,2000,27.3,124,4.53,86,21,8,3,6,0,33,1.21,24,2,3,1,3,0,https://fbref.com/en/players/dbf053da/Jadon-Sancho
2019,Dortmund,Bundesliga,Marcel Schmelzer,GER,DF,30,1988,6.3,7,1.11,5,1,0,1,0,0,2,0.32,2,0,0,0,0,0,https://fbref.com/en/players/89565ac5/Marcel-Schmelzer
2019,Dortmund,Bundesliga,Ömer Toprak,TUR,DF,29,1989,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/c5fd13e9/Omer-Toprak
